 R   <X|d2/dR2|X>   <A|d2/dR2|A> 
11.02391 -9.510361169337063e-8 -9.510361169337063e-8
11.03109 -8.368902695382293e-8 -8.368902695382293e-8
11.03827 -7.298253243842005e-8 -7.298253243842005e-8
11.04545 -6.291632383861894e-8 -6.291632383861894e-8
11.05263 -5.358824402023853e-8 -5.358824402023853e-8
11.05981 -4.494314652371193e-8 -4.494314652371193e-8
11.06699 -3.703150449275019e-8 -3.703150449275019e-8
11.07417 -2.9887031615317815e-8 -2.9887031615317815e-8
11.08135 -2.346122261876646e-8 -2.346122261876646e-8
11.08854 -1.7815387399159954e-8 -1.7815387399159954e-8
11.09572 -1.29056520904303e-8 -1.29056520904303e-8
11.1029 -8.777777041176309e-9 -8.777777041176309e-9
11.11008 -5.435647040464512e-9 -5.435647040464512e-9
11.11726 -2.8800582091065665e-9 -2.8800582091065665e-9
11.12444 -1.1255657408866993e-9 -1.1255657408866993e-9
11.13162 -1.7843692587389673e-10 -1.7843692587389673e-10
11.1388 -4.770724916234734e-11 -4.770724916234734e-11
11.14598 -7.406562003587945e-10 -7.406562003587945e-10
11.15316 -2.2691271516707637e-9 -2.2691271516707637e-9
11.16034 -4.638686209230047e-9 -4.638686209230047e-9
11.16753 -7.846622867048408e-9 -7.846622867048408e-9
11.17471 -1.1906985583966746e-8 -1.1906985583966746e-8
11.18189 -1.6840302752448885e-8 -1.6840302752448885e-8
11.18907 -2.2639755813921193e-8 -2.2639755813921193e-8
11.19625 -2.9317993848785104e-8 -2.9317993848785104e-8
11.20343 -3.687590135432629e-8 -3.687590135432629e-8
11.21061 -4.534115840849375e-8 -4.534115840849375e-8
11.21779 -5.467534390761848e-8 -5.467534390761848e-8
11.22497 -6.49290335996952e-8 -6.49290335996952e-8
11.23215 -7.612589974335939e-8 -7.612589974335939e-8
11.23934 -8.817132922002896e-8 -8.817132922002896e-8
11.24652 -1.011928199953716e-7 -1.011928199953716e-7
11.2537 -1.1513840152671635e-7 -1.1513840152671635e-7
11.26088 -1.30022507573526e-7 -1.30022507573526e-7
11.26806 -1.458542632193808e-7 -1.458542632193808e-7
11.27524 -1.6261926313617996e-7 -1.6261926313617996e-7
11.28242 -1.8038360061416492e-7 -1.8038360061416492e-7
11.2896 -1.9906548880953587e-7 -1.9906548880953587e-7
11.29678 -2.1873336350614885e-7 -2.1873336350614885e-7
11.30396 -2.39351075482588e-7 -2.39351075482588e-7
11.31114 -2.610483587006996e-7 -2.610483587006996e-7
11.31833 -2.835713360922729e-7 -2.835713360922729e-7
11.32551 -3.0720029660606326e-7 -3.0720029660606326e-7
11.33269 -3.318214459802539e-7 -3.318214459802539e-7
11.33987 -3.574095735387625e-7 -3.574095735387625e-7
11.34705 -3.836254290618385e-7 -3.836254290618385e-7
11.35423 -4.1023644553139477e-7 -4.1023644553139477e-7
11.36141 -4.3723603778747154e-7 -4.3723603778747154e-7
11.36859 -4.645699578422171e-7 -4.645699578422171e-7
11.37577 -4.920999983373396e-7 -4.920999983373396e-7
11.38295 -5.199816996583051e-7 -5.199816996583051e-7
11.39014 -5.479699450960758e-7 -5.479699450960758e-7
11.39732 -5.76209074886929e-7 -5.76209074886929e-7
11.4045 -6.045365226831323e-7 -6.045365226831323e-7
11.41168 -6.329806737153623e-7 -6.329806737153623e-7
11.41886 -6.615937527421641e-7 -6.615937527421641e-7
11.42604 -6.902704943545794e-7 -6.902704943545794e-7
11.43322 -7.189680973987856e-7 -7.189680973987856e-7
11.4404 -7.476094790366211e-7 -7.476094790366211e-7
11.44758 -7.763091089444483e-7 -7.763091089444483e-7
11.45476 -8.049961244373078e-7 -8.049961244373078e-7
11.46194 -8.336520572280556e-7 -8.336520572280556e-7
11.46913 -8.621800335047542e-7 -8.621800335047542e-7
11.47631 -8.906103205610247e-7 -8.906103205610247e-7
11.48349 -9.190360938539278e-7 -9.190360938539278e-7
11.49067 -9.472341664751893e-7 -9.472341664751893e-7
11.49785 -9.75325508734537e-7 -9.75325508734537e-7
11.50503 -1.0033804402867213e-6 -1.0033804402867213e-6
11.51221 -1.0311500595240883e-6 -1.0311500595240883e-6
11.51939 -1.058785230339534e-6 -1.058785230339534e-6
11.52657 -1.0863425853719594e-6 -1.0863425853719594e-6
11.53375 -1.1135454176397349e-6 -1.1135454176397349e-6
11.54094 -1.140638183554368e-6 -1.140638183554368e-6
11.54812 -1.1674707864336215e-6 -1.1674707864336215e-6
11.5553 -1.194124651340659e-6 -1.194124651340659e-6
11.56248 -1.2205328341715408e-6 -1.2205328341715408e-6
11.56966 -1.2466043379994284e-6 -1.2466043379994284e-6
11.57684 -1.272561492252275e-6 -1.272561492252275e-6
11.58402 -1.2982267356763186e-6 -1.2982267356763186e-6
11.5912 -1.323554400889149e-6 -1.323554400889149e-6
11.59838 -1.3487536979980676e-6 -1.3487536979980676e-6
11.60556 -1.3736441708387498e-6 -1.3736441708387498e-6
11.61275 -1.3980915272184639e-6 -1.3980915272184639e-6
11.61993 -1.42246892391236e-6 -1.42246892391236e-6
11.62711 -1.446382676943978e-6 -1.446382676943978e-6
11.63429 -1.4701013672644997e-6 -1.4701013672644997e-6
11.64147 -1.4934632150742296e-6 -1.4934632150742296e-6
11.64865 -1.5166714598163182e-6 -1.5166714598163182e-6
11.65583 -1.5394647430001458e-6 -1.5394647430001458e-6
11.66301 -1.5619994429931486e-6 -1.5619994429931486e-6
11.67019 -1.5783255920155937e-6 -1.5783255920155937e-6
11.67737 -1.6061081102853482e-6 -1.6061081102853482e-6
11.68455 -1.6302297142013352e-6 -1.6302297142013352e-6
11.69174 -1.648862170631598e-6 -1.648862170631598e-6
11.69892 -1.670273381562908e-6 -1.670273381562908e-6
11.7061 -1.6906432474806112e-6 -1.6906432474806112e-6
11.71328 -1.715206275151238e-6 -1.715206275151238e-6
11.72046 -1.7308641609357563e-6 -1.7308641609357563e-6
11.72764 -1.7508010181438363e-6 -1.7508010181438363e-6
11.73482 -1.7779098912259475e-6 -1.7779098912259475e-6
11.742 -1.7869670239963082e-6 -1.7869670239963082e-6
11.74918 -1.8077410761053188e-6 -1.8077410761053188e-6
11.75636 -1.8204066957085983e-6 -1.8204066957085983e-6
11.76355 -1.8395349563621145e-6 -1.8395349563621145e-6
11.77073 -1.865245370205625e-6 -1.865245370205625e-6
11.77791 -1.8742551732971981e-6 -1.8742551732971981e-6
11.78509 -1.8959544146282293e-6 -1.8959544146282293e-6
11.79227 -1.9116517811097007e-6 -1.9116517811097007e-6
11.79945 -1.9389391535249485e-6 -1.9389391535249485e-6
11.80663 -1.9398754222793627e-6 -1.9398754222793627e-6
11.81381 -1.9650767812666604e-6 -1.9650767812666604e-6
11.82099 -1.9882976814393137e-6 -1.9882976814393137e-6
11.82817 -1.9933687265106792e-6 -1.9933687265106792e-6
11.83535 -2.009310815468277e-6 -2.009310815468277e-6
11.84254 -2.023732736558054e-6 -2.023732736558054e-6
11.84972 -2.0375712261657684e-6 -2.0375712261657684e-6
11.8569 -2.051696067014327e-6 -2.051696067014327e-6
11.86408 -2.06550237526429e-6 -2.06550237526429e-6
11.87126 -2.079127007041069e-6 -2.079127007041069e-6
11.87844 -2.092303749662229e-6 -2.092303749662229e-6
11.88562 -2.1052565444948556e-6 -2.1052565444948556e-6
11.8928 -2.117921230493e-6 -2.117921230493e-6
11.89998 -2.1303206071120778e-6 -2.1303206071120778e-6
11.90716 -2.142419352297758e-6 -2.142419352297758e-6
11.91435 -2.154148399001138e-6 -2.154148399001138e-6
11.92153 -2.16574526430507e-6 -2.16574526430507e-6
11.92871 -2.176994285765581e-6 -2.176994285765581e-6
11.93589 -2.1879188970384253e-6 -2.1879188970384253e-6
11.94307 -2.198720872287221e-6 -2.198720872287221e-6
11.95025 -2.2091284419667804e-6 -2.2091284419667804e-6
11.95743 -2.219373908333412e-6 -2.219373908333412e-6
11.96461 -2.2292439127650683e-6 -2.2292439127650683e-6
11.97179 -2.2389422927962283e-6 -2.2389422927962283e-6
11.97897 -2.2482849098587927e-6 -2.2482849098587927e-6
11.98615 -2.2574468042203058e-6 -2.2574468042203058e-6
11.99334 -2.266332856458498e-6 -2.266332856458498e-6
12.00052 -2.2749100701821696e-6 -2.2749100701821696e-6
12.0077 -2.283323905712767e-6 -2.283323905712767e-6
12.01488 -2.291419252083455e-6 -2.291419252083455e-6
12.02206 -2.2994645800312877e-6 -2.2994645800312877e-6
12.02924 -2.3069708240171797e-6 -2.3069708240171797e-6
12.03642 -2.3143890286842343e-6 -2.3143890286842343e-6
12.0436 -2.321655176000065e-6 -2.321655176000065e-6
12.05078 -2.32855230611458e-6 -2.32855230611458e-6
12.05796 -2.335381843264375e-6 -2.335381843264375e-6
12.06515 -2.334741796316989e-6 -2.334741796316989e-6
12.07233 -2.34233561377717e-6 -2.34233561377717e-6
12.07951 -2.3487834391455715e-6 -2.3487834391455715e-6
12.08669 -2.359819911109271e-6 -2.359819911109271e-6
12.09387 -2.3655287765894763e-6 -2.3655287765894763e-6
12.10105 -2.3617986568638353e-6 -2.3617986568638353e-6
12.10823 -2.3750523008055475e-6 -2.3750523008055475e-6
12.11541 -2.388492633795093e-6 -2.388492633795093e-6
12.12259 -2.3857489906246727e-6 -2.3857489906246727e-6
12.12977 -2.390072983140514e-6 -2.390072983140514e-6
12.13696 -2.394672659877958e-6 -2.394672659877958e-6
12.14414 -2.400683922369666e-6 -2.400683922369666e-6
12.15132 -2.4027481879455123e-6 -2.4027481879455123e-6
12.1585 -2.410319381162064e-6 -2.410319381162064e-6
12.16568 -2.41011412325056e-6 -2.41011412325056e-6
12.17286 -2.413521013244927e-6 -2.413521013244927e-6
12.18004 -2.4174351153234835e-6 -2.4174351153234835e-6
12.18722 -2.4153239545536604e-6 -2.4153239545536604e-6
12.1944 -2.4209906742580884e-6 -2.4209906742580884e-6
12.20158 -2.427631517079178e-6 -2.427631517079178e-6
12.20876 -2.42770149489792e-6 -2.42770149489792e-6
12.21595 -2.4337010975238333e-6 -2.4337010975238333e-6
12.22313 -2.432579823938623e-6 -2.432579823938623e-6
12.23031 -2.4450693080577754e-6 -2.4450693080577754e-6
12.23749 -2.44499538003694e-6 -2.44499538003694e-6
12.24467 -2.4373501679423414e-6 -2.4373501679423414e-6
12.25185 -2.4314521565176794e-6 -2.4314521565176794e-6
12.25903 -2.4352143352302862e-6 -2.4352143352302862e-6
12.26621 -2.4486887419986206e-6 -2.4486887419986206e-6
12.27339 -2.4558178073182957e-6 -2.4558178073182957e-6
12.28057 -2.443549113211959e-6 -2.443549113211959e-6
12.28776 -2.448921635801281e-6 -2.448921635801281e-6
12.29494 -2.4445356223772455e-6 -2.4445356223772455e-6
12.30212 -2.4448511584052377e-6 -2.4448511584052377e-6
12.3093 -2.4451117177884616e-6 -2.4451117177884616e-6
12.31648 -2.4452219682320963e-6 -2.4452219682320963e-6
12.32366 -2.4452116956099697e-6 -2.4452116956099697e-6
12.33084 -2.445016896675429e-6 -2.445016896675429e-6
12.33802 -2.439729127184106e-6 -2.439729127184106e-6
12.3452 -2.444255708054591e-6 -2.444255708054591e-6
12.35238 -2.443780357613663e-6 -2.443780357613663e-6
12.35956 -2.4430524505921222e-6 -2.4430524505921222e-6
12.36675 -2.4445203974440577e-6 -2.4445203974440577e-6
12.37393 -2.441189141693135e-6 -2.441189141693135e-6
12.38111 -2.4424774562213465e-6 -2.4424774562213465e-6
12.38829 -2.438852126730406e-6 -2.438852126730406e-6
12.39547 -2.4376241771814557e-6 -2.4376241771814557e-6
12.40265 -2.4483885658356527e-6 -2.4483885658356527e-6
12.40983 -2.4345438958748345e-6 -2.4345438958748345e-6
12.41701 -2.434124624827964e-6 -2.434124624827964e-6
12.42419 -2.4412477284769214e-6 -2.4412477284769214e-6
12.43137 -2.427848607881619e-6 -2.427848607881619e-6
12.43856 -2.4349435970056207e-6 -2.4349435970056207e-6
12.44574 -2.4251084147775467e-6 -2.4251084147775467e-6
12.45292 -2.4230512779300353e-6 -2.4230512779300353e-6
12.4601 -2.420632879291633e-6 -2.420632879291633e-6
12.46728 -2.4182258467532494e-6 -2.4182258467532494e-6
12.47446 -2.410982101797089e-6 -2.410982101797089e-6
12.48164 -2.422398035546181e-6 -2.422398035546181e-6
12.48882 -2.4104408096831502e-6 -2.4104408096831502e-6
12.496 -2.4075409764521587e-6 -2.4075409764521587e-6
12.50318 -2.404647672489474e-6 -2.404647672489474e-6
12.51036 -2.4016048888129568e-6 -2.4016048888129568e-6
12.51755 -2.3985809846433692e-6 -2.3985809846433692e-6
12.52473 -2.3953918771873608e-6 -2.3953918771873608e-6
12.53191 -2.392081909872416e-6 -2.392081909872416e-6
12.53909 -2.3888358330492026e-6 -2.3888358330492026e-6
12.54627 -2.385405440336908e-6 -2.385405440336908e-6
12.55345 -2.381821054942469e-6 -2.381821054942469e-6
12.56063 -2.3781437821565964e-6 -2.3781437821565964e-6
12.56781 -2.374527016521045e-6 -2.374527016521045e-6
12.57499 -2.375406403414512e-6 -2.375406403414512e-6
12.58217 -2.366978522546584e-6 -2.366978522546584e-6
12.58936 -2.3630916284616105e-6 -2.3630916284616105e-6
12.59654 -2.35900088556398e-6 -2.35900088556398e-6
12.60372 -2.355058783523625e-6 -2.355058783523625e-6
12.6109 -2.3508961133030426e-6 -2.3508961133030426e-6
12.61808 -2.3386150310882265e-6 -2.3386150310882265e-6
12.62526 -2.342397879352769e-6 -2.342397879352769e-6
12.63244 -2.3380304305272263e-6 -2.3380304305272263e-6
12.63962 -2.3336851695842716e-6 -2.3336851695842716e-6
12.6468 -2.3291781109516136e-6 -2.3291781109516136e-6
12.65398 -2.3246919144534486e-6 -2.3246919144534486e-6
12.66117 -2.3199679113708543e-6 -2.3199679113708543e-6
12.66835 -2.3154909156102926e-6 -2.3154909156102926e-6
12.67553 -2.310728389695774e-6 -2.310728389695774e-6
12.68271 -2.306014559681761e-6 -2.306014559681761e-6
12.68989 -2.3011665224596314e-6 -2.3011665224596314e-6
12.69707 -2.2962446098164844e-6 -2.2962446098164844e-6
12.70425 -2.291369461336507e-6 -2.291369461336507e-6
12.71143 -2.2796803213472145e-6 -2.2796803213472145e-6
12.71861 -2.2813332007176468e-6 -2.2813332007176468e-6
12.72579 -2.2762920744854134e-6 -2.2762920744854134e-6
12.73297 -2.2711142453052737e-6 -2.2711142453052737e-6
12.74016 -2.26581675446728e-6 -2.26581675446728e-6
12.74734 -2.2594931632474763e-6 -2.2594931632474763e-6
12.75452 -2.2552868105064927e-6 -2.2552868105064927e-6
12.7617 -2.2498600312065835e-6 -2.2498600312065835e-6
12.76888 -2.244594751425528e-6 -2.244594751425528e-6
12.77606 -2.239160587800319e-6 -2.239160587800319e-6
12.78324 -2.233677125583555e-6 -2.233677125583555e-6
12.79042 -2.228084257081418e-6 -2.228084257081418e-6
12.7976 -2.2200866353686127e-6 -2.2200866353686127e-6
12.80478 -2.2171056825263475e-6 -2.2171056825263475e-6
12.81197 -2.2197445627144018e-6 -2.2197445627144018e-6
12.81915 -2.206831794883529e-6 -2.206831794883529e-6
12.82633 -2.1916765979445487e-6 -2.1916765979445487e-6
12.83351 -2.2007172516433024e-6 -2.2007172516433024e-6
12.84069 -2.195942999889515e-6 -2.195942999889515e-6
12.84787 -2.189870197159035e-6 -2.189870197159035e-6
12.85505 -2.166165598979773e-6 -2.166165598979773e-6
12.86223 -2.1701946618627657e-6 -2.1701946618627657e-6
12.86941 -2.169449741552569e-6 -2.169449741552569e-6
12.87659 -2.1617562004302874e-6 -2.1617562004302874e-6
12.88377 -2.1529864779122248e-6 -2.1529864779122248e-6
12.89096 -2.1467680466958675e-6 -2.1467680466958675e-6
12.89814 -2.140447536062446e-6 -2.140447536062446e-6
12.90532 -2.1328163880316556e-6 -2.1328163880316556e-6
12.9125 -2.128634826241538e-6 -2.128634826241538e-6
12.91968 -2.1279797721714857e-6 -2.1279797721714857e-6
12.92686 -2.116305791121053e-6 -2.116305791121053e-6
12.93404 -2.1102021701170097e-6 -2.1102021701170097e-6
12.94122 -2.103954613344853e-6 -2.103954613344853e-6
12.9484 -2.0976792111695725e-6 -2.0976792111695725e-6
12.95558 -2.0914913752682498e-6 -2.0914913752682498e-6
12.96277 -2.0851782029793533e-6 -2.0851782029793533e-6
12.96995 -2.078759793352005e-6 -2.078759793352005e-6
12.97713 -2.0726005567758104e-6 -2.0726005567758104e-6
12.98431 -2.0661239554703877e-6 -2.0661239554703877e-6
12.99149 -2.059732932199553e-6 -2.059732932199553e-6
12.99867 -2.053312083586962e-6 -2.053312083586962e-6
13.00585 -2.0469470272822782e-6 -2.0469470272822782e-6
13.01303 -2.0369818006618074e-6 -2.0369818006618074e-6
13.02021 -2.0340395234109772e-6 -2.0340395234109772e-6
13.02739 -2.0274969368452774e-6 -2.0274969368452774e-6
13.03458 -2.0210280554539423e-6 -2.0210280554539423e-6
13.04176 -2.014536987439019e-6 -2.014536987439019e-6
13.04894 -2.0080143210383543e-6 -2.0080143210383543e-6
13.05612 -2.0014315907296304e-6 -2.0014315907296304e-6
13.0633 -1.9949017649483718e-6 -1.9949017649483718e-6
13.07048 -1.988339664824993e-6 -1.988339664824993e-6
13.07766 -1.9817451410187247e-6 -1.9817451410187247e-6
13.08484 -1.9751180519192187e-6 -1.9751180519192187e-6
13.09202 -1.9684863240534184e-6 -1.9684863240534184e-6
13.0992 -1.9618777018224357e-6 -1.9618777018224357e-6
13.10638 -1.955235848539096e-6 -1.955235848539096e-6
13.11357 -1.9485522826848234e-6 -1.9485522826848234e-6
13.12075 -1.9419551825743972e-6 -1.9419551825743972e-6
13.12793 -1.935296324009068e-6 -1.935296324009068e-6
13.13511 -1.928520207012813e-6 -1.928520207012813e-6
13.14229 -1.921876715154939e-6 -1.921876715154939e-6
13.14947 -1.9151988312252714e-6 -1.9151988312252714e-6
13.15665 -1.9196651580803072e-6 -1.9196651580803072e-6
13.16383 -1.9051611380169797e-6 -1.9051611380169797e-6
13.17101 -1.8950407019227043e-6 -1.8950407019227043e-6
13.17819 -1.8882793819551908e-6 -1.8882793819551908e-6
13.18538 -1.8815851856388382e-6 -1.8815851856388382e-6
13.19256 -1.8747538900507943e-6 -1.8747538900507943e-6
13.19974 -1.8680242904513095e-6 -1.8680242904513095e-6
13.20692 -1.8612864709651535e-6 -1.8612864709651535e-6
13.2141 -1.8544857840570027e-6 -1.8544857840570027e-6
13.22128 -1.8477311034764183e-6 -1.8477311034764183e-6
13.22846 -1.8409134209205116e-6 -1.8409134209205116e-6
13.23564 -1.834195394588079e-6 -1.834195394588079e-6
13.24282 -1.8273870166094978e-6 -1.8273870166094978e-6
13.25 -1.820569547645982e-6 -1.820569547645982e-6
13.25718 -1.8137967149682851e-6 -1.8137967149682851e-6
13.26437 -1.8069265969302433e-6 -1.8069265969302433e-6
13.27155 -1.800134689003445e-6 -1.800134689003445e-6
13.27873 -1.7932525949209552e-6 -1.7932525949209552e-6
13.28591 -1.7864143085707746e-6 -1.7864143085707746e-6
13.29309 -1.7796194046691183e-6 -1.7796194046691183e-6
13.30027 -1.7726810593559323e-6 -1.7726810593559323e-6
13.30745 -1.7658922853434388e-6 -1.7658922853434388e-6
13.31463 -1.7590663717131131e-6 -1.7590663717131131e-6
13.32181 -1.7521504244822422e-6 -1.7521504244822422e-6
13.32899 -1.7453297698818008e-6 -1.7453297698818008e-6
