 R   <X|H|A>   <X|H|B>   <X|H|C>   <X|H|D>   <X|H|E>   <X|H|F>   <X|H|G>   <X|H|H>   <X|H|I>   <X|H|J>   <A|H|B>   <A|H|C>   <A|H|D>   <A|H|E>   <A|H|F>   <A|H|G>   <A|H|H>   <A|H|I>   <A|H|J>   <B|H|C>   <B|H|D>   <B|H|E>   <B|H|F>   <B|H|G>   <B|H|H>   <B|H|I>   <B|H|J>   <C|H|D>   <C|H|E>   <C|H|F>   <C|H|G>   <C|H|H>   <C|H|I>   <C|H|J>   <D|H|E>   <D|H|F>   <D|H|G>   <D|H|H>   <D|H|I>   <D|H|J>   <E|H|F>   <E|H|G>   <E|H|H>   <E|H|I>   <E|H|J>   <F|H|G>   <F|H|H>   <F|H|I>   <F|H|J>   <G|H|H>   <G|H|I>   <G|H|J>   <H|H|I>   <H|H|J>   <I|H|J> 
0.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00010252108216299886 0.00016982371389183388 0.0 0.0 0.0 0.0 0.0 0.0 -5.021183572886698e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.610854307507163e-6 0.0 0.0 0.0 0.0 0.0
0.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00011971240262453874 0.0002005246840238533 0.0 0.0 0.0 0.0 0.0 0.0 -5.10392182938853e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.080725574740763e-6 0.0 0.0 0.0 0.0 0.0
0.21000000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00013731457458533475 0.0002333410658956393 0.0 0.0 0.0 0.0 0.0 0.0 -4.814972535228838e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.498099668712765e-6 0.0 0.0 0.0 0.0 0.0
0.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00015449656917826312 0.0002672479914419433 0.0 0.0 0.0 0.0 0.0 0.0 -4.0370592377333216e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.840230574614247e-6 0.0 0.0 0.0 0.0 0.0
0.22999999999999998 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00017037373581864888 0.0003010008802282495 0.0 0.0 0.0 0.0 0.0 0.0 -2.6827344981192016e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.08721252124827e-6 0.0 0.0 0.0 0.0 0.0
0.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00018415919393434266 0.0003333148517105341 0.0 0.0 0.0 0.0 0.0 0.0 -7.199931221281743e-6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.221382516379073e-6 0.0 0.0 0.0 0.0 0.0
0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00019530949095937844 0.0003630550701595743 0.0 0.0 0.0 0.0 0.0 0.0 1.810582985206404e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.230126812732405e-6 0.0 0.0 0.0 0.0 0.0
0.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0002036146342327414 0.00038939302983208193 0.0 0.0 0.0 0.0 0.0 0.0 4.7956818967107956e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.109663476417083e-6 0.0 0.0 0.0 0.0 0.0
0.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00020920178441543284 0.00041188204797663923 0.0 0.0 0.0 0.0 0.0 0.0 8.067910285355304e-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.869939948113493e-6 0.0 0.0 0.0 0.0 0.0
0.27999999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00021245853910775497 0.00043043962959300345 0.0 0.0 0.0 0.0 0.0 0.0 0.00011437048747889248 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.54073479525939e-6 0.0 0.0 0.0 0.0 0.0
0.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00021391265902706862 0.00044526063682137434 0.0 0.0 0.0 0.0 0.0 0.0 0.00014723005218654557 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.1789645710174285e-6 0.0 0.0 0.0 0.0 0.0
0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0002141133928976061 0.00045670322209593093 0.0 0.0 0.0 0.0 0.0 0.0 0.00017780580366595492 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.877062851394442e-6 0.0 0.0 0.0 0.0 0.0
0.3090909090909091 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00021360269246756698 0.00046454433755017087 0.0 0.0 0.0 0.0 0.0 0.0 0.0002027818894817367 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.755450895341471e-6 0.0 0.0 0.0 0.0 0.0
0.3181818181818182 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0002126469965664988 0.0004703620683417553 0.0 0.0 0.0 0.0 0.0 0.0 0.00022464605619636072 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.8438916309865134e-6 0.0 0.0 0.0 0.0 0.0
0.32727272727272727 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00021134531179055463 0.0004745519832742877 0.0 0.0 0.0 0.0 0.0 0.0 0.000243267865616516 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.1943229110532664e-6 0.0 0.0 0.0 0.0 0.0
0.33636363636363636 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0002097190980388279 0.00047746748520627054 0.0 0.0 0.0 0.0 0.0 0.0 0.00025872106124741475 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.8570500750798034e-6 0.0 0.0 0.0 0.0 0.0
0.34545454545454546 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00020773055459195162 0.00047941552861736973 0.0 0.0 0.0 0.0 0.0 0.0 0.0002712117444507807 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.877223396816317e-6 0.0 0.0 0.0 0.0 0.0
0.35454545454545455 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0002053005768598923 0.00048065889204390404 0.0 0.0 0.0 0.0 0.0 0.0 0.00028101729172204474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -9.290771224184708e-6 0.0 0.0 0.0 0.0 0.0
0.36363636363636365 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00020232376426323784 0.0004814215304414922 0.0 0.0 0.0 0.0 0.0 0.0 0.0002884404285408065 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.1120002080322582e-5 0.0 0.0 0.0 0.0 0.0
0.37272727272727274 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00019867967288128132 0.0004818948423114358 0.0 0.0 0.0 0.0 0.0 0.0 0.00029377824692298544 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.3369173112691835e-5 0.0 0.0 0.0 0.0 0.0
0.38181818181818183 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00019424055058594124 0.00048224369628852427 0.0 0.0 0.0 0.0 0.0 0.0 0.00029730364917123864 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.6020383015056275e-5 0.0 0.0 0.0 0.0 0.0
0.39090909090909093 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0001888762398002874 0.0004826117146440649 0.0 0.0 0.0 0.0 0.0 0.0 0.0002992560214277857 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.903016840351138e-5 0.0 0.0 0.0 0.0 0.0
0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0001810353601414895 0.0004870998419997775 0.0 0.0 0.0 0.0 0.0 0.0 0.0003145749171642335 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.2327152006208217e-5 0.0 0.0 0.0 0.0 0.0
0.41000000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0001729193451724682 0.0004870754417179679 0.0 0.0 0.0 0.0 0.0 0.0 0.00031042922753140505 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.6188893846872275e-5 0.0 0.0 0.0 0.0 0.0
0.42000000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00016358401678909015 0.00048739615160921847 0.0 0.0 0.0 0.0 0.0 0.0 0.0003058522049556262 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.0260012788276977e-5 0.0 0.0 0.0 0.0 0.0
0.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00015331093684723432 0.00048785456396740405 0.0 0.0 0.0 0.0 0.0 0.0 0.0003008821814412962 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.452174898086431e-5 0.0 0.0 0.0 0.0 0.0
0.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00014238128974609538 0.0004882423543944284 0.0 0.0 0.0 0.0 0.0 0.0 0.0002955574839886661 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.895788221009047e-5 0.0 0.0 0.0 0.0 0.0
0.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00013107587846120347 0.0004883502670959062 0.0 0.0 0.0 0.0 0.0 0.0 0.0002899164345100688 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.3556278898926626e-5 0.0 0.0 0.0 0.0 0.0
0.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00011967512052667114 0.0004879680998832512 0.0 0.0 0.0 0.0 0.0 0.0 0.00028399734974150607 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.831010695879235e-5 0.0 0.0 0.0 0.0 0.0
