 R   <X|d2/dR2|A>   <X|d2/dR2|B>   <X|d2/dR2|C>   <X|d2/dR2|D>   <X|d2/dR2|E>   <X|d2/dR2|F>   <X|d2/dR2|G>   <X|d2/dR2|H>   <X|d2/dR2|I>   <X|d2/dR2|J>   <A|d2/dR2|B>   <A|d2/dR2|C>   <A|d2/dR2|D>   <A|d2/dR2|E>   <A|d2/dR2|F>   <A|d2/dR2|G>   <A|d2/dR2|H>   <A|d2/dR2|I>   <A|d2/dR2|J>   <B|d2/dR2|C>   <B|d2/dR2|D>   <B|d2/dR2|E>   <B|d2/dR2|F>   <B|d2/dR2|G>   <B|d2/dR2|H>   <B|d2/dR2|I>   <B|d2/dR2|J>   <C|d2/dR2|D>   <C|d2/dR2|E>   <C|d2/dR2|F>   <C|d2/dR2|G>   <C|d2/dR2|H>   <C|d2/dR2|I>   <C|d2/dR2|J>   <D|d2/dR2|E>   <D|d2/dR2|F>   <D|d2/dR2|G>   <D|d2/dR2|H>   <D|d2/dR2|I>   <D|d2/dR2|J>   <E|d2/dR2|F>   <E|d2/dR2|G>   <E|d2/dR2|H>   <E|d2/dR2|I>   <E|d2/dR2|J>   <F|d2/dR2|G>   <F|d2/dR2|H>   <F|d2/dR2|I>   <F|d2/dR2|J>   <G|d2/dR2|H>   <G|d2/dR2|I>   <G|d2/dR2|J>   <H|d2/dR2|I>   <H|d2/dR2|J>   <I|d2/dR2|J> 
29.630825 -0.0013508504709826598 -0.004557868056532533 0.004476101290354361 -0.0014219942667020701 0.0008278440211419639 9.99943127646495e-6 -0.0026268261856694486 -0.0002883793901908659 0.0024114457858445564 0.0014935432176440583 -0.023012524956352746 -0.014299997642668583 -0.014381047660616071 0.005356544740380742 -0.008459908796744887 0.007077259350914553 -0.0003445920609555239 0.005143907483065226 0.004784526477792125 0.03693727388238097 -0.07591761329811644 -0.009235532674784852 -0.005830848435900993 9.766252881612499e-5 -0.0013793949174946754 0.008143586350229059 0.004288398215754266 0.009169324269972521 -0.010130446478092336 0.006652392386209784 0.00789087033692044 -0.0006266394485413746 0.003984745846898747 0.0024451968201954165 -0.015097825233306016 -0.002681462207687662 -0.0012445118979141018 -0.0011095040089280973 0.009316270977679815 0.005160861798193259 -0.05807837783108678 0.030831203377612346 -0.0018586434208606776 0.02496770853715223 0.022368156762118382 0.02948258098378953 0.02049488572746739 0.04354349585296436 0.04280340702947898 13.777420561856449 0.046450222686902146 -0.07724230040673356 -0.002692946502400437 0.026995648535689844 -1.0703508111289164
29.63085 0.003816029928838341 0.0027175199763372596 0.0027489921403384683 0.004497014371998427 0.0015654506197233767 0.0009388714651827729 -0.0013240130233931947 0.0003617165133722004 -0.003171644378158068 -0.0021801014092493218 0.00394927288470287 -0.01728715688200079 -0.0036176026060673766 0.003009465545180258 -0.0032384527886835128 0.0028942786351954884 0.00018470313842125312 -0.0004830937832429774 0.0004866067885232984 0.1046813720439401 -0.013193621569010945 0.003940417507519334 -0.008355628799573911 -0.0011198686892199875 2.0277202009629154e-5 -0.002786559300641072 -0.00325811800826955 -0.020295205392739435 -0.001311890266034379 0.007561688059949409 -0.006035471706304937 0.0004082837017775194 -0.0057423839758958106 -0.0053512799794223145 -0.003528335390321648 -0.0013940197219789886 0.006026329129051165 0.00023229253495843556 -0.0003903348232512922 6.27650046835476e-5 -0.0038982114115166337 0.020673097610962327 0.001440154897268922 -0.0007874814622284565 0.00623094077106592 -0.013761533235502992 0.035927570437869996 0.009291958539681854 0.020958400366905668 19.65167598890865 0.1719764470252841 -0.04131698116269773 -0.0019002885370054809 -0.04618910022500979 0.9939610331931812
29.630875 0.006497683158591007 0.008984849549031015 -0.0006920076201601236 0.008138814481622757 0.0015682141745791867 0.0014816348458358284 0.0002293543759611361 0.000793840067948321 -0.00683719180302032 -0.004400126846226853 0.03525784210465595 -0.004891909199976225 0.00931934922776502 -0.0017927884269590623 0.002877058502333524 -0.003197844604471935 0.0006027125051430621 -0.006637239651982491 -0.005098654691637082 0.10876477464220546 0.0536924754563215 0.01446744159341369 -0.007362578493565719 -0.0013736019526823413 0.001288215909151898 -0.011940094041321833 -0.009085620104984071 -0.03193034331612319 0.008013223123238732 0.0031403039487972965 -0.013977208733645073 0.0011884676558424512 -0.011689779847037673 -0.0094437763089443 0.008089766326061284 0.0033272702043065645 0.010935472020252846 0.00146649162406588 -0.010126936666308652 -0.005120487180045056 0.05088426153246036 -0.000810913515365678 0.004285653900380576 -0.026355025274051827 -0.012540249555897484 -0.04193408749481199 0.050429947237506496 -0.031277536249622886 -0.014250600980447713 25.544109249861734 0.3270339502749563 0.025481812023882524 -0.024985605214872707 -0.09192801496178477 2.4222426570926054
29.6309 0.0012195386329496066 0.00567824641583268 -0.0033899588358906195 0.0026580677773614357 0.0003069497908424152 -0.00021083167190454608 0.0010080592719212277 0.00015447850588669866 -0.00223334287733679 -0.0015870248847671322 0.027578742996658554 0.013109396278059762 0.008561119954930843 -0.0019396822558971365 0.0004518680587498865 -0.0019565384055857766 0.00014381576480535172 -0.0046458562190864455 -0.004895146931161203 0.03636959151626308 0.043089933828513394 0.0049134757830129674 0.004679881899243917 -0.00433676106382719 0.0006054082313641123 -0.00809469256707372 -0.007521750438198844 0.01981735972274043 0.0062425317088052054 -0.0072568079893088645 0.002913693277355734 0.00022594989651677014 0.0003539813417965769 0.0015758760925415143 0.009492303841159372 0.006133955034190754 0.001541507212655992 0.0007530770750147295 -0.006403392069958738 -0.004323362760721937 0.08403990495237695 -0.017792825813971277 0.0013083261124329972 -0.018370992418696698 -0.020957907371794468 0.006756149927501065 0.05403245010022667 -0.021493409973340892 -0.027076259654325127 30.467528928191904 0.3294144679576201 -0.020219170073342962 -0.08894332032258784 0.022386051797591976 0.3554412929793269
29.630924999999998 -0.0027608025307942676 -0.0005369597393432799 -0.0033281740543760247 -0.003734313383860676 -0.0006039180453431178 -0.001721930143759945 0.0005120432359103224 -0.0005510674735066559 0.003574591039931125 0.002198811611932164 0.005230326031720828 0.023575538719690495 0.0014801080314866665 -0.0013796876265536127 -0.002522469263176219 0.000883796575599826 -0.0004601429536270404 0.00033869562851748173 -0.0017364346379471483 -0.04936156780281034 0.0037671327363245537 -0.006664986143680778 0.012020811521614695 -0.0035284038442401806 -0.0005656232926055301 -3.552078556805509e-5 -0.0028077857592264566 0.05939105632210481 0.0006495289854652504 -0.014463384756161688 0.01887508996075666 -0.0009869042447890968 0.013459533252445586 0.012806842863460767 0.004895006172756403 0.0065863965850621155 -0.0077253721916237285 -0.0005101956561976452 0.002019896272932887 -0.0007150087820675304 0.07676071209073494 -0.022528216302241517 -0.0024566866479340866 -0.0005569076340748479 -0.019847830378659795 0.06431960280223337 0.043848223384827564 0.006171226710703128 -0.01912507326962933 28.064880113437418 0.24376111974493964 -0.0633174569540757 -0.12413578860830385 0.11993379471565194 -1.967863183937035
29.63095 0.0033616832807917096 -0.002466060225489893 0.0008728498946851452 -0.002660281873200251 0.00033271889960804265 -0.0006517536424498041 -0.0014572743183369416 -0.00030103346152602717 0.0032619430004380678 0.0026908275472730626 -0.004713502942594436 0.015000103277895454 -0.003061706617092866 -0.004180805600546362 0.0019880393209060856 -0.0007567897161025593 -0.00044403618656244667 0.0025224021763965805 0.0009232019082765091 -0.08420007996231837 -0.00971490049999998 -0.0019359515074426088 -0.00010469049622203498 0.006706795571061081 -0.0006629195514767307 0.002658042554736351 0.00030775099311726586 0.014122328641891413 -0.0008077214774583945 -0.00972253293400233 0.008217158018452986 -0.0008868527518066515 0.010312229819667656 0.009156911820442195 -0.00040325397239443744 0.004631350226751489 -0.002498615152773862 -0.0007991080423045457 0.00532080656230017 0.0019727245578256974 0.01653075756595187 -0.009750166201322122 -0.0017878983030492543 0.0015782374116808154 -0.01142274611777706 0.05968084927471666 0.02167188507483627 0.014979747335101684 0.0033741587106983313 14.481117758512797 0.16683304056270826 0.013812513539194094 -0.06643617612980098 0.0266461991166327 -1.249613437016046
29.630975 0.008244318130201538 -0.0021541045574591496 0.00362760911749909 0.0011347941207001042 0.0010898123982907696 0.0009944206937427002 -0.0021410812935471987 0.0002619609013246762 -8.385999466287196e-5 0.0008955946154268575 -0.011371606801219791 -0.00172603587938213 -0.0020940497912810153 -0.004736708434891206 0.004903531482408501 -0.0019497179222026308 -0.0001753645741745301 0.002538042521239639 0.002388509437335166 -0.06959891893706324 -0.007205466700146887 0.004995529852290539 -0.012063601671442869 0.012305286456849376 -0.0002755982868797608 0.0013161006231530547 0.0012486349378849218 -0.03339654722172241 -0.001444650653980479 0.0016074237111443315 -0.009445212077483051 -0.00013470045548587346 0.00012530448439286232 -0.000512707976174796 -0.0035443232107616983 -0.00027068991561230555 0.004517522184861739 -0.00031414251031359927 0.003654907637522928 0.002869350973154223 -0.04324752550733944 0.005591921475349804 0.0003298501663927738 -0.0006414616722303587 0.0008249591532618144 0.01422948446732794 0.041114878251152794 0.007659122607714364 0.018209334681936674 22.908406404547286 0.3543049723507202 0.10550716564845805 -0.00021281209765926148 -0.09180431908073353 0.409554256735824
29.631 0.0007873291824478526 -0.0021597059885815856 -0.0002459743035355957 0.0022618112513975858 -0.00031543420658891705 0.001062805722607192 0.0009135952450639848 0.00041880700523394955 -0.002674379402227663 -0.00167515859580548 -0.024816100729116043 -0.014279258895977372 0.006003225249346109 0.0021648064839434006 -0.002561248581197117 0.0022176477404987774 -7.450621212296598e-5 0.0015190526102818978 0.0022630535323497295 -0.01499966509041416 -0.002978660233016799 -0.0006327093742575299 -0.004126103501109612 0.0001210473585357202 -0.0001002552944354236 -0.0016505222709987603 6.891992280004685e-5 -0.0010862863932281051 -0.004714722106771962 0.01274419118167483 -0.012903778177901979 0.0004575328016704225 -0.006388725626485868 -0.006093971980778183 -0.0021694586059292794 -0.008148267797591677 0.00025944673500095765 0.0005619834446554704 -0.0016451423876047717 0.0014987862589653936 -0.04990386262020666 0.008609025169310443 0.0005690542415063026 0.0053866941901326406 0.012797076537590019 -0.041198936021977856 0.13988672981652242 -0.008832517104259623 0.005486315344435671 77.8982543633677 0.9590633433708076 0.09931256984019804 -0.011286622448279049 -0.06289323989409837 0.6838010036844486
29.631025 -0.007142174771588569 -0.0017381779821649358 -0.004201289083864019 0.0009843168474059966 -0.0018347907786662283 4.6520123469539804e-5 0.0036591988860409487 0.00023044803654775794 -0.003003810288736075 -0.00296603118126153 -0.030535540044275326 -0.01673584200138742 0.013141023080308447 0.0076495519245078705 -0.008753010017374416 0.005598557807971194 -2.2936143872032887e-5 -2.2376022707615143e-6 0.0008879537320750112 0.04784726415378232 0.001129366784066281 -0.009027187881002973 0.01060394526670319 -0.012807693088407499 8.09901548146066e-5 -0.0020263178751034187 9.30563399258867e-5 0.030269151028653057 -0.00420621981077658 0.014435963467423185 -0.007806169191114702 0.000603462332213611 -0.007717151213497335 -0.007068220426821134 0.002985144514826853 -0.012929995204690858 -0.005397547963820668 0.0010107449612003485 -0.005547195492256546 -0.0009988453730953766 -0.025118298626609456 0.006001715636061363 -0.000251048717412666 0.010576149844433787 0.014627411694237829 -0.05845584765367952 0.11227388036191013 -0.017101256249005752 -0.011177123086887661 62.694534995554406 0.7335661317661701 0.02082841583195067 -0.053719633265496725 0.02826911322147528 0.0010910055465684354
29.63105 -0.0035189572119289757 -9.964713598934415e-5 -0.001706570093584532 -0.0018219433435075045 -0.0013428574777257997 -0.00129529113610336 0.002107643432559585 -0.00015521440691695974 -0.000143629537649207 -0.001235723500468949 -0.014527178521077528 -0.005281271322973116 0.011239781201522211 0.003116347256059004 -0.002228842389083601 0.0021473647644809505 0.00012097390673325415 -0.00148881892069999 -0.0011941417869332817 0.08633694964981449 0.004088982711335494 -0.009363856295613905 0.017037622776366744 -0.009256112348166751 0.000508458243871068 0.003547114348849639 0.004133404990191746 -0.01908337288752985 0.0055871703280805365 -0.00031764200677555747 -0.0017098197322716955 0.00013774924681766036 -0.0036337821738067736 -0.004023440314375758 0.010184448853378497 -0.008916597701171411 -0.002163997236864397 0.0003265423351909057 -0.003415441164415621 -0.0031990794348302045 0.0038934089257691472 0.0055159693066981 -0.0009660723615662859 0.005469751400832336 -0.0013962974457665724 0.0015065237281049193 -0.21861805683170177 -0.002204529201207686 -0.0076032496255652605 -123.49866260713856 -1.3795314071172613 -0.08701896216798397 -0.07359700878078371 0.07989569081070418 -0.9347624261169792
29.631079999999997 0.0035553774613593598 0.001161895666008809 0.002385389765915353 -0.0042688457559997076 0.0004078071666244022 -0.001934611056428638 -0.0009538085843742324 -0.0004257608257501209 0.002902386002276953 0.0014686087491175062 0.01224949874610043 0.008536805803733689 0.0007971331177895869 -0.00398033797436059 0.007234684738958882 -0.0028714340389624764 0.00024760275103896955 -0.002100738461210605 -0.002249651030650562 0.08469675696459893 0.0032911372852533023 -0.002288546069467638 0.009171847740919387 0.0013026601103292212 0.0009144594440222136 0.007181848391902567 0.006055672629758851 -0.06079452847105846 0.011162305932167431 -0.012183989202853907 0.0035547103605681873 -0.0003022947403955598 0.0009749969322661626 -0.0002919084810989347 0.009773922239569058 0.0007555779429130212 0.002984850972702307 -0.0005319110928969563 0.0016595510664775116 -0.0019768305831145663 0.02781335197951163 0.004803434344165029 -0.0004118045205878109 -0.004198215501625635 -0.015297978390274802 0.06674628748448783 -0.508991209094164 0.013770554531859502 0.004163408367940984 -287.33088969508356 -3.190115383743241 -0.12983721762517797 -0.06017109147689656 0.053345510508017085 -0.9894570648173112
29.63111 0.0016703107157197035 -0.0002307194519559565 0.0006910889900750372 -0.0032303506645172987 0.0017962277984542568 -0.00045134373166235114 -0.0010096521916791892 -0.0001245114384868141 0.0014613111435485004 0.0016719385295375358 0.026214265946139566 0.006118843517133507 -0.01338351608286433 -0.0019873218074426126 0.0042083129476505055 -0.0012301171046075936 0.00016560184054088828 -0.0006115185257927525 0.00010734514897615672 0.024156462802457705 -0.003898579539570803 0.008297842558357051 -0.016096762539864678 0.0032847034049861435 0.0008147472200676351 -0.0017473269808405342 -0.0020995444955721784 0.025138854038226237 -0.005324986937988285 0.0055873031539233975 0.004305084344294377 0.0001722476027580576 -0.0010501428264446363 -0.0008906531553119093 -0.00922283781569425 0.00877398061648589 -0.00037618212076058477 -0.00011286852256078635 0.003941873984863573 0.005567910898888003 0.026496574026200127 0.0009959506302273508 0.00245352041382986 -0.00762732004683863 0.0014604354471599544 0.028321440524266186 -0.24103565737264157 -0.0011500693687221042 0.004632400665503246 -137.2835556284928 -1.4179943259557297 0.01619328146257442 -0.01028974579955202 -0.08089691491757896 1.1159974251714635
29.631135 -0.0011532464551393606 -0.00047762465341838695 -0.0016076752257893976 -0.00046018699424085134 0.0018299856480012379 0.0011439161419397514 0.00016282007161667422 0.000246089322597664 -0.0014778360594130836 -4.230682348991101e-5 0.019209378314280417 -0.0027719549725515836 -0.017682765113805336 0.0030422886261900215 -0.003217070636912806 0.0021961002424161474 2.701240218434974e-7 0.0009507378543428663 0.002133309320033315 -0.03308634851585299 -0.006746265034028993 0.011459788892364542 -0.025218912760433677 -9.779592158508724e-5 0.0004995132524152382 -0.009062088296324704 -0.008193028862917935 0.07651499293959499 -0.016721746715987664 0.01898362972902387 0.0019416410061031829 0.000519406413873693 -0.0030448118814577424 -0.0017631563195112134 -0.02154461811414842 0.011160799793359617 -0.004257536312466028 0.0004849557630678614 0.0016478311438418013 0.006947657660709075 -0.01101131572448773 2.452880456764797e-5 0.0036514117197023804 -0.003546925221853161 0.018717628537802854 -0.028794465251612566 0.08382451439951315 -0.01681258549718069 -0.001622921609157127 45.66556108135867 0.6727046716465723 0.13201150964535666 0.004554295321947171 -0.14810661524059715 2.334108736729319
29.63116 0.001265551550666591 0.0030533381325701697 -0.0006483474603760757 0.0028610780223787867 0.00016593628253143682 0.0016247661486593638 0.0009592825407599963 0.0003558462294218403 -0.003743810868333426 -0.0029743295762169036 -0.010422206996282473 -0.010319234523736303 -0.005281153994940365 0.006339362601544328 -0.008722769791964664 0.0036310777152213053 -0.00016473435642238337 0.001364777170952141 0.0014620704515731216 -0.05442971768571335 0.0012954926906665362 0.0016923731027057663 0.0011497044438120996 -0.005037414745641462 0.0001741675785595484 -0.005607116988594229 -0.0045391973218681415 -0.014088064992319252 -0.0055399891752595624 0.005138931901501677 -0.0021637378634956524 1.8719734580715234e-5 -1.99855533184795e-5 0.00037127244738362794 -0.011901485830586957 0.006981264876277317 -0.002800911355123974 0.0004590633782094998 -0.0056931059563738095 -0.005533834486455711 -0.09183825491172867 0.00547084140553865 0.0007910686499719033 0.0075928017023120156 0.01609599245374959 -0.04402384411645181 0.12824325588285637 -0.012286217146683275 -0.00991523741261581 72.42062091530558 0.8960668038823285 0.08144272623167827 -0.056724041087578086 -0.04675602172669442 0.7911206700723448
29.631185000000002 0.00293349240747748 0.005362744458512496 0.0005562183633865316 0.004618755825707378 -0.0012474767169234112 0.001255192269608105 0.0008573570670610481 0.0002452393617203738 -0.0036510580220480296 -0.0038018984140446087 -0.029206942764048213 -0.010441082327835647 0.008870730569764649 0.005332225175614876 -0.007101206024998103 0.0021454387963104962 -0.0002237927177807065 0.0010263676133637674 0.0001948437306642205 -0.04916295814564761 0.009205595143878673 -0.007061110624906024 0.023625613408586564 -0.006010301914738029 -8.059791082567846e-5 0.0011350136318901652 0.0021366496288834514 -0.09252126573543068 0.008321234126635296 -0.012077044150712087 -0.004609394125314217 -0.0005084288740768054 0.004023138579788447 0.0037195752126775467 0.004443160234200243 -0.001046687402759279 0.0012942126040333974 0.0002300021623584646 -0.009467297348567997 -0.013976996354678535 -0.122654368871905 0.007929111352046877 -0.0021358505437199206 0.013306362453830664 0.003710378194983351 -0.025833106850389087 0.05008155976187932 -0.000512248848301605 -0.0116286728252833 29.817261272758394 0.3322003397404414 -0.006957740427506366 -0.10203942149480542 0.0656056815096074 -1.1035233649362741
29.63121 -0.002047023527778352 0.0016633147737771495 -0.0010674097839830146 0.0029921532943322005 -0.000592208897370501 0.0004608596542082718 -0.00040369291726281213 -1.9251013459401775e-6 -1.3527712634461148e-5 0.00030278180717057974 -0.006471753592099443 0.0009376009150728832 0.009741155064047567 -0.0015245571714942619 0.005163576872818264 -0.0024594402875390145 -9.232428501920316e-5 0.000464320458882092 0.0005262742622266236 -0.02977159563655608 0.005847697348842018 -0.0012788228641692789 0.0041540339267813475 0.0013886747795088775 -0.00020733065381721433 0.0029541049833419542 0.004411431408655564 -0.0068514160326967125 0.0044537847014974085 -0.00784384066601694 -0.0024316446257015532 -0.0002278389856825229 0.004663266476369217 0.005975530009798452 0.011005621093348024 -0.009639024147363973 0.0046916518505953015 0.0002598069803000368 -0.0018847243824297527 -0.0014622923654643667 -0.020257976781623728 -0.0014684915833905036 -0.001149591238218014 0.002287556882886201 -0.0063490221532209595 0.00973200459411323 0.03567924158965412 0.0038939040390086324 0.00012527047981765287 20.83032040006004 0.24109998691928075 0.0013204235504780896 -0.04436316462243502 0.03136287403014912 -0.8799299361514238
29.631235 -0.005967738268697512 -0.002620904646093589 -0.0020957935851254952 7.175635297518789e-5 -9.285679180553923e-5 -0.0002712276943616526 -0.0011436590889133587 -0.00024362943779945623 0.0034875179228230453 0.003906060672595341 0.019906890301317225 0.006786182067805128 0.005175933448211028 -0.006545755231621738 0.013904165945365721 -0.005087276653892454 7.326467739129618e-5 -0.00019675097390813059 0.0008172724141180838 0.010851092303812822 -0.003005067793282893 0.006741661842113228 -0.017335669434325428 0.006598701195318364 -0.00024258728541811753 0.0012658233312849998 0.0023742843899337263 0.09635559276703072 -0.003429205307807732 0.004325477327871369 0.0003777575907380125 0.0002450802437946591 0.0017631544632363831 0.003837191140316827 0.01091831108633427 -0.013955698454902701 0.005802790792265095 0.0001598071413818518 0.006127069176249042 0.010976011606419023 0.08536933236300062 -0.012068034211526735 0.0007758608130310984 -0.011204903367021847 -0.013026428910985363 0.03529158554514657 0.05203461134865903 0.0034419748606358833 0.008251745200262683 29.179936366656094 0.34493133279210475 0.018072926404497206 0.008086473971694827 -0.02602662734732867 0.02376808724250036
29.63126 -0.0013315209712132518 -0.001975286852888016 0.000815874879075507 -0.001844503695311654 -0.001868535662058954 -0.0004904846476888782 0.00016196521678378897 -0.00034107792916665905 0.003236457688040086 0.0017416386123503213 0.011671583926646384 -0.008046842615145506 0.0039624777936222 -0.0026251117868329116 0.0057886083502393035 -0.0011618291485497145 0.00010964523439402764 -0.0008423245023442382 -0.000605048157142793 0.07507068156383163 -0.010181320708019262 0.004237838031335593 -0.0007988356355519682 -0.00026221472063308075 -0.0002302236389547606 -0.0015964031443305047 -0.0027878336755636337 0.06537230691052232 -0.0006781804349069174 0.009052869198581842 -0.0001868621143398151 0.00025139279910016865 -0.004028310026729917 -0.0050390918518080745 0.008626270524009555 -0.009715834028927006 0.003521285655949854 -0.0004332387634888207 0.00367994589643002 0.002502374374312291 0.06469400775961837 -0.012988354319338584 0.00048021329220082815 -0.012380046032119733 -0.015913810313681866 0.02699717696837327 0.05318745927767361 0.00188562587922399 -0.00319178716620771 31.242007423362192 0.2844481208084718 -0.04738144738732257 -0.05086851369219547 0.02052677048303697 0.022641907395632224
29.631285 0.00335212855805317 -6.244135448167388e-5 0.003707053510246213 -0.0020596406121950023 -0.002680019342652799 -0.00024174475605757097 0.0012153739529286948 -0.0002474662098420575 0.0013138332875388267 -0.0011561082889352352 -0.004567862465062664 -0.014913875274293081 0.0025052907997343025 0.0011369957351191882 -0.005070497011740476 0.0024457482059724004 3.2640288731794495e-5 -0.0010951591312020862 -0.0020165708049807583 0.09059726772930246 -0.009240788176854565 -0.000936242299981515 0.0165730668045172 -0.005924962581608574 -0.00021316833186456932 -0.0021505944413179557 -0.0045379702271737266 -0.01421373491714372 0.004097803895380534 0.007643411150583011 -0.0011799055339059886 5.869361297941219e-5 -0.007203011340310728 -0.01089015540665424 0.0039247541609860725 -0.00011393673741234627 0.0006509702117965136 -0.00074636683751594 -0.0007063563980905497 -0.007146318744081689 0.008143078846648671 -0.010459036746117839 -0.00031169922344888485 -0.006010378314254721 -0.011033117535061322 0.01525070716190962 0.05527340876459189 0.0003769388303336304 -0.012474243068837265 33.558226001195045 0.2521830702911182 -0.09246747112892903 -0.10902532708700502 0.0561461886899384 -0.25239860732026476
29.63131 -0.00036514962440332304 -0.0008324035710603598 0.0025649279387503937 -0.0002273886482213075 0.0005314563836857614 0.0003354332236268417 -0.00020663383448567686 4.953491330956135e-5 8.592238741978388e-5 0.000345010135092638 -0.0004170516823199942 0.012793628853438856 -0.002984005146556937 -0.004171397454877176 -0.004011033012209293 -0.0010007711617640973 -0.00011394855357043007 -0.0006501506788904867 -0.0016566894641686304 -0.005841586710267452 0.0047766036619818365 -0.00032851534981747613 -0.002699785953055804 0.002578884226599809 -0.00023170381648279895 0.002455080748449834 0.0027861829258196504 -0.045785177649383516 0.0016764318047216326 0.002723041261389581 0.0004895521613517727 -1.8921067226690832e-5 -0.002824538651828438 -0.004579373402468298 -0.0032256309632025986 0.010625237950769367 -7.26124741492231e-5 -6.640284886422947e-5 0.0017972519045715179 0.0018818972599906614 0.012573932660686245 -0.01105842316182689 0.00025820844222290153 0.0016592606978597373 0.004296682502332118 0.03037454527070929 0.07527822770414558 6.171818520514238e-5 0.0018327635245945894 43.20047842380302 0.44331356620376483 -0.01717264106490754 -0.05386652194575954 -0.03299081032958641 -0.07602854233135782
29.631335 -0.004132116578323696 -0.002370771244656573 1.6041878891756198e-6 0.0016533625045763592 0.003402619248719543 0.0005280413891059657 -0.0016079746424628363 0.00026079620189514886 -0.0006164349051702769 0.0020969679891502434 0.008394114159544542 0.033810530149646106 -0.006403568576804929 -0.008876660750325886 0.002491726715620421 -0.0051730892608583025 -0.0001642838980276197 -0.00030535039694282347 -0.0007129963903298626 -0.10084033152011507 0.021195364623805214 0.0008240536993372853 -0.02233368643756217 0.011587292235417275 -0.00025992165938293083 0.006523989161525991 0.009292072596599449 -0.04202063351237843 -0.0011482913707807525 -0.004507904828241578 0.002611470446755305 -3.3247165028771846e-5 0.0025041998749176578 0.0036581246284483134 -0.00674049246314654 0.014023575211962663 -0.0008479090253563036 0.0005102871335491228 0.003975347171962275 0.009954455650577522 0.026684211951766564 -0.00786468476992347 0.0006774470745086955 0.007275306868694292 0.014751059343093174 0.045724282908461436 0.08155207928251906 0.004619931576394068 0.020193322266866907 45.17802583295332 0.555744921445023 0.05856517946085165 0.0139872343627104 -0.10772843354314106 0.19349083448329468
29.63136 0.0003727316390234898 -0.0025515870809568724 -0.0010814110981851195 0.0015526785786085834 0.0016219714910595808 -0.00028672633655995 -0.0004895359768598087 0.0001110053452208564 -0.0010631403951268169 -0.00010470317615688405 0.004291733687926104 0.008282495930774824 -0.0018512447203939313 -0.0033391805032583566 0.006601960577793181 -0.0034894405151858106 1.541742783987871e-5 -0.0007548331989275086 -0.00043412042594341907 -0.08191302893504065 0.02811083700893814 -0.0029488246880820007 -0.005558739118568681 0.007092784218447847 -0.00026879588530480283 0.004378259887433576 0.005156781947199691 -0.02381933547683831 0.002473118057118456 -0.012440330791777459 0.0028833038450216788 -6.645811039648679e-5 0.0021771759014014482 0.0033748201835517833 -0.0011582698761981782 0.0029550467539756087 -0.0038135636797169345 -8.766488550342768e-5 -0.001347233307940967 -0.002404242977776706 -0.0034102405160621133 0.005360540091482615 -0.0005364599060439677 0.007905019503247002 0.005989653681608677 0.034599185089368524 0.04755861774853282 0.016486715707286864 0.021841386751873394 27.37545439146022 0.3177912881589647 0.01529210119775391 -0.009671556951102797 -0.030571991605814322 0.15732056164965266
29.631385 0.004276769863058963 -0.0026476310595788554 -0.001052182971394862 -0.0005923275141913428 -0.0011388357923322104 -0.0011237960834767123 0.0009413809897171684 -0.00021428544931100394 -8.805703565370015e-5 -0.0018087872360467055 -0.008749419664663041 -0.019324066501567608 0.004931449287496108 0.0030579725290750233 0.005804506108720497 0.0005699167555950558 7.816701878277645e-5 -0.00029576805739500283 0.00023050739821285803 -0.02513336503026185 0.014245537471405275 -0.0063612638811155215 0.016910085337134256 -0.002514838120262773 -0.0003256662228225746 -0.0009754364496111605 -0.0032104728881075253 0.0010693789628813902 0.004078927182417081 -0.013619056668868978 0.003351939631587628 -0.0002245469631446121 0.0014023607574211233 0.0013304369526268359 0.0061970128912013445 -0.010319466030733141 -0.005306055816489156 -0.0008529587535076425 -0.004816781518732185 -0.01345655187550077 -0.012724432624944809 0.01351644331719999 -0.0011498468897747553 0.0024714121623 -0.007378434835566376 0.027735508572011257 0.06137480410203808 0.021265221889566522 0.012464848557511675 36.98554708260464 0.34799087280270596 -0.04168865682137985 -0.059981256423039406 0.0666902511583653 -0.015228522997841557
29.63141 -0.001218874929892998 -0.0039213941900335236 -0.0005702481271472892 -0.004420650169689547 -0.0010108834846353299 -0.0009878295394690176 0.00044560542694584463 -0.0004895118068415111 0.0031715677615033557 0.0013454694279242995 -0.02395588438621685 -0.004359970721420244 0.0075097847146780574 0.000869151145148625 -0.0012637357388750278 0.0029601375732399415 -0.00028816785211414143 0.002546797814604946 0.0022501704285929703 -0.01206067221800771 -0.027222849295834364 -0.00399330493062614 0.012784921127290757 -0.007661640847215382 -0.00046386599104714414 -0.005759940314433018 -0.008348196477667017 0.025304916369528665 -0.004368786552513 -0.0017578822776383304 0.0057878556002340376 -0.0005682849965363135 0.005341048801486725 0.0045679136281769755 0.007457378984188221 -0.0130305463621306 -0.0020070720484595406 -0.0007252030128077371 0.002527362243509466 -0.001583912449920068 0.059077921508770254 0.002500766185555904 0.0009764497200486497 -0.008866423818295081 -0.009682572865960734 0.05407524786829486 0.19066966543969713 0.0057744030204693025 1.1606197144685068e-5 109.52032528027307 1.1469519387054137 -0.004623706046198588 -0.06579024104446286 0.04635759030371115 -0.11109769288840424
