 R   <X|H|X>   <A|H|A>   <B|H|B>   <C|H|C> 
25.14 -5.025252662566781e-6 0.07741678832306594 0.11733056508558869 0.12033373779222996
25.15 -5.023425457167276e-6 0.07741648567465946 0.11733033301609556 0.1203507463019594
25.16 -5.021363998476767e-6 0.07741618546535906 0.1173300855462452 0.12036775321013105
25.17 -5.019115138178617e-6 0.0774158878845941 0.11732982272492438 0.1203847581137643
25.18 -5.0167257279561854e-6 0.07741559312187768 0.11732954463500722 0.12040176063922467
25.19 -5.014242619492837e-6 0.07741530128334059 0.11732922238836546 0.12041873056975742
25.2 -5.011712664471932e-6 0.0774150126321579 0.11732888161059626 0.12043569381952005
25.21 -5.009182714576833e-6 0.07741472738681389 0.11732853247724176 0.12045266039447451
25.22 -5.006699621490901e-6 0.07741444573520294 0.11732817454740146 0.12046962936249667
25.23 -5.004310236897501e-6 0.0774141678653725 0.11732780743605963 0.12048659984368054
25.24 -5.002061412479991e-6 0.07741389396551437 0.11732743081121477 0.12050357100751405
25.25 -4.999999999921734e-6 0.07741362422395634 0.11732704439109845 0.12052054207014294
25.26 -4.998163480364388e-6 0.07741335875009264 0.11732664795763074 0.12053751231365933
25.27 -4.996551852782794e-6 0.07741309733718633 0.11732624140223798 0.12055448114938061
25.28 -4.995155745610081e-6 0.0774128396995361 0.11732582467484674 0.1205714480495939
25.29 -4.993965787279389e-6 0.07741258555152945 0.11732539776529172 0.12058841252321903
25.3 -4.992972606223847e-6 0.07741233460763527 0.11732496070095844 0.12060537411348422
25.31 -4.992166830876594e-6 0.07741208658239782 0.1173245135445057 0.1206223323956798
25.32 -4.9915390896707605e-6 0.07741184119042988 0.11732405639166603 0.1206392869749891
25.33 -4.991080011039482e-6 0.07741159814640708 0.11732358936912296 0.1206562374843949
25.34 -4.990780223415893e-6 0.07741135716506176 0.11732311263246317 0.12067318358266037
25.35 -4.990630355233127e-6 0.0774111179611776 0.11732262636420245 0.12069012495238236
25.36 -4.99062103492432e-6 0.07741088024958422 0.11732213077188403 0.1207070612981167
25.37 -4.990742890922603e-6 0.07741064374515193 0.11732162608624778 0.1207239923445734
25.38 -4.990986551661114e-6 0.07741040816278713 0.11732111255946928 0.12074091783488108
25.39 -4.991342645572984e-6 0.07741017321742732 0.1173205904634667 0.12075783752891864
25.4 -4.991801801091349e-6 0.07740993862403693 0.11732006008827507 0.12077475120171394
25.41 -4.992354646649345e-6 0.0774097040802782 0.11731951543422128 0.12079165207569557
25.42 -4.992991810680101e-6 0.07740946928024386 0.1173189491831543 0.12080853199356627
25.43 -4.9937039216167555e-6 0.07740923398772323 0.1173183794157713 0.12082540924291597
25.44 -4.994481607892442e-6 0.07740899791673415 0.11731780612128824 0.1208422832728435
25.45 -4.995315497940292e-6 0.0774087607813565 0.11731722931832225 0.12085915355958765
25.46 -4.9961962201934445e-6 0.07740852229572791 0.1173166490532672 0.12087601960492049
25.47 -4.99711440308503e-6 0.0774082821740391 0.11731606539872352 0.12089288093459359
25.48 -4.998060675048184e-6 0.07740804013053014 0.11731547845198043 0.12090973709683657
25.49 -4.999025664516039e-6 0.07740779587948607 0.11731488833355018 0.12092658766090744
25.5 -4.999999999921733e-6 0.0774075491352332 0.11731429518575344 0.12094343221569288
25.51 -5.000974310723558e-6 0.07740729968938125 0.11731369915998047 0.12096027036849911
25.52 -5.001939230480456e-6 0.07740704764256225 0.11731310038120907 0.12097710174421325
25.53 -5.002885393776527e-6 0.07740679317269776 0.11731249898078015 0.1209939259836976
25.54 -5.003803435195872e-6 0.07740653645775103 0.11731189510654372 0.1210107427424496
25.55 -5.0046839893225925e-6 0.07740627767572374 0.11731128892168817 0.12102755168943864
25.56 -5.0055176907407915e-6 0.07740601700465292 0.1173106806036158 0.12104435250598784
25.57 -5.006295174034567e-6 0.07740575462260821 0.11731007034286249 0.12106114488470096
25.58 -5.007007073788022e-6 0.0774054907076889 0.11730945834206143 0.12107792852843324
25.59 -5.007644024585259e-6 0.07740522543802136 0.11730884481494964 0.12109470314930494
25.6 -5.0081966610103755e-6 0.07740495899175656 0.11730822998541723 0.1211114684677577
25.61 -5.0086556176474765e-6 0.07740469154706768 0.11730761408659748 0.12112822421165238
25.62 -5.00901152908066e-6 0.07740442328214779 0.11730699735999808 0.12114497011540765
25.63 -5.009255029894029e-6 0.07740415437520777 0.11730638005467221 0.12116170591917902
25.64 -5.009376754671685e-6 0.07740388494139148 0.11730573659890457 0.12117840422329837
25.65 -5.009367337997728e-6 0.07740361521902332 0.11730509179406913 0.12119509056210927
25.66 -5.00921741445626e-6 0.07740334540196404 0.11730445230768603 0.12121177141631567
25.67 -5.0089176186313815e-6 0.07740307566721803 0.11730381791196064 0.12122844601819029
25.68 -5.008458585107195e-6 0.07740280619186785 0.11730318840935099 0.12124511362961807
25.69 -5.007830948467799e-6 0.077402537153071 0.1173025636314577 0.1212617735409841
25.7 -5.007025343297298e-6 0.07740226872805696 0.11730194343794048 0.12127842507008788
25.71 -5.0060324041797915e-6 0.0774020010941244 0.11730132771546026 0.12129506756108303
25.72 -5.00484276569938e-6 0.07740173442863825 0.11730071637664702 0.1213117003834424
25.73 -5.003447062440167e-6 0.077401468909027 0.1173001093590926 0.12132832293094793
25.74 -5.0018359289862504e-6 0.07740120471277996 0.11729950662436839 0.1213449346207049
25.75 -4.999999999921734e-6 0.07740094201744488 0.11729890815706687 0.12136153489218054
25.76 -4.997939276271777e-6 0.07740068096206182 0.11729831393267907 0.12137812318094117
25.77 -4.995691224825784e-6 0.07740042153147043 0.11729772382310386 0.1213946988417783
25.78 -4.993302678814211e-6 0.07740016367199684 0.11729713768930052 0.12141126122381668
25.79 -4.990820471467524e-6 0.07739990733001488 0.11729655541160963 0.121427809694973
25.8 -4.988291436016179e-6 0.07739965245194347 0.11729597688891177 0.12144434364110762
25.81 -4.985762405690643e-6 0.07739939898424501 0.11729540203780808 0.12146086246519922
25.82 -4.983280213721372e-6 0.07739914687342273 0.1172948307918225 0.12147736558653992
25.83 -4.98089169333883e-6 0.07739889606601913 0.11729426310062524 0.12149385243995264
25.84 -4.978643677773477e-6 0.07739864650861376 0.11729369892927745 0.12151032247502899
25.85 -4.976583000255771e-6 0.07739839814782143 0.11729313825749611 0.12152677515538761
25.86 -4.97475649401618e-6 0.07739815093029039 0.11729258107893956 0.12154320995795331
25.87 -4.973210992285158e-6 0.07739790480270045 0.1172920274005124 0.12155962637225552
25.88 -4.971993328293171e-6 0.07739765971176145 0.11729147724169092 0.12157602389974712
25.89 -4.9711503352706786e-6 0.07739741560421144 0.11729093063386684 0.12159240205314195
25.9 -4.97072884644814e-6 0.07739717242681513 0.11729038761971043 0.12160876035577187
25.91 -4.97077569505602e-6 0.07739693012636242 0.11728984825255279 0.12162509834096229
25.92 -4.971337714324775e-6 0.07739668864966681 0.11728931259578546 0.1216414155514262
25.93 -4.972461737484869e-6 0.07739644794356403 0.11728878072227887 0.12165771153867656
25.94 -4.9741945977667625e-6 0.07739620795491058 0.11728825271381844 0.12167398586245631
25.95 -4.9765831284009165e-6 0.07739596856548626 0.11728770007536478 0.12169020778390488
25.96 -4.979674162617794e-6 0.07739572978939124 0.1172871523512226 0.12170640809114884
25.97 -4.983514533647851e-6 0.07739549158049866 0.11728661271388872 0.1217225896181117
25.98 -4.9881510747215545e-6 0.07739525388509351 0.11728608100631803 0.1217387516678158
25.99 -4.99363061906936e-6 0.07739501664949983 0.11728555708732366 0.1217548935588964
26.0 -4.999999999921734e-6 0.07739477982007915 0.11728504083101181 0.12177101462503007
26.01 -5.007268583719733e-6 0.07739454335607232 0.11728453213855883 0.12178711431149973
26.02 -5.015295869746812e-6 0.07739430726812792 0.11728403097449719 0.12180319246618339
26.03 -5.023903890497029e-6 0.07739407157977081 0.11728353732892048 0.12181924904792867
26.04 -5.032914678464435e-6 0.07739383631455769 0.11728305120461033 0.12183528402893645
26.05 -5.042150266143089e-6 0.07739360149607594 0.11728257261654558 0.12185129739424004
26.06 -5.05143268602704e-6 0.07739336714794219 0.11728210159142369 0.12186728914119589
26.07 -5.060583970610347e-6 0.0773931332938013 0.11728163816719327 0.12188325927898717
26.08 -5.069426152387061e-6 0.07739289995732529 0.11728118239259804 0.12189920782813857
26.09 -5.077781263851242e-6 0.07739266716221198 0.11728073432673163 0.12191513482004332
26.1 -5.08547133749694e-6 0.07739243493218426 0.11728029403860409 0.12193104029650141
26.11 -5.092318405818211e-6 0.07739220329098875 0.11727986160671827 0.12194692430926989
26.12 -5.098144501309109e-6 0.07739197226239487 0.11727943711865772 0.12196278691962337
26.13 -5.102771656463688e-6 0.07739174187019407 0.1172790206706844 0.1219786281979264
26.14 -5.106021903776006e-6 0.07739151213819849 0.11727861236734706 0.12199444822321671
26.15 -5.107717275740114e-6 0.07739128309024032 0.11727821232109989 0.12201024708279855
26.16 -5.107679804850069e-6 0.07739105475017093 0.11727782065193097 0.12202602487184745
26.17 -5.105731523599922e-6 0.07739082714185974 0.11727743748700052 0.12204178169302476
26.18 -5.101694464483734e-6 0.0773906002891937 0.11727706296028945 0.1220575176561029
26.19 -5.095390659995552e-6 0.07739037421607618 0.1172766972122565 0.12207323287760047
26.2 -5.086642142629437e-6 0.07739014894642644 0.11727634038950606 0.12208892748042745
26.21 -5.0752709448794396e-6 0.07738992450417868 0.11727599264446409 0.12210460159354021
26.22 -5.061099099239619e-6 0.0773897009132814 0.1172756541350639 0.12212025535160621
26.23 -5.043948638204021e-6 0.07738947819769668 0.11727532502444096 0.1221358888946782
26.24 -5.023641594266712e-6 0.07738925638139943 0.11727500548063613 0.12215150236787789
26.25 -4.999999999921733e-6 0.07738903548837685 0.11727469567630813 0.12216709592108885
26.26 -4.972922388379695e-6 0.07738881549513989 0.11727437958752221 0.1221826524404048
26.27 -4.942613295717412e-6 0.0773885964002371 0.11727407531146651 0.12219819168410759
26.28 -4.909353758728214e-6 0.07738837814979822 0.11727378247885126 0.12221371371907597
26.29 -4.873424814205476e-6 0.07738816068997129 0.11727350072348267 0.12222921861598172
26.3 -4.8351074989425244e-6 0.07738794396693217 0.11727322968694638 0.12224470645429096
26.31 -4.794682849732741e-6 0.07738772792688403 0.11727296901832765 0.1222601773219504
26.32 -4.7524319033694485e-6 0.07738751251605655 0.11727271837393778 0.12227563131508037
26.33 -4.708635696646026e-6 0.07738729768070517 0.11727247741704648 0.12229106853767512
26.34 -4.663575266355798e-6 0.07738708336711062 0.11727224581762047 0.12230648910130913
26.35 -4.617531649292129e-6 0.07738686952157793 0.1172720232520677 0.12232189312485059
26.36 -4.570785882248392e-6 0.07738665609043627 0.11727180940298781 0.12233728073418133
26.37 -4.523619002017902e-6 0.07738644302003773 0.11727160395892787 0.12235265206192276
26.38 -4.476312045394047e-6 0.07738623025675728 0.1172714066141443 0.12236800724716872
26.39 -4.429146049170145e-6 0.07738601774699173 0.11727121706837003 0.1223833464352242
26.4 -4.382402050139582e-6 0.07738580543715941 0.11727103502658724 0.12239866977735023
26.41 -4.336361085095676e-6 0.07738559327369957 0.11727086019880587 0.12241397743051538
26.42 -4.291304190831794e-6 0.0773853812030716 0.11727069229984702 0.12242926955715228
26.43 -4.247512404141307e-6 0.07738516917175496 0.11727053104913203 0.12244454632492101
26.44 -4.205266761817535e-6 0.0773849571262482 0.11727037617047661 0.1224598079064778
26.45 -4.16484830065386e-6 0.07738474501306862 0.11727022739189019 0.12247505447924949
26.46 -4.126538057443605e-6 0.07738453277875196 0.11727008444538045 0.12249028622521399
26.47 -4.09061706898015e-6 0.0773843203698515 0.11726994706676254 0.12250550333068588
26.48 -4.057366372056821e-6 0.07738410773293808 0.11726981499547362 0.12252070598610786
26.49 -4.0270670034669945e-6 0.0773838948145993 0.11726968797439213 0.12253589438584739
26.5 -4.000000000004e-6 0.07738368156143917 0.11726956574966188 0.12255106872799909
26.51 -3.9763698623843885e-6 0.07738346795842989 0.11726944808917375 0.12256622913934803
26.52 -3.956074947017454e-6 0.0773832541439685 0.11726933483846551 0.12258137545054329
26.53 -3.938937074235654e-6 0.07738304029482167 0.11726922586478519 0.12259650742026076
26.54 -3.924778064371477e-6 0.07738282658777362 0.11726912103830063 0.12261162480985002
26.55 -3.913419737757383e-6 0.07738261319962533 0.11726902023193946 0.12262672738316903
26.56 -3.904683914725859e-6 0.07738240030527863 0.11726892235572232 0.12264181386786634
26.57 -3.898392415609368e-6 0.07738218806728613 0.11726882007936133 0.12265687627800652
26.58 -3.8943670607403905e-6 0.07738197668115605 0.11726872267840273 0.12267192448967955
26.59 -3.892429670451396e-6 0.07738176632358351 0.11726862995369122 0.12268695818767342
26.6 -3.892402065074861e-6 0.07738155717128528 0.11726854171094367 0.12270197706156835
26.61 -3.894106064943258e-6 0.07738134940099915 0.11726845776058449 0.12271698080556621
26.62 -3.897363490389062e-6 0.07738114318948353 0.11726837791758386 0.12273196911832376
26.63 -3.901996161744744e-6 0.07738093871351706 0.11726830200130005 0.12274694170278916
26.64 -3.907825899342782e-6 0.0773807361498983 0.11726822983532445 0.12276189826604225
26.65 -3.914674523515643e-6 0.07738053567544508 0.11726816124733044 0.12277683851913797
26.66 -3.922363854595809e-6 0.07738033746699445 0.11726809606892537 0.12279176217695369
26.67 -3.93071571291575e-6 0.07738014170140196 0.11726803413550568 0.12280666895803923
26.68 -3.939551918807935e-6 0.07737994855554155 0.11726797528611563 0.12282155858447077
26.69 -3.948694292604848e-6 0.07737975820630512 0.11726791936330871 0.12283643078170783
26.7 -3.957964654638952e-6 0.07737957083060204 0.11726786621301247 0.12285128527845342
26.71 -3.9671848252427285e-6 0.07737938660535904 0.11726781568439654 0.12286612180651749
26.72 -3.976176624748645e-6 0.07737920570751963 0.11726776762974313 0.12288094010068344
26.73 -3.984761873489182e-6 0.07737902831404397 0.11726772190432151 0.1228957398985779
26.74 -3.992762391796808e-6 0.07737885460190846 0.11726767836626434 0.12291052094054342
26.75 -4.000000000004e-6 0.07737868474810539 0.11726763687644798 0.12292528296951438
26.76 -4.006334162033948e-6 0.07737851885313803 0.11726759735239725 0.12294002583484777
26.77 -4.011774916172719e-6 0.07737835671150105 0.11726755993019816 0.12295474980410755
26.78 -4.016369944297098e-6 0.07737819804118556 0.11726752480224892 0.12296945525117126
26.79 -4.020166928283867e-6 0.07737804256018242 0.11726749216312124 0.12298414255217376
26.8 -4.023213550009813e-6 0.077377889986482 0.11726746220945694 0.12299881208539498
26.81 -4.025557491351722e-6 0.07737774003807407 0.11726743513986718 0.12301346423115038
26.82 -4.027246434186374e-6 0.07737759243294759 0.11726741115483448 0.1230280993716838
26.83 -4.028328060390557e-6 0.07737744688909064 0.11726739045661706 0.12304271789106382
26.84 -4.028850051841056e-6 0.07737730312449008 0.11726737324915598 0.12305732017508247
26.85 -4.028860090414652e-6 0.07737716085713167 0.1172673597379844 0.12307190661115644
26.86 -4.028405857988133e-6 0.0773770198049998 0.11726735013013993 0.12308647758823171
26.87 -4.027535036438282e-6 0.07737687968425927 0.11726734366667721 0.12310103245308054
26.88 -4.026295307641884e-6 0.07737674020801001 0.11726733795308039 0.12311556878757833
26.89 -4.0247343534757235e-6 0.07737660110209815 0.11726733738358788 0.12313009149727094
26.9 -4.022899855816585e-6 0.07737646208441998 0.11726734212925949 0.1231446009320289
26.91 -4.020839496541252e-6 0.077376322872873 0.1172673523637186 0.12315909744437978
26.92 -4.01860095752651e-6 0.07737618318535566 0.11726736826306028 0.12317358138940808
26.93 -4.016231920649144e-6 0.07737604273976728 0.11726739000576093 0.1231880531246583
26.94 -4.013780067785938e-6 0.07737590125400787 0.11726741777259045 0.12320251301003933
26.95 -4.011293080813677e-6 0.07737575844597794 0.1172674517465257 0.12321696140773125
26.96 -4.008818641609145e-6 0.07737561403357854 0.11726749211266653 0.12323139868209416
26.97 -4.006404432049127e-6 0.07737546773471088 0.11726753905815296 0.12324582519957888
26.98 -4.004098134010408e-6 0.07737531926727638 0.11726759277208475 0.12326024132864
26.99 -4.001947429369771e-6 0.07737516834917649 0.11726765344544254 0.12327464743965025
27.0 -4.000000000004e-6 0.07737501469831255 0.11726772127101086 0.12328904390481775
27.01 -3.998293489503816e-6 0.077374858108869 0.11726779633772244 0.12330343101135766
27.02 -3.996825388315674e-6 0.07737469868016952 0.11726787831382311 0.12331780870118735
27.03 -3.9955831485999574e-6 0.07737453658783855 0.11726796676350519 0.12333217683111285
27.04 -3.994554222517058e-6 0.07737437200751959 0.11726806125241347 0.12334653525950223
27.05 -3.993726062227362e-6 0.07737420511487476 0.11726816134757811 0.12336088384621105
27.06 -3.99308611989126e-6 0.0773740360855849 0.11726826661734857 0.12337522245250934
27.07 -3.992621847669136e-6 0.0773738650953489 0.11726837663132955 0.12338955094101055
27.08 -3.992320697721383e-6 0.0773736923198838 0.11726849096031867 0.12340386917560213
27.09 -3.992170122208386e-6 0.07737351793492458 0.11726860917624539 0.12341817702137811
27.1 -3.992157573290532e-6 0.07737334211622375 0.11726873085211167 0.12343247434457308
27.11 -3.992270503128213e-6 0.07737316503955138 0.1172688555619342 0.12344676101249834
27.12 -3.992496363881814e-6 0.0773729868806947 0.1172689828806881 0.12346103689347923
27.13 -3.9928226077117225e-6 0.07737280781545804 0.11726911238425229 0.12347530185679449
27.14 -3.993236686778331e-6 0.07737262801966252 0.11726924364935602 0.12348955577261717
27.15 -3.993726053242022e-6 0.07737244766914599 0.11726937625352718 0.12350379851195699
27.16 -3.994278159263187e-6 0.07737226693976278 0.11726950977504201 0.1235180299466049
27.17 -3.9948804570022135e-6 0.07737208600738345 0.11726964379287612 0.12353224994907813
27.18 -3.995520398619489e-6 0.07737190504655808 0.11726977715769205 0.12354645759590123
27.19 -3.996185436275403e-6 0.07737172423171644 0.11726990864326647 0.1235606518794146
27.2 -3.99686302213034e-6 0.07737154374215316 0.11727003967058217 0.12357483468506153
27.21 -3.9975406083446935e-6 0.07737136375376319 0.11727016980053949 0.12358900586547887
27.22 -3.998205647078847e-6 0.07737118444245843 0.11727029859523919 0.12360316527457112
27.23 -3.998845590493191e-6 0.0773710059841675 0.11727042561793313 0.12361731276745612
27.24 -3.999447890748112e-6 0.0773708285548357 0.11727055043297645 0.12363144820041182
27.25 -4.0000000000039995e-6 0.07737065233042453 0.11727067260578068 0.12364557143082465
27.26 -4.000491879974787e-6 0.07737047744950054 0.11727079181701891 0.1236596823670054
27.27 -4.000923530588592e-6 0.07737030390099563 0.11727090820537937 0.12367378111770189
27.28 -4.001297461327077e-6 0.07737013163643225 0.11727102202484369 0.12368786784238285
27.29 -4.001616181671905e-6 0.07736996060733338 0.11727113353040204 0.12370194270131647
27.3 -4.001882201104739e-6 0.07736979076522249 0.11727124297800941 0.12371600585552689
27.31 -4.002098029107243e-6 0.07736962206162341 0.11727135062454296 0.12373005746675154
27.32 -4.00226617516108e-6 0.07736945444806038 0.11727145672776032 0.1237440976973998
27.33 -4.002389148747914e-6 0.07736928787605779 0.11727156154625924 0.1237581267105129
27.34 -4.002469459349406e-6 0.07736912229714045 0.11727166533943804 0.12377214466972425
27.35 -4.0025096164472185e-6 0.07736895766283321 0.11727176836745733 0.12378615173922175
27.36 -4.002512129523018e-6 0.07736879392466109 0.11727187089120251 0.12380014808371052
27.37 -4.002479508058465e-6 0.07736863103414922 0.11727197317224744 0.12381413386837674
27.38 -4.002414261535224e-6 0.07736846894282275 0.11727207547281923 0.12382810925885294
27.39 -4.002318899434959e-6 0.07736830760220675 0.11727217805576368 0.12384207442118376
27.4 -4.002195931239329e-6 0.07736814696382636 0.11727228118451202 0.12385602952179299
27.41 -4.002047866430002e-6 0.07736798697920658 0.1172723851230486 0.12386997472745188
27.42 -4.0018772144886375e-6 0.07736782759987221 0.11727249013587925 0.1238839102052477
27.43 -4.0016864848969e-6 0.07736766877734796 0.11727259648800092 0.12389783612255412
27.44 -4.001478187136454e-6 0.07736751046315835 0.11727270444487205 0.12391175264700205
27.45 -4.00125483068896e-6 0.07736735260882756 0.11727281427238408 0.12392565994645136
27.46 -4.001018925036082e-6 0.07736719516587963 0.11727292623683351 0.12393955818896417
27.47 -4.000772979659486e-6 0.07736703808583824 0.11727304060489527 0.12395344754277804
27.48 -4.000519504040831e-6 0.07736688132022675 0.11727315764359668 0.12396732817628124
27.49 -4.00026100766178e-6 0.07736672481771123 0.11727327601190408 0.1239811984926822
27.5 -4.000000000004001e-6 0.07736656852891319 0.11727339546417928 0.12399505809702195
27.51 -3.999738990621035e-6 0.0773664124198698 0.1172735187805958 0.12400890997684078
27.52 -3.999480489353962e-6 0.07736625649142347 0.11727364570421633 0.12402275403240914
27.53 -3.999227006115737e-6 0.07736610075430361 0.11727377588116468 0.12403659011908848
27.54 -3.998981050819325e-6 0.07736594521925186 0.11727390895889626 0.12405041809364861
27.55 -3.9987451333776815e-6 0.07736578989702159 0.11727404458616465 0.12406423781423118
27.56 -3.998521763703768e-6 0.0773656347983783 0.11727418241298844 0.12407804914031301
27.57 -3.998313451710542e-6 0.07736547993409895 0.11727432209061861 0.12409185193267055
27.58 -3.9981227073109655e-6 0.0773653253149722 0.11727446327150666 0.12410564605334445
27.59 -3.997952040417996e-6 0.0773651709517982 0.11727460560927308 0.12411943136560526
27.6 -3.997803960944592e-6 0.07736501685538841 0.11727474875867634 0.12413320773391916
27.61 -3.997680978803716e-6 0.07736486303656562 0.1172748923755824 0.12414697502391464
27.62 -3.997585603908325e-6 0.0773647095061637 0.1172750361169348 0.1241607331023493
27.63 -3.99752034617138e-6 0.07736455627502757 0.11727517964072523 0.12417448183707802
27.64 -3.9974877155058395e-6 0.07736440335401312 0.11727532260596434 0.1241882210970206
27.65 -3.997490221824663e-6 0.07736425075398708 0.11727546467265351 0.12420195075213056
27.66 -3.997530375040811e-6 0.0773640984858268 0.11727560550175666 0.12421567067336488
27.67 -3.99761068506724e-6 0.07736394656042028 0.11727574475517265 0.12422938073265309
27.68 -3.997733661816912e-6 0.07736379498866615 0.11727588209570854 0.12424308080286804
27.69 -3.997901815202786e-6 0.0773636437814733 0.11727601718705268 0.12425677075779658
27.7 -3.998117655137822e-6 0.07736349294976098 0.1172761496937486 0.12427045047211087
27.71 -3.998383691534978e-6 0.07736334250445877 0.11727627928116958 0.12428411982134029
27.72 -3.998702434307215e-6 0.07736319245650616 0.11727640561549312 0.1242977786818436
27.73 -3.999076393367492e-6 0.07736304281685287 0.1172765283636763 0.12431142693078202
27.74 -3.9995080786287655e-6 0.07736289359645845 0.11727664719343148 0.12432506444609243
27.75 -4.000000000004e-6 0.07736274480629224 0.11727676177320237 0.12433869110646115
27.76 -4.000552157565075e-6 0.07736259645495412 0.11727687186067466 0.12435230686157753
27.77 -4.001154512019567e-6 0.07736244854153335 0.11727697756836586 0.12436591194293908
27.78 -4.001794514233976e-6 0.0773623010627421 0.11727707909801786 0.12437950665297576
27.79 -4.002459615074799e-6 0.077362154015294 0.117277176652043 0.12439309129474493
27.8 -4.0031372654085365e-6 0.07736200739590414 0.11727727043350156 0.12440666617190788
27.81 -4.003814916101689e-6 0.07736186120128899 0.11727736064608023 0.12442023158870684
27.82 -4.004480018020753e-6 0.07736171542816646 0.11727744749407047 0.12443378784994243
27.83 -4.005120022032229e-6 0.07736157007325571 0.1172775311823478 0.12444733526095149
27.84 -4.005722379002618e-6 0.07736142513327733 0.11727761191635108 0.12446087412758548
27.85 -4.006274539798413e-6 0.07736128060495306 0.1172776899020623 0.12447440475618919
27.86 -4.00676395528612e-6 0.07736113648500606 0.11727776534598697 0.12448792745357992
27.87 -4.007178076332234e-6 0.07736099277016058 0.11727783845513458 0.12450144252702706
27.88 -4.0075043538032585e-6 0.07736084945714207 0.11727790943699982 0.12451495028423212
27.89 -4.007730238565687e-6 0.07736070654267725 0.11727797849954376 0.12452845103330916
27.9 -4.007843181486021e-6 0.0773605640234939 0.11727804585117577 0.12454194508276555
27.91 -4.0078306334307625e-6 0.07736042189632096 0.11727811170073567 0.12455543274148338
27.92 -4.0076800452664055e-6 0.07736028015788836 0.11727817625747619 0.1245689143187009
27.93 -4.007378867859453e-6 0.07736013879934109 0.11727823666511526 0.12458238673496813
27.94 -4.006914552076403e-6 0.07735999782152253 0.11727829538297825 0.12459585278628975
27.95 -4.006274548783753e-6 0.07735985722334024 0.11727835381483956 0.12460931410200668
27.96 -4.005446308848005e-6 0.07735971700149381 0.11727841215360302 0.12462277097292555
27.97 -4.004417283135657e-6 0.07735957715268474 0.11727847059293356 0.1246362236905973
27.98 -4.003174922513207e-6 0.07735943767361633 0.11727852932723966 0.1246496725472982
27.99 -4.001706677847155e-6 0.07735929856099379 0.11727858855165513 0.12466311783601078
28.0 -4.0000000000039995e-6 0.07735915981152408 0.11727864846202167 0.12467655985040547
28.01 -3.998052379142666e-6 0.07735902142182911 0.11727870919031996 0.12468999877850784
28.02 -3.995901462591772e-6 0.07735888338818746 0.11727877061101126 0.12470343438372365
28.03 -3.993594936972362e-6 0.07735874570679727 0.11727883253469634 0.12471686632373885
28.04 -3.991180488905481e-6 0.07735860837386385 0.11727889477265306 0.12473029425681344
28.05 -3.988705805012171e-6 0.07735847138559948 0.11727895713681921 0.12474371784176491
28.06 -3.986218571913479e-6 0.07735833473822329 0.11727901943977607 0.1247571367379522
28.07 -3.983766476230447e-6 0.07735819842796124 0.11727908149473175 0.12477055060525967
28.08 -3.98139720458412e-6 0.07735806245104603 0.11727914311550523 0.12478395910408134
28.09 -3.979158443595541e-6 0.07735792680371714 0.11727920411651037 0.12479736189530563
28.1 -3.977097879885753e-6 0.07735779148222066 0.11727926431274019 0.12481075864030003
28.11 -3.9752632000758046e-6 0.07735765648280934 0.11727932351975179 0.12482414900089646
28.12 -3.973702090786734e-6 0.07735752180174234 0.11727938155365088 0.12483753263937616
28.13 -3.97246223863959e-6 0.07735738743528543 0.11727943823107717 0.12485090921845575
28.14 -3.971591330255413e-6 0.07735725337971079 0.1172794933691895 0.12486427840127269
28.15 -3.97113705225525e-6 0.07735711963129689 0.11727954678565178 0.12487763985137147
28.16 -3.971147091260144e-6 0.07735698618632866 0.11727959829861853 0.1248909932326901
28.17 -3.971669133891138e-6 0.07735685304109712 0.11727964772672114 0.12490433820954629
28.18 -3.972750866769276e-6 0.07735672019189963 0.11727969488905435 0.12491767444662454
28.19 -3.974439976515604e-6 0.07735658763503972 0.11727973960516244 0.12493100160896307
28.2 -3.976784149751164e-6 0.07735645536682695 0.11727978169502652 0.12494431936194102
28.21 -3.979831073097001e-6 0.07735632338357702 0.11727982097905121 0.12495762737126595
28.22 -3.983628433174159e-6 0.07735619168161156 0.11727985727805211 0.12497092530296151
28.23 -3.988223916603683e-6 0.07735606025725825 0.1172798904132432 0.1249842128233555
28.24 -3.993665210006614e-6 0.07735592910685057 0.11727992020622464 0.1249974895990678
28.25 -4.0000000000039995e-6 0.07735579822672799 0.11727994647897069 0.12501075529699895
28.26 -4.0072383258882635e-6 0.07735566761579366 0.11727996909456959 0.12502400968438548
28.27 -4.015239637637346e-6 0.07735553728318721 0.11727998807945104 0.1250372529290063
28.28 -4.023825737900578e-6 0.07735540724060933 0.1172800035010913 0.12505048529900145
28.29 -4.032818429327278e-6 0.07735527749976333 0.11728001542724684 0.12506370706279796
28.3 -4.042039514566776e-6 0.07735514807235518 0.11728002392594444 0.1250769184890985
28.31 -4.051310796268394e-6 0.07735501897009361 0.11728002906547089 0.12509011984687024
28.32 -4.060454077081459e-6 0.07735489020468997 0.11728003091436345 0.12510331140533393
28.33 -4.069291159655292e-6 0.07735476178785815 0.11728002954140024 0.1251164934339531
28.34 -4.077643846639222e-6 0.07735463373131465 0.11728002501559073 0.12512966620242358
28.35 -4.0853339406825726e-6 0.07735450604677863 0.11728001740616659 0.12514282998066315
28.36 -4.092183244434664e-6 0.07735437874569873 0.11728000664671052 0.12515598488720017
28.37 -4.098013560544828e-6 0.07735425183595482 0.11727999089134848 0.12516912905488722
