 R   <X|H|X>   <A|H|A>   <B|H|B>   <C|H|C> 
9.31 -0.0014431391425602095 0.0499996126905876 0.11991008728045821 0.09264331215334877
9.32 -0.0014291644294173028 0.05008377323934323 0.11991052203585613 0.09260568137121003
9.33 -0.0014153310192467244 0.05016790029098066 0.1199109350243592 0.09256818889575996
9.34 -0.001401638104616984 0.05025199288047434 0.11991132663245449 0.09253083474997435
9.35 -0.0013880848780965928 0.050336050042798744 0.11991169724662908 0.09249361895682894
9.36 -0.001374670532254062 0.05042007081292837 0.1199120472533701 0.09245654153929952
9.37 -0.0013613942596579014 0.05050405422583769 0.11991237703916469 0.09241960252036185
9.38 -0.0013482552528766207 0.050587999316501195 0.11991268699049991 0.09238280192299174
9.39 -0.0013352527044787352 0.05067190511989337 0.11991297749386291 0.09234613977016498
9.4 -0.0013223858070327533 0.05075577067098866 0.11991324893574078 0.09230961608485726
9.41 -0.0013096537531071854 0.05083959500476158 0.11991350170262058 0.09227323089004441
9.42 -0.0012970557352705429 0.0509233771561866 0.11991373618098947 0.0922369842087022
9.43 -0.001284590946091336 0.051007116160238196 0.11991395275733452 0.09220087606380639
9.44 -0.0012722585781380761 0.051090811051890866 0.11991415181814288 0.09216490647833277
9.45 -0.001260057823979274 0.051174460866119056 0.11991433374990161 0.09212907547525706
9.46 -0.0012479878761834386 0.05125806463789731 0.11991449893909789 0.09209338307755513
9.47 -0.0012360479273190845 0.05134162140220004 0.11991464777221872 0.09205782930820267
9.48 -0.001224237169954721 0.051425130194001765 0.1199147806357513 0.09202241419017548
9.49 -0.0012125547966588583 0.05150859004827696 0.11991489791618266 0.09198713774644936
9.5 -0.0012010000000000076 0.051592000000000075 0.11991499999999997 0.09195200000000005
9.51 -0.0011895718297784592 0.051675359070848755 0.11991508716209538 0.09191700092899323
9.52 -0.0011782687647216186 0.05175866622931293 0.11991515923098142 0.09188214033235416
9.53 -0.0011670891407886714 0.05184192043058575 0.11991521592357561 0.09184741796419796
9.54 -0.001156031293938803 0.05192512062986028 0.11991525695679561 0.09181283357863983
9.55 -0.001145093560131197 0.052008265782329643 0.11991528204755893 0.09177838692979487
9.56 -0.0011342742753250427 0.05209135484318693 0.11991529091278319 0.09174407777177829
9.57 -0.0011235717754795227 0.05217438676762521 0.11991528326938593 0.0917099058587052
9.58 -0.0011129843965538232 0.05225736051083762 0.1199152588342848 0.09167587094469076
9.59 -0.0011025104745071288 0.05234027502801724 0.11991521732439729 0.09164197278385013
9.6 -0.0010921483452986252 0.05242312927435717 0.11991515845664104 0.09160821113029843
9.61 -0.0010818963448874976 0.0525059222050505 0.1199150819479336 0.09157458573815083
9.62 -0.0010717528092329314 0.05258865277529033 0.11991498751519257 0.0915410963615225
9.63 -0.0010617160742941105 0.052671319940269794 0.1199148748753355 0.09150774275452857
9.64 -0.001051784476030223 0.05275392265518195 0.11991474374528002 0.09147452467128421
9.65 -0.0010419563504004534 0.052836459875219906 0.11991459384194367 0.09144144186590454
9.66 -0.0010322300333639857 0.05291893055557676 0.11991442488224405 0.09140849409250475
9.67 -0.0010226038608800066 0.05300133365144561 0.11991423658309869 0.09137568110519995
9.68 -0.0010130761689077005 0.053083668118019546 0.1199140286614252 0.09134300265810531
9.69 -0.0010036452934062533 0.053165932910491695 0.11991380083414119 0.09131045850533599
9.7 -0.0009943095703348497 0.053248126984055115 0.11991355281816418 0.0912780484010071
9.71 -0.0009850673356526741 0.053330249293902954 0.1199132843304118 0.09124577209923386
9.72 -0.0009759169253189149 0.053412298795228255 0.11991299508780162 0.09121362935413138
9.73 -0.0009668566752927555 0.05349427444322416 0.11991268480725122 0.09118161991981483
9.74 -0.0009578849215333814 0.05357617519308373 0.11991235320567814 0.09114974355039933
9.75 -0.0009489999999999777 0.053658000000000095 0.119912 0.09111800000000003
9.76 -0.0009402004239243241 0.053739747826676336 0.11991162501462187 0.09108638909580687
9.77 -0.0009314854156285741 0.053821417665855596 0.11991122850389882 0.0910549109573087
9.78 -0.0009228543747074756 0.053903008517790986 0.11991081082967343 0.09102356577706912
9.79 -0.0009143067007557772 0.053984519382735636 0.11991037235378826 0.09099235374765179
9.8 -0.0009058417933682245 0.05406594926094268 0.11990991343808594 0.09096127506162031
9.81 -0.0008974590521395694 0.05414729715266525 0.119909434444409 0.09093032991153834
9.82 -0.0008891578766645575 0.054228562058156425 0.11990893573460003 0.09089951848996944
9.83 -0.0008809376665379369 0.0543097429776694 0.11990841767050163 0.0908688409894773
9.84 -0.0008727978213544556 0.05439083891145725 0.11990788061395632 0.0908382976026255
9.85 -0.0008647377407088616 0.05447184885977313 0.11990732492680672 0.09080788852197766
9.86 -0.0008567568241959027 0.054552771822870154 0.11990675097089543 0.0907776139400974
9.87 -0.0008488544714103268 0.05463360680100145 0.11990615910806496 0.09074747404954836
9.88 -0.0008410300819468808 0.05471435279442016 0.11990554970015793 0.09071746904289417
9.89 -0.0008332830554003149 0.0547950088033794 0.11990492310901696 0.09068759911269846
9.9 -0.0008256127913653759 0.05487557382813228 0.11990427969648455 0.09065786445152482
9.91 -0.0008180186894368117 0.05495604686893195 0.11990361982440331 0.09062826525193689
9.92 -0.00081050014920937 0.05503642692603153 0.11990294385461582 0.09059880170649828
9.93 -0.0008030565702777991 0.05511671299968413 0.11990225214896465 0.09056947400777263
9.94 -0.0007956873522368467 0.055196904090142905 0.11990154506929238 0.09054028234832355
9.95 -0.0007883918946812605 0.055276999197660964 0.11990082297744158 0.09051122692071467
9.96 -0.0007811695972057877 0.05535699732249146 0.11990008623525486 0.09048230791750962
9.97 -0.0007740198594051786 0.05543689746488748 0.11989933520457476 0.09045352553127198
9.98 -0.0007669420808741795 0.05551669862510217 0.11989857024724386 0.09042487995456544
9.99 -0.0007599356612075386 0.055596399803388666 0.11989779172510477 0.09039637137995357
10.0 -0.0007530000000000037 0.055676000000000066 0.11989700000000003 0.09036800000000002
10.01 -0.0007461344425241686 0.05575549832644641 0.11989619537141719 0.09033976595177952
10.02 -0.0007393381167640107 0.055834894339265195 0.11989537788942337 0.0903116691504113
10.03 -0.0007326100963813524 0.055914187706250805 0.11989454754173072 0.09028370945552576
10.04 -0.0007259494550380169 0.05599337809519766 0.11989370431605136 0.0902558867267532
10.05 -0.0007193552663958258 0.05607246517390015 0.11989284820009735 0.090228200823724
10.06 -0.0007128266041166049 0.05615144861015267 0.11989197918158088 0.09020065160606856
10.07 -0.0007063625418621753 0.05623032807174959 0.11989109724821402 0.0901732389334172
10.08 -0.0006999621532943602 0.056309103226485344 0.11989020238770887 0.09014596266540027
10.09 -0.0006936245120749826 0.05638777374215429 0.11988929458777756 0.09011882266164814
10.1 -0.0006873486918658653 0.056466339286550836 0.11988837383613217 0.09009181878179118
10.11 -0.0006811337663288311 0.05654479952746939 0.11988744012048484 0.09006495088545975
10.12 -0.0006749788091257031 0.05662315413270432 0.11988649342854767 0.09003821883228416
10.13 -0.0006688828939183032 0.05670140277005007 0.11988553374803279 0.09001162248189484
10.14 -0.0006628450943684566 0.05677954510730098 0.11988456106665231 0.08998516169392214
10.15 -0.0006568644841379849 0.05685758081225147 0.1198835753721183 0.08995883632799635
10.16 -0.0006509401368887111 0.05693550955269594 0.1198825766521429 0.0899326462437479
10.17 -0.0006450711262824581 0.05701333099642877 0.11988156489443824 0.08990659130080711
10.18 -0.0006392565259810488 0.05709104481124436 0.11988054008671636 0.08988067135880436
10.19 -0.0006334954096463062 0.05716865066493711 0.11987950221668946 0.08985488627736998
10.2 -0.0006277868509400531 0.0572461482253014 0.11987845127206961 0.08982923591613436
10.21 -0.0006221299235241117 0.057323537160131666 0.11987738724056891 0.08980372013472787
10.22 -0.0006165237010603068 0.057400817137222254 0.1198763101098995 0.08977833879278083
10.23 -0.0006109672572104602 0.05747798782436758 0.11987521986777347 0.0897530917499236
10.24 -0.000605459665636395 0.05755504888936204 0.11987411650190294 0.08972797886578658
10.25 -0.0005999999999999339 0.05763200000000002 0.119873 0.08970300000000009
10.26 -0.000594587501978923 0.0577088408195384 0.1198718703637096 0.08967815503307527
10.27 -0.0005892220853152997 0.05778557099308401 0.11987072765040789 0.08965344392904631
10.28 -0.0005839038317670244 0.05786219016120612 0.11986957193140386 0.08962886667282811
10.29 -0.0005786328230920578 0.057938697964474026 0.11986840327800649 0.08960442324933564
10.3 -0.0005734091410483591 0.05801509404345705 0.11986722176152471 0.08958011364348382
10.31 -0.000568232867393891 0.058091378038724446 0.1198660274532676 0.08955593784018767
10.32 -0.0005631040838866128 0.05816754959084553 0.11986482042454406 0.08953189582436205
10.33 -0.000558022872284485 0.0582436083403896 0.11986360074666311 0.08950798758092193
10.34 -0.000552989314345468 0.058319553927925934 0.11986236849093367 0.08948421309478226
10.35 -0.0005480034918275223 0.058395385994023837 0.11986112372866477 0.08946057235085794
10.36 -0.0005430654864886084 0.058471104179252595 0.11985986653116536 0.08943706533406397
10.37 -0.0005381753800866867 0.0585467081241815 0.11985859696974445 0.08941369202931526
10.38 -0.0005333332543797168 0.05862219746937987 0.11985731511571099 0.08939045242152674
10.39 -0.0005285391911256612 0.058697571855416984 0.11985602104037402 0.08936734649561341
10.4 -0.0005237932720824791 0.05877283092286212 0.11985471481504242 0.08934437423649016
10.41 -0.0005190955790081308 0.058847974312284584 0.11985339651102524 0.08932153562907194
10.42 -0.0005144461936605774 0.058923001664253676 0.11985206619963144 0.08929883065827368
10.43 -0.0005098451977977788 0.05899791261933868 0.11985072395217 0.08927625930901036
10.44 -0.0005052926731776957 0.059072706818108896 0.11984936983994987 0.0892538215661969
10.45 -0.0005007887015582886 0.05914738390113362 0.11984800393428008 0.08923151741474825
10.46 -0.000496333364697517 0.05922194350898216 0.11984662630646958 0.08920934683957935
10.47 -0.0004919267443533432 0.059296385282223765 0.11984523702782734 0.08918730982560513
10.48 -0.00048756892228372657 0.05937070886142777 0.11984383616966238 0.08916540635774055
10.49 -0.0004832599802466278 0.05944491388716345 0.11984242380328364 0.08914363642090055
10.5 -0.0004790000000000072 0.05951900000000011 0.1198410000000001 0.08912200000000005
10.51 -0.0004747888935598878 0.05959296687540022 0.11983956483774458 0.08910049705191983
10.52 -0.00047062589397454214 0.05966681432839904 0.11983811842094523 0.08907912742140396
10.53 -0.00046651006455030553 0.05974054220892497 0.11983666086065402 0.08905789092516227
10.54 -0.000462440468593513 0.05981415036690646 0.11983519226792291 0.08903678737990466
10.55 -0.000458416169410499 0.05988763865227195 0.11983371275380386 0.08901581660234101
10.56 -0.0004544362303076002 0.059961006914949856 0.11983222242934893 0.08899497840918116
10.57 -0.0004504997145911509 0.06003425500486859 0.11983072140560998 0.08897427261713503
10.58 -0.00044660568556748634 0.06010738277195661 0.11982920979363905 0.08895369904291243
10.59 -0.00044275320654294154 0.06018039006614233 0.11982768770448808 0.08893325750322331
10.6 -0.0004389413408238518 0.060253276737354186 0.11982615524920907 0.08891294781477747
10.61 -0.0004351691517165521 0.060326042635520605 0.11982461253885399 0.08889276979428481
10.62 -0.00043143570252737767 0.060398687610570004 0.11982305968447478 0.08887272325845519
10.63 -0.0004277400565626629 0.060471211512430845 0.11982149679712349 0.08885280802399852
10.64 -0.0004240812771287446 0.06054361419103154 0.11981992398785202 0.08883302390762464
10.65 -0.0004204584275319568 0.060615895496300504 0.11981834136771237 0.08881337072604345
10.66 -0.0004168705710786348 0.060688055278166175 0.11981674904775654 0.08879384829596476
10.67 -0.0004133167710751138 0.06076009338655698 0.11981514713903643 0.08877445643409851
10.68 -0.00040979609082772894 0.060832009671401364 0.11981353575260406 0.08875519495715455
10.69 -0.00040630759364281536 0.060903803982627736 0.11981191499951144 0.08873606368184273
10.7 -0.00040285034282670806 0.06097547617016454 0.11981028499081045 0.08871706242487294
10.71 -0.00039942340168574184 0.06104702608394022 0.11980864583755318 0.08869819100295506
10.72 -0.00039602583352625284 0.06111845357388317 0.11980699765079153 0.08867944923279897
10.73 -0.00039265670165457577 0.06118975848992184 0.11980534054157749 0.0886608369311145
10.74 -0.00038931506937704555 0.06126094068198466 0.11980367462096302 0.08864235391461156
10.75 -0.00038599999999999746 0.06133200000000005 0.1198020000000001 0.08862400000000001
10.76 -0.000382710747781494 0.06140293615886121 0.11980031674931257 0.08860577509524568
10.77 -0.00037944733078650673 0.06147374833332035 0.11979862477781171 0.08858767947333818
10.78 -0.0003762099580317347 0.06154443556309448 0.11979692395398062 0.08856971349852308
10.79 -0.0003729988385338769 0.06161499688790058 0.11979521414630243 0.08855187753504595
10.8 -0.00036981418130963185 0.06168543134745564 0.1197934952232603 0.08853417194715235
10.81 -0.00036665619537569965 0.061755737981476655 0.11979176705333731 0.0885165970990879
10.82 -0.0003635250897487786 0.0618259158296806 0.11979002950501662 0.08849915335509807
10.83 -0.00036042107344556775 0.06189596393178446 0.11978828244678137 0.08848184107942851
10.84 -0.0003573443554827663 0.061965881327505246 0.11978652574711464 0.08846466063632479
10.85 -0.000354295144877073 0.062035667056559905 0.11978475927449955 0.08844761239003242
10.86 -0.00035127365064518685 0.06210532015866547 0.11978298289741929 0.08843069670479702
10.87 -0.000348280081803807 0.0621748396735389 0.11978119648435692 0.08841391394486413
10.88 -0.00034531464736963185 0.06224422464089721 0.11977939990379562 0.08839726447447933
10.89 -0.0003423775563593615 0.06231347410045737 0.11977759302421852 0.0883807486578882
10.9 -0.0003394690177896943 0.06238258709193638 0.11977577571410872 0.08836436685933632
10.91 -0.0003365892406773294 0.0624515626550512 0.11977394784194931 0.08834811944306922
10.92 -0.00033373843403896567 0.06252039982951885 0.11977210927622348 0.08833200677333247
10.93 -0.00033091680689130215 0.06258909765505628 0.1197702598854143 0.08831602921437166
10.94 -0.00032812456825103786 0.06265765517138054 0.11976839953800497 0.08830018713043238
10.95 -0.00032536192713487173 0.06272607141820856 0.11976652810247855 0.08828448088576014
10.96 -0.0003226290925595024 0.06279434543525739 0.11976464544731823 0.08826891084460058
10.97 -0.0003199262735416298 0.06286247626224394 0.11976275144100706 0.08825347737119921
10.98 -0.0003172536790979523 0.06293046293888524 0.11976084595202822 0.08823818082980163
10.99 -0.000314611518245169 0.0629983045048983 0.11975892884886485 0.0882230215846534
11.0 -0.00031199999999997896 0.06306600000000007 0.119757 0.08820800000000006
11.01 -0.00030941918731410944 0.06313354864915532 0.11975505936500562 0.08819311635909763
11.02 -0.00030686855887940095 0.0632009504183199 0.11975310726780844 0.08817837062124352
11.03 -0.00030434744732272254 0.06326820545869744 0.11975114412342398 0.08816376266474561
11.04 -0.0003018551852709429 0.06333531392149154 0.11974917034686781 0.08814929236791172
11.05 -0.0002993911053509306 0.06340227595790582 0.11974718635315537 0.08813495960904974
11.06 -0.0002969545401895554 0.0634690917191439 0.11974519255730226 0.08812076426646753
11.07 -0.0002945448224136857 0.06353576135640938 0.11974318937432396 0.0881067062184729
11.08 -0.00029216128465019045 0.06360228502090592 0.119741177219236 0.08809278534337374
11.09 -0.00028980325952593844 0.0636686628638371 0.11973915650705388 0.08807900151947787
11.1 -0.0002874700796677986 0.06373489503640654 0.11973712765279314 0.08806535462509313
11.11 -0.0002851610777026398 0.06380098168981788 0.11973509107146928 0.08805184453852742
11.12 -0.00028287558625733096 0.0638669229752747 0.11973304717809782 0.08803847113808855
11.13 -0.0002806129379587407 0.06393271904398067 0.11973099638769431 0.0880252343020844
11.14 -0.00027837246543373846 0.06399837004713936 0.1197289391152743 0.08801213390882283
11.15 -0.00027615350130919284 0.0640638761359544 0.1197268757758532 0.08799916983661164
11.16 -0.0002739553782119727 0.06412923746162942 0.11972480678444661 0.08798634196375876
11.17 -0.000271777428768947 0.06419445417536802 0.11972273255607002 0.08797365016857196
11.18 -0.00026961898560698454 0.06425952642837382 0.11972065350573896 0.08796109432935913
11.19 -0.00026747938135295425 0.06432445437185044 0.11971857004846896 0.08794867432442814
11.2 -0.00026535794863372493 0.06438923815700151 0.11971648259927553 0.08793639003208681
11.21 -0.0002632540200761653 0.06445387793503066 0.11971439157317419 0.087924241330643
11.22 -0.0002611669283071448 0.06451837385714146 0.11971229738518045 0.08791222809840457
11.23 -0.00025909600595353205 0.06458272607453755 0.11971020045030986 0.08790035021367938
11.24 -0.0002570405856421959 0.06464693473842255 0.11970810118357789 0.08788860755477527
11.25 -0.00025500000000000517 0.06471100000000007 0.11970600000000009 0.08787700000000008
11.26 -0.00025297371896198834 0.0647749218525179 0.1197038971826652 0.08786552753236421
11.27 -0.00025096176169581115 0.06483869965740041 0.11970179248695481 0.08785419055368814
11.28 -0.00024896428467729916 0.06490233261811613 0.11969968553632367 0.0878429895704949
11.29 -0.00024698144438227773 0.06496581993813365 0.11969757595422661 0.08783192508930752
11.3 -0.0002450133972865718 0.06502916082092147 0.1196954633641184 0.08782099761664901
11.31 -0.0002430602998660076 0.06509235446994817 0.11969334738945388 0.0878102076590424
11.32 -0.00024112230859641006 0.06515540008868224 0.11969122765368781 0.08779955572301072
11.33 -0.00023919957995360467 0.06521829688059227 0.11968910378027497 0.087789042315077
11.34 -0.00023729227041341673 0.06528104404914678 0.1196869753926702 0.08777866794176427
11.35 -0.00023540053645167163 0.06534364079781431 0.11968484211432825 0.0877684331095955
11.36 -0.0002335245345441948 0.06540608633006344 0.11968270356870393 0.08775833832509378
11.37 -0.00023166442116681163 0.06546837984936264 0.11968055937925202 0.08774838409478208
11.38 -0.00022982035279534713 0.06553052055918054 0.11967840916942737 0.08773857092518347
11.39 -0.00022799248590562747 0.06559250766298565 0.11967625256268476 0.08772889932282096
11.4 -0.00022618097697347757 0.06565434036424647 0.11967408918247893 0.08771936979421753
11.41 -0.00022438598247472287 0.0657160178664316 0.1196719186522647 0.08770998284589628
11.42 -0.00022260765888518883 0.06577753937300952 0.11966974059549687 0.08770073898438017
11.43 -0.00022084616268070064 0.06583890408744884 0.11966755463563022 0.08769163871619225
11.44 -0.00021910165033708394 0.06590011121321807 0.11966536039611961 0.08768268254785555
11.45 -0.00021737427833016393 0.06596115995378576 0.11966315750041974 0.08767387098589305
11.46 -0.0002156642031357658 0.06602204951262047 0.11966094557198548 0.08766520453682784
11.47 -0.0002139715812297155 0.0660827790931907 0.11965872423427157 0.08765668370718291
11.48 -0.0002122965690878381 0.06614334789896503 0.11965649311073286 0.08764830900348129
11.49 -0.00021063932318595905 0.06620375513341198 0.11965425182482411 0.08764008093224601
11.5 -0.0002089999999999037 0.0662640000000001 0.11965200000000008 0.08763200000000006
11.51 -0.0002073786728378315 0.06632408182877356 0.11964973737633405 0.087624066631446
11.52 -0.00020577508233723808 0.06638400045607895 0.11964746416037289 0.08761628092400439
11.53 -0.00020418888596795306 0.06644375584483846 0.11964518067528185 0.08760864289327523
11.54 -0.00020261974119980617 0.06650334795797433 0.11964288724422631 0.08760115255485862
11.55 -0.0002010673055026268 0.06656277675840877 0.11964058419037148 0.08759380992435462
11.56 -0.00019953123634624517 0.06662204220906398 0.11963827183688278 0.08758661501736326
11.57 -0.00019801119120049066 0.06668114427286213 0.11963595050692537 0.08757956784948456
11.58 -0.000196506827535193 0.06674008291272553 0.1196336205236647 0.08757266843631865
11.59 -0.0001950178028201818 0.0667988580915763 0.11963128221026594 0.08756591679346552
11.6 -0.00019354377452528677 0.0668574697723367 0.11962893588989447 0.08755931293652526
11.61 -0.00019208440012033755 0.06691591791792892 0.11962658188571558 0.0875528568810979
11.62 -0.00019063933707516388 0.06697420249127517 0.11962422052089453 0.0875465486427835
11.63 -0.00018920824285959513 0.0670323234552977 0.11962185211859669 0.08754038823718212
11.64 -0.00018779077494346147 0.06709028077291868 0.11961947700198731 0.08753437567989382
11.65 -0.00018638659079659237 0.0671480744070603 0.11961709549423173 0.08752851098651862
11.66 -0.0001849953478888175 0.06720570432064482 0.11961470791849522 0.08752279417265661
11.67 -0.00018361670368996648 0.06726317047659444 0.1196123145979431 0.0875172252539078
11.68 -0.000182250315669869 0.06732047283783135 0.11960991585574063 0.0875118042458723
11.69 -0.00018089584129835477 0.06737761136727778 0.11960751201505317 0.08750653116415014
11.7 -0.0001795529380452534 0.06743458602785593 0.11960510339904601 0.08750140602434132
11.71 -0.00017822126338039445 0.06749139678248806 0.11960269033088443 0.087496428842046
11.72 -0.00017690047477360795 0.06754804359409629 0.11960027313373373 0.08749159963286413
11.73 -0.00017559022969472338 0.06760452642560288 0.11959785213075924 0.08748691841239582
11.74 -0.00017429018561357043 0.06766084523993006 0.11959542764512626 0.08748238519624112
11.75 -0.00017299999999997873 0.06771700000000001 0.11959300000000005 0.08747800000000006
11.76 -0.00017171939768628234 0.06777299051238837 0.11959056943999907 0.08747376293385217
11.77 -0.00017044837295483275 0.06782881595828431 0.1195881358955542 0.08746967448629472
11.78 -0.00016918698745048563 0.06788447536253049 0.1195856992185494 0.08746573524040453
11.79 -0.00016793530281809685 0.0679399677499695 0.1195832592608687 0.08746194577925832
11.8 -0.000166693380702522 0.06799529214544393 0.11958081587439609 0.08745830668593288
11.81 -0.00016546128274861732 0.06805044757379645 0.11957836891101557 0.08745481854350498
11.82 -0.00016423907060123837 0.06810543305986963 0.11957591822261114 0.08745148193505133
11.83 -0.0001630268059052409 0.0681602476285061 0.11957346366106682 0.08744829744364876
11.84 -0.0001618245503054808 0.06821489030454844 0.11957100507826658 0.08744526565237401
11.85 -0.00016063236544681375 0.06826936011283931 0.11956854232609437 0.08744238714430383
11.86 -0.00015945031297409561 0.06832365607822129 0.11956607525643427 0.08743966250251499
11.87 -0.00015827845453218213 0.06837777722553699 0.11956360372117025 0.08743709231008426
11.88 -0.00015711685176592903 0.06843172257962907 0.1195611275721863 0.08743467715008839
11.89 -0.00015596556632019242 0.0684854911653401 0.11955864666136644 0.08743241760560416
11.9 -0.00015482465983982787 0.0685390820075127 0.11955616084059463 0.08743031425970833
11.91 -0.00015369419396969123 0.06859249413098949 0.1195536699617549 0.08742836769547768
11.92 -0.0001525742303546382 0.06864572656061306 0.11955117387673123 0.08742657849598894
11.93 -0.0001514648306395247 0.06869877832122606 0.11954867243740762 0.08742494724431887
11.94 -0.00015036605646920646 0.06875164843767108 0.11954616549566809 0.08742347452354428
11.95 -0.00014927796948853927 0.06880433593479073 0.1195436529033966 0.08742216091674189
11.96 -0.00014820063134237876 0.06885683983742764 0.11954113451247718 0.0874210070069885
11.97 -0.0001471341036755811 0.06890915917042442 0.11953861017479381 0.08742001337736086
11.98 -0.00014607844813300188 0.06896129295862367 0.1195360797422305 0.0874191806109357
11.99 -0.00014503372635949694 0.06901324022686801 0.11953354306667124 0.08741850929078983
12.0 -0.00014399999999992202 0.06906500000000004 0.11953100000000003 0.08741799999999998
12.01 -0.00014297727241678149 0.06911657148167319 0.11952845046367001 0.08741765321714565
12.02 -0.00014196531384317402 0.069167954590784 0.11952589465741072 0.08741746900281698
12.03 -0.00014096383622984684 0.06921914942503976 0.11952333285052089 0.0874174473131069
12.04 -0.00013997255152754714 0.06927015608214787 0.11952076531229922 0.0874175881041083
12.05 -0.00013899117168702195 0.06932097465981565 0.11951819231204444 0.08741789133191406
12.06 -0.00013801940865901895 0.06937160525575044 0.11951561411905526 0.08741835695261709
12.07 -0.00013705697439428502 0.06942204796765955 0.11951303100263033 0.08741898492231026
12.08 -0.00013610358084356747 0.06947230289325035 0.11951044323206841 0.08741977519708649
12.09 -0.00013515893995761353 0.06952237013023016 0.1195078510766682 0.08742072773303865
12.1 -0.00013422276368717034 0.06957224977630631 0.11950525480572836 0.08742184248625963
12.11 -0.0001332947639829852 0.06962194192918615 0.11950265468854766 0.08742311941284234
12.12 -0.00013237465279580525 0.06967144668657702 0.11950005099442475 0.08742455846887962
12.13 -0.00013146214207637765 0.06972076414618626 0.11949744399265838 0.08742615961046443
12.14 -0.0001305569437754499 0.06976989440572122 0.11949483395254726 0.08742792279368966
12.15 -0.000129658769843769 0.06981883756288917 0.11949222114339007 0.08742984797464816
12.16 -0.0001287673322320822 0.06986759371539751 0.11948960583448552 0.08743193510943283
12.17 -0.00012788234289113674 0.06991616296095357 0.11948698829513231 0.08743418415413656
12.18 -0.00012700351377167979 0.06996454539726465 0.11948436879462916 0.08743659506485227
12.19 -0.00012613055682445865 0.07001274112203816 0.1194817476022748 0.08743916779767283
12.2 -0.00012526318400022044 0.07006075023298136 0.11947912498736786 0.08744190230869112
12.21 -0.00012440110724971232 0.07010857282780164 0.11947650121920714 0.08744479855400007
12.22 -0.00012354403852368176 0.07015620900420631 0.11947387656709127 0.08744785648969253
12.23 -0.00012269168977287583 0.07020365885990272 0.11947125130031902 0.08745107607186142
12.24 -0.00012184377294804175 0.07025092249259819 0.11946862568818904 0.08745445725659964
12.25 -0.00012099999999992672 0.07029800000000008 0.11946600000000006 0.08745800000000004
12.26 -0.00012016018464617934 0.07034489136891917 0.11946337443332124 0.08746170432556534
12.27 -0.00011932454767205357 0.07039159614258003 0.11946074889880327 0.0874655705264374
12.28 -0.00011849341162970472 0.07043811375331072 0.11945812323536736 0.08746959896316792
12.29 -0.00011766709907128805 0.07048444363343928 0.11945549728193469 0.08747378999630852
12.3 -0.00011684593254895877 0.07053058521529373 0.11945287087742641 0.08747814398641089
12.31 -0.0001160302346148725 0.07057653793120212 0.11945024386076378 0.08748266129402672
12.32 -0.00011522032782118438 0.07062230121349249 0.11944761607086786 0.08748734227970764
12.33 -0.0001144165347200497 0.07066787449449287 0.11944498734665991 0.08749218730400536
12.34 -0.00011361917786362382 0.0707132572065313 0.1194423575270611 0.08749719672747151
12.35 -0.00011282857980406199 0.07075844878193581 0.11943972645099256 0.08750237091065777
12.36 -0.00011204506309351956 0.07080344865303445 0.11943709395737549 0.08750771021411582
12.37 -0.00011126895028415183 0.07084825625215524 0.11943445988513106 0.08751321499839729
12.38 -0.00011050056392811398 0.07089287101162627 0.11943182407318047 0.08751888562405392
12.39 -0.00010974022657756161 0.07093729236377552 0.11942918636044489 0.08752472245163732
12.4 -0.00010898826078464985 0.07098151974093106 0.11942654658584549 0.08753072584169919
12.41 -0.00010824498910153406 0.07102555257542091 0.11942390458830343 0.0875368961547912
12.42 -0.00010751073408036951 0.07106939029957311 0.11942126020673992 0.08754323375146496
12.43 -0.00010678581827331151 0.0711130323457157 0.1194186132800761 0.0875497389922722
12.44 -0.00010607056423251541 0.07115647814617673 0.11941596364723317 0.08755641223776457
12.45 -0.00010536529451013647 0.07119972713328422 0.11941331114713227 0.08756325384849374
12.46 -0.00010467033165832995 0.07124277873936623 0.11941065561869466 0.08757026418501139
12.47 -0.00010398599822925135 0.07128563239675077 0.11940799690084145 0.08757744360786918
12.48 -0.00010331261677505584 0.0713282875377659 0.11940533483249381 0.08758479247761876
12.49 -0.00010265050984789879 0.07137074359473966 0.11940266925257295 0.08759231115481181
12.5 -0.00010199999999993546 0.07141300000000006 0.11940000000000003 0.08760000000000001
12.51 -0.00010136125299806723 0.07145505625865058 0.11939732693904549 0.08760785933659317
12.52 -0.00010073380746817959 0.07149691216689631 0.11939465003537662 0.08761588933943355
12.53 -0.00010011704525090412 0.07153856759371774 0.11939196928001007 0.08762409014622162
12.54 -9.951034818687233e-5 0.07158002240809543 0.11938928466396241 0.0876324618946578
12.55 -9.89130981167157e-5 0.07162127647900983 0.11938659617825019 0.08764100472244252
12.56 -9.8324676881066e-5 0.0716623296754415 0.11938390381389007 0.08764971876727623
12.57 -9.774446632055463e-5 0.07170318186637094 0.11938120756189856 0.08765860416685935
12.58 -9.71718482758132e-5 0.07174383292077864 0.1193785074132923 0.08766766105889233
12.59 -9.66062045874732e-5 0.07178428270764511 0.11937580335908786 0.08767688958107557
12.6 -9.604691709616622e-5 0.0718245310959509 0.11937309539030182 0.08768628987110955
12.61 -9.549336764252377e-5 0.07186457795467646 0.1193703834979508 0.08769586206669465
12.62 -9.494493806717745e-5 0.07190442315280234 0.1193676676730513 0.08770560630553134
12.63 -9.44010102107587e-5 0.07194406655930906 0.11936494790662004 0.08771552272532006
