 R   <X|H|A>   <X|H|B>   <X|H|C>   <A|H|B>   <A|H|C>   <B|H|C> 
19.95 0.0 0.0 0.0 0.00036389256163178984 -3.471886086248181e-5 0.00012587481868850815
19.96 0.0 0.0 0.0 0.00036908991650836135 -3.521473865675013e-5 0.00012767264632151772
19.97 0.0 0.0 0.0 0.0003743482332122056 -3.571643279744097e-5 0.00012949156138462056
19.98 0.0 0.0 0.0 0.0003796678474276125 -3.6223975312073795e-5 0.00013133167999505456
19.99 0.0 0.0 0.0 0.00038504908548577497 -3.673739733579269e-5 0.00013319311503470866
20.0 0.0 0.0 0.0 0.00039049226400685597 -3.7256729077215515e-5 0.00013507597602630962
20.01 0.0 0.0 0.0 0.000395997689538722 -3.778199978396609e-5 0.00013698036900845566
20.02 0.0 0.0 0.0 0.0004015656581926247 -3.8313237707914425e-5 0.00013890639640959414
20.03 0.0 0.0 0.0 0.0004071964552760552 -3.885047007014751e-5 0.00014085415692102163
20.04 0.0 0.0 0.0 0.000412890354923007 -3.9393723025692927e-5 0.00014282374536898733
20.05 0.0 0.0 0.0 0.00041864761972196896 -3.9943021628025644e-5 0.00014481525258601137
20.06 0.0 0.0 0.0 0.0004244685003418649 -4.049838979337929e-5 0.00014682876528149271
20.07 0.0 0.0 0.0 0.00043035323515630043 -4.1059850264895385e-5 0.00014886436591173192
20.08 0.0 0.0 0.0 0.0004363020498663577 -4.162742457663455e-5 0.00015092213254945088
20.09 0.0 0.0 0.0 0.00044231515712232235 -4.220113301748547e-5 0.00015300213875294396
20.1 0.0 0.0 0.0 0.000448392756144611 -4.278099459499775e-5 0.000155104453434952
20.11 0.0 0.0 0.0 0.0004545350323442937 -4.336702699917617e-5 0.00015722914073139675
20.12 0.0 0.0 0.0 0.00046074215694354793 -4.395924656626821e-5 0.00015937625987009102
20.13 0.0 0.0 0.0 0.0004670142865963894 -4.455766824257824e-5 0.00016154586503954518
20.14 0.0 0.0 0.0 0.00047335156301011515 -4.5162305548349486e-5 0.0001637380052580195
20.15 0.0 0.0 0.0 0.00047975411256778136 -4.577317054174464e-5 0.00016595272424293488
20.16 0.0 0.0 0.0 0.00048622204595219194 -4.639027378297105e-5 0.00016819006028080598
20.17 0.0 0.0 0.0 0.0004927554577717422 -4.701362429858223e-5 0.00017045004609781585
20.18 0.0 0.0 0.0 0.0004993544261885995 -4.764322954600306e-5 0.00017273270873119942
20.19 0.0 0.0 0.0 0.000506019012549636 -4.827909537831693e-5 0.00017503806940157834
20.2 0.0 0.0 0.0 0.0005127492610205361 -4.892122600935617e-5 0.00017736614338639473
20.21 0.0 0.0 0.0 0.000519545198223593 -4.956962397914441e-5 0.0001797169398946203
20.22 0.0 0.0 0.0 0.0005264068328795893 -5.022429011972845e-5 0.00018209046194287882
20.23 0.0 0.0 0.0 0.0005333341554543117 -5.088522352145232e-5 0.00018448670623317105
20.24 0.0 0.0 0.0 0.0005403271378101068 -5.155242149971249e-5 0.00018690566303234389
20.25 0.0 0.0 0.0 0.0005473857328630467 -5.2225879562248e-5 0.00018934731605349978
20.26 0.0 0.0 0.0 0.0005545098742461307 -5.29055913770067e-5 0.000191811642339494
20.27 0.0 0.0 0.0 0.0005616994759790851 -5.359154874064106e-5 0.00019429861214871461
20.28 0.0 0.0 0.0 0.0005689544321452538 -5.4283741547680345e-5 0.00019680818884331499
20.29 0.0 0.0 0.0 0.0005762746165760681 -5.498215776042588e-5 0.00019934032878006792
20.3 0.0 0.0 0.0 0.0005836598825436814 -5.568678337962564e-5 0.0002018949812040446
20.31 0.0 0.0 0.0 0.0005911100624622171 -5.639760241597029e-5 0.00020447208814527242
20.32 0.0 0.0 0.0 0.0005986249675982389 -5.711459686246931e-5 0.00020707158431858313
20.33 0.0 0.0 0.0 0.0006062043877908922 -5.7837746667749706e-5 0.0002096933970268067
20.34 0.0 0.0 0.0 0.000613848091182333 -5.8567029710336435e-5 0.00021233744606752306
20.35 0.0 0.0 0.0 0.0006215558239588931 -5.9302421773957e-5 0.00021500364364352817
20.36 0.0 0.0 0.0 0.000629327310103582 -6.004389652392777e-5 0.00021769189427722156
20.37 0.0 0.0 0.0 0.0006371622511604295 -6.079142548467003e-5 0.0002204020947290894
20.38 0.0 0.0 0.0 0.0006450603260111671 -6.154497801840303e-5 0.00022313413392045607
20.39 0.0 0.0 0.0 0.000653021190664842 -6.230452130507141e-5 0.000225887892860709
20.4 0.0 0.0 0.0 0.0006610444780608 -6.307002032354771e-5 0.00022866324457914813
20.41 0.0 0.0 0.0 0.0006691297978856338 -6.384143783416755e-5 0.00023146005406166612
20.42 0.0 0.0 0.0 0.0006772767364045245 -6.461873436263785e-5 0.00023427817819240734
20.43 0.0 0.0 0.0 0.0006854848563075368 -6.54018681853721e-5 0.00023711746570059957
20.44 0.0 0.0 0.0 0.0006937536965713376 -6.619079531629674e-5 0.00023997775711272069
20.45 0.0 0.0 0.0 0.0007020827723367791 -6.698546949517166e-5 0.0002428588847101533
20.46 0.0 0.0 0.0 0.000710471574802895 -6.778584217747624e-5 0.00024576067249251673
20.47 0.0 0.0 0.0 0.0007189195711376666 -6.859186252589564e-5 0.0002486829361467998
20.48 0.0 0.0 0.0 0.0007274262044060977 -6.940347740345852e-5 0.00025162548302248145
20.49 0.0 0.0 0.0 0.000735990893515928 -7.022063136835734e-5 0.00025458811211275174
20.5 0.0 0.0 0.0 0.0007446130331814879 -7.104326667050006e-5 0.00025757061404200945
20.51 0.0 0.0 0.0 0.0007532919939059963 -7.1871323249821e-5 0.00026057277105973823
20.52 0.0 0.0 0.0 0.0007620271219827459 -7.270473873639394e-5 0.00026359435704091677
20.53 0.0 0.0 0.0 0.0007708177395155024 -7.354344845237843e-5 0.000266635137493075
20.54 0.0 0.0 0.0 0.0007796631444584136 -7.438738541582753e-5 0.0002696948695700995
20.55 0.0 0.0 0.0 0.0007885626106758224 -7.523648034639446e-5 0.0002727733020929229
20.56 0.0 0.0 0.0 0.0007975153880221651 -7.609066167295583e-5 0.0002758701755771624
20.57 0.0 0.0 0.0 0.0008065207024423238 -7.6949855543186e-5 0.00027898522226783227
20.58 0.0 0.0 0.0 0.0008155777560925657 -7.781398583509607e-5 0.0002821181661811785
20.59 0.0 0.0 0.0 0.0008246857274823794 -7.868297417056628e-5 0.0002852687231537417
20.6 0.0 0.0 0.0 0.0008338437716372944 -7.955673993088071e-5 0.0002884366008986782
20.61 0.0 0.0 0.0 0.0008430510202829179 -8.043520027428594e-5 0.0002916214990694206
20.62 0.0 0.0 0.0 0.0008523065820502767 -8.131827015558293e-5 0.00029482310933070827
20.63 0.0 0.0 0.0 0.0008616095427025357 -8.22058623477579e-5 0.0002980411154370115
20.64 0.0 0.0 0.0 0.0008709589653832273 -8.309788746566593e-5 0.0003012751933183975
20.65 0.0 0.0 0.0 0.000880353890885931 -8.399425399176106e-5 0.00030452501117381577
20.66 0.0 0.0 0.0 0.0008897933379455046 -8.489486830388248e-5 0.0003077902295718381
20.67 0.0 0.0 0.0 0.0008992763035507323 -8.579963470508402e-5 0.00031107050155880777
20.68 0.0 0.0 0.0 0.0009088017632784044 -8.670845545550886e-5 0.0003143654727744015
20.69 0.0 0.0 0.0 0.0009183686716486996 -8.762123080629628e-5 0.0003176747815745605
20.7 0.0 0.0 0.0 0.0009279759625016969 -8.853785903550454e-5 0.00032099805916173044
20.71 0.0 0.0 0.0 0.0009376225493949351 -8.94582364860419e-5 0.00032433492972238227
20.72 0.0 0.0 0.0 0.000947307326021712 -9.038225760557643e-5 0.0003276850105717067
20.73 0.0 0.0 0.0 0.0009570291666499903 -9.130981498841171e-5 0.000331047912305437
20.74 0.0 0.0 0.0 0.00096678692658153 -9.224079941929276e-5 0.00033442323895866864
20.75 0.0 0.0 0.0 0.0009765794426310477 -9.31750999191223e-5 0.0003378105881716064
20.76 0.0 0.0 0.0 0.0009864055336249531 -9.41126037925449e-5 0.00034120955136208287
20.77 0.0 0.0 0.0 0.0009962640009193707 -9.50531966773716e-5 0.0003446197139047486
20.78 0.0 0.0 0.0 0.0010061536289370002 -9.599676259580113e-5 0.00034804065531677863
20.79 0.0 0.0 0.0 0.0010160731857223344 -9.694318400739347e-5 0.0003514719494499292
20.8 0.0 0.0 0.0 0.001026021423514842 -9.78923418637567e-5 0.0003549131646888083
20.81 0.0 0.0 0.0 0.0010359970793394975 -9.884411566488943e-5 0.0003583638641551471
20.82 0.0 0.0 0.0 0.00104599887561422 -9.979838351713631e-5 0.0003618236059179205
20.83 0.0 0.0 0.0 0.001056025520773539 -0.00010075502219269166 0.00036529194320908056
20.84 0.0 0.0 0.0 0.001066075709907987 -0.00010171390719060375 0.00036876842464473003
20.85 0.0 0.0 0.0 0.0010761481254184793 -0.00010267491279920901 0.0003722525944514804
20.86 0.0 0.0 0.0 0.0010862414376850988 -0.00010363791215994046 0.00037574399269779245
20.87 0.0 0.0 0.0 0.0010963543057495625 -0.00010460277733244163 0.00037924215553004957
20.88 0.0 0.0 0.0 0.0011064853780106106 -0.00010556937936091339 0.00038274661541310144
20.89 0.0 0.0 0.0 0.0011166332929316662 -0.00010653758834163157 0.00038625690137505204
20.9 0.0 0.0 0.0 0.0011267966797598875 -0.00010750727349155129 0.00038977253925598793
20.91 0.0 0.0 0.0 0.0011369741592559307 -0.0001084783032179336 0.0003932930519604128
20.92 0.0 0.0 0.0 0.0011471643444335078 -0.00010945054518890638 0.0003968179597130691
20.93 0.0 0.0 0.0 0.0011573658413079945 -0.00011042386640488865 0.0004003467803178902
20.94 0.0 0.0 0.0 0.0011675772496532034 -0.00011139813327079402 0.00040387902941977787
20.95 0.0 0.0 0.0 0.001177797163765418 -0.00011237321166892722 0.0004074142207688905
20.96 0.0 0.0 0.0 0.0011880241732339075 -0.0001133489670324981 0.0004109518664871736
20.97 0.0 0.0 0.0 0.0011982568637169033 -0.00011432526441965781 0.0004144914773367794
20.98 0.0 0.0 0.0 0.0012084938177222616 -0.00011530196858798122 0.00041803256299010726
20.99 0.0 0.0 0.0 0.0012187336153917756 -0.00011627894406929802 0.0004215746323011071
21.0 0.0 0.0 0.0 0.0012289748352883353 -0.00011725605524479527 0.0004251171935775671
21.01 0.0 0.0 0.0 0.001239216055184895 -0.00011823316642029252 0.00042865975485402707
21.02 0.0 0.0 0.0 0.001249455852854409 -0.00011921014190160932 0.0004322018241650269
21.03 0.0 0.0 0.0 0.0012596928068597673 -0.00012018684606993273 0.00043574290981835475
21.04 0.0 0.0 0.0 0.001269925497342763 -0.00012116314345709247 0.0004392825206679605
21.05 0.0 0.0 0.0 0.0012801525068112524 -0.00012213889882066334 0.00044282016638624356
21.06 0.0 0.0 0.0 0.0012903724209234674 -0.0001231139772187965 0.00044635535773535637
21.07 0.0 0.0 0.0 0.0013005838292686762 -0.0001240882440847019 0.00044988760683724397
21.08 0.0 0.0 0.0 0.0013107853261431631 -0.00012506156530068415 0.00045341642744206514
21.09 0.0 0.0 0.0 0.0013209755113207401 -0.00012603380727165692 0.0004569413351947214
21.1 0.0 0.0 0.0 0.001331152990816783 -0.00012700483699803924 0.0004604618478991462
21.11 0.0 0.0 0.0 0.0013413163776450044 -0.00012797452214795898 0.00046397748578008214
21.12 0.0 0.0 0.0 0.0013514642925660603 -0.00012894273112867716 0.00046748777174203274
21.13 0.0 0.0 0.0 0.0013615953648271081 -0.00012990933315714891 0.0004709922316250846
21.14 0.0 0.0 0.0 0.0013717082328915718 -0.00013087419832965007 0.00047449039445734173
21.15 0.0 0.0 0.0 0.0013818015451581914 -0.00013183719769038155 0.0004779817927036538
21.16 0.0 0.0 0.0 0.0013918739606686836 -0.0001327982032989868 0.00048146596251040416
21.17 0.0 0.0 0.0 0.0014019241498031316 -0.0001337570882968989 0.0004849424439460536
21.18 0.0 0.0 0.0 0.0014119507949624506 -0.00013471372697245422 0.0004884107812372137
21.19 0.0 0.0 0.0 0.0014219525912371734 -0.0001356679948247011 0.0004918705229999871
21.2 0.0 0.0 0.0 0.0014319282470618287 -0.00013661976862583384 0.0004953212224663259
21.21 0.0 0.0 0.0 0.0014418764848543363 -0.0001375689264821971 0.0004987624377052049
21.22 0.0 0.0 0.0 0.0014517960416396707 -0.0001385153478937894 0.0005021937318383556
21.23 0.0 0.0 0.0 0.0014616856696573 -0.00013945891381221895 0.0005056146732503856
21.24 0.0 0.0 0.0 0.0014715441369517177 -0.00014039950669704563 0.0005090248357930515
21.25 0.0 0.0 0.0 0.001481370227945623 -0.00014133701057046825 0.0005124237989835278
21.26 0.0 0.0 0.0 0.0014911627439951408 -0.00014227131107029777 0.0005158111481964655
21.27 0.0 0.0 0.0 0.0015009205039266803 -0.00014320229550117883 0.0005191864748496973
21.28 0.0 0.0 0.0 0.0015106423445549583 -0.00014412985288401415 0.0005225493765834274
21.29 0.0 0.0 0.0 0.0015203271211817356 -0.00014505387400354865 0.0005258994574327519
21.3 0.0 0.0 0.0 0.0015299737080749739 -0.000145974251454086 0.0005292363279934037
21.31 0.0 0.0 0.0 0.001539580998927971 -0.00014689087968329425 0.0005325596055805737
21.32 0.0 0.0 0.0 0.001549147907298266 -0.0001478036550340817 0.0005358689143807326
21.33 0.0 0.0 0.0 0.001558673367025938 -0.00014871247578450656 0.0005391638855963264
21.34 0.0 0.0 0.0 0.001568156332631166 -0.00014961724218570807 0.000542444157583296
21.35 0.0 0.0 0.0 0.00157759577969074 -0.00015051785649782944 0.0005457093759813185
21.36 0.0 0.0 0.0 0.0015869907051934435 -0.00015141422302392458 0.0005489591938367367
21.37 0.0 0.0 0.0 0.0015963401278741348 -0.00015230624814183263 0.0005521932717181226
21.38 0.0 0.0 0.0 0.0016056430885263938 -0.00015319384033400763 0.0005554112778244259
21.39 0.0 0.0 0.0 0.001614898650293753 -0.00015407691021530458 0.0005586128880857136
21.4 0.0 0.0 0.0 0.001624105898939376 -0.00015495537055870983 0.0005617977862564559
21.41 0.0 0.0 0.0 0.0016332639430942915 -0.00015582913631902423 0.0005649656640013926
21.42 0.0 0.0 0.0 0.0016423719144841049 -0.0001566981246544945 0.0005681162209739556
21.43 0.0 0.0 0.0 0.0016514289681343467 -0.00015756225494640454 0.0005712491648873019
21.44 0.0 0.0 0.0 0.0016604342825545055 -0.00015842144881663472 0.0005743642115779718
21.45 0.0 0.0 0.0 0.0016693870599008482 -0.0001592756301431961 0.0005774610850622113
21.46 0.0 0.0 0.0 0.001678286526118257 -0.00016012472507376303 0.0005805395175850348
21.47 0.0 0.0 0.0 0.0016871319310611682 -0.0001609686620372121 0.0005835992496620591
21.48 0.0 0.0 0.0 0.0016959225485939247 -0.0001618073717531966 0.0005866400301142174
21.49 0.0 0.0 0.0 0.0017046576766706746 -0.00016264078723976952 0.000589661616095396
21.5 0.0 0.0 0.0 0.001713336637395183 -0.00016346884381909048 0.0005926637731131248
21.51 0.0 0.0 0.0 0.0017219587770607428 -0.0001642914791212332 0.0005956462750423824
21.52 0.0 0.0 0.0 0.001730523466170573 -0.00016510863308613204 0.0005986089041326528
21.53 0.0 0.0 0.0 0.0017390300994390043 -0.0001659202479636949 0.0006015514510083344
21.54 0.0 0.0 0.0 0.0017474780957737756 -0.0001667262683121143 0.0006044737146626175
21.55 0.0 0.0 0.0 0.0017558668982398916 -0.0001675266409944189 0.0006073755024449809
21.56 0.0 0.0 0.0 0.001764195974005333 -0.00016832131517329383 0.0006102566300424135
21.57 0.0 0.0 0.0 0.0017724648142691337 -0.00016911024230421848 0.0006131169214545346
21.58 0.0 0.0 0.0 0.0017806729341721464 -0.0001698933761269527 0.0006159562089627269
21.59 0.0 0.0 0.0 0.001788819872691037 -0.000170670672655423 0.0006187743330934681
21.6 0.0 0.0 0.0 0.0017969051925158708 -0.00017144209016604282 0.0006215711425759861
21.61 0.0 0.0 0.0 0.0018049284799118285 -0.00017220758918451914 0.0006243464942944251
21.62 0.0 0.0 0.0 0.0018128893445655033 -0.00017296713247118753 0.000627100253234678
21.63 0.0 0.0 0.0 0.001820787419416241 -0.00017372068500492053 0.0006298322924260447
21.64 0.0 0.0 0.0 0.001828622360473089 -0.00017446821396566276 0.0006325424928779127
21.65 0.0 0.0 0.0 0.0018363938466177778 -0.00017520968871563352 0.0006352307435116061
21.66 0.0 0.0 0.0 0.0018441015793943377 -0.0001759450807792541 0.0006378969410876112
21.67 0.0 0.0 0.0 0.0018517452827857784 -0.00017667436382184083 0.0006405409901283274
21.68 0.0 0.0 0.0 0.0018593247029784316 -0.00017739751362712126 0.000643162802836551
21.69 0.0 0.0 0.0 0.0018668396081144535 -0.00017811450807362025 0.0006457622990098618
21.7 0.0 0.0 0.0 0.0018742897880329892 -0.0001788253271099649 0.0006483394059510895
21.71 0.0 0.0 0.0 0.0018816750540006026 -0.00017952995272916468 0.0006508940583750662
21.72 0.0 0.0 0.0 0.0018889952384314168 -0.0001802283689419102 0.0006534261983118191
21.73 0.0 0.0 0.0 0.0018962501945975858 -0.0001809205617489495 0.0006559357750064196
21.74 0.0 0.0 0.0 0.00190343979633054 -0.00018160651911258385 0.0006584227448156401
21.75 0.0 0.0 0.0 0.0019105639377136237 -0.00018228623092734258 0.0006608870711016343
21.76 0.0 0.0 0.0 0.0019176225327665638 -0.00018295968898987804 0.0006633287241227903
21.77 0.0 0.0 0.0 0.001924615515122359 -0.00018362688696813823 0.0006657476809219632
21.78 0.0 0.0 0.0 0.0019315428376970813 -0.0001842878203698621 0.0006681439252122554
21.79 0.0 0.0 0.0 0.0019384044723530778 -0.00018494248651044614 0.0006705174472605139
21.8 0.0 0.0 0.0 0.0019452004095561347 -0.00018559088448023438 0.0006728682437687394
21.81 0.0 0.0 0.0 0.0019519306580270345 -0.00018623301511127362 0.0006751963177535558
21.82 0.0 0.0 0.0 0.001958595244388071 -0.0001868688809435875 0.0006775016784239348
21.83 0.0 0.0 0.0 0.0019651942128049286 -0.00018749848619100832 0.0006797843410573184
21.84 0.0 0.0 0.0 0.0019717276246244784 -0.0001881218367066195 0.0006820443268743282
21.85 0.0 0.0 0.0 0.0019781955580088894 -0.0001887389399478459 0.0006842816629121993
21.86 0.0 0.0 0.0 0.0019845981075665552 -0.00018934980494124108 0.0006864963818971146
21.87 0.0 0.0 0.0 0.0019909353839802813 -0.0001899544422470123 0.0006886885221155891
21.88 0.0 0.0 0.0 0.0019972075136331226 -0.00019055286392332234 0.0006908581272850431
21.89 0.0 0.0 0.0 0.002003414638232377 -0.00019114508349041438 0.0006930052464237373
21.9 0.0 0.0 0.0 0.0020095569144320596 -0.0001917311158945928 0.0006951299337201822
21.91 0.0 0.0 0.0 0.002015634513454348 -0.00019231097747210508 0.0006972322484021902
21.92 0.0 0.0 0.0 0.002021647620710313 -0.000192884685912956 0.0006993122546056833
21.93 0.0 0.0 0.0 0.0020275964354203703 -0.00019345226022469514 0.0007013700212434023
21.94 0.0 0.0 0.0 0.0020334811702348056 -0.00019401372069621127 0.0007034056218736415
21.95 0.0 0.0 0.0 0.0020393020508547017 -0.0001945690888615649 0.0007054191345691229
21.96 0.0 0.0 0.0 0.0020450593156536635 -0.00019511838746389765 0.0007074106417861468
21.97 0.0 0.0 0.0 0.0020507532153006152 -0.00019566164041944303 0.0007093802302341125
21.98 0.0 0.0 0.0 0.002056384012384046 -0.0001961988727816761 0.0007113279907455401
21.99 0.0 0.0 0.0 0.002061951981037949 -0.00019673011070562443 0.0007132540181466786
22.0 0.0 0.0 0.0 0.0020674574065698147 -0.000197255381412375 0.0007151584111288246
22.01 0.0 0.0 0.0 0.0020729005850908954 -0.00019777471315379788 0.0007170412721204254
22.02 0.0 0.0 0.0 0.0020782818231490584 -0.00019828813517751675 0.0007189027071600796
22.03 0.0 0.0 0.0 0.002083601437364465 -0.00019879567769214961 0.0007207428257705135
22.04 0.0 0.0 0.0 0.0020888597540683097 -0.0001992973718328404 0.0007225617408336165
22.05 0.0 0.0 0.0 0.0020940571089448808 -0.00019979324962710873 0.000724359568466626
22.06 0.0 0.0 0.0 0.0020991938466771273 -0.000200283343961033 0.0007261364278995244
22.07 0.0 0.0 0.0 0.002104270320595978 -0.00020076768854579246 0.000727892441353734
22.08 0.0 0.0 0.0 0.002109286892333566 -0.00020124631788458118 0.0007296277339221645
22.09 0.0 0.0 0.0 0.002114243931480595 -0.00020171926723991788 0.0007313424334506904
22.1 0.0 0.0 0.0 0.0021191418152479652 -0.00020218657260136138 0.0007330366704211041
22.11 0.0 0.0 0.0 0.002123980928132869 -0.00020264827065365307 0.0007347105778356141
22.12 0.0 0.0 0.0 0.0021287616615894853 -0.0002031043987452979 0.0007363642911029344
22.13 0.0 0.0 0.0 0.0021334844137043964 -0.00020355499485759628 0.0007379979479260071
22.14 0.0 0.0 0.0 0.0021381495888769075 -0.00020400009757414315 0.0007396116881914214
22.15 0.0 0.0 0.0 0.0021427575975043224 -0.00020443974605080045 0.0007412056538605461
22.16 0.0 0.0 0.0 0.0021473088556723517 -0.00020487397998615893 0.0007427799888624387
22.17 0.0 0.0 0.0 0.0021518037848506934 -0.00020530283959249368 0.0007443348389885425
22.18 0.0 0.0 0.0 0.0021562428115939176 -0.0002057263655672257 0.0007458703517892196
22.19 0.0 0.0 0.0 0.0021606263672477254 -0.00020614459906489606 0.0007473866764721418
22.2 0.0 0.0 0.0 0.00216495488766063 -0.00020655758166965762 0.0007488839638025577
22.21 0.0 0.0 0.0 0.0021692288129011696 -0.0002069653553682942 0.0007503623660054736
22.22 0.0 0.0 0.0 0.00217344858698065 -0.00020736796252376788 0.0007518220366697466
22.23 0.0 0.0 0.0 0.0021776146575815244 -0.00020776544584930333 0.0007532631306541277
22.24 0.0 0.0 0.0 0.0021817274757913825 -0.00020815784838300845 0.0007546858039952458
22.25 0.0 0.0 0.0 0.00218578749584265 -0.0002085452134630385 0.0007560902138175661
22.26 0.0 0.0 0.0 0.0021897951748579524 -0.00020892758470330192 0.0007574765182453092
22.27 0.0 0.0 0.0 0.002193750972601216 -0.00020930500596971256 0.0007588448763163531
22.28 0.0 0.0 0.0 0.0021976553512344857 -0.00020967752135698804 0.0007601954478981141
22.29 0.0 0.0 0.0 0.00220150877508046 -0.00021004517516599316 0.0007615283936054044
22.3 0.0 0.0 0.0 0.0022053117103907676 -0.0002104080118816312 0.0007628438747202766
22.31 0.0 0.0 0.0 0.0022090646251199356 -0.00021076607615127843 0.0007641420531138363
22.32 0.0 0.0 0.0 0.0022127679887050788 -0.00021111941276376426 0.0007654230911700338
22.33 0.0 0.0 0.0 0.002216422271851246 -0.0002114680666288913 0.0007666871517114133
22.34 0.0 0.0 0.0 0.0022200279463224404 -0.0002118120827574965 0.0007679343979268242
22.35 0.0 0.0 0.0 0.002223585484738243 -0.0002121515062420473 0.0007691649933010701
22.36 0.0 0.0 0.0 0.0022270953603760347 -0.00021248638223777156 0.0007703791015464957
22.37 0.0 0.0 0.0 0.002230558046978769 -0.00021281675594431727 0.0007715768865364931
22.38 0.0 0.0 0.0 0.0022339740185682343 -0.0002131426725879359 0.0007727585122409067
22.39 0.0 0.0 0.0 0.0022373437492637905 -0.00021346417740418836 0.0007739241426633319
22.4 0.0 0.0 0.0 0.002240667713106497 -0.0002137813156211647 0.0007750739417802791
22.41 0.0 0.0 0.0 0.002243946383888603 -0.0002140941324432161 0.0007762080734821919
22.42 0.0 0.0 0.0 0.002247180234988317 -0.00021440267303519058 0.000777326701516293
22.43 0.0 0.0 0.0 0.002250369739209824 -0.0002147069825071683 0.0007784299894312424
22.44 0.0 0.0 0.0 0.0022535153686284613 -0.00021500710589969068 0.0007795181005235843
22.45 0.0 0.0 0.0 0.002256617594440994 -0.00021530308816947478 0.000780591197785953
22.46 0.0 0.0 0.0 0.002259676886820937 -0.00021559497417560967 0.0007816494438570285
22.47 0.0 0.0 0.0 0.002262693714778822 -0.0002158828086662246 0.0007826930009732013
22.48 0.0 0.0 0.0 0.002265668546027372 -0.00021616663626562545 0.0007837220309219339
22.49 0.0 0.0 0.0 0.0022686018468514742 -0.0002164465014618887 0.0007847366949967833
22.5 0.0 0.0 0.0 0.0022714940819829094 -0.00021672244859490943 0.0007857371539540685
22.51 0.0 0.0 0.0 0.0022743457144797224 -0.00021699452184489244 0.0007867235679711426
22.52 0.0 0.0 0.0 0.002277157205610194 -0.00021726276522128138 0.000787696096606258
22.53 0.0 0.0 0.0 0.0022799290147413028 -0.00021752722255211765 0.000788654898759984
22.54 0.0 0.0 0.0 0.002282661599231606 -0.00021778793747381973 0.0007896001326381527
22.55 0.0 0.0 0.0 0.0022853554143284715 -0.00021804495342137842 0.0007905319557163102
22.56 0.0 0.0 0.0 0.0022880109130695497 -0.00021829831361895583 0.0007914505247056345
22.57 0.0 0.0 0.0 0.0022906285461884277 -0.00021854806107088456 0.0007923559955203011
22.58 0.0 0.0 0.0 0.0022932087620243674 -0.0002187942385530552 0.0007932485232462586
22.59 0.0 0.0 0.0 0.0022957520064360486 -0.0002190368886046872 0.0007941282621113934
22.6 0.0 0.0 0.0 0.0022982587227192313 -0.00021927605352047242 0.0007949953654570464
22.61 0.0 0.0 0.0 0.0023007293515282506 -0.0002195117753430855 0.000795849985710858
22.62 0.0 0.0 0.0 0.0023031643308012687 -0.00021974409585605187 0.0007966922743609117
22.63 0.0 0.0 0.0 0.0023055640956891805 -0.00021997305657696486 0.0007975223819311418
22.64 0.0 0.0 0.0 0.0023079290784881142 -0.00022019869875104537 0.0007983404579579842
22.65 0.0 0.0 0.0 0.0023102597085754126 -0.00022042106334503426 0.0007991466509682317
22.66 0.0 0.0 0.0 0.0023125564123490476 -0.00022064019104141145 0.0007999411084580775
22.67 0.0 0.0 0.0 0.0023148196131703444 -0.00022085612223293158 0.0008007239768733014
22.68 0.0 0.0 0.0 0.0023170497313099673 -0.00022106889701747033 0.0008014954015905865
22.69 0.0 0.0 0.0 0.002319247183897064 -0.0002212785551931725 0.0008022555268999278
22.7 0.0 0.0 0.0 0.0023214123848714907 -0.00022148513625389366 0.0008030044959881059
22.71 0.0 0.0 0.0 0.0023235457449390503 -0.0002216886793849295 0.0008037424509232033
22.72 0.0 0.0 0.0 0.0023256476715296367 -0.0002218892234590223 0.0008044695326401257
22.73 0.0 0.0 0.0 0.0023277185687582335 -0.00022208680703264013 0.0008051858809271125
22.74 0.0 0.0 0.0 0.002329758837388674 -0.00022228146834251877 0.0008058916344131989
22.75 0.0 0.0 0.0 0.002331768874800087 -0.00022247324530246074 0.0008065869305566106
22.76 0.0 0.0 0.0 0.0023337490749559507 -0.00022266217550038236 0.000807271905634058
22.77 0.0 0.0 0.0 0.0023356998283756833 -0.0002228482961956035 0.0008079466947309103
22.78 0.0 0.0 0.0 0.0023376215221086946 -0.0002230316443163717 0.0008086114317322191
22.79 0.0 0.0 0.0 0.0023395145397108173 -0.00022321225645761364 0.0008092662493145649
22.8 0.0 0.0 0.0 0.00234137926122306 -0.0002233901688789077 0.0008099112789387087
22.81 0.0 0.0 0.0 0.002343216063152592 -0.0002235654175026702 0.0008105466508430142
