C1 C4 C5
2.9812319000e+00 8.8151390000e-02 1.0571608000e-01
2.9884129000e+00 8.7520550000e-02 1.0498949000e-01
2.9955939000e+00 8.6900520000e-02 1.0426953000e-01
3.0027748000e+00 8.6291160000e-02 1.0355611000e-01
3.0099558000e+00 8.5692370000e-02 1.0284919000e-01
3.0171367000e+00 8.5104020000e-02 1.0214870000e-01
3.0243177000e+00 8.4526000000e-02 1.0145459000e-01
3.0314987000e+00 8.3958180000e-02 1.0076680000e-01
3.0386796000e+00 8.3400490000e-02 1.0008529000e-01
3.0458606000e+00 8.2852810000e-02 9.9410020000e-02
3.0530415000e+00 8.2315070000e-02 9.8740950000e-02
3.0602225000e+00 8.1787160000e-02 9.8078050000e-02
3.0674035000e+00 8.1269000000e-02 9.7421260000e-02
3.0745844000e+00 8.0760490000e-02 9.6770550000e-02
3.0817654000e+00 8.0261530000e-02 9.6125890000e-02
3.0889463000e+00 7.9772050000e-02 9.5487230000e-02
3.0961273000e+00 7.9291940000e-02 9.4854530000e-02
3.1033083000e+00 7.8821110000e-02 9.4227770000e-02
3.1104892000e+00 7.8359480000e-02 9.3606880000e-02
3.1176702000e+00 7.7906950000e-02 9.2991850000e-02
3.1248511000e+00 7.7463430000e-02 9.2382630000e-02
3.1320321000e+00 7.7028840000e-02 9.1779170000e-02
3.1392131000e+00 7.6603080000e-02 9.1181430000e-02
3.1463940000e+00 7.6186070000e-02 9.0589390000e-02
3.1535750000e+00 7.5777710000e-02 9.0002990000e-02
3.1607559000e+00 7.5377920000e-02 8.9422180000e-02
3.1679369000e+00 7.4986600000e-02 8.8846950000e-02
3.1751178000e+00 7.4603680000e-02 8.8277220000e-02
3.1822988000e+00 7.4229060000e-02 8.7712980000e-02
3.1894798000e+00 7.3862650000e-02 8.7154160000e-02
3.1966607000e+00 7.3504380000e-02 8.6600740000e-02
3.2038417000e+00 7.3154140000e-02 8.6052650000e-02
3.2110226000e+00 7.2811860000e-02 8.5509870000e-02
3.2182036000e+00 7.2477450000e-02 8.4972350000e-02
3.2253846000e+00 7.2150820000e-02 8.4440040000e-02
3.2325655000e+00 7.1831890000e-02 8.3912900000e-02
3.2397465000e+00 7.1520580000e-02 8.3390890000e-02
3.2469274000e+00 7.1216790000e-02 8.2873950000e-02
3.2541084000e+00 7.0920450000e-02 8.2362050000e-02
3.2612894000e+00 7.0631460000e-02 8.1855130000e-02
3.2684703000e+00 7.0349760000e-02 8.1353170000e-02
3.2756513000e+00 7.0075240000e-02 8.0856100000e-02
3.2828322000e+00 6.9807830000e-02 8.0363890000e-02
3.2900132000e+00 6.9547450000e-02 7.9876490000e-02
3.2971942000e+00 6.9294000000e-02 7.9393850000e-02
3.3043751000e+00 6.9047420000e-02 7.8915940000e-02
3.3115561000e+00 6.8807620000e-02 7.8442710000e-02
3.3187370000e+00 6.8574500000e-02 7.7974100000e-02
3.3259180000e+00 6.8348000000e-02 7.7510090000e-02
3.3330990000e+00 6.8128030000e-02 7.7050630000e-02
3.3402799000e+00 6.7914500000e-02 7.6595660000e-02
3.3474609000e+00 6.7707340000e-02 7.6145160000e-02
3.3546418000e+00 6.7506460000e-02 7.5699070000e-02
3.3618228000e+00 6.7311780000e-02 7.5257360000e-02
3.3690037000e+00 6.7123210000e-02 7.4819990000e-02
3.3761847000e+00 6.6940670000e-02 7.4386910000e-02
3.3833657000e+00 6.6764080000e-02 7.3958090000e-02
3.3905466000e+00 6.6593360000e-02 7.3533490000e-02
3.3977276000e+00 6.6428400000e-02 7.3113070000e-02
3.4049085000e+00 6.6269140000e-02 7.2696800000e-02
3.4120895000e+00 6.6115490000e-02 7.2284650000e-02
3.4192705000e+00 6.5967360000e-02 7.1876610000e-02
3.4264514000e+00 6.5824700000e-02 7.1472660000e-02
3.4336324000e+00 6.5687420000e-02 7.1072800000e-02
3.4408133000e+00 6.5555430000e-02 7.0677010000e-02
3.4479943000e+00 6.5428640000e-02 7.0285310000e-02
3.4551753000e+00 6.5306950000e-02 6.9897700000e-02
3.4623562000e+00 6.5190260000e-02 6.9514200000e-02
3.4695372000e+00 6.5078430000e-02 6.9134860000e-02
3.4767181000e+00 6.4971320000e-02 6.8759720000e-02
3.4838991000e+00 6.4868760000e-02 6.8388890000e-02
3.4910801000e+00 6.4770540000e-02 6.8022470000e-02
3.4982610000e+00 6.4676380000e-02 6.7660660000e-02
3.5054420000e+00 6.4585920000e-02 6.7303720000e-02
3.5126229000e+00 6.4498680000e-02 6.6952070000e-02
3.5198039000e+00 6.4413950000e-02 6.6606310000e-02
3.5269849000e+00 6.4330710000e-02 6.6267390000e-02
3.5341658000e+00 6.4247330000e-02 6.5936850000e-02
3.5413468000e+00 6.4161200000e-02 6.5617210000e-02
3.5485277000e+00 6.4067950000e-02 6.5312760000e-02
3.5557087000e+00 6.3960360000e-02 6.5030630000e-02
3.5628897000e+00 6.3827620000e-02 6.4781560000e-02
3.5700706000e+00 6.3657890000e-02 6.4577290000e-02
3.5772516000e+00 6.3446210000e-02 6.4422700000e-02
3.5844325000e+00 6.3199090000e-02 6.4311200000e-02
3.5916135000e+00 6.2928240000e-02 6.4231000000e-02
3.5987944000e+00 6.2643520000e-02 6.4172150000e-02
3.6059754000e+00 6.2351290000e-02 6.4128200000e-02
3.6131564000e+00 6.2055380000e-02 6.4095270000e-02
3.6203373000e+00 6.1758020000e-02 6.4071020000e-02
3.6275183000e+00 6.1460610000e-02 6.4053980000e-02
3.6346992000e+00 6.1163990000e-02 6.4043210000e-02
3.6418802000e+00 6.0868740000e-02 6.4038080000e-02
3.6490612000e+00 6.0575220000e-02 6.4038130000e-02
3.6562421000e+00 6.0283680000e-02 6.4043040000e-02
3.6634231000e+00 5.9994300000e-02 6.4052540000e-02
3.6706040000e+00 5.9707200000e-02 6.4066450000e-02
3.6777850000e+00 5.9422450000e-02 6.4084590000e-02
3.6849660000e+00 5.9140110000e-02 6.4106850000e-02
3.6921469000e+00 5.8860220000e-02 6.4133090000e-02
3.6993279000e+00 5.8582810000e-02 6.4163230000e-02
3.7065088000e+00 5.8307880000e-02 6.4197160000e-02
3.7136898000e+00 5.8035440000e-02 6.4234820000e-02
3.7208708000e+00 5.7765500000e-02 6.4276110000e-02
3.7280517000e+00 5.7498030000e-02 6.4320990000e-02
3.7352327000e+00 5.7233040000e-02 6.4369360000e-02
3.7424136000e+00 5.6970510000e-02 6.4421180000e-02
3.7495946000e+00 5.6710430000e-02 6.4476390000e-02
3.7567756000e+00 5.6452770000e-02 6.4534910000e-02
3.7639565000e+00 5.6197530000e-02 6.4596710000e-02
3.7711375000e+00 5.5944680000e-02 6.4661720000e-02
3.7783184000e+00 5.5694200000e-02 6.4729890000e-02
3.7854994000e+00 5.5446070000e-02 6.4801170000e-02
3.7926803000e+00 5.5200280000e-02 6.4875520000e-02
3.7998613000e+00 5.4956800000e-02 6.4952890000e-02
3.8070423000e+00 5.4715620000e-02 6.5033240000e-02
3.8142232000e+00 5.4476720000e-02 6.5116550000e-02
3.8214042000e+00 5.4240080000e-02 6.5202760000e-02
3.8285851000e+00 5.4005690000e-02 6.5291850000e-02
3.8357661000e+00 5.3773530000e-02 6.5383770000e-02
3.8429471000e+00 5.3543570000e-02 6.5478480000e-02
3.8501280000e+00 5.3315800000e-02 6.5575960000e-02
3.8573090000e+00 5.3090200000e-02 6.5676170000e-02
3.8644899000e+00 5.2866750000e-02 6.5779060000e-02
3.8716709000e+00 5.2645440000e-02 6.5884610000e-02
3.8788519000e+00 5.2426240000e-02 6.5992780000e-02
3.8860328000e+00 5.2209130000e-02 6.6103530000e-02
3.8932138000e+00 5.1994100000e-02 6.6216830000e-02
3.9003947000e+00 5.1781130000e-02 6.6332650000e-02
3.9075757000e+00 5.1570200000e-02 6.6450950000e-02
3.9147567000e+00 5.1361290000e-02 6.6571700000e-02
3.9219376000e+00 5.1154370000e-02 6.6694860000e-02
3.9291186000e+00 5.0949440000e-02 6.6820400000e-02
3.9362995000e+00 5.0746480000e-02 6.6948290000e-02
3.9434805000e+00 5.0545460000e-02 6.7078500000e-02
3.9506615000e+00 5.0346370000e-02 6.7210990000e-02
3.9578424000e+00 5.0149190000e-02 6.7345720000e-02
3.9650234000e+00 4.9953900000e-02 6.7482680000e-02
3.9722043000e+00 4.9760480000e-02 6.7621820000e-02
3.9793853000e+00 4.9568920000e-02 6.7763110000e-02
3.9865662000e+00 4.9379190000e-02 6.7906530000e-02
3.9937472000e+00 4.9191290000e-02 6.8052030000e-02
4.0009282000e+00 4.9005190000e-02 6.8199600000e-02
4.0081091000e+00 4.8820880000e-02 6.8349190000e-02
4.0152901000e+00 4.8638330000e-02 6.8500780000e-02
4.0224710000e+00 4.8457540000e-02 6.8654330000e-02
4.0296520000e+00 4.8278480000e-02 6.8809820000e-02
4.0368330000e+00 4.8101140000e-02 6.8967210000e-02
4.0440139000e+00 4.7925500000e-02 6.9126480000e-02
4.0511949000e+00 4.7751550000e-02 6.9287590000e-02
4.0583758000e+00 4.7579260000e-02 6.9450510000e-02
4.0655568000e+00 4.7408630000e-02 6.9615210000e-02
4.0727378000e+00 4.7239630000e-02 6.9781670000e-02
4.0799187000e+00 4.7072260000e-02 6.9949850000e-02
4.0870997000e+00 4.6906490000e-02 7.0119730000e-02
4.0942806000e+00 4.6742320000e-02 7.0291270000e-02
4.1014616000e+00 4.6579720000e-02 7.0464450000e-02
4.1086426000e+00 4.6418680000e-02 7.0639230000e-02
4.1158235000e+00 4.6259180000e-02 7.0815590000e-02
4.1230045000e+00 4.6101220000e-02 7.0993500000e-02
4.1301854000e+00 4.5944780000e-02 7.1172930000e-02
4.1373664000e+00 4.5789840000e-02 7.1353850000e-02
4.1445474000e+00 4.5636390000e-02 7.1536240000e-02
4.1517283000e+00 4.5484420000e-02 7.1720060000e-02
4.1589093000e+00 4.5333910000e-02 7.1905290000e-02
4.1660902000e+00 4.5184850000e-02 7.2091890000e-02
4.1732712000e+00 4.5037230000e-02 7.2279850000e-02
4.1804522000e+00 4.4891040000e-02 7.2469140000e-02
4.1876331000e+00 4.4746260000e-02 7.2659730000e-02
4.1948141000e+00 4.4602890000e-02 7.2851590000e-02
4.2019950000e+00 4.4460910000e-02 7.3044690000e-02
4.2091760000e+00 4.4320310000e-02 7.3239020000e-02
4.2163569000e+00 4.4181090000e-02 7.3434550000e-02
4.2235379000e+00 4.4043220000e-02 7.3631250000e-02
4.2307189000e+00 4.3906700000e-02 7.3829090000e-02
4.2378998000e+00 4.3771520000e-02 7.4028050000e-02
4.2450808000e+00 4.3637670000e-02 7.4228110000e-02
4.2522617000e+00 4.3505130000e-02 7.4429230000e-02
4.2594427000e+00 4.3373900000e-02 7.4631410000e-02
4.2666237000e+00 4.3243960000e-02 7.4834600000e-02
4.2738046000e+00 4.3115310000e-02 7.5038780000e-02
4.2809856000e+00 4.2987930000e-02 7.5243940000e-02
4.2881665000e+00 4.2861810000e-02 7.5450050000e-02
4.2953475000e+00 4.2736950000e-02 7.5657080000e-02
4.3025285000e+00 4.2613330000e-02 7.5865000000e-02
4.3097094000e+00 4.2490940000e-02 7.6073800000e-02
4.3168904000e+00 4.2369770000e-02 7.6283460000e-02
4.3240713000e+00 4.2249820000e-02 7.6493940000e-02
4.3312523000e+00 4.2131060000e-02 7.6705220000e-02
4.3384333000e+00 4.2013510000e-02 7.6917280000e-02
4.3456142000e+00 4.1897130000e-02 7.7130100000e-02
4.3527952000e+00 4.1781930000e-02 7.7343650000e-02
4.3599761000e+00 4.1667890000e-02 7.7557920000e-02
4.3671571000e+00 4.1555000000e-02 7.7772870000e-02
4.3743381000e+00 4.1443260000e-02 7.7988480000e-02
4.3815190000e+00 4.1332660000e-02 7.8204730000e-02
4.3887000000e+00 4.1223180000e-02 7.8421610000e-02
4.3958809000e+00 4.1114820000e-02 7.8639080000e-02
4.4030619000e+00 4.1007570000e-02 7.8857120000e-02
4.4102428000e+00 4.0901420000e-02 7.9075710000e-02
4.4174238000e+00 4.0796360000e-02 7.9294830000e-02
4.4246048000e+00 4.0692390000e-02 7.9514450000e-02
4.4317857000e+00 4.0589480000e-02 7.9734560000e-02
4.4389667000e+00 4.0487640000e-02 7.9955130000e-02
4.4461476000e+00 4.0386860000e-02 8.0176130000e-02
4.4533286000e+00 4.0287130000e-02 8.0397560000e-02
4.4605096000e+00 4.0188440000e-02 8.0619370000e-02
4.4676905000e+00 4.0090780000e-02 8.0841560000e-02
4.4748715000e+00 3.9994150000e-02 8.1064100000e-02
4.4820524000e+00 3.9898530000e-02 8.1286960000e-02
4.4892334000e+00 3.9803930000e-02 8.1510130000e-02
4.4964144000e+00 3.9710320000e-02 8.1733590000e-02
4.5035953000e+00 3.9617710000e-02 8.1957300000e-02
4.5107763000e+00 3.9526090000e-02 8.2181250000e-02
4.5179572000e+00 3.9435450000e-02 8.2405420000e-02
4.5251382000e+00 3.9345780000e-02 8.2629790000e-02
4.5323192000e+00 3.9257070000e-02 8.2854320000e-02
4.5395001000e+00 3.9169330000e-02 8.3079010000e-02
4.5466811000e+00 3.9082560000e-02 8.3303840000e-02
4.5538620000e+00 3.8996810000e-02 8.3528810000e-02
4.5610430000e+00 3.8912110000e-02 8.3753930000e-02
4.5682240000e+00 3.8828510000e-02 8.3979180000e-02
4.5754049000e+00 3.8746050000e-02 8.4204580000e-02
4.5825859000e+00 3.8664770000e-02 8.4430120000e-02
4.5897668000e+00 3.8584720000e-02 8.4655810000e-02
4.5969478000e+00 3.8505950000e-02 8.4881640000e-02
4.6041288000e+00 3.8428510000e-02 8.5107610000e-02
4.6113097000e+00 3.8352440000e-02 8.5333730000e-02
4.6184907000e+00 3.8277810000e-02 8.5559990000e-02
4.6256716000e+00 3.8204670000e-02 8.5786400000e-02
4.6328526000e+00 3.8133080000e-02 8.6012950000e-02
4.6400335000e+00 3.8063100000e-02 8.6239650000e-02
4.6472145000e+00 3.7994790000e-02 8.6466500000e-02
4.6543955000e+00 3.7928220000e-02 8.6693490000e-02
4.6615764000e+00 3.7863460000e-02 8.6920630000e-02
4.6687574000e+00 3.7800570000e-02 8.7147920000e-02
4.6759383000e+00 3.7739650000e-02 8.7375360000e-02
4.6831193000e+00 3.7680760000e-02 8.7602950000e-02
4.6903003000e+00 3.7623980000e-02 8.7830690000e-02
4.6974812000e+00 3.7569390000e-02 8.8058580000e-02
4.7046622000e+00 3.7517100000e-02 8.8286620000e-02
4.7118431000e+00 3.7467170000e-02 8.8514820000e-02
4.7190241000e+00 3.7419720000e-02 8.8743160000e-02
4.7262051000e+00 3.7374840000e-02 8.8971660000e-02
4.7333860000e+00 3.7332600000e-02 8.9200300000e-02
4.7405670000e+00 3.7293050000e-02 8.9429070000e-02
4.7477479000e+00 3.7256220000e-02 8.9657930000e-02
4.7549289000e+00 3.7222160000e-02 8.9886870000e-02
4.7621099000e+00 3.7190890000e-02 9.0115860000e-02
4.7692908000e+00 3.7162470000e-02 9.0344880000e-02
4.7764718000e+00 3.7136920000e-02 9.0573900000e-02
4.7836527000e+00 3.7114300000e-02 9.0802910000e-02
4.7908337000e+00 3.7094630000e-02 9.1031870000e-02
4.7980147000e+00 3.7077970000e-02 9.1260780000e-02
4.8051956000e+00 3.7064340000e-02 9.1489600000e-02
4.8123766000e+00 3.7053780000e-02 9.1718310000e-02
4.8195575000e+00 3.7046340000e-02 9.1946900000e-02
4.8267385000e+00 3.7042050000e-02 9.2175330000e-02
4.8339194000e+00 3.7040930000e-02 9.2403600000e-02
4.8411004000e+00 3.7043030000e-02 9.2631680000e-02
4.8482814000e+00 3.7048370000e-02 9.2859550000e-02
4.8554623000e+00 3.7056980000e-02 9.3087190000e-02
4.8626433000e+00 3.7068870000e-02 9.3314580000e-02
4.8698242000e+00 3.7084070000e-02 9.3541690000e-02
4.8770052000e+00 3.7102590000e-02 9.3768520000e-02
4.8841862000e+00 3.7124440000e-02 9.3995050000e-02
4.8913671000e+00 3.7149620000e-02 9.4221240000e-02
4.8985481000e+00 3.7178130000e-02 9.4447100000e-02
4.9057290000e+00 3.7209960000e-02 9.4672590000e-02
4.9129100000e+00 3.7245110000e-02 9.4897710000e-02
4.9200910000e+00 3.7283550000e-02 9.5122420000e-02
4.9272719000e+00 3.7325320000e-02 9.5346710000e-02
4.9344529000e+00 3.7370420000e-02 9.5570540000e-02
4.9416338000e+00 3.7418870000e-02 9.5793870000e-02
4.9488148000e+00 3.7470690000e-02 9.6016680000e-02
4.9559958000e+00 3.7525890000e-02 9.6238920000e-02
4.9631767000e+00 3.7584450000e-02 9.6460570000e-02
4.9703577000e+00 3.7646380000e-02 9.6681590000e-02
4.9775386000e+00 3.7711670000e-02 9.6901940000e-02
4.9847196000e+00 3.7780290000e-02 9.7121600000e-02
4.9919006000e+00 3.7852220000e-02 9.7340520000e-02
4.9990815000e+00 3.7927430000e-02 9.7558660000e-02
5.0062625000e+00 3.8005900000e-02 9.7776010000e-02
5.0134434000e+00 3.8087580000e-02 9.7992510000e-02
5.0206244000e+00 3.8172420000e-02 9.8208130000e-02
5.0278053000e+00 3.8260390000e-02 9.8422840000e-02
5.0349863000e+00 3.8351430000e-02 9.8636590000e-02
5.0421673000e+00 3.8445500000e-02 9.8849340000e-02
5.0493482000e+00 3.8542520000e-02 9.9061070000e-02
5.0565292000e+00 3.8642450000e-02 9.9271720000e-02
5.0637101000e+00 3.8745230000e-02 9.9481260000e-02
5.0708911000e+00 3.8850780000e-02 9.9689650000e-02
5.0780721000e+00 3.8959060000e-02 9.9896830000e-02
5.0852530000e+00 3.9069980000e-02 1.0010278000e-01
5.0924340000e+00 3.9183490000e-02 1.0030743000e-01
5.0996149000e+00 3.9299530000e-02 1.0051075000e-01
5.1067959000e+00 3.9418010000e-02 1.0071269000e-01
5.1139769000e+00 3.9538860000e-02 1.0091323000e-01
5.1211578000e+00 3.9661940000e-02 1.0111241000e-01
5.1283388000e+00 3.9787140000e-02 1.0131023000e-01
5.1355197000e+00 3.9914350000e-02 1.0150672000e-01
5.1427007000e+00 4.0043450000e-02 1.0170188000e-01
5.1498817000e+00 4.0174330000e-02 1.0189571000e-01
5.1570626000e+00 4.0306880000e-02 1.0208819000e-01
