C1 C8 C9
3.2253846000e+00 1.5116031000e-01 1.6011066000e-01
3.2325655000e+00 1.5063843000e-01 1.5966381000e-01
3.2397465000e+00 1.5012240000e-01 1.5922242000e-01
3.2469274000e+00 1.4961214000e-01 1.5878643000e-01
3.2541084000e+00 1.4910761000e-01 1.5835577000e-01
3.2612894000e+00 1.4860873000e-01 1.5793041000e-01
3.2684703000e+00 1.4811544000e-01 1.5751027000e-01
3.2756513000e+00 1.4762769000e-01 1.5709531000e-01
3.2828322000e+00 1.4714541000e-01 1.5668547000e-01
3.2900132000e+00 1.4666855000e-01 1.5628069000e-01
3.2971942000e+00 1.4619704000e-01 1.5588093000e-01
3.3043751000e+00 1.4573083000e-01 1.5548612000e-01
3.3115561000e+00 1.4526985000e-01 1.5509621000e-01
3.3187370000e+00 1.4481405000e-01 1.5471116000e-01
3.3259180000e+00 1.4436338000e-01 1.5433091000e-01
3.3330990000e+00 1.4391776000e-01 1.5395540000e-01
3.3402799000e+00 1.4347715000e-01 1.5358458000e-01
3.3474609000e+00 1.4304149000e-01 1.5321841000e-01
3.3546418000e+00 1.4261073000e-01 1.5285683000e-01
3.3618228000e+00 1.4218479000e-01 1.5249978000e-01
3.3690037000e+00 1.4176365000e-01 1.5214723000e-01
3.3761847000e+00 1.4134722000e-01 1.5179912000e-01
3.3833657000e+00 1.4093547000e-01 1.5145539000e-01
3.3905466000e+00 1.4052833000e-01 1.5111601000e-01
3.3977276000e+00 1.4012576000e-01 1.5078091000e-01
3.4049085000e+00 1.3972769000e-01 1.5045005000e-01
3.4120895000e+00 1.3933408000e-01 1.5012340000e-01
3.4192705000e+00 1.3894489000e-01 1.4980089000e-01
3.4264514000e+00 1.3856007000e-01 1.4948249000e-01
3.4336324000e+00 1.3817957000e-01 1.4916816000e-01
3.4408133000e+00 1.3780335000e-01 1.4885785000e-01
3.4479943000e+00 1.3743138000e-01 1.4855152000e-01
3.4551753000e+00 1.3706360000e-01 1.4824914000e-01
3.4623562000e+00 1.3669997000e-01 1.4795065000e-01
3.4695372000e+00 1.3634045000e-01 1.4765602000e-01
3.4767181000e+00 1.3598501000e-01 1.4736521000e-01
3.4838991000e+00 1.3563359000e-01 1.4707818000e-01
3.4910801000e+00 1.3528615000e-01 1.4679488000e-01
3.4982610000e+00 1.3494266000e-01 1.4651528000e-01
3.5054420000e+00 1.3460308000e-01 1.4623934000e-01
3.5126229000e+00 1.3426736000e-01 1.4596701000e-01
3.5198039000e+00 1.3393546000e-01 1.4569826000e-01
3.5269849000e+00 1.3360735000e-01 1.4543305000e-01
3.5341658000e+00 1.3328298000e-01 1.4517134000e-01
3.5413468000e+00 1.3296231000e-01 1.4491309000e-01
3.5485277000e+00 1.3264532000e-01 1.4465827000e-01
3.5557087000e+00 1.3233195000e-01 1.4440683000e-01
3.5628897000e+00 1.3202217000e-01 1.4415873000e-01
3.5700706000e+00 1.3171594000e-01 1.4391395000e-01
3.5772516000e+00 1.3141323000e-01 1.4367244000e-01
3.5844325000e+00 1.3111399000e-01 1.4343416000e-01
3.5916135000e+00 1.3081820000e-01 1.4319908000e-01
3.5987944000e+00 1.3052581000e-01 1.4296717000e-01
3.6059754000e+00 1.3023678000e-01 1.4273838000e-01
3.6131564000e+00 1.2995109000e-01 1.4251268000e-01
3.6203373000e+00 1.2966869000e-01 1.4229004000e-01
3.6275183000e+00 1.2938955000e-01 1.4207041000e-01
3.6346992000e+00 1.2911364000e-01 1.4185377000e-01
3.6418802000e+00 1.2884092000e-01 1.4164007000e-01
3.6490612000e+00 1.2857135000e-01 1.4142929000e-01
3.6562421000e+00 1.2830491000e-01 1.4122139000e-01
3.6634231000e+00 1.2804155000e-01 1.4101634000e-01
3.6706040000e+00 1.2778125000e-01 1.4081409000e-01
3.6777850000e+00 1.2752397000e-01 1.4061462000e-01
3.6849660000e+00 1.2726968000e-01 1.4041789000e-01
3.6921469000e+00 1.2701835000e-01 1.4022388000e-01
3.6993279000e+00 1.2676994000e-01 1.4003254000e-01
3.7065088000e+00 1.2652442000e-01 1.3984384000e-01
3.7136898000e+00 1.2628176000e-01 1.3965776000e-01
3.7208708000e+00 1.2604194000e-01 1.3947425000e-01
3.7280517000e+00 1.2580491000e-01 1.3929329000e-01
3.7352327000e+00 1.2557065000e-01 1.3911484000e-01
3.7424136000e+00 1.2533913000e-01 1.3893888000e-01
3.7495946000e+00 1.2511033000e-01 1.3876537000e-01
3.7567756000e+00 1.2488420000e-01 1.3859427000e-01
3.7639565000e+00 1.2466072000e-01 1.3842557000e-01
3.7711375000e+00 1.2443987000e-01 1.3825922000e-01
3.7783184000e+00 1.2422161000e-01 1.3809520000e-01
3.7854994000e+00 1.2400593000e-01 1.3793348000e-01
3.7926803000e+00 1.2379279000e-01 1.3777403000e-01
3.7998613000e+00 1.2358217000e-01 1.3761683000e-01
3.8070423000e+00 1.2337407000e-01 1.3746187000e-01
3.8142232000e+00 1.2316845000e-01 1.3730912000e-01
3.8214042000e+00 1.2296530000e-01 1.3715856000e-01
3.8285851000e+00 1.2276460000e-01 1.3701017000e-01
3.8357661000e+00 1.2256633000e-01 1.3686394000e-01
3.8429471000e+00 1.2237048000e-01 1.3671983000e-01
3.8501280000e+00 1.2217703000e-01 1.3657784000e-01
3.8573090000e+00 1.2198596000e-01 1.3643794000e-01
3.8644899000e+00 1.2179726000e-01 1.3630012000e-01
3.8716709000e+00 1.2161091000e-01 1.3616435000e-01
3.8788519000e+00 1.2142691000e-01 1.3603061000e-01
3.8860328000e+00 1.2124523000e-01 1.3589889000e-01
3.8932138000e+00 1.2106586000e-01 1.3576916000e-01
3.9003947000e+00 1.2088880000e-01 1.3564142000e-01
3.9075757000e+00 1.2071404000e-01 1.3551563000e-01
3.9147567000e+00 1.2054156000e-01 1.3539179000e-01
3.9219376000e+00 1.2037136000e-01 1.3526987000e-01
3.9291186000e+00 1.2020343000e-01 1.3514985000e-01
3.9362995000e+00 1.2003777000e-01 1.3503172000e-01
3.9434805000e+00 1.1987437000e-01 1.3491546000e-01
3.9506615000e+00 1.1971324000e-01 1.3480105000e-01
3.9578424000e+00 1.1955437000e-01 1.3468847000e-01
3.9650234000e+00 1.1939776000e-01 1.3457771000e-01
3.9722043000e+00 1.1924343000e-01 1.3446875000e-01
3.9793853000e+00 1.1909138000e-01 1.3436157000e-01
3.9865662000e+00 1.1894162000e-01 1.3425615000e-01
3.9937472000e+00 1.1879417000e-01 1.3415248000e-01
4.0009282000e+00 1.1864904000e-01 1.3405055000e-01
4.0081091000e+00 1.1850625000e-01 1.3395033000e-01
4.0152901000e+00 1.1836583000e-01 1.3385180000e-01
4.0224710000e+00 1.1822782000e-01 1.3375496000e-01
4.0296520000e+00 1.1809225000e-01 1.3365979000e-01
4.0368330000e+00 1.1795916000e-01 1.3356626000e-01
4.0440139000e+00 1.1782861000e-01 1.3347437000e-01
4.0511949000e+00 1.1770065000e-01 1.3338410000e-01
4.0583758000e+00 1.1757536000e-01 1.3329543000e-01
4.0655568000e+00 1.1745283000e-01 1.3320835000e-01
4.0727378000e+00 1.1733314000e-01 1.3312284000e-01
4.0799187000e+00 1.1721641000e-01 1.3303889000e-01
4.0870997000e+00 1.1710276000e-01 1.3295648000e-01
4.0942806000e+00 1.1699234000e-01 1.3287560000e-01
4.1014616000e+00 1.1688532000e-01 1.3279623000e-01
4.1086426000e+00 1.1678191000e-01 1.3271836000e-01
4.1158235000e+00 1.1668233000e-01 1.3264198000e-01
4.1230045000e+00 1.1658684000e-01 1.3256706000e-01
4.1301854000e+00 1.1649576000e-01 1.3249361000e-01
4.1373664000e+00 1.1640943000e-01 1.3242159000e-01
4.1445474000e+00 1.1632826000e-01 1.3235101000e-01
4.1517283000e+00 1.1625272000e-01 1.3228184000e-01
4.1589093000e+00 1.1618333000e-01 1.3221407000e-01
4.1660902000e+00 1.1612069000e-01 1.3214770000e-01
4.1732712000e+00 1.1606546000e-01 1.3208268000e-01
4.1804522000e+00 1.1601835000e-01 1.3201902000e-01
4.1876331000e+00 1.1598013000e-01 1.3195667000e-01
4.1948141000e+00 1.1595160000e-01 1.3189563000e-01
4.2019950000e+00 1.1593359000e-01 1.3183588000e-01
4.2091760000e+00 1.1592688000e-01 1.3177738000e-01
4.2163569000e+00 1.1593219000e-01 1.3172014000e-01
4.2235379000e+00 1.1595011000e-01 1.3166411000e-01
4.2307189000e+00 1.1598105000e-01 1.3160929000e-01
4.2378998000e+00 1.1602519000e-01 1.3155567000e-01
4.2450808000e+00 1.1608247000e-01 1.3150321000e-01
4.2522617000e+00 1.1615258000e-01 1.3145191000e-01
4.2594427000e+00 1.1623497000e-01 1.3140175000e-01
4.2666237000e+00 1.1632892000e-01 1.3135271000e-01
4.2738046000e+00 1.1643357000e-01 1.3130478000e-01
4.2809856000e+00 1.1654797000e-01 1.3125794000e-01
4.2881665000e+00 1.1667115000e-01 1.3121218000e-01
4.2953475000e+00 1.1680215000e-01 1.3116748000e-01
4.3025285000e+00 1.1694004000e-01 1.3112384000e-01
4.3097094000e+00 1.1708395000e-01 1.3108124000e-01
4.3168904000e+00 1.1723308000e-01 1.3103967000e-01
4.3240713000e+00 1.1738672000e-01 1.3099912000e-01
4.3312523000e+00 1.1754419000e-01 1.3095957000e-01
4.3384333000e+00 1.1770492000e-01 1.3092102000e-01
4.3456142000e+00 1.1786838000e-01 1.3088347000e-01
4.3527952000e+00 1.1803410000e-01 1.3084689000e-01
4.3599761000e+00 1.1820166000e-01 1.3081129000e-01
4.3671571000e+00 1.1837068000e-01 1.3077666000e-01
4.3743381000e+00 1.1854081000e-01 1.3074299000e-01
4.3815190000e+00 1.1871176000e-01 1.3071028000e-01
4.3887000000e+00 1.1888324000e-01 1.3067853000e-01
4.3958809000e+00 1.1905500000e-01 1.3064773000e-01
4.4030619000e+00 1.1922681000e-01 1.3061788000e-01
4.4102428000e+00 1.1939845000e-01 1.3058898000e-01
4.4174238000e+00 1.1956972000e-01 1.3056104000e-01
4.4246048000e+00 1.1974044000e-01 1.3053404000e-01
4.4317857000e+00 1.1991043000e-01 1.3050801000e-01
4.4389667000e+00 1.2007952000e-01 1.3048294000e-01
4.4461476000e+00 1.2024757000e-01 1.3045883000e-01
4.4533286000e+00 1.2041443000e-01 1.3043570000e-01
4.4605096000e+00 1.2057995000e-01 1.3041355000e-01
4.4676905000e+00 1.2074399000e-01 1.3039239000e-01
4.4748715000e+00 1.2090644000e-01 1.3037224000e-01
4.4820524000e+00 1.2106716000e-01 1.3035310000e-01
4.4892334000e+00 1.2122602000e-01 1.3033500000e-01
4.4964144000e+00 1.2138292000e-01 1.3031794000e-01
4.5035953000e+00 1.2153772000e-01 1.3030195000e-01
4.5107763000e+00 1.2169033000e-01 1.3028705000e-01
4.5179572000e+00 1.2184061000e-01 1.3027325000e-01
4.5251382000e+00 1.2198848000e-01 1.3026058000e-01
4.5323192000e+00 1.2213380000e-01 1.3024907000e-01
4.5395001000e+00 1.2227648000e-01 1.3023874000e-01
4.5466811000e+00 1.2241651000e-01 1.3022962000e-01
4.5538620000e+00 1.2255393000e-01 1.3022175000e-01
4.5610430000e+00 1.2268879000e-01 1.3021515000e-01
4.5682240000e+00 1.2282115000e-01 1.3020986000e-01
4.5754049000e+00 1.2295104000e-01 1.3020591000e-01
4.5825859000e+00 1.2307852000e-01 1.3020333000e-01
4.5897668000e+00 1.2320364000e-01 1.3020216000e-01
4.5969478000e+00 1.2332643000e-01 1.3020243000e-01
4.6041288000e+00 1.2344695000e-01 1.3020416000e-01
4.6113097000e+00 1.2356523000e-01 1.3020739000e-01
4.6184907000e+00 1.2368131000e-01 1.3021215000e-01
4.6256716000e+00 1.2379524000e-01 1.3021846000e-01
4.6328526000e+00 1.2390706000e-01 1.3022636000e-01
4.6400335000e+00 1.2401679000e-01 1.3023587000e-01
4.6472145000e+00 1.2412449000e-01 1.3024700000e-01
4.6543955000e+00 1.2423019000e-01 1.3025980000e-01
4.6615764000e+00 1.2433392000e-01 1.3027426000e-01
4.6687574000e+00 1.2443573000e-01 1.3029042000e-01
4.6759383000e+00 1.2453565000e-01 1.3030829000e-01
4.6831193000e+00 1.2463372000e-01 1.3032788000e-01
4.6903003000e+00 1.2472998000e-01 1.3034920000e-01
4.6974812000e+00 1.2482447000e-01 1.3037226000e-01
4.7046622000e+00 1.2491723000e-01 1.3039705000e-01
4.7118431000e+00 1.2500831000e-01 1.3042358000e-01
4.7190241000e+00 1.2509774000e-01 1.3045185000e-01
4.7262051000e+00 1.2518559000e-01 1.3048184000e-01
4.7333860000e+00 1.2527184000e-01 1.3051355000e-01
4.7405670000e+00 1.2535641000e-01 1.3054702000e-01
4.7477479000e+00 1.2543923000e-01 1.3058227000e-01
4.7549289000e+00 1.2552021000e-01 1.3061933000e-01
4.7621099000e+00 1.2559927000e-01 1.3065821000e-01
4.7692908000e+00 1.2567636000e-01 1.3069892000e-01
4.7764718000e+00 1.2575141000e-01 1.3074149000e-01
4.7836527000e+00 1.2582437000e-01 1.3078591000e-01
4.7908337000e+00 1.2589521000e-01 1.3083218000e-01
4.7980147000e+00 1.2596388000e-01 1.3088030000e-01
4.8051956000e+00 1.2603037000e-01 1.3093026000e-01
4.8123766000e+00 1.2609465000e-01 1.3098203000e-01
4.8195575000e+00 1.2615671000e-01 1.3103561000e-01
4.8267385000e+00 1.2621655000e-01 1.3109096000e-01
4.8339194000e+00 1.2627418000e-01 1.3114805000e-01
4.8411004000e+00 1.2632960000e-01 1.3120684000e-01
4.8482814000e+00 1.2638282000e-01 1.3126732000e-01
4.8554623000e+00 1.2643389000e-01 1.3132942000e-01
4.8626433000e+00 1.2648281000e-01 1.3139312000e-01
4.8698242000e+00 1.2652963000e-01 1.3145836000e-01
4.8770052000e+00 1.2657437000e-01 1.3152511000e-01
4.8841862000e+00 1.2661709000e-01 1.3159331000e-01
4.8913671000e+00 1.2665781000e-01 1.3166293000e-01
4.8985481000e+00 1.2669659000e-01 1.3173392000e-01
4.9057290000e+00 1.2673347000e-01 1.3180625000e-01
4.9129100000e+00 1.2676850000e-01 1.3187986000e-01
4.9200910000e+00 1.2680173000e-01 1.3195473000e-01
4.9272719000e+00 1.2683327000e-01 1.3203074000e-01
4.9344529000e+00 1.2686324000e-01 1.3210781000e-01
4.9416338000e+00 1.2689175000e-01 1.3218584000e-01
4.9488148000e+00 1.2691892000e-01 1.3226474000e-01
4.9559958000e+00 1.2694485000e-01 1.3234441000e-01
4.9631767000e+00 1.2696964000e-01 1.3242478000e-01
4.9703577000e+00 1.2699339000e-01 1.3250576000e-01
4.9775386000e+00 1.2701619000e-01 1.3258729000e-01
4.9847196000e+00 1.2703812000e-01 1.3266931000e-01
4.9919006000e+00 1.2705927000e-01 1.3275173000e-01
4.9990815000e+00 1.2707971000e-01 1.3283452000e-01
5.0062625000e+00 1.2709951000e-01 1.3291761000e-01
5.0134434000e+00 1.2711875000e-01 1.3300096000e-01
5.0206244000e+00 1.2713749000e-01 1.3308452000e-01
5.0278053000e+00 1.2715577000e-01 1.3316826000e-01
5.0349863000e+00 1.2717366000e-01 1.3325213000e-01
5.0421673000e+00 1.2719121000e-01 1.3333611000e-01
5.0493482000e+00 1.2720846000e-01 1.3342017000e-01
5.0565292000e+00 1.2722545000e-01 1.3350428000e-01
5.0637101000e+00 1.2724222000e-01 1.3358843000e-01
5.0708911000e+00 1.2725881000e-01 1.3367258000e-01
5.0780721000e+00 1.2727523000e-01 1.3375674000e-01
5.0852530000e+00 1.2729153000e-01 1.3384087000e-01
5.0924340000e+00 1.2730771000e-01 1.3392499000e-01
5.0996149000e+00 1.2732380000e-01 1.3400907000e-01
5.1067959000e+00 1.2733982000e-01 1.3409311000e-01
5.1139769000e+00 1.2735572000e-01 1.3417717000e-01
5.1211578000e+00 1.2737141000e-01 1.3426131000e-01
5.1283388000e+00 1.2738682000e-01 1.3434562000e-01
5.1355197000e+00 1.2740188000e-01 1.3443015000e-01
5.1427007000e+00 1.2741650000e-01 1.3451496000e-01
5.1498817000e+00 1.2743062000e-01 1.3460012000e-01
