 R   <X|H|A>   <X|H|B>   <X|H|C>   <X|H|D>   <X|H|E>   <X|H|F>   <X|H|G>   <X|H|H>   <X|H|I>   <X|H|J>   <A|H|B>   <A|H|C>   <A|H|D>   <A|H|E>   <A|H|F>   <A|H|G>   <A|H|H>   <A|H|I>   <A|H|J>   <B|H|C>   <B|H|D>   <B|H|E>   <B|H|F>   <B|H|G>   <B|H|H>   <B|H|I>   <B|H|J>   <C|H|D>   <C|H|E>   <C|H|F>   <C|H|G>   <C|H|H>   <C|H|I>   <C|H|J>   <D|H|E>   <D|H|F>   <D|H|G>   <D|H|H>   <D|H|I>   <D|H|J>   <E|H|F>   <E|H|G>   <E|H|H>   <E|H|I>   <E|H|J>   <F|H|G>   <F|H|H>   <F|H|I>   <F|H|J>   <G|H|H>   <G|H|I>   <G|H|J>   <H|H|I>   <H|H|J>   <I|H|J> 
29.53642 -3.744511757345984e-5 1.320668378151338e-9 2.1187670477096055e-15 -1.968591988975103e-20 1.0503981920677114e-23 2.2536694422568976e-26 -2.3169366035745807e-29 -9.24625695984704e-31 -9.82944436702916e-33 2.325710845096099e-35 2.4945434442105936e-6 6.656260982351077e-12 -2.2927979963242113e-16 -4.214942463799511e-20 -2.0530481895331143e-22 2.0944673924262745e-25 9.236825608341056e-27 9.887418485404461e-29 -2.3581178305368143e-31 -5.143783581771656e-8 -4.86688320586103e-13 -4.84896909436044e-15 -8.696309181456362e-18 7.588028693823086e-21 4.052335267593367e-22 4.385489222727413e-24 -1.0589534516801439e-26 7.820497976313073e-7 2.028646008686194e-9 3.123724867399881e-12 -2.5090130575050605e-15 -2.1308947427239143e-16 -2.3448634192062314e-18 5.766927542089772e-21 5.4766826971430486e-5 4.8823242160938885e-8 -3.3720643426940533e-11 -7.11446918814346e-12 -8.029100971302639e-14 2.028108247410357e-16 -1.8817296099520624e-5 1.8416233036478137e-9 -1.0727240275286793e-8 -1.263746835912874e-10 3.330900618216608e-13 2.000060010609133e-5 5.6915139236605166e-6 7.466603255207989e-8 -2.1590104306450413e-10 -1.2759982171212356e-7 8.411012857474831e-6 -4.3250507648475824e-8 -3.743870075690821e-5 5.991922604693891e-8 4.382904655898432e-6
29.5436 -3.6848722083204086e-5 1.278941726566306e-9 2.0191676884054688e-15 -1.846096049697986e-20 9.692633962963442e-24 2.0458151999008667e-26 -2.0760618908480384e-29 -7.519574493774042e-31 -8.005187761948628e-33 1.897036370938844e-35 2.4548535511871424e-6 6.446170514565869e-12 -2.1851510818993762e-16 -3.9513193516033947e-20 -1.8938243113947647e-22 1.9065664684911642e-25 7.761744995669176e-27 8.323026105506707e-29 -1.9886213783747215e-31 -5.0620301906424336e-8 -4.713552899694804e-13 -4.620467473884559e-15 -8.152184954121699e-18 7.018382065205243e-21 3.5197280167201914e-22 3.816266947455119e-24 -9.231278821203825e-27 7.696251296640339e-7 1.9643081045327707e-9 2.9757123778720145e-12 -2.360141144849437e-15 -1.9058251826187045e-16 -2.1006454879662577e-18 5.17263790494007e-21 5.3889736519760116e-5 4.726551131814354e-8 -3.23895190739373e-11 -6.498870201676757e-12 -7.342389882307271e-14 1.8551847648252667e-16 -1.851058567071989e-5 1.3036547634262105e-9 -9.908939296961958e-9 -1.1679771224780819e-10 3.076152176972747e-13 2.0000466018737497e-5 5.2722987024835974e-6 6.919763214037793e-8 -1.997299630873048e-10 -1.2016068932903328e-7 7.810044998590278e-6 -3.991468076215586e-8 -3.7348777482967894e-5 6.034699422773206e-8 4.322325397095034e-6
29.55078 -3.625268988152346e-5 1.2379092636721814e-9 1.9227947469491863e-15 -1.729469219390644e-20 8.93269050052426e-24 1.8543296093136767e-26 -1.8565347955294225e-29 -6.085945910489646e-31 -6.489329374602677e-33 1.540473102472771e-35 2.415187884237392e-6 6.239575101575124e-12 -2.0809890235537105e-16 -3.700453284358087e-20 -1.744752051969525e-22 1.7326223398443304e-25 6.497408085810208e-27 6.980390689219082e-29 -1.671012455350178e-31 -4.980314459419336e-8 -4.562788670849604e-13 -4.399411134512091e-15 -7.634419214896482e-18 6.482913958526022e-21 3.045345635741292e-22 3.3082928552228886e-24 -8.016604227390755e-27 7.572071354276609e-7 1.9010544890338987e-9 2.832575825213624e-12 -2.21808735216884e-15 -1.6964199429796257e-16 -1.872885648810251e-18 4.617179791169955e-21 5.3013373735170614e-5 4.5734501219277675e-8 -3.1104123483551346e-11 -5.902213868457041e-12 -6.675458378285116e-14 1.6870770332569623e-16 -1.8204274043086262e-5 7.664016125409119e-10 -9.095464563405967e-9 -1.0726750417301769e-10 2.82297528429864e-13 2.0000342320531244e-5 4.853294519120835e-6 6.372697642606323e-8 -1.8360602004754143e-10 -1.1269388668970981e-7 7.206513305781933e-6 -3.6602690660102153e-8 -3.7258842488198984e-5 6.07773953167406e-8 4.261467875043056e-6
29.55796 -3.565703632043008e-5 1.1975713556853565e-9 1.829599085209551e-15 -1.6185462253725438e-20 8.221749055006302e-24 1.6781537262513906e-26 -1.656834976078299e-29 -4.901579110208667e-31 -5.235771555550728e-33 1.245247338068946e-35 2.375543330322976e-6 6.036446251304955e-12 -1.9802403550841185e-16 -3.461946543822951e-20 -1.6053270501516934e-22 1.571856315011016e-25 5.416143199765118e-27 5.830382575084892e-29 -1.3984833920889745e-31 -4.898658219466105e-8 -4.4144854778538413e-13 -4.185666660193438e-15 -7.142106110752421e-18 5.980251890811913e-21 2.622709060506631e-22 2.854746104326832e-24 -6.929573757313389e-27 7.447958094361921e-7 1.8388807090168564e-9 2.694221706605453e-12 -2.0826941630281987e-15 -1.501297116525802e-16 -1.6601288985515647e-18 4.0971570847399925e-21 5.213769283911033e-5 4.423007055533068e-8 -2.9864254152561173e-11 -5.323384103026261e-12 -6.027130523552678e-14 1.5235127423804883e-16 -1.7898383567589102e-5 2.2992179612187157e-10 -8.28679254759177e-9 -9.77837889230622e-11 2.5713699988047643e-13 2.0000192551952395e-5 4.434488001576519e-6 5.825389787448148e-8 -1.6752951913599935e-10 -1.0520195367031632e-7 6.600401361193542e-6 -3.331489347312003e-8 -3.7168996510685934e-5 6.120996328645078e-8 4.200445044738457e-6
29.56514 -3.5061745371662214e-5 1.157925135826379e-9 1.7395160387331697e-15 -1.5131019224852702e-20 7.557217805160613e-24 1.5162701726092867e-26 -1.475521716444985e-29 -3.927521932027163e-31 -4.2035117052781116e-33 1.0017762873966242e-35 2.335922960816107e-6 5.836800566152426e-12 -1.8828546590514337e-16 -3.235322498815533e-20 -1.4750599604058206e-22 1.423519899144362e-25 4.492772830398168e-27 4.8464975888765303e-29 -1.1648402023601853e-31 -4.817039572369448e-8 -4.26874053596677e-13 -3.979096727017093e-15 -6.674361901628536e-18 5.5090609915150836e-21 2.2457804012027937e-22 2.4492700877965594e-24 -5.955335495167124e-27 7.323911462333057e-7 1.777784500814154e-9 2.5605604159026987e-12 -1.953808298475548e-15 -1.3191373822310656e-16 -1.460985923045544e-18 3.609327139145343e-21 5.1262693715377804e-5 4.275213309125246e-8 -2.866977883959309e-11 -4.761303085417639e-12 -5.396269575992524e-14 1.3642286960586092e-16 -1.7592935124215035e-5 -3.057956555757937e-10 -7.482945031182523e-9 -8.834674565384433e-11 2.321346763699474e-13 2.0000051426316027e-5 4.015887740211473e-6 5.2778429834943774e-8 -1.5150122071895029e-10 -9.768711188188502e-8 5.9916752621567655e-6 -3.0051595736968345e-8 -3.707912738151367e-5 6.16447780367441e-8 4.13919822404236e-6
29.57232 -3.446681694372048e-5 1.1189694079127377e-9 1.6524893642015884e-15 -1.412948626714352e-20 6.936759889227968e-24 1.3677248146959693e-26 -1.3112404023921432e-29 -3.1292576307970373e-31 -3.356217305719846e-33 8.015689328267886e-36 2.296326706250106e-6 5.640631410196496e-12 -1.7887708077603636e-16 -3.020177674435595e-20 -1.3534844446811555e-22 1.2868976755885247e-25 3.704439796279582e-27 4.004675514063075e-29 -9.644604701375852e-32 -4.735458828485949e-8 -4.12554677298067e-13 -3.779573981355391e-15 -6.23033360702657e-18 5.068048135053451e-21 1.9089310633260218e-22 2.0859399314758877e-24 -5.080048871661755e-27 7.199931403286658e-7 1.7177654583570956e-9 2.4315072672543066e-12 -1.831281570319589e-15 -1.148673166337239e-16 -1.2741225691634533e-18 3.1505780481362573e-21 5.038841832570803e-5 4.1300709713933754e-8 -2.7520657277633525e-11 -4.214894563658286e-12 -4.781743984853743e-14 1.2089638509407663e-16 -1.7287862675878285e-5 -8.407978859736024e-10 -6.683933818809851e-9 -7.89565358630684e-11 2.0729179310584443e-13 1.9999898921019563e-5 3.59749636343658e-6 4.730063820345766e-8 -1.355222149257785e-10 -9.014227456896375e-8 5.380355237212207e-6 -2.681337459152649e-8 -3.698923092673224e-5 6.20818347352711e-8 4.077726173186706e-6
29.57951 -3.387143291594829e-5 1.080651104974822e-9 1.5683523164977947e-15 -1.31778949377955e-20 6.357391349811243e-24 1.2314309721870342e-26 -1.162513065169276e-29 -2.475499330540423e-31 -2.6609454258576512e-33 6.369233730841106e-36 2.2566974673184524e-6 5.4476530534620225e-12 -1.697797923324093e-16 -2.81584361753476e-20 -1.2399954440978756e-22 1.1611308094658044e-25 3.0295748644204766e-27 3.2821939868918065e-29 -7.920292299497901e-32 -4.653816418785335e-8 -3.984644063508189e-13 -3.58670174227325e-15 -5.8085966241336924e-18 4.655376342681599e-21 1.6065164191597761e-22 1.758800714312774e-24 -4.2897651770055785e-27 7.075845327519455e-7 1.6587379945064659e-9 2.3067993314199647e-12 -1.7148002490696744e-15 -9.884661004298782e-17 -1.0980136762522664e-18 2.7173194167799395e-21 4.9513606861588066e-5 3.987366926144397e-8 -2.6415154440134734e-11 -3.6823360975963254e-12 -4.181577161075811e-14 1.0572426851988853e-16 -1.6982806520886163e-5 -1.3757497324311363e-9 -5.888639069198475e-9 -6.959992498796234e-11 1.8257404896402188e-13 1.9999728006995605e-5 3.1787215153617457e-6 4.181269820948835e-8 -1.1957051180916777e-10 -8.256184453639775e-8 4.7655341381730805e-6 -2.359599673811612e-8 -3.689929875001911e-5 6.252207689290116e-8 4.015941584215204e-6
29.58669 -3.32772440352449e-5 1.0430752932711314e-9 1.4872818006594276e-15 -1.2277039802907078e-20 5.818518458890281e-24 1.1069077351664097e-26 -1.0285451819451624e-29 -1.9413290231781674e-31 -2.0914881857821778e-33 5.0172107976582684e-36 2.217145509664026e-6 5.2583970826296e-12 -1.6101291949077606e-16 -2.6224852820886172e-20 -1.1344731035167637e-22 1.0459071092787934e-25 2.4514106289897153e-27 2.6614375285323074e-29 -6.434404393570993e-32 -4.572339041671086e-8 -3.846423615072505e-13 -3.400885289816343e-15 -5.409495776958582e-18 4.2709495592695675e-21 1.3345205762389007e-22 1.4636499150269173e-24 -3.5747414952861124e-27 6.951998342500707e-7 1.6008640492562609e-9 2.18669560994278e-12 -1.6045374660825634e-15 -8.37797230783865e-17 -9.319234848991025e-19 2.307898541786191e-21 4.864069264936646e-5 3.84749126297723e-8 -2.5356214474969598e-11 -3.1640476592755873e-12 -3.596323072624641e-14 9.092301175417329e-17 -1.6678613232064926e-5 -1.909144409998305e-9 -5.099290773061163e-9 -6.030317382427955e-11 1.5805164399598676e-13 1.999951845981652e-5 2.7607345386890315e-6 3.632999095018063e-8 -1.0369172939213986e-10 -7.495739290860292e-8 4.148946867280107e-6 -2.0409019756957294e-8 -3.680956941169769e-5 6.296423390622535e-8 3.954015068044101e-6
29.59387 -3.26834216347129e-5 1.006186277356086e-9 1.4090981388530516e-15 -1.1423583316851379e-20 5.317118814544036e-24 9.931423566683014e-27 -9.079831718505266e-30 -1.5024527776975695e-31 -1.6222642576701065e-33 3.8998075183472226e-36 2.1776185179436263e-6 5.072605788057618e-12 -1.5255838625665937e-16 -2.4393912833847375e-20 -1.03633522991363e-22 9.404110782912499e-26 1.9522288073995156e-27 2.123737770455905e-29 -5.143265957652598e-32 -4.490893009123625e-8 -3.7107690618088473e-13 -3.2217210536119697e-15 -5.031623724066495e-18 3.912967089806331e-21 1.0880114692727208e-22 1.1952826671896367e-24 -2.922781420364157e-27 6.828217767824037e-7 1.5440601955434594e-9 2.0709351442796564e-12 -1.5001800670165228e-15 -6.953216953473616e-17 -7.744251521855457e-19 1.9189540303666035e-21 4.776849824191389e-5 3.710243530159312e-8 -2.434221896639196e-11 -2.658213708836007e-12 -3.024011639468961e-14 7.644516963537833e-17 -1.6374815835747174e-5 -2.441796569257944e-9 -4.314779470966512e-9 -5.105313691681201e-11 1.3369036895722348e-13 1.9999302249749605e-5 2.342950150863843e-6 3.0844742262858444e-8 -8.786386352170798e-11 -6.7337242791576e-8 3.5296712349013382e-6 -1.7248096215725935e-8 -3.6719779914623604e-5 6.340851434788021e-8 3.891859608846041e-6
29.60105 -3.208996537530826e-5 9.699835006728236e-10 1.3337500648040231e-15 -1.0615970324088427e-20 4.851238310159808e-24 8.89369861344947e-27 -7.997585784317815e-30 -1.1387008904333967e-31 -1.2320449742614352e-33 2.9674178476605926e-36 2.138113632454512e-6 4.890254280716252e-12 -1.444093993724089e-16 -2.266202047141324e-20 -9.451788893272504e-23 8.440339168226951e-26 1.5171299773500552e-27 1.6534125914942303e-29 -4.0102372954704975e-32 -4.409498363963371e-8 -3.5775912631292474e-13 -3.0490778069020563e-15 -4.674180298290492e-18 3.5802368413258624e-21 8.628558306152168e-23 9.493486272434928e-25 -2.3237256226414007e-27 6.704503543940564e-7 1.4883218673621878e-9 1.959426952729722e-12 -1.401574645486322e-15 -5.599761384074338e-17 -6.243996800485122e-19 1.5478774574990765e-21 4.689696920494849e-5 3.5756084069821806e-8 -2.3372940019388102e-11 -2.163780230710341e-12 -2.463535216317112e-14 6.22652193756531e-17 -1.6071454285223357e-5 -2.9736051715950878e-9 -3.5351134467345197e-9 -4.184994559998987e-11 1.0949143292687306e-13 1.9999028860892045e-5 1.925370640652828e-6 2.5357016941222507e-8 -7.208803916882136e-11 -5.967856067916301e-8 2.907726141155498e-6 -1.4113815012278284e-8 -3.662993799739543e-5 6.385499030446099e-8 3.8294739200872975e-6
29.60823 -3.1496874917898084e-5 9.344654999581382e-10 1.2611804224495392e-15 -9.8524322756085e-21 4.418914562651376e-24 7.94866948250729e-27 -7.028696467508949e-30 -8.327367440801568e-32 -9.025835975832923e-34 2.1774043188935196e-36 2.0986317804719017e-6 4.711343026447862e-12 -1.3656018528954226e-16 -2.1025478637787303e-20 -8.60619033362083e-23 7.561959765612517e-26 1.132898277040156e-27 1.2365514526491314e-29 -3.0028176564333e-32 -4.328148369428154e-8 -3.4468893769413335e-13 -2.8828316385824584e-15 -4.336398675349445e-18 3.271611617983133e-21 6.552601343506385e-23 7.218545574071426e-25 -1.768248077751663e-27 6.580847586258179e-7 1.4336494600194904e-9 1.8520882862275016e-12 -1.3085756957793406e-15 -4.307469896907725e-17 -4.807799905228112e-19 1.1921805331255663e-21 4.6026157386940634e-5 3.443586687233977e-8 -2.244831386177473e-11 -1.6796972961823297e-12 -1.9137877458507284e-14 4.835760780448255e-17 -1.5768487657464705e-5 -3.5046091493892554e-9 -2.7602961436886087e-9 -3.2693610119288035e-11 8.545558720336357e-14 1.9998714989140048e-5 1.5079953530139326e-6 1.9866768740427128e-8 -5.6364922119602113e-11 -5.199462162554536e-8 2.283082454008498e-6 -1.1006533882531755e-8 -3.654011501215215e-5 6.43040217539789e-8 3.7668066873459307e-6
29.61182 -3.1200464556798086e-5 9.169628076933412e-10 1.2259199784428375e-15 -9.486651081588641e-21 4.21473241850024e-24 7.508751480273566e-27 -6.583787257960646e-30 -6.967161124921277e-32 -7.556812273788155e-34 1.8242088321053204e-36 2.0788994837930706e-6 4.6231756487236494e-12 -1.3274622967629078e-16 -2.0241692754229208e-20 -8.206948943918681e-23 7.15303672076123e-26 9.561597392564564e-28 1.0442779287806833e-29 -2.537118872187882e-32 -4.287490118467907e-8 -3.3824978180691946e-13 -2.802063198037211e-15 -4.174639401871882e-18 3.125982578747159e-21 5.569513404513393e-23 6.138690218388832e-25 -1.504157704494533e-27 6.519051552689413e-7 1.4067110734620075e-9 1.7999543954754696e-12 -1.264131304742184e-15 -3.6812285272786205e-17 -4.11053176495842e-19 1.0193555422978645e-21 4.559100718221252e-5 3.378552316194269e-8 -2.200268184673657e-11 -1.4412107010574527e-12 -1.642593703703249e-14 4.1497999492662695e-17 -1.561715228144888e-5 -3.7697798819499894e-9 -2.374706627199151e-9 -2.8133022106914048e-11 7.349909126842956e-14 1.9998521657159222e-5 1.2993840781204856e-6 1.71206909293108e-8 -4.8523371244251854e-11 -4.813841039601577e-8 1.9697426200943933e-6 -9.463145651759586e-9 -3.6495124567610535e-5 6.452903126812448e-8 3.7354080413025798e-6
29.61541 -3.090414546689471e-5 8.996308457638873e-10 1.191333364986258e-15 -9.13125881408124e-21 4.0182354729809255e-24 7.08946897876437e-27 -6.163728459452968e-30 -5.69789932475079e-32 -6.1833532605126e-34 1.4934459402298277e-36 2.059172941428768e-6 4.535866157599242e-12 -1.2900502427510268e-16 -1.9480313915708262e-20 -7.822809239157533e-23 6.7633885222133e-26 7.878866175273486e-28 8.608960528043297e-30 -2.092369973912979e-32 -4.246842991671774e-8 -3.318735894376863e-13 -2.722843545404477e-15 -4.0175093422960866e-18 2.9859564807023e-21 4.61756799572303e-23 5.091508213031633e-25 -1.2478270350813628e-27 6.457273947989542e-7 1.3800375332168738e-9 1.7488293671879168e-12 -1.221031384897176e-15 -3.066699239639056e-17 -3.4255117582163147e-19 8.494977372912568e-22 4.515602283218084e-5 3.314166070025763e-8 -2.1568113084135085e-11 -1.2049198191832417e-12 -1.3736697041892053e-14 3.469697166121369e-17 -1.5465935336888476e-5 -4.034679965120748e-9 -1.9903289999411587e-9 -2.3584149032023168e-11 6.158368064400127e-14 1.9998285084862642e-5 1.0908229102453512e-6 1.4373969487880726e-8 -4.069529101409977e-11 -4.4271067912368256e-8 1.6557221561889955e-6 -7.926668032016592e-9 -3.645016009060628e-5 6.475463225210484e-8 3.7039576101899855e-6
29.617803333333335 -3.070665105717851e-5 8.88171016357472e-10 1.1686466241834917e-15 -8.900004953056166e-21 3.891399837230538e-24 6.821021531539489e-27 -5.896959721663829e-30 -4.89485650151277e-32 -5.3130257796695855e-34 1.2835824402739997e-36 2.046025129179336e-6 4.478136198219003e-12 -1.2655091749181805e-16 -1.8984979776338343e-20 -7.574889461358336e-23 6.514007407330352e-26 6.79797432392949e-28 7.42939252937923e-30 -1.8060100404170717e-32 -4.2197509407365465e-8 -3.2765692652412686e-13 -2.670883745992141e-15 -3.9152826631102645e-18 2.8956513293745715e-21 3.998332695035433e-23 4.409532788785487e-25 -1.0807826831221605e-27 6.416096288786267e-7 1.3624023801114657e-9 1.7153012699954691e-12 -1.193035928052636e-15 -2.6629613615077446e-17 -2.975048960508708e-19 7.377708710377707e-22 4.4866126126922654e-5 3.2716012699444554e-8 -2.1284535113856846e-11 -1.048548378438844e-12 -1.1955809666460699e-14 3.019395197865222e-17 -1.5365195599653366e-5 -4.211122984600111e-9 -1.7347505651871585e-9 -2.0558078927268875e-11 5.36629653125396e-14 1.9998101382034953e-5 9.518098310547784e-7 1.2542464216636776e-8 -3.5484113196669925e-11 -4.1699947090764844e-8 1.445996440428096e-6 -6.906217971505944e-9 -3.642021498377239e-5 6.490534683398171e-8 3.6829528614685843e-6
29.620196666666665 -3.05091978977006e-5 8.767869865729595e-10 1.1462543343313083e-15 -8.67322212561776e-21 3.767819264516898e-24 6.561167237173535e-27 -5.640442957948661e-30 -4.1215289500407256e-32 -4.473907430586484e-34 1.0810575581171162e-36 2.0328798601710658e-6 4.4207869020321756e-12 -1.2412857073680372e-16 -1.84993023898206e-20 -7.333359849995498e-23 6.27271173230795e-26 5.745809460848174e-28 6.279980744566226e-30 -1.5267745873711252e-32 -4.1926639179470747e-8 -3.2346741359448703e-13 -2.6196013250694166e-15 -3.815046500150048e-18 2.8077364259987446e-21 3.390138368436382e-23 3.7391325407100404e-25 -9.164994302505543e-28 6.37492433141669e-7 1.3448850030573102e-9 1.6822140937948967e-12 -1.1656245765458595e-15 -2.2636034104012365e-17 -2.5291615308063217e-19 6.271605548885074e-22 4.457630611738503e-5 3.229324969119689e-8 -2.1005863838287373e-11 -8.930581762130269e-13 -1.0184017432963634e-14 2.5714680599175817e-17 -1.5264496013544777e-5 -4.387443795274024e-9 -1.47971290182133e-9 -1.75372407019796e-11 4.576065047210721e-14 1.9997897296211503e-5 8.128199422295277e-7 1.0710681647951038e-8 -3.027902343975746e-11 -3.9124115529530105e-8 1.2359654803896447e-6 -5.888873694119913e-9 -3.639024397344943e-5 6.505622310042478e-8 3.6619226002005595e-6
29.62259 -3.0311785687966146e-5 8.654787062263025e-10 1.1241544791991669e-15 -8.450851807045251e-21 3.647430257895504e-24 6.3096829209574815e-27 -5.3938740871302234e-30 -3.37408751323846e-32 -3.6619695226336696e-34 8.849303052985714e-37 2.019737095300562e-6 4.363817819962995e-12 -1.217377601945701e-16 -1.8023155878347352e-20 -7.098095091979673e-23 6.039315276867537e-26 4.71910932602031e-28 5.157293132117799e-30 -1.2538622618417795e-32 -4.165582193221683e-8 -3.193050606831776e-13 -2.568991680829909e-15 -3.7167747315208075e-18 2.722173053152077e-21 2.7919313836143275e-23 3.0791992617521804e-25 -7.547187439559197e-28 6.333758463616077e-7 1.3274853955511992e-9 1.6495651242891286e-12 -1.138792411773215e-15 -1.8683062970720013e-17 -2.087514106026817e-19 5.175887639370292e-22 4.428656545976505e-5 3.187338470599554e-8 -2.0732111711642024e-11 -7.384116394206488e-13 -8.420926777921635e-15 2.1258254550775034e-17 -1.5163815202263853e-5 -4.5636649055803724e-9 -1.2252171308779253e-9 -1.4521648988976829e-11 3.7876807448883456e-14 1.99976806228072e-5 6.738537685619948e-7 8.878627981185567e-9 -2.508007127499698e-11 -3.654582523219986e-8 1.0256281961649857e-6 -4.874649256830163e-9 -3.6360131775015024e-5 6.520684135668186e-8 3.640874468384694e-6
29.6234875 -3.0237766604279038e-5 8.612576196114381e-10 1.1159420131656893e-15 -8.368588565790038e-21 3.603094342402989e-24 6.217489335441657e-27 -5.303914331672036e-30 -3.099729684061536e-32 -3.3637207276174714e-34 8.128499289663403e-37 2.014809197793808e-6 4.3425523579073665e-12 -1.2084929147222587e-16 -1.784703227390176e-20 -7.011460608307979e-23 5.953790322586914e-26 4.340022471406639e-28 4.742502572217773e-30 -1.1529933349669143e-32 -4.155427955407077e-8 -3.177511869172161e-13 -2.5501855686095085e-15 -3.680423928921213e-18 2.690685035950332e-21 2.5699692139482835e-23 2.834202642183772e-25 -6.946448455635113e-28 6.318322911474747e-7 1.3209909012880779e-9 1.6374341619630564e-12 -1.128878565599362e-15 -1.721052345194393e-17 -1.9229217613000758e-19 4.767513565468733e-22 4.417793365414174e-5 3.171668447934108e-8 -2.0630721555093473e-11 -6.806288989444115e-13 -7.761929782411888e-15 1.959279856132886e-17 -1.5126061246344197e-5 -4.629720603162936e-9 -1.1299209291393297e-9 -1.3392155930650076e-11 3.492514041191316e-14 1.9997594441579922e-5 6.217475603168763e-7 8.19153848564122e-9 -2.3132056075847867e-11 -3.557595919904766e-8 9.466727124185806e-7 -4.495123169000023e-9 -3.634878858084403e-5 6.526320598803841e-8 3.6329780629502744e-6
29.624385 -3.0163753208863497e-5 8.570471730230999e-10 1.1077702677095353e-15 -8.286934096900127e-21 3.5591948974501716e-24 6.126430282462009e-27 -5.2152956436055204e-30 -2.8283225161883495e-32 -3.0685688631931372e-34 7.414998508673802e-37 2.0098816542605035e-6 4.321340334915456e-12 -1.1996521657966145e-16 -1.7672223337537166e-20 -6.925682930209134e-23 5.869340134360137e-26 3.9639187289958965e-28 4.3308413712821164e-30 -1.0528668578888322e-32 -4.145274448417958e-8 -3.162011607390863e-13 -2.531473141231032e-15 -3.644344198342129e-18 2.659519912939441e-21 2.3492146168618776e-23 2.590470993240248e-25 -6.348746291101617e-28 6.302888293308466e-7 1.3145129550609968e-9 1.6253642038278696e-12 -1.1190449811865334e-15 -1.5743083672263502e-17 -1.7588615730542642e-19 4.360451046013456e-22 4.406931322408278e-5 3.156039101481625e-8 -2.0530016837209698e-11 -6.229572843894126e-13 -7.104078160713149e-15 1.793037653965939e-17 -1.5088310554052408e-5 -4.695753338810657e-9 -1.0347007212998064e-9 -1.2263399863195686e-11 3.1976078367134154e-14 1.9997501630618932e-5 5.696445649684059e-7 7.504410404324393e-9 -2.1184911378817756e-11 -3.460343860965981e-8 8.676742231246482e-7 -4.116039827273965e-9 -3.633741942535308e-5 6.531951606677375e-8 3.625078915742752e-6
29.6252825 -3.0089745473005008e-5 8.528473612991697e-10 1.099639123613579e-15 -8.205884874805458e-21 3.5157284313443015e-24 6.03649418334218e-27 -5.128002388574815e-30 -2.55968868464437e-32 -2.7763274896086304e-34 6.708365546548011e-37 2.0049544718451318e-6 4.300181783286203e-12 -1.1908552590936806e-16 -1.749872115493265e-20 -6.840755329324815e-23 5.785954795201483e-26 3.5906419232927824e-28 3.9221454033928196e-30 -9.53444552588092e-33 -4.135121621378761e-8 -3.146550085540015e-13 -2.512854122988599e-15 -3.608534033586237e-18 2.6286754561917844e-21 2.1296152244793823e-23 2.347949344520063e-25 -5.753952977918589e-28 6.287454633216749e-7 1.3080515451301726e-9 1.6133550186733986e-12 -1.1092912600621974e-15 -1.4280577244753446e-17 -1.5953161335715764e-19 3.9546597740101227e-22 4.3960704022781424e-5 3.1404501852974796e-8 -2.042999301617347e-11 -5.653946424138396e-13 -6.447349710099774e-15 1.6270938355339093e-17 -1.505056665441648e-5 -4.7617561758485015e-9 -9.395562706044072e-10 -1.113537920145069e-11 2.902962140333103e-14 1.9997398315262895e-5 5.175446487742864e-7 6.817243037105944e-9 -1.9238639033912663e-11 -3.363039273878601e-8 7.886329398888732e-7 -3.7374013135711275e-9 -3.632602794921752e-5 6.537576304786863e-8 3.6171757538663282e-6
29.626179999999998 -3.0015743368266096e-5 8.486581793322504e-10 1.0915484620562543e-15 -8.125437399523936e-21 3.4726914795542486e-24 5.947669560412229e-27 -5.042018936602938e-30 -2.2936556397514376e-32 -2.486815209927602e-34 6.008177056562868e-37 2.000027657621953e-6 4.279076734469968e-12 -1.1821020980330292e-16 -1.7326517875266764e-20 -6.756671123022584e-23 5.703624264325239e-26 3.220039374744969e-28 3.51625423942537e-30 -8.546890079139606e-33 -4.1249694239102224e-8 -3.1311275624423356e-13 -2.494328239039872e-15 -3.5729919368074415e-18 2.59814933685895e-21 1.9111196516885436e-23 2.1065837653725836e-25 -5.161942983541667e-28 6.272021955069054e-7 1.3016066598940328e-9 1.6014063772839061e-12 -1.0996169318623606e-15 -1.2822840842888187e-17 -1.432268356306636e-19 3.5501001857400877e-22 4.3852105904822644e-5 3.124901458013254e-8 -2.0330642736433705e-11 -5.079388939849057e-13 -5.791722978088885e-15 1.4614435533516843e-17 -1.5012833041295938e-5 -4.827717662853834e-9 -8.444874590159914e-10 -1.0008093467497714e-11 2.60857718156492e-14 1.9997278411942235e-5 4.654477439020015e-7 6.13003615608557e-9 -1.7293241433850372e-11 -3.2655841103070414e-8 7.095489458433014e-7 -3.3592090141470224e-9 -3.6314624960993856e-5 6.543198060586182e-8 3.609267316202782e-6
