 R   <X|H|A>   <X|H|B>   <X|H|C>   <X|H|D>   <X|H|E>   <X|H|F>   <X|H|G>   <X|H|H>   <X|H|I>   <X|H|J>   <A|H|B>   <A|H|C>   <A|H|D>   <A|H|E>   <A|H|F>   <A|H|G>   <A|H|H>   <A|H|I>   <A|H|J>   <B|H|C>   <B|H|D>   <B|H|E>   <B|H|F>   <B|H|G>   <B|H|H>   <B|H|I>   <B|H|J>   <C|H|D>   <C|H|E>   <C|H|F>   <C|H|G>   <C|H|H>   <C|H|I>   <C|H|J>   <D|H|E>   <D|H|F>   <D|H|G>   <D|H|H>   <D|H|I>   <D|H|J>   <E|H|F>   <E|H|G>   <E|H|H>   <E|H|I>   <E|H|J>   <F|H|G>   <F|H|H>   <F|H|I>   <F|H|J>   <G|H|H>   <G|H|I>   <G|H|J>   <H|H|I>   <H|H|J>   <I|H|J> 
29.633938695652173 -2.9376248457797404e-5 8.128864094782459e-10 1.023277949285807e-15 -7.454596884457954e-21 3.1180579793200336e-24 5.224492988521255e-27 -4.350927233886241e-30 -7.925634545176936e-34 -7.36938903441686e-36 1.6775735682451423e-38 1.9574521933107883e-6 4.098859453850763e-12 -1.1082413497046909e-16 -1.5890865460320817e-20 -6.063986848968804e-23 5.0342192010524007e-26 1.0736301979814838e-29 1.0304396316310355e-31 -2.382722278972725e-34 -4.037228914477016e-8 -2.9994689709627654e-13 -2.338016916843458e-15 -3.2767045413172218e-18 2.3470736948363103e-21 6.1544786480536225e-25 6.122309201891759e-27 -1.4406023213070204e-29 6.13866060967805e-7 1.246578629661942e-9 1.5006104042622531e-12 -1.019147326126356e-15 -4.000024463682001e-19 -4.147934616388677e-21 9.956983278315546e-24 4.291373362780091e-5 2.992155275243927e-8 -1.949563848308587e-11 -1.5545472343070242e-14 -1.6855067100498826e-16 4.143529128002116e-19 -1.4687095549272448e-5 -5.38912263571096e-9 -2.6022784914802797e-11 -2.966265298823354e-13 7.5427589651560005e-16 1.9991399753718004e-5 1.5333460288506122e-8 1.8945217844478146e-10 -5.17822934804627e-13 -2.4076605892596786e-8 2.4280369992916173e-8 -1.0939708622529973e-10 -3.6213687944334197e-5 6.589972606272018e-8 3.540649571852264e-6
29.63394086956522 -2.937606933542236e-5 8.128764976882781e-10 1.023259236884811e-15 -7.454415009810224e-21 3.1179628882146076e-24 5.224301232868769e-27 -4.350742424908109e-30 -7.866430378506244e-34 -7.304846743863233e-36 1.6619546510723817e-38 1.9574402679015545e-6 4.0988095180144316e-12 -1.1082211044043287e-16 -1.589047635049154e-20 -6.063801154136833e-23 5.034035970610981e-26 1.0652608059439952e-29 1.0212598577458774e-31 -2.3603839232574014e-34 -4.0372043371500216e-8 -2.9994324841145354e-13 -2.337974077989124e-15 -3.276624236166346e-18 2.347002403252244e-21 6.104490050176041e-25 6.0670237862947715e-27 -1.4270470652121622e-29 6.138623251878809e-7 1.246563384140481e-9 1.500582785485814e-12 -1.019122281161848e-15 -3.9662924473051633e-19 -4.110173711811293e-21 9.863383490840156e-24 4.2913470820209196e-5 2.992118504594481e-8 -1.949524548352341e-11 -1.5411211162850347e-14 -1.6701793668827774e-16 4.1048758239015326e-19 -1.4687004328475307e-5 -5.388888088476151e-9 -2.579877483931356e-11 -2.939706266618315e-13 7.473627877994818e-16 1.999099275585207e-5 1.520984624109192e-8 1.878237015564899e-10 -5.132412082752296e-13 -2.408598912344589e-8 2.409349696665192e-8 -1.0851755066186237e-10 -3.621590468499965e-5 6.590501233767257e-8 3.540630333889893e-6
29.63394304347826 -2.9375890213081157e-5 8.128665859605962e-10 1.0232405247154452e-15 -7.454233138525779e-21 3.11786779945084e-24 5.2241094831330645e-27 -4.350554461541855e-30 -7.807144105620075e-34 -7.240241869481437e-36 1.6463263631188152e-38 1.957428342494448e-6 4.098759582491079e-12 -1.1082008593540386e-16 -1.5890087247909784e-20 -6.063615463908088e-23 5.0338475469684416e-26 1.056879521631169e-29 1.0120714856792658e-31 -2.3380341126012195e-34 -4.037179759827168e-8 -2.9993959974941784e-13 -2.3379312396670667e-15 -3.2765439325178025e-18 2.3469273995065782e-21 6.05442845241906e-25 6.011689522198633e-27 -1.413486562216833e-29 6.13858589408571e-7 1.2465481387156613e-9 1.5005551670610208e-12 -1.0190941165742585e-15 -3.9325095848101507e-19 -4.072382793487498e-21 9.769765365492509e-24 4.291320801268107e-5 2.992081734210294e-8 -1.9494687743669233e-11 -1.5276739698211756e-14 -1.6548422962980878e-16 4.066227128209525e-19 -1.4686913106996344e-5 -5.3882437083411585e-9 -2.5574395948336115e-11 -2.913139265188262e-13 7.404546152207503e-16 1.9990136298122233e-5 1.5086012486268593e-8 1.8619629406898625e-10 -5.086694331501455e-13 -2.4098626000753568e-8 2.390851482743246e-8 -1.0764667582721306e-10 -3.622081408125598e-5 6.591658759060159e-8 3.540611162066803e-6
29.633945217391304 -2.9375711090773378e-5 8.128566742951757e-10 1.023221812777657e-15 -7.45405127060405e-21 3.117772713028417e-24 5.22391773931102e-27 -4.350364750381814e-30 -7.7478463490827e-34 -7.175638857850353e-36 1.6307015993015907e-38 1.9574164170894423e-6 4.098709647280623e-12 -1.1081806145537823e-16 -1.5889698152574073e-20 -6.063429778277943e-23 5.033656246508179e-26 1.0484964463152152e-29 1.0028835196597476e-31 -2.3156903236545268e-34 -4.037155182508412e-8 -2.9993595111014627e-13 -2.3378884018771984e-15 -3.2764636303684693e-18 2.3468503406173302e-21 6.004354996934082e-25 5.956359122509445e-27 -1.399930581069937e-29 6.138548536298692e-7 1.2465328933874435e-9 1.500527548985353e-12 -1.0190642263393816e-15 -3.8987177821770274e-19 -4.034596177679265e-21 9.67618765234974e-24 4.29129452052159e-5 2.9920449640783555e-8 -1.9494038968779846e-11 -1.5142227932100604e-14 -1.6395082136956046e-16 4.027601420753362e-19 -1.4686821885157523e-5 -5.387373105474969e-9 -2.534993890066686e-11 -2.8865819964069203e-13 7.335526927310581e-16 1.9989032026211454e-5 1.4962125238997736e-8 1.8457029006548325e-10 -5.041052910552061e-13 -2.411454640700775e-8 2.372461625657438e-8 -1.0678080825846988e-10 -3.622720606617308e-5 6.593162471323158e-8 3.5405920266332115e-6
29.633947391304346 -2.9375531968498863e-5 8.128467626920077e-10 1.0232031010714318e-15 -7.453869406044825e-21 3.11767762894723e-24 5.2237260013938184e-27 -4.3501781747510605e-30 -7.688761020064693e-34 -7.111240305680369e-36 1.6151204812814223e-38 1.957404491686527e-6 4.098659712383006e-12 -1.108160370003535e-16 -1.5889309064484006e-20 -6.063244097232073e-23 5.0334701101141693e-26 1.0401436410855854e-29 9.937242594294424e-32 -2.2934067991162777e-34 -4.037130605193746e-8 -2.9993230249363565e-13 -2.3378455646194885e-15 -3.2763833297081994e-18 2.3467769779009236e-21 5.954463985669634e-25 5.901198152596857e-27 -1.386409309583736e-29 6.138511178517759e-7 1.246517648155816e-9 1.5004999312503099e-12 -1.0190374481897632e-15 -3.865050402221988e-19 -3.996921480952204e-21 9.58283033293571e-24 4.2912682397813554e-5 2.9920081941538e-8 -1.9493554918213143e-11 -1.5008217760132026e-14 -1.6242168430512837e-16 3.989053737274507e-19 -1.4686730664075713e-5 -5.386913333443504e-9 -2.5126332359890135e-11 -2.8600890907780107e-13 7.266603751394486e-16 1.9988379482174107e-5 1.4838717267757306e-8 1.8294656364944782e-10 -4.995404924171179e-13 -2.4133756972446036e-8 2.3539102533564085e-8 -1.0590775115486925e-10 -3.623088317860414e-5 6.59403168582918e-8 3.5405728243855687e-6
29.633949565217392 -2.9375352846257592e-5 8.128368511510916e-10 1.0231843895967655e-15 -7.453687544848052e-21 3.1175825472071647e-24 5.2235342693955664e-27 -4.349986560325972e-30 -7.629527790210357e-34 -7.046722336103802e-36 1.5995194159143361e-38 1.957392566285701e-6 4.098609777798219e-12 -1.1081401257032948e-16 -1.5888919983639507e-20 -6.063058420793982e-23 5.0332756787854246e-26 1.0317694859452737e-29 9.8454849024656e-32 -2.2710977845109366e-34 -4.037106027883143e-8 -2.999286538999026e-13 -2.337802727893908e-15 -3.276303030553818e-18 2.3466976852899884e-21 5.904442404685845e-25 5.845942350922937e-27 -1.3728752277291395e-29 6.138473820742862e-7 1.2465024030207794e-9 1.500472313870081e-12 -1.0190056856493114e-15 -3.8312924595905325e-19 -3.959187251640657e-21 9.48941244749917e-24 4.291241959047392e-5 2.9919714245116625e-8 -1.9492807577766307e-11 -1.487383492855906e-14 -1.6089051456816834e-16 3.9505000295570116e-19 -1.4686639441881511e-5 -5.38579834882128e-9 -2.4902076544448255e-11 -2.833574857289562e-13 7.197733912459348e-16 1.9987008129890614e-5 1.4714926858969093e-8 1.8132396753560229e-10 -4.949896498845919e-13 -2.4156360139196303e-8 2.3356489132007353e-8 -1.0504791490634845e-10 -3.6238868458769757e-5 6.595907238922227e-8 3.54055372799674e-6
29.633951739130435 -2.9375173724049885e-5 8.12826939672445e-10 1.0231656783536867e-15 -7.453505687014056e-21 3.1174874678083936e-24 5.223342543309784e-27 -4.349793745121704e-30 -7.5703225523118415e-34 -6.982244364212188e-36 1.583930046002187e-38 1.9573806408869877e-6 4.098559843526378e-12 -1.1081198816530953e-16 -1.5888530910041e-20 -6.062872748952818e-23 5.033079272178032e-26 1.0233991665221847e-29 9.753784867476682e-32 -2.248806096503049e-34 -4.03708145057669e-8 -2.999250053289212e-13 -2.3377598917005427e-15 -3.276222732897547e-18 2.3466169829604492e-21 5.854442888994464e-25 5.7907220909684285e-27 -1.3593521971359916e-29 6.138436462974065e-7 1.2464871579823616e-9 1.5004446968380533e-12 -1.0189727408602542e-15 -3.7975487188784736e-19 -3.921478291924262e-21 9.39607662167922e-24 4.291215678319753e-5 2.99193465511678e-8 -1.9491997956885426e-11 -1.473950513244791e-14 -1.593604466285331e-16 3.91198418658099e-19 -1.468654821945277e-5 -5.384528830534198e-9 -2.4677900987157474e-11 -2.8070825578793165e-13 7.128945394816196e-16 1.9985467757803966e-5 1.459117254338373e-8 1.797032263267206e-10 -4.904464301607392e-13 -2.418236670033272e-8 2.3174677531940357e-8 -1.0419181963914309e-10 -3.624786295700114e-5 6.59801835692206e-8 3.5405346563536445e-6
29.633953913043477 -2.9374994601875723e-5 8.128170282560669e-10 1.0231469673421979e-15 -7.453323832542562e-21 3.1173923907508054e-24 5.2231508231250364e-27 -4.34960611433317e-30 -7.511427553450876e-34 -6.918061561347556e-36 1.568402877281875e-38 1.9573687154903836e-6 4.098509909567459e-12 -1.1080996378529451e-16 -1.5888141843687968e-20 -6.062687081690012e-23 5.032891403805722e-26 1.0150731155911227e-29 9.662499071739219e-32 -2.2266000426799267e-34 -4.037056873274324e-8 -2.999213567807331e-13 -2.3377170560393714e-15 -3.2761424367261527e-18 2.3465423905464643e-21 5.804710604921326e-25 5.735746084064325e-27 -1.3458782493591488e-29 6.138399105211391e-7 1.2464719130405546e-9 1.5004170801431171e-12 -1.0189449387659204e-15 -3.7639875572785467e-19 -3.8839303339336134e-21 9.303049711438549e-24 4.291189397598426e-5 2.9918978859104885e-8 -1.9491460428886318e-11 -1.4605913042824312e-14 -1.578364937672839e-16 3.8735756167583985e-19 -1.4686456998250579e-5 -5.383937617939379e-9 -2.4454980121365545e-11 -2.7806811889719874e-13 7.060280536845193e-16 1.998467286694493e-5 1.4468128967428538e-8 1.780854446644969e-10 -4.859003619487825e-13 -2.4211783362244544e-8 2.2990249086929727e-8 -1.0332403529505494e-10 -3.6252379440423476e-5 6.599082981744929e-8 3.540515474533422e-6
29.633956086956523 -2.9374815479734684e-5 8.128071169019332e-10 1.0231282565622478e-15 -7.453141981433423e-21 3.1172973160342656e-24 5.2229591088586216e-27 -4.349413503267609e-30 -7.452407794313036e-34 -6.853783261163751e-36 1.5528612548054092e-38 1.9573567900958556e-6 4.098459975921312e-12 -1.1080793943027677e-16 -1.5887752784580676e-20 -6.062501419034428e-23 5.0326953378969556e-26 1.0067289920354813e-29 9.571081956791668e-32 -2.2043762307718753e-34 -4.037032295976034e-8 -2.999177082553129e-13 -2.337674220910293e-15 -3.2760621420604067e-18 2.3464619386509493e-21 5.754867364091443e-25 5.68069536631548e-27 -1.3323960780762804e-29 6.13836174745474e-7 1.246456668195328e-9 1.5003894638028675e-12 -1.0189122121392926e-15 -3.730349096450638e-19 -3.846336360479399e-21 9.209992846804643e-24 4.2911631168833544e-5 2.991861116986036e-8 -1.9490662809019144e-11 -1.4472001217761692e-14 -1.5631104165518537e-16 3.8351729679337863e-19 -1.468636577594973e-5 -5.3826992422460745e-9 -2.4231498560857738e-11 -2.7542672221734977e-13 6.991688110822487e-16 1.9983168099738348e-5 1.4344752049224687e-8 1.7646924433885815e-10 -4.813691593111806e-13 -2.4244618365960225e-8 2.2808682899591683e-8 -1.0246929976397599e-10 -3.626114982005008e-5 6.60114124667209e-8 3.540496397234023e-6
29.633958260869566 -2.9374636357627207e-5 8.127972056100682e-10 1.023109546013881e-15 -7.45296013368669e-21 3.1172022436587496e-24 5.2227674005002296e-27 -4.349221917989916e-30 -7.393527757052195e-34 -6.789648768392998e-36 1.5373525996798957e-38 1.9573448647034414e-6 4.098410042588114e-12 -1.1080591510026357e-16 -1.5887363732718467e-20 -6.062315760969047e-23 5.032500963665773e-26 9.984046856807287e-30 9.479868001095228e-32 -2.1821988288253515e-34 -4.037007718681852e-8 -2.9991405975265036e-13 -2.3376313863134158e-15 -3.2759818488881085e-18 2.3463827003549082e-21 5.705142926880811e-25 5.6257657671695334e-27 -1.3189414380668343e-29 6.138324389704223e-7 1.2464414234467107e-9 1.5003618478069309e-12 -1.0188805102901703e-15 -3.6967911437174484e-19 -3.808823781799594e-21 9.117119605086842e-24 4.291136836174598e-5 2.991824348288365e-8 -1.9489919610994808e-11 -1.4338411401573172e-14 -1.5478879992119417e-16 3.7968418127564677e-19 -1.468627455392436e-5 -5.381597073982461e-9 -2.4008557226426563e-11 -2.727905606120411e-13 6.923209114063332e-16 1.9981813633904412e-5 1.422167431494617e-8 1.7485569171301845e-10 -4.768431526474472e-13 -2.428085231150558e-8 2.2626791507057094e-8 -1.0161323121753935e-10 -3.626901278317561e-5 6.602987229924009e-8 3.540477297546318e-6
29.633960434782608 -2.9374457235553277e-5 8.127872943804722e-10 1.023090835697099e-15 -7.452778289302678e-21 3.1171071736244933e-24 5.2225756980423214e-27 -4.3490356428470485e-30 -7.3349746556433624e-34 -6.725827837452808e-36 1.5219106537097154e-38 1.957332939313135e-6 4.098360109567819e-12 -1.1080389079525306e-16 -1.5886974688102687e-20 -6.062130107481471e-23 5.032315335550064e-26 9.901270197912283e-30 9.389094591915832e-32 -2.160113552714432e-34 -4.0369831413918e-8 -2.999104112727622e-13 -2.3375885522487404e-15 -3.2759015572003794e-18 2.3463097212872926e-21 5.655699967107702e-25 5.57109636981309e-27 -1.305539852857156e-29 6.138287031959796e-7 1.246426178794715e-9 1.5003342321478708e-12 -1.0188540772570999e-15 -3.663425445063771e-19 -3.771483186784312e-21 9.024582993815119e-24 4.2911105554721705e-5 2.9917875797781356e-8 -1.948945520150847e-11 -1.4205598102941762e-14 -1.5327312376622502e-16 3.758629538074733e-19 -1.468618333315445e-5 -5.381189959147615e-9 -2.3786936009729403e-11 -2.7016428473833917e-13 6.85487497801901e-16 1.9981223117372374e-5 1.4099343999773033e-8 1.7324559831005681e-10 -4.723157577553651e-13 -2.4320442286790428e-8 2.2442348243339538e-8 -1.0074579144281967e-10 -3.6272286181047916e-5 6.60376060445116e-8 3.5404580849272027e-6
29.633962608695654 -2.9374278113512455e-5 8.127773832131203e-10 1.0230721256118516e-15 -7.452596448280648e-21 3.1170121059309613e-24 5.222384001497122e-27 -4.348847322650058e-30 -7.276444099601076e-34 -6.662047885676751e-36 1.5064821167874417e-38 1.957321013924912e-6 4.0983101768603415e-12 -1.1080186651524107e-16 -1.5886585650731272e-20 -6.061944458592364e-23 5.0321263438143066e-26 9.81852351788254e-30 9.298381063257897e-32 -2.1380485638220267e-34 -4.036958564105813e-8 -2.999067628156252e-13 -2.337545718716157e-15 -3.2758212670122052e-18 2.3462343407975898e-21 5.606273596899286e-25 5.516464639065597e-27 -1.2921515592606316e-29 6.138249674221365e-7 1.2464109342392999e-9 1.500306616838394e-12 -1.0188256289149489e-15 -3.6300698731628892e-19 -3.734170199119169e-21 8.932148554990099e-24 4.2910842747759924e-5 2.9917508115227886e-8 -1.948888452870141e-11 -1.4072819738878207e-14 -1.517587088045714e-16 3.720466588298626e-19 -1.4686092111957801e-5 -5.3805189045964086e-9 -2.3565360694211412e-11 -2.675407111171294e-13 6.786653296987359e-16 1.998034360727604e-5 1.3977027435806164e-8 1.7163807924984794e-10 -4.677997771503292e-13 -2.4363281987110096e-8 2.2259252003990328e-8 -9.988456845957986e-11 -3.627728738138372e-5 6.604937377910141e-8 3.540438914709897e-6
29.633964782608697 -2.9374098991505203e-5 8.127674721080377e-10 1.0230534157581862e-15 -7.452414610621117e-21 3.116917040578444e-24 5.222192310857628e-27 -4.3486610866058936e-30 -7.2181170320535e-34 -6.598473247689683e-36 1.4910997243452215e-38 1.957309088538793e-6 4.09826024446576e-12 -1.1079984226023208e-16 -1.5886196620605145e-20 -6.061758814290107e-23 5.031940787462953e-26 9.736066057458947e-30 9.207957281313184e-32 -2.1160482486829642e-34 -4.0369339868239245e-8 -2.999031143812852e-13 -2.3375028857157344e-15 -3.2757409783151896e-18 2.346161421828122e-21 5.557021032045805e-25 5.462005302832802e-27 -1.278801369224473e-29 6.138212316489102e-7 1.246395689780493e-9 1.5002790018713741e-12 -1.0187992556472606e-15 -3.596832421241801e-19 -3.696972626190989e-21 8.839965370763195e-24 4.291057994086133e-5 2.9917140434844686e-8 -1.9488423836549147e-11 -1.3940515540190477e-14 -1.5024881118338308e-16 3.682399396167614e-19 -1.4686000891279434e-5 -5.3801225256402665e-9 -2.3344584937654813e-11 -2.6492436804583786e-13 6.718576030889302e-16 1.997976653825421e-5 1.3855157796181519e-8 1.700339563073194e-10 -4.632890224566452e-13 -2.4409259293464696e-8 2.2075373063163836e-8 -9.90199625527543e-11 -3.6280467485761295e-5 6.605688350162668e-8 3.5404196996285806e-6
29.63396695652174 -2.937391986953149e-5 8.127575610652229e-10 1.0230347061360975e-15 -7.45223277632391e-21 3.1168219775668963e-24 5.2220006261233315e-27 -4.348477207936854e-30 -7.1600129775451815e-34 -6.535123138889579e-36 1.475767684843438e-38 1.9572971631547867e-6 4.098210312384109e-12 -1.1079781803022604e-16 -1.5885807597724697e-20 -6.061573174573927e-23 5.0317591167997595e-26 9.653925656350205e-30 9.117850348059353e-32 -2.0941184760008565e-34 -4.036909409546186e-8 -2.998994659696996e-13 -2.3374600532475075e-15 -3.2756606911087956e-18 2.3460912867607808e-21 5.507959064686972e-25 5.407734459999536e-27 -1.2654927121604357e-29 6.13817495876293e-7 1.2463804454183021e-9 1.5002513872463484e-12 -1.0187752288774884e-15 -3.563724552093921e-19 -3.659901206421414e-21 8.748055734274097e-24 4.291031713402589e-5 2.9916772756606664e-8 -1.9488087487884974e-11 -1.3808731783730378e-14 -1.4874384777589478e-16 3.6444362211080473e-19 -1.4685909671181802e-5 -5.380036631075829e-9 -2.312468742226076e-11 -2.6231590862238923e-13 6.650654745802863e-16 1.9979531268587387e-5 1.373377979364489e-8 1.6843350766041407e-10 -4.587837374811265e-13 -2.4458194676617415e-8 2.189060345303151e-8 -9.815148951414196e-11 -3.6281590028230545e-5 6.605958258961113e-8 3.5404004338651495e-6
29.63396913043478 -2.937374074759124e-5 8.127476500846709e-10 1.023015996745572e-15 -7.452050945389014e-21 3.1167269168962055e-24 5.221808947298157e-27 -4.348293301509731e-30 -7.10204221948088e-34 -6.47191866437717e-36 1.460470941852423e-38 1.957285237772888e-6 4.098160380615378e-12 -1.1079579382522209e-16 -1.5885418582088897e-20 -6.061387539450484e-23 5.031577405251976e-26 9.57197351230725e-30 9.027950266445513e-32 -2.0722391048920426e-34 -4.0368848322725343e-8 -2.9989581758088135e-13 -2.3374172213114443e-15 -3.2755804053978905e-18 2.346021127644244e-21 5.459009403036239e-25 5.3535879903904215e-27 -1.2522145822841242e-29 6.13813760104283e-7 1.2463652011527207e-9 1.5002237729674458e-12 -1.0187511871682477e-15 -3.5306923442139406e-19 -3.622914560779162e-21 8.656356399166611e-24 4.291005432725354e-5 2.9916405080732756e-8 -1.948775066445763e-11 -1.3677248477969587e-14 -1.4724231568087268e-16 3.6065596204747597e-19 -1.4685818451119871e-5 -5.379950383016562e-9 -2.2905289241680235e-11 -2.597133680652131e-13 6.582887543998378e-16 1.9979296540589335e-5 1.3612674623677666e-8 1.6683665135768045e-10 -4.542885622298906e-13 -2.4509838866680052e-8 2.1706211860428036e-8 -9.72848680620856e-11 -3.628270221664578e-5 6.60622541109605e-8 3.5403811677556076e-6
29.633971304347828 -2.9373561625684057e-5 8.127377391663611e-10 1.0229972875865782e-15 -7.451869117816123e-21 3.1166318585662248e-24 5.221617274382356e-27 -4.3481088801016415e-30 -7.044196387763346e-34 -6.408854323354019e-36 1.4452089324460803e-38 1.957273312393061e-6 4.0981104491593975e-12 -1.1079376964521412e-16 -1.588502957369809e-20 -6.061201908920691e-23 5.031394851160757e-26 9.490197403734713e-30 8.938249617321798e-32 -2.0504095904116132e-34 -4.036860255002949e-8 -2.998921692148213e-13 -2.3373743899074437e-15 -3.2755001211832496e-18 2.34595037151657e-21 5.410164478725955e-25 5.299561819284594e-27 -1.2389668770346428e-29 6.138100243328744e-7 1.2463499569837127e-9 1.5001961590354338e-12 -1.0187266489354763e-15 -3.4977304755336414e-19 -3.586010358208903e-21 8.564869059277965e-24 4.290979152054361e-5 2.991603740726658e-8 -1.9487387925377972e-11 -1.354604338767921e-14 -1.4574415363897633e-16 3.568771935096364e-19 -1.4685727230982337e-5 -5.379800460870336e-9 -2.2686351016050314e-11 -2.5711676189744256e-13 6.515284176967494e-16 1.9978992876173894e-5 1.3491818802035595e-8 1.6524361202491458e-10 -4.4980505173174775e-13 -2.456387284084876e-8 2.1522470458335917e-8 -9.64213211251961e-11 -3.628422056199869e-5 6.606587111443643e-8 3.5403619115388633e-6
29.63397347826087 -2.9373382503810643e-5 8.127278283103319e-10 1.0229785786591766e-15 -7.451687293605611e-21 3.1165368025771445e-24 5.2214256073748094e-27 -4.347924906633658e-30 -6.986524730914122e-34 -6.345976558597046e-36 1.4299913531053696e-38 1.9572613870153555e-6 4.0980605180164064e-12 -1.1079174549021151e-16 -1.5884640572552634e-20 -6.061016282982388e-23 5.031213040398179e-26 9.408667770726955e-30 8.84881365995126e-32 -2.0286432781986505e-34 -4.036835677737509e-8 -2.9988852087154864e-13 -2.337331559035654e-15 -3.2754198384631865e-18 2.345880152920816e-21 5.361466929264995e-25 5.245694470755295e-27 -1.2257572365895365e-29 6.138062885620808e-7 1.2463347129113363e-9 1.5001685454487507e-12 -1.018702568699457e-15 -3.4648681715111247e-19 -3.54921401459513e-21 8.473641647464741e-24 4.290952871389717e-5 2.9915669736121135e-8 -1.9487049744300277e-11 -1.3415235086035886e-14 -1.4425032706057935e-16 3.5310896658399896e-19 -1.468563601098978e-5 -5.379712612221614e-9 -2.2468075621796385e-11 -2.545275214205386e-13 6.447862997934877e-16 1.9978758386527396e-5 1.337132861705367e-8 1.6365484042386834e-10 -4.4533260172766816e-13 -2.461992039600714e-8 2.1338942226869468e-8 -9.55588821317268e-11 -3.628531602900083e-5 6.60684963502648e-8 3.5403426448243137e-6
29.633975652173913 -2.9373203381970558e-5 8.127179175165585e-10 1.0229598699633239e-15 -7.451505472757049e-21 3.1164417489287207e-24 5.221233946277189e-27 -4.347740108244065e-30 -6.928991055820354e-34 -6.283255305207507e-36 1.4148129200574193e-38 1.9572494616397545e-6 4.098010587186301e-12 -1.1078972136020998e-16 -1.5884251578651058e-20 -6.060830661638727e-23 5.031029877907418e-26 9.327332413281214e-30 8.759600667519994e-32 -2.006933284222967e-34 -4.03681110047615e-8 -2.9988487255105937e-13 -2.337288728695975e-15 -3.2753395572401276e-18 2.3458089739491823e-21 5.312884862713296e-25 5.191961825560809e-27 -1.212582074224133e-29 6.138025527918987e-7 1.2463194689355555e-9 1.5001409322095429e-12 -1.0186776869982423e-15 -3.4320833402035215e-19 -3.512510221014877e-21 8.382655620669948e-24 4.290926590731363e-5 2.991530206741243e-8 -1.948666956334101e-11 -1.328473283828721e-14 -1.427603006925258e-16 3.4935094100346207e-19 -1.4685544790851453e-5 -5.379521119875373e-9 -2.2250305542962804e-11 -2.51945033778785e-13 6.380632353851954e-16 1.9978411173853426e-5 1.3251112293551502e-8 1.6207051758735086e-10 -4.4087412316377307e-13 -2.4677463573716226e-8 2.1156286345667422e-8 -9.470050940505787e-11 -3.6287079598959057e-5 6.607267879895649e-8 3.5403233944375346e-6
29.63397782608696 -2.937302426016365e-5 8.127080067850329e-10 1.0229411614990055e-15 -7.451323655270498e-21 3.116346697620942e-24 5.221042291086286e-27 -4.347556157406959e-30 -6.871672879103359e-34 -6.220762800951787e-36 1.399688509304076e-38 1.9572375362662295e-6 4.0979606566689745e-12 -1.1078769725520403e-16 -1.588386259199498e-20 -6.060645044884688e-23 5.0308481177894406e-26 9.246302329474674e-30 8.6707120715824e-32 -1.9853000103930047e-34 -4.036786523218867e-8 -2.9988122425330514e-13 -2.3372458988883966e-15 -3.2752592775105384e-18 2.3457388046438665e-21 5.264485553165144e-25 5.138423678536063e-27 -1.199453002016611e-29 6.137988170223148e-7 1.2463042250563606e-9 1.500113319314874e-12 -1.0186536610604135e-15 -3.399422163132201e-19 -3.475938321033219e-21 8.291983059384011e-24 4.2909003100792754e-5 2.991493440098639e-8 -1.9486335002754466e-11 -1.3154724348847426e-14 -1.4127556041523144e-16 3.456055391631396e-19 -1.468545357094977e-5 -5.379444247556515e-9 -2.2033362670525874e-11 -2.4937146703461074e-13 6.313616759299965e-16 1.997819092951976e-5 1.313135491985765e-8 1.6049125201193922e-10 -4.3642816665248236e-13 -2.473593264981485e-8 2.097374490532261e-8 -9.38427945537932e-11 -3.628807271891794e-5 6.607505698007504e-8 3.540304124998544e-6
29.63398 -2.937284513839044e-5 8.126980961157833e-10 1.0229224532662705e-15 -7.451141841146083e-21 3.1162516486538337e-24 5.22085064180511e-27 -4.3473715183335046e-30 -6.81452820988202e-34 -6.158464314435659e-36 1.3846120535994713e-38 1.95722561089483e-6 4.097910726464623e-12 -1.1078567317520293e-16 -1.5883473612583043e-20 -6.060459432725065e-23 5.030665232209938e-26 9.165516909892033e-30 8.582099657587187e-32 -1.963735561944258e-34 -4.036761945965721e-8 -2.9987757597834155e-13 -2.3372030696129872e-15 -3.2751789992777785e-18 2.345667837662735e-21 5.216231938501375e-25 5.085052158548842e-27 -1.186365917808532e-29 6.137950812533459e-7 1.2462889812737893e-9 1.5000857067674882e-12 -1.0186289712386437e-15 -3.366858941338132e-19 -3.439480630179819e-21 8.20160290744659e-24 4.2908740294335215e-5 2.991456673698496e-8 -1.9485965754372355e-11 -1.3025103945092396e-14 -1.3979548884586013e-16 3.418723894337056e-19 -1.468536235093454e-5 -5.379282041196344e-9 -2.181706329198686e-11 -2.4680611959008387e-13 6.246826485302333e-16 1.9977878174725564e-5 1.3011949251159397e-8 1.5891726715910833e-10 -4.3199818112047115e-13 -2.479471302850154e-8 2.0792095101962636e-8 -9.298922182699635e-11 -3.628961181236821e-5 6.607870665622936e-8 3.5402848688760294e-6
