1.000000000e+00 1.192409198e-03 -1.400275517e-07 -7.747877492e-13 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
-1.192409198e-03 1.000000000e+00 -2.346767566e-04 -1.946263713e-09 1.364566243e-13 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
-1.398033045e-07 2.346767567e-04 1.000000000e+00 1.657495153e-05 -1.742259853e-09 1.948360656e-12 2.496184492e-15 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
7.712774443e-13 -1.943493080e-09 -1.657495153e-05 1.000000000e+00 -2.101617285e-04 3.535251750e-07 6.077482377e-10 -6.239979865e-13 -1.432306319e-13 -1.507652453e-15 0.000000000e+00
0.000000000e+00 -1.360369334e-13 -1.741164276e-09 2.101617214e-04 1.000000000e+00 -3.384329866e-03 -8.812728341e-06 1.069522613e-08 4.311626412e-09 4.538771089e-11 -1.060851925e-13
0.000000000e+00 0.000000000e+00 -1.981397048e-12 3.577351375e-07 3.384329230e-03 9.999803389e-01 5.279019798e-03 -7.665041309e-06 -6.008767483e-06 -6.325713188e-08 1.478579268e-10
0.000000000e+00 0.000000000e+00 2.692696170e-15 -6.441518863e-10 -9.053405831e-06 -5.279013419e-03 9.999784026e-01 -1.755132224e-03 -3.499003701e-03 -3.683781191e-05 8.610956954e-08
0.000000000e+00 0.000000000e+00 0.000000000e+00 -8.673565580e-13 -1.565574307e-08 -1.246421658e-05 3.499519510e-03 8.083821421e-05 9.998831911e-01 1.052760439e-02 -2.461080949e-05
0.000000000e+00 0.000000000e+00 0.000000000e+00 1.217492469e-14 6.427065408e-10 1.599204306e-06 -1.754595047e-03 -9.998504004e-01 -5.645886197e-05 1.362285455e-02 -1.072513753e-04
0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 -8.751747439e-12 -2.178243206e-08 2.390254315e-05 1.362228007e-02 -1.052808174e-02 9.997901466e-01 -1.110115620e-02
0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 -2.825590042e-14 -7.033383254e-11 7.718530183e-08 4.399249590e-05 -9.227444917e-05 1.110123090e-02 9.999383743e-01
