# Data
{R} <G|V|G> <H|V|H>
18.6069994 0.15202914 0.16317453
18.6141804 0.15202877 0.1631746
18.6213613 0.15202841 0.16317467
18.6285423 0.15202804 0.16317473
18.6357232 0.15202768 0.1631748
18.6429042 0.15202732 0.16317486
18.6500852 0.15202696 0.16317493
18.6572661 0.1520266 0.163175
18.6644471 0.15202624 0.16317506
18.671628 0.15202589 0.16317513
18.678809 0.15202553 0.16317519
18.6859899 0.15202518 0.16317526
18.6931709 0.15202483 0.16317532
18.7003519 0.15202448 0.16317539
18.7075328 0.15202413 0.16317546
18.7147138 0.15202378 0.16317552
18.7218947 0.15202343 0.16317559
18.7290757 0.15202309 0.16317565
18.7362567 0.15202275 0.16317572
18.7434376 0.1520224 0.16317578
18.7506186 0.15202206 0.16317585
18.7577995 0.15202172 0.16317591
18.7649805 0.15202138 0.16317598
18.7721615 0.15202105 0.16317604
18.7793424 0.15202071 0.16317611
18.7865234 0.15202038 0.16317617
18.7937043 0.15202004 0.16317624
18.8008853 0.15201971 0.1631763
18.8080663 0.15201938 0.16317637
18.8152472 0.15201905 0.16317643
18.8224282 0.15201872 0.1631765
18.8296091 0.1520184 0.16317656
18.8367901 0.15201807 0.16317663
18.8439711 0.15201775 0.16317669
18.851152 0.15201742 0.16317676
18.858333 0.1520171 0.16317682
18.8655139 0.15201678 0.16317689
18.8726949 0.15201646 0.16317695
18.8798758 0.15201615 0.16317702
18.8870568 0.15201583 0.16317708
18.8942378 0.15201552 0.16317715
18.9014187 0.1520152 0.16317721
18.9085997 0.15201489 0.16317728
18.9157806 0.15201458 0.16317735
18.9229616 0.15201427 0.16317741
18.9301426 0.15201396 0.16317748
18.9373235 0.15201365 0.16317754
18.9445045 0.15201335 0.16317761
18.9516854 0.15201305 0.16317767
18.9588664 0.15201274 0.16317774
18.9660474 0.15201244 0.1631778
18.9732283 0.15201214 0.16317787
18.9804093 0.15201184 0.16317793
18.9875902 0.15201154 0.163178
18.9947712 0.15201125 0.16317806
19.0019522 0.15201095 0.16317813
19.0091331 0.15201066 0.16317819
19.0163141 0.15201037 0.16317826
19.023495 0.15201008 0.16317832
19.030676 0.15200979 0.16317839
19.037857 0.1520095 0.16317845
19.0450379 0.15200921 0.16317852
19.0522189 0.15200893 0.16317858
19.0593998 0.15200864 0.16317865
19.0665808 0.15200836 0.16317871
19.0737617 0.15200808 0.16317878
19.0809427 0.1520078 0.16317884
19.0881237 0.15200752 0.16317891
19.0953046 0.15200724 0.16317897
19.1024856 0.15200697 0.16317904
19.1096665 0.15200669 0.1631791
19.1168475 0.15200642 0.16317917
19.1240285 0.15200615 0.16317923
19.1312094 0.15200588 0.1631793
19.1383904 0.15200561 0.16317936
19.1455713 0.15200534 0.16317942
19.1527523 0.15200507 0.16317949
19.1599333 0.15200481 0.16317955
19.1671142 0.15200454 0.16317962
19.1742952 0.15200428 0.16317968
19.1814761 0.15200402 0.16317975
19.1886571 0.15200376 0.16317981
19.1958381 0.1520035 0.16317988
19.203019 0.15200324 0.16317994
19.2102 0.15200299 0.16318
19.2173809 0.15200273 0.16318007
19.2245619 0.15200248 0.16318013
19.2317429 0.15200223 0.1631802
19.2389238 0.15200198 0.16318026
19.2461048 0.15200173 0.16318032
19.2532857 0.15200148 0.16318039
19.2604667 0.15200123 0.16318045
19.2676477 0.15200099 0.16318052
19.2748286 0.15200074 0.16318058
19.2820096 0.1520005 0.16318064
19.2891905 0.15200026 0.16318071
19.2963715 0.15200002 0.16318077
19.3035524 0.15199978 0.16318083
19.3107334 0.15199955 0.1631809
19.3179144 0.15199931 0.16318096
19.3250953 0.15199908 0.16318102
19.3322763 0.15199884 0.16318109
19.3394572 0.15199861 0.16318115
19.3466382 0.15199838 0.16318121
19.3538192 0.15199815 0.16318128
19.3610001 0.15199793 0.16318134
19.3681811 0.1519977 0.1631814
19.375362 0.15199748 0.16318146
19.382543 0.15199725 0.16318153
19.389724 0.15199703 0.16318159
19.3969049 0.15199681 0.16318165
19.4040859 0.15199659 0.16318171
19.4112668 0.15199638 0.16318178
19.4184478 0.15199616 0.16318184
19.4256288 0.15199594 0.1631819
19.4328097 0.15199573 0.16318196
19.4399907 0.15199552 0.16318202
19.4471716 0.15199531 0.16318209
19.4543526 0.1519951 0.16318215
19.4615336 0.15199489 0.16318221
19.4687145 0.15199469 0.16318227
19.4758955 0.15199448 0.16318233
19.4830764 0.15199428 0.16318239
19.4902574 0.15199408 0.16318245
19.4974383 0.15199388 0.16318252
19.5046193 0.15199368 0.16318258
19.5118003 0.15199348 0.16318264
19.5189812 0.15199328 0.1631827
19.5261622 0.15199309 0.16318276
19.5333431 0.15199289 0.16318282
19.5405241 0.1519927 0.16318288
19.5477051 0.15199251 0.16318294
19.554886 0.15199232 0.163183
19.562067 0.15199214 0.16318306
19.5692479 0.15199195 0.16318312
19.5764289 0.15199176 0.16318318
19.5836099 0.15199158 0.16318324
19.5907908 0.1519914 0.1631833
19.5979718 0.15199122 0.16318336
19.6051527 0.15199104 0.16318342
19.6123337 0.15199086 0.16318348
19.6195147 0.15199069 0.16318354
19.6266956 0.15199051 0.1631836
19.6338766 0.15199034 0.16318366
19.6410575 0.15199017 0.16318372
19.6482385 0.15199 0.16318377
19.6554195 0.15198983 0.16318383
19.6626004 0.15198966 0.16318389
19.6697814 0.1519895 0.16318395
19.6769623 0.15198933 0.16318401
19.6841433 0.15198917 0.16318407
19.6913242 0.15198901 0.16318413
19.6985052 0.15198885 0.16318418
19.7056862 0.15198869 0.16318424
19.7128671 0.15198854 0.1631843
19.7200481 0.15198838 0.16318436
19.727229 0.15198823 0.16318441
19.73441 0.15198808 0.16318447
19.741591 0.15198793 0.16318453
19.7487719 0.15198778 0.16318459
19.7559529 0.15198763 0.16318464
19.7631338 0.15198749 0.1631847
19.7703148 0.15198734 0.16318476
19.7774958 0.1519872 0.16318481
19.7846767 0.15198706 0.16318487
19.7918577 0.15198692 0.16318493
19.7990386 0.15198678 0.16318498
19.8062196 0.15198665 0.16318504
19.8134006 0.15198651 0.1631851
19.8205815 0.15198638 0.16318515
19.8277625 0.15198625 0.16318521
19.8349434 0.15198612 0.16318526
19.8421244 0.15198599 0.16318532
19.8493054 0.15198587 0.16318537
19.8564863 0.15198574 0.16318543
19.8636673 0.15198562 0.16318548
19.8708482 0.1519855 0.16318554
19.8780292 0.15198538 0.16318559
19.8852102 0.15198526 0.16318565
19.8923911 0.15198514 0.1631857
19.8995721 0.15198503 0.16318576
19.906753 0.15198491 0.16318581
19.913934 0.1519848 0.16318587
19.9211149 0.15198469 0.16318592
19.9282959 0.15198459 0.16318597
19.9354769 0.15198448 0.16318603
19.9426578 0.15198437 0.16318608
19.9498388 0.15198427 0.16318613
19.9570197 0.15198417 0.16318619
19.9642007 0.15198407 0.16318624
19.9713817 0.15198397 0.16318629
19.9785626 0.15198388 0.16318635
19.9857436 0.15198378 0.1631864
19.9929245 0.15198369 0.16318645
20.0001055 0.1519836 0.1631865
20.0072865 0.15198351 0.16318656
20.0144674 0.15198342 0.16318661
20.0216484 0.15198334 0.16318666
20.0288293 0.15198326 0.16318671
20.0360103 0.15198317 0.16318676
20.0431913 0.15198309 0.16318681
20.0503722 0.15198302 0.16318687
20.0575532 0.15198294 0.16318692
20.0647341 0.15198287 0.16318697
20.0719151 0.15198279 0.16318702
20.0790961 0.15198272 0.16318707
20.086277 0.15198265 0.16318712
20.093458 0.15198259 0.16318717
20.1006389 0.15198252 0.16318722
20.1078199 0.15198246 0.16318727
20.1150008 0.1519824 0.16318732
20.1221818 0.15198234 0.16318737
20.1293628 0.15198228 0.16318742
20.1365437 0.15198223 0.16318747
20.1437247 0.15198217 0.16318752
20.1509056 0.15198212 0.16318757
20.1580866 0.15198207 0.16318762
20.1652676 0.15198202 0.16318767
20.1724485 0.15198198 0.16318772
20.1796295 0.15198193 0.16318777
20.1868104 0.15198189 0.16318781
20.1939914 0.15198185 0.16318786
20.2011724 0.15198182 0.16318791
20.2083533 0.15198178 0.16318796
20.2155343 0.15198175 0.16318801
20.2227152 0.15198172 0.16318805
20.2298962 0.15198169 0.1631881
20.2370772 0.15198166 0.16318815
20.2442581 0.15198163 0.1631882
20.2514391 0.15198161 0.16318824
20.25862 0.15198159 0.16318829
20.265801 0.15198157 0.16318834
20.272982 0.15198155 0.16318838
20.2801629 0.15198154 0.16318843
20.2873439 0.15198153 0.16318848
20.2945248 0.15198152 0.16318852
20.3017058 0.15198151 0.16318857
20.3088867 0.15198151 0.16318861
20.3160677 0.1519815 0.16318866
20.3232487 0.1519815 0.1631887
20.3304296 0.1519815 0.16318875
20.3376106 0.15198151 0.16318879
20.3447915 0.15198151 0.16318884
20.3519725 0.15198152 0.16318888
20.3591535 0.15198153 0.16318893
20.3663344 0.15198154 0.16318897
20.3735154 0.15198156 0.16318902
20.3806963 0.15198158 0.16318906
20.3878773 0.1519816 0.16318911
20.3950583 0.15198162 0.16318915
20.4022392 0.15198164 0.16318919
20.4094202 0.15198167 0.16318924
20.4166011 0.1519817 0.16318928
20.4237821 0.15198173 0.16318932
20.4309631 0.15198177 0.16318937
20.438144 0.15198181 0.16318941
20.445325 0.15198185 0.16318945
20.4525059 0.15198189 0.1631895
20.4596869 0.15198193 0.16318954
20.4668679 0.15198198 0.16318958
20.4740488 0.15198203 0.16318962
20.4812298 0.15198209 0.16318966
20.4884107 0.15198214 0.16318971
20.4955917 0.1519822 0.16318975
20.5027727 0.15198226 0.16318979
20.5099536 0.15198232 0.16318983
20.5171346 0.15198239 0.16318987
20.5243155 0.15198246 0.16318991
20.5314965 0.15198253 0.16318995
20.5386774 0.15198261 0.16318999
20.5458584 0.15198268 0.16319003
20.5530394 0.15198277 0.16319007
20.5602203 0.15198285 0.16319011
20.5674013 0.15198294 0.16319015
20.5745822 0.15198302 0.16319019
20.5817632 0.15198312 0.16319023
20.5889442 0.15198321 0.16319027
20.5961251 0.15198331 0.16319031
20.6033061 0.15198341 0.16319035
20.610487 0.15198352 0.16319039
20.617668 0.15198362 0.16319043
20.624849 0.15198373 0.16319047
20.6320299 0.15198385 0.1631905
20.6392109 0.15198397 0.16319054
20.6463918 0.15198409 0.16319058
20.6535728 0.15198421 0.16319062
20.6607538 0.15198434 0.16319066
20.6679347 0.15198447 0.16319069
20.6751157 0.1519846 0.16319073
20.6822966 0.15198474 0.16319077
20.6894776 0.15198488 0.16319081
20.6966586 0.15198502 0.16319084
20.7038395 0.15198517 0.16319088
20.7110205 0.15198532 0.16319092
20.7182014 0.15198547 0.16319095
20.7253824 0.15198563 0.16319099
20.7325633 0.15198579 0.16319103
20.7397443 0.15198595 0.16319106
20.7469253 0.15198612 0.1631911
20.7541062 0.1519863 0.16319113
20.7612872 0.15198647 0.16319117
20.7684681 0.15198665 0.1631912
20.7756491 0.15198683 0.16319124
20.7828301 0.15198702 0.16319127
20.790011 0.15198721 0.16319131
20.797192 0.15198741 0.16319134
20.8043729 0.15198761 0.16319138
20.8115539 0.15198781 0.16319141
20.8187349 0.15198802 0.16319144
20.8259158 0.15198823 0.16319148
20.8330968 0.15198844 0.16319151
20.8402777 0.15198866 0.16319155
20.8474587 0.15198889 0.16319158
20.8546397 0.15198912 0.16319161
20.8618206 0.15198935 0.16319165
20.8690016 0.15198959 0.16319168
20.8761825 0.15198983 0.16319171
20.8833635 0.15199007 0.16319174
20.8905445 0.15199032 0.16319178
20.8977254 0.15199058 0.16319181
20.9049064 0.15199084 0.16319184
20.9120873 0.1519911 0.16319187
20.9192683 0.15199137 0.16319191
20.9264492 0.15199165 0.16319194
20.9336302 0.15199192 0.16319197
20.9408112 0.15199221 0.163192
20.9479921 0.1519925 0.16319203
20.9551731 0.15199279 0.16319206
20.962354 0.15199309 0.16319209
20.969535 0.15199339 0.16319212
20.976716 0.1519937 0.16319216
20.9838969 0.15199401 0.16319219
20.9910779 0.15199433 0.16319222
20.9982588 0.15199466 0.16319225
21.0054398 0.15199499 0.16319228
21.0126208 0.15199533 0.16319231
21.0198017 0.15199567 0.16319234
21.0269827 0.15199601 0.16319237
21.0341636 0.15199637 0.1631924
21.0413446 0.15199673 0.16319243
21.0485256 0.15199709 0.16319246
21.0557065 0.15199746 0.16319249
21.0628875 0.15199784 0.16319251
21.0700684 0.15199822 0.16319254
21.0772494 0.15199861 0.16319257
21.0844304 0.151999 0.1631926
21.0916113 0.15199941 0.16319263
21.0987923 0.15199981 0.16319266
21.1059732 0.15200023 0.16319269
21.1131542 0.15200065 0.16319272
21.1203352 0.15200108 0.16319274
21.1275161 0.15200151 0.16319277
21.1346971 0.15200195 0.1631928
21.141878 0.1520024 0.16319283
21.149059 0.15200286 0.16319286
21.1562399 0.15200332 0.16319288
21.1634209 0.15200379 0.16319291
21.1706019 0.15200427 0.16319294
21.1777828 0.15200475 0.16319297
21.1849638 0.15200524 0.16319299
21.1921447 0.15200574 0.16319302
21.1993257 0.15200625 0.16319305
21.2065067 0.15200677 0.16319308
21.2136876 0.15200729 0.1631931
21.2208686 0.15200782 0.16319313
21.2280495 0.15200836 0.16319316
21.2352305 0.15200891 0.16319318
21.2424115 0.15200947 0.16319321
21.2495924 0.15201003 0.16319324
21.2567734 0.15201061 0.16319326
21.2639543 0.15201119 0.16319329
21.2711353 0.15201178 0.16319331
21.2783163 0.15201238 0.16319334
21.2854972 0.15201299 0.16319337
21.2926782 0.15201361 0.16319339
21.2998591 0.15201424 0.16319342
21.3070401 0.15201488 0.16319344
21.3142211 0.15201553 0.16319347
21.321402 0.15201619 0.16319349
21.328583 0.15201686 0.16319352
21.3357639 0.15201754 0.16319355
21.3429449 0.15201823 0.16319357
21.3501258 0.15201893 0.1631936
21.3573068 0.15201964 0.16319362
21.3644878 0.15202037 0.16319365
21.3716687 0.1520211 0.16319367
21.3788497 0.15202185 0.1631937
21.3860306 0.1520226 0.16319372
21.3932116 0.15202337 0.16319374
21.4003926 0.15202415 0.16319377
21.4075735 0.15202495 0.16319379
21.4147545 0.15202575 0.16319382
21.4219354 0.15202657 0.16319384
21.4291164 0.1520274 0.16319387
21.4362974 0.15202824 0.16319389
21.4434783 0.1520291 0.16319392
21.4506593 0.15202997 0.16319394
21.4578402 0.15203086 0.16319396
21.4650212 0.15203175 0.16319399
21.4722022 0.15203267 0.16319401
21.4793831 0.15203359 0.16319404
21.4865641 0.15203453 0.16319406
21.493745 0.15203549 0.16319408
21.500926 0.15203646 0.16319411
21.508107 0.15203745 0.16319413
21.5152879 0.15203845 0.16319415
21.5224689 0.15203947 0.16319418
21.5296498 0.1520405 0.1631942
21.5368308 0.15204155 0.16319422
21.5440118 0.15204262 0.16319425
21.5511927 0.15204371 0.16319427
21.5583737 0.15204481 0.16319429
21.5655546 0.15204593 0.16319432
21.5727356 0.15204707 0.16319434
21.5799165 0.15204822 0.16319436
21.5870975 0.1520494 0.16319438
21.5942785 0.15205059 0.16319441
21.6014594 0.15205181 0.16319443
21.6086404 0.15205304 0.16319445
21.6158213 0.15205429 0.16319448
21.6230023 0.15205557 0.1631945
21.6301833 0.15205686 0.16319452
21.6373642 0.15205818 0.16319454
21.6445452 0.15205952 0.16319457
21.6517261 0.15206088 0.16319459
21.6589071 0.15206226 0.16319461
21.6660881 0.15206367 0.16319463
21.673269 0.1520651 0.16319466
21.68045 0.15206655 0.16319468
21.6876309 0.15206803 0.1631947
21.6948119 0.15206954 0.16319472
21.7019929 0.15207106 0.16319474
21.7091738 0.15207262 0.16319477
21.7163548 0.1520742 0.16319479
21.7235357 0.15207581 0.16319481
21.7307167 0.15207744 0.16319483
21.7378977 0.1520791 0.16319485
21.7450786 0.1520808 0.16319488
21.7522596 0.15208252 0.1631949
21.7594405 0.15208427 0.16319492
21.7666215 0.15208605 0.16319494
21.7738024 0.15208786 0.16319496
21.7809834 0.1520897 0.16319499
21.7881644 0.15209157 0.16319501
21.7953453 0.15209348 0.16319503
21.8025263 0.15209542 0.16319505
21.8097072 0.15209739 0.16319507
21.8168882 0.1520994 0.16319509
21.8240692 0.15210144 0.16319511
21.8312501 0.15210352 0.16319514
21.8384311 0.15210564 0.16319516
21.845612 0.15210779 0.16319518
21.852793 0.15210999 0.1631952
21.859974 0.15211222 0.16319522
21.8671549 0.15211449 0.16319524
21.8743359 0.1521168 0.16319526
21.8815168 0.15211915 0.16319529
21.8886978 0.15212154 0.16319531
21.8958788 0.15212398 0.16319533
21.9030597 0.15212646 0.16319535
21.9102407 0.15212899 0.16319537
21.9174216 0.15213156 0.16319539
21.9246026 0.15213418 0.16319541
21.9317836 0.15213684 0.16319543
21.9389645 0.15213955 0.16319546
21.9461455 0.15214231 0.16319548
21.9533264 0.15214513 0.1631955
21.9605074 0.15214799 0.16319552
21.9676883 0.1521509 0.16319554
21.9748693 0.15215387 0.16319556
21.9820503 0.15215689 0.16319558
21.9892312 0.15215997 0.1631956
21.9964122 0.1521631 0.16319562
22.0035931 0.15216628 0.16319564
22.0107741 0.15216953 0.16319566
22.0179551 0.15217284 0.16319569
22.025136 0.1521762 0.16319571
22.032317 0.15217963 0.16319573
22.0394979 0.15218311 0.16319575
22.0466789 0.15218666 0.16319577
22.0538599 0.15219028 0.16319579
22.0610408 0.15219396 0.16319581
22.0682218 0.15219771 0.16319583
22.0754027 0.15220152 0.16319585
22.0825837 0.1522054 0.16319587
22.0897647 0.15220935 0.16319589
22.0969456 0.15221337 0.16319592
22.1041266 0.15221747 0.16319594
22.1113075 0.15222163 0.16319596
22.1184885 0.15222587 0.16319598
22.1256695 0.15223019 0.163196
22.1328504 0.15223458 0.16319602
22.1400314 0.15223905 0.16319604
22.1472123 0.15224359 0.16319606
22.1543933 0.15224822 0.16319608
22.1615743 0.15225292 0.1631961
22.1687552 0.1522577 0.16319612
22.1759362 0.15226257 0.16319614
22.1831171 0.15226752 0.16319616
22.1902981 0.15227255 0.16319619
22.197479 0.15227767 0.16319621
22.20466 0.15228287 0.16319623
22.211841 0.15228816 0.16319625
22.2190219 0.15229353 0.16319627
22.2262029 0.15229899 0.16319629
22.2333838 0.15230454 0.16319631
22.2405648 0.15231018 0.16319633
22.2477458 0.15231591 0.16319635
22.2549267 0.15232173 0.16319637
22.2621077 0.15232764 0.16319639
22.2692886 0.15233364 0.16319641
22.2764696 0.15233973 0.16319643
22.2836506 0.15234592 0.16319646
22.2908315 0.15235219 0.16319648
22.2980125 0.15235856 0.1631965
22.3051934 0.15236503 0.16319652
22.3123744 0.15237158 0.16319654
22.3195554 0.15237823 0.16319656
22.3267363 0.15238498 0.16319658
22.3339173 0.15239182 0.1631966
22.3410982 0.15239875 0.16319662
22.3482792 0.15240577 0.16319664
22.3554602 0.15241289 0.16319666
22.3626411 0.15242011 0.16319668
22.3698221 0.15242741 0.16319671
22.377003 0.15243481 0.16319673
22.384184 0.15244231 0.16319675
22.3913649 0.15244989 0.16319677
22.3985459 0.15245757 0.16319679
22.4057269 0.15246534 0.16319681
22.4129078 0.1524732 0.16319683
22.4200888 0.15248115 0.16319685
22.4272697 0.1524892 0.16319687
22.4344507 0.15249733 0.16319689
22.4416317 0.15250555 0.16319692
22.4488126 0.15251386 0.16319694
22.4559936 0.15252226 0.16319696
22.4631745 0.15253074 0.16319698
22.4703555 0.15253931 0.163197
22.4775365 0.15254797 0.16319702
22.4847174 0.15255671 0.16319704
22.4918984 0.15256553 0.16319706
22.4990793 0.15257444 0.16319708
22.5062603 0.15258343 0.16319711
22.5134413 0.15259249 0.16319713
22.5206222 0.15260164 0.16319715
22.5278032 0.15261087 0.16319717
22.5349841 0.15262017 0.16319719
22.5421651 0.15262955 0.16319721
22.5493461 0.15263901 0.16319723
22.556527 0.15264854 0.16319725
22.563708 0.15265814 0.16319728
22.5708889 0.15266782 0.1631973
22.5780699 0.15267756 0.16319732
22.5852508 0.15268738 0.16319734
22.5924318 0.15269726 0.16319736
22.5996128 0.15270722 0.16319738
22.6067937 0.15271723 0.1631974
22.6139747 0.15272732 0.16319743
22.6211556 0.15273747 0.16319745
22.6283366 0.15274768 0.16319747
22.6355176 0.15275795 0.16319749
22.6426985 0.15276828 0.16319751
22.6498795 0.15277867 0.16319753
22.6570604 0.15278912 0.16319756
22.6642414 0.15279963 0.16319758
22.6714224 0.15281019 0.1631976
22.6786033 0.15282081 0.16319762
22.6857843 0.15283148 0.16319764
22.6929652 0.15284221 0.16319766
22.7001462 0.15285298 0.16319769
22.7073272 0.15286381 0.16319771
22.7145081 0.15287469 0.16319773
22.7216891 0.15288561 0.16319775
22.72887 0.15289658 0.16319777
22.736051 0.1529076 0.1631978
22.743232 0.15291866 0.16319782
22.7504129 0.15292977 0.16319784
22.7575939 0.15294092 0.16319786
22.7647748 0.15295211 0.16319788
22.7719558 0.15296335 0.16319791
22.7791368 0.15297462 0.16319793
22.7863177 0.15298594 0.16319795
22.7934987 0.15299729 0.16319797
22.8006796 0.15300868 0.163198
22.8078606 0.15302011 0.16319802
22.8150415 0.15303157 0.16319804
22.8222225 0.15304307 0.16319806
22.8294035 0.1530546 0.16319808
22.8365844 0.15306617 0.16319811
22.8437654 0.15307776 0.16319813
22.8509463 0.15308939 0.16319815
22.8581273 0.15310106 0.16319817
22.8653083 0.15311275 0.1631982
22.8724892 0.15312447 0.16319822
22.8796702 0.15313622 0.16319824
22.8868511 0.153148 0.16319826
22.8940321 0.1531598 0.16319829
22.9012131 0.15317163 0.16319831
22.908394 0.15318349 0.16319833
22.915575 0.15319537 0.16319835
22.9227559 0.15320728 0.16319837
22.9299369 0.15321921 0.1631984
22.9371179 0.15323117 0.16319842
22.9442988 0.15324315 0.16319844
22.9514798 0.15325515 0.16319846
22.9586607 0.15326717 0.16319849
22.9658417 0.15327921 0.16319851
22.9730227 0.15329127 0.16319853
22.9802036 0.15330336 0.16319855
22.9873846 0.15331546 0.16319858
22.9945655 0.15332758 0.1631986
23.0017465 0.15333972 0.16319862
23.0089274 0.15335188 0.16319864
23.0161084 0.15336406 0.16319867
23.0232894 0.15337625 0.16319869
23.0304703 0.15338846 0.16319871
23.0376513 0.15340068 0.16319873
23.0448322 0.15341292 0.16319875
23.0520132 0.15342518 0.16319878
23.0591942 0.15343745 0.1631988
23.0663751 0.15344973 0.16319882
23.0735561 0.15346203 0.16319884
23.080737 0.15347434 0.16319887
23.087918 0.15348667 0.16319889
23.095099 0.153499 0.16319891
23.1022799 0.15351135 0.16319893
23.1094609 0.15352371 0.16319896
23.1166418 0.15353609 0.16319898
23.1238228 0.15354847 0.163199
23.1310038 0.15356087 0.16319902
23.1381847 0.15357327 0.16319904
23.1453657 0.15358569 0.16319907
23.1525466 0.15359811 0.16319909
23.1597276 0.15361055 0.16319911
23.1669086 0.15362299 0.16319913
23.1740895 0.15363545 0.16319915
23.1812705 0.15364791 0.16319918
23.1884514 0.15366038 0.1631992
23.1956324 0.15367286 0.16319922
23.2028133 0.15368534 0.16319924
23.2099943 0.15369784 0.16319927
23.2171753 0.15371034 0.16319929
23.2243562 0.15372285 0.16319931
23.2315372 0.15373536 0.16319933
23.2387181 0.15374788 0.16319935
23.2458991 0.15376041 0.16319938
23.2530801 0.15377294 0.1631994
23.260261 0.15378548 0.16319942
23.267442 0.15379803 0.16319944
23.2746229 0.15381058 0.16319946
23.2818039 0.15382314 0.16319948
23.2889849 0.1538357 0.16319951
23.2961658 0.15384826 0.16319953
23.3033468 0.15386083 0.16319955
23.3105277 0.1538734 0.16319957
23.3177087 0.15388598 0.16319959
23.3248897 0.15389857 0.16319961
23.3320706 0.15391115 0.16319964
23.3392516 0.15392374 0.16319966
23.3464325 0.15393633 0.16319968
23.3536135 0.15394893 0.1631997
23.3607945 0.15396153 0.16319972
23.3679754 0.15397413 0.16319974
23.3751564 0.15398674 0.16319977
23.3823373 0.15399934 0.16319979
23.3895183 0.15401195 0.16319981
23.3966993 0.15402456 0.16319983
23.4038802 0.15403718 0.16319985
23.4110612 0.15404979 0.16319987
23.4182421 0.15406241 0.16319989
23.4254231 0.15407503 0.16319992
23.432604 0.15408765 0.16319994
23.439785 0.15410027 0.16319996
23.446966 0.1541129 0.16319998
23.4541469 0.15412552 0.1632
23.4613279 0.15413815 0.16320002
23.4685088 0.15415077 0.16320004
23.4756898 0.1541634 0.16320006
23.4828708 0.15417603 0.16320008
23.4900517 0.15418866 0.16320011
23.4972327 0.15420128 0.16320013
23.5044136 0.15421391 0.16320015
23.5115946 0.15422654 0.16320017
23.5187756 0.15423917 0.16320019
23.5259565 0.1542518 0.16320021
23.5331375 0.15426443 0.16320023
23.5403184 0.15427706 0.16320025
23.5474994 0.15428969 0.16320027
23.5546804 0.15430231 0.16320029
23.5618613 0.15431494 0.16320031
23.5690423 0.15432757 0.16320033
23.5762232 0.15434019 0.16320036
23.5834042 0.15435282 0.16320038
23.5905852 0.15436544 0.1632004
23.5977661 0.15437806 0.16320042
23.6049471 0.15439068 0.16320044
23.612128 0.1544033 0.16320046
23.619309 0.15441592 0.16320048
23.6264899 0.15442854 0.1632005
23.6336709 0.15444116 0.16320052
23.6408519 0.15445377 0.16320054
23.6480328 0.15446639 0.16320056
23.6552138 0.154479 0.16320058
23.6623947 0.15449161 0.1632006
23.6695757 0.15450422 0.16320062
23.6767567 0.15451682 0.16320064
23.6839376 0.15452943 0.16320066
23.6911186 0.15454203 0.16320068
23.6982995 0.15455463 0.1632007
23.7054805 0.15456722 0.16320072
23.7126615 0.15457982 0.16320074
23.7198424 0.15459241 0.16320076
23.7270234 0.154605 0.16320078
23.7342043 0.15461759 0.1632008
23.7413853 0.15463018 0.16320082
23.7485663 0.15464276 0.16320084
23.7557472 0.15465534 0.16320086
23.7629282 0.15466792 0.16320088
23.7701091 0.1546805 0.1632009
23.7772901 0.15469307 0.16320092
23.7844711 0.15470564 0.16320094
23.791652 0.15471821 0.16320096
23.798833 0.15473077 0.16320097
23.8060139 0.15474333 0.16320099
23.8131949 0.15475589 0.16320101
23.8203758 0.15476844 0.16320103
23.8275568 0.154781 0.16320105
23.8347378 0.15479354 0.16320107
23.8419187 0.15480609 0.16320109
23.8490997 0.15481863 0.16320111
23.8562806 0.15483117 0.16320113
23.8634616 0.15484371 0.16320115
23.8706426 0.15485624 0.16320117
23.8778235 0.15486877 0.16320118
23.8850045 0.15488129 0.1632012
23.8921854 0.15489381 0.16320122
23.8993664 0.15490633 0.16320124
23.9065474 0.15491885 0.16320126
23.9137283 0.15493136 0.16320128
23.9209093 0.15494386 0.1632013
23.9280902 0.15495637 0.16320132
23.9352712 0.15496887 0.16320133
23.9424522 0.15498136 0.16320135
23.9496331 0.15499385 0.16320137
23.9568141 0.15500634 0.16320139
23.963995 0.15501883 0.16320141
23.971176 0.15503131 0.16320143
23.978357 0.15504378 0.16320144
23.9855379 0.15505625 0.16320146
23.9927189 0.15506872 0.16320148
23.9998998 0.15508119 0.1632015
24.0070808 0.15509365 0.16320152
24.0142618 0.1551061 0.16320153
24.0214427 0.15511855 0.16320155
24.0286237 0.155131 0.16320157
24.0358046 0.15514345 0.16320159
24.0429856 0.15515588 0.16320161
24.0501665 0.15516832 0.16320162
24.0573475 0.15518075 0.16320164
24.0645285 0.15519318 0.16320166
24.0717094 0.1552056 0.16320168
24.0788904 0.15521802 0.16320169
24.0860713 0.15523043 0.16320171
24.0932523 0.15524284 0.16320173
24.1004333 0.15525524 0.16320175
24.1076142 0.15526764 0.16320176
24.1147952 0.15528004 0.16320178
24.1219761 0.15529243 0.1632018
24.1291571 0.15530481 0.16320182
24.1363381 0.1553172 0.16320183
24.143519 0.15532957 0.16320185
24.1507 0.15534194 0.16320187
24.1578809 0.15535431 0.16320189
24.1650619 0.15536668 0.1632019
24.1722429 0.15537903 0.16320192
24.1794238 0.15539139 0.16320194
24.1866048 0.15540374 0.16320195
24.1937857 0.15541608 0.16320197
24.2009667 0.15542842 0.16320199
24.2081477 0.15544075 0.163202
