 R   <X|H|X>   <A|H|A> 
0.0 9.979623460278175 9.998737158346968
0.01 9.849656264801213 9.868820040075867
0.02 9.719204916995851 9.738415557255669
0.03 9.588461323090499 9.60771761249121
0.04 9.457618346365479 9.476919011938952
0.05 9.326868764676698 9.346212478516748
0.06 9.196405416022435 9.215790793813312
0.07 9.066421138275317 9.085846739321449
0.08 8.937108769180611 8.956573096436827
0.09 8.808661146355346 8.828162646457633
0.1 8.681271107288369 8.700808170585157
0.11 8.55513148934114 8.57470244992512
0.12 8.430435129749245 8.450038265489754
0.13 8.307374865624613 8.327008398200574
0.14 8.186143533958269 8.205805628891712
0.15 8.066933971623621 8.086622738313821
0.16 7.9499390153801865 7.969652507138392
0.17 7.835351501877725 7.855087715962508
0.18 7.723364267660636 7.743121145313898
0.19 7.614170149172614 7.633945575656245
0.2 7.507961982761498 7.527753787394707
0.21000000000000002 7.404824314552363 7.424630336959125
0.22 7.3044085301000985 7.324226885017655
0.22999999999999998 7.206257724866135 7.226086868205194
0.24 7.109914994367964 7.129753723042986
0.25 7.014923434186011 7.034770885941672
0.26 6.920826151657948 6.940681804844779
0.27 6.827166264543965 6.8470299378922075
0.27999999999999997 6.733486821762908 6.75335867447622
0.29 6.639330921085401 6.659211452457638
0.3 6.544241660254807 6.564131709476094
0.3090909090909091 6.456714912737121 6.476612712575517
0.3181818181818182 6.368370588079853 6.388265873573867
0.32727272727272727 6.279540083623104 6.2994113558360745
0.33636363636363636 6.190554793674422 6.210369325570895
0.34545454545454546 6.101746109449305 6.121459951892482
0.35454545454545455 6.0134454190110604 6.0330034068841885
0.36363636363636365 5.925984107209958 5.94531986566468
0.37272727272727274 5.839693555621503 5.858729506456188
0.38181818181818183 5.754905142483701 5.773552510654938
0.39090909090909093 5.671950242633255 5.690109062903711
0.4 5.591160227440492 5.608719351166467
0.41000000000000003 5.505063462281408 5.521828303631391
0.42000000000000004 5.421686133949665 5.4375364014400125
0.43 5.3407271323733125 5.355570242380866
0.44 5.261885411849968 5.275656472532907
0.45 5.184859934593276 5.197521729285395
0.46 5.109349670959891 5.120892641168688
0.47000000000000003 5.035053599678301 5.045495827676138
0.48 4.961670708079979 4.971057899077221
0.49 4.888899992333404 4.897305456222086
0.5 4.816440457681501 4.823965090337581
0.5193548387096774 4.676373704553004 4.682541123099464
0.5290322580645161 4.606451084203944 4.6121045601394375
0.5387096774193548 4.536653723246141 4.5418946113513154
0.5483870967741935 4.46702019257606 4.47194353553592
0.5580645161290323 4.397589060976706 4.402283592707574
0.567741935483871 4.328398895114464 4.332947044172001
0.5774193548387097 4.259488259534059 4.263966152604545
0.5870967741935484 4.190895716651498 4.195373182128716
0.5967741935483871 4.122659826744841 4.127200398394953
0.6064516129032258 4.054819147942676 4.059480068659603
0.6161290322580645 3.9874122076512997 3.9922444332350544
0.6258064516129033 3.9204775917292527 3.9255257949706217
0.635483870967742 3.8540538612955815 3.8593564359749317
0.6451612903225806 3.788179562336049 3.7937686273373603
0.6548387096774193 3.7228932391307445 3.7287946426907665
0.6645161290322581 3.658233434174192 3.6644667582386585
0.6741935483870968 3.5942386880947828 3.6008172527850695
0.6838709677419355 3.53094753957349 3.5378784077672085
0.6935483870967742 3.468398525261828 3.4756825072908835
0.7032258064516129 3.4066301796989857 3.4142618381687693
0.7129032258064516 3.3456810065878257 3.3536486612182297
0.7225806451612904 3.285589536540692 3.293875269325464
0.7322580645161291 3.2263943520356406 3.2349740126671707
0.7419354838709677 3.1681339716240915 3.176977182621922
0.7516129032258065 3.110846912380358 3.119917074572758
0.7612903225806452 3.054571689705902 3.0638259878571215
0.7709677419354839 2.999346817138019 3.008736225725772
0.7806451612903226 2.9452108061629314 2.954680095310722
0.7903225806451614 2.8922021660331376 2.9016899076021736
0.8 2.8403594035889563 2.849797977434508
0.81 2.7880383668859055 2.797350842486702
0.8200000000000001 2.7369504006357666 2.7460650533031083
0.8300000000000001 2.6870426148510056 2.6958947992539213
0.8400000000000001 2.6382620912197687 2.646794235662107
0.8500000000000001 2.590555915038564 2.5987175157638718
0.86 2.543871175188975 2.5516187905200827
0.87 2.498154964126846 2.505452208434327
0.88 2.4533543778832096 2.460171915376791
0.89 2.4094165160762757 2.4157320544131338
0.9 2.3662884819338803 2.372086765637627
0.91 2.3239173824808566 2.3291901861650426
0.92 2.282250364733713 2.2869964861700836
0.93 2.2412344900836914 2.24545974289078
0.9400000000000001 2.200816880640941 2.204534086966091
0.95 2.1609446617384775 2.1641736446280326
0.96 2.1215649620737147 2.124332537612529
0.97 2.082624913852905 2.084964883065395
0.98 2.0440716529387504 2.046024793443314
0.99 2.0058523190014186 2.0074663764097207
1.0 1.9679140556732715 1.9692437347254812
1.01 1.930216907769904 1.931322231637188
1.02 1.8927724973853697 1.893712275854693
1.03 1.8556053750809425 1.8564355741876373
1.04 1.818740069767852 1.8195138138618074
1.05 1.7822011087260141 1.7829686826717248
1.06 1.7460130180059823 1.746821869453791
1.07 1.7102003223947342 1.7110950641249956
1.08 1.674787545381898 1.6758099577250936
1.0899999999999999 1.6397992091261633 1.64098824246206
1.1 1.6052598344216373 1.606651611760689
1.1099999999999999 1.5711939406638809 1.5728217603141696
1.1199999999999999 1.53762590119134 1.5395202392056553
1.13 1.504580435603141 1.5067689492798315
1.14 1.4720820518205602 1.4745895823397517
1.15 1.440155248708773 1.4430038241539778
1.16 1.4088245261355994 1.4120333646360195
1.17 1.3781143846389885 1.381699897619111
1.18 1.3480493251101844 1.3520251206518987
1.19 1.318653848492301 1.3230307348147625
1.2 1.2899524554939776 1.2947384445564756
1.2193548387096773 1.236415712265851 1.2420081388163662
1.229032258064516 1.2106212274622683 1.2166221426150738
1.238709677419355 1.1854571146476742 1.1918689344188065
1.2483870967741935 1.160909141253198 1.1677334594607804
1.2580645161290323 1.1369630772762078 1.1442006665410565
1.2677419354838708 1.1136046948700162 1.121255507656129
1.2774193548387096 1.0908197679674503 1.098882937663681
1.2870967741935484 1.0685940719359606 1.0770679139801658
1.296774193548387 1.0469133832619928 1.0557953963089626
1.3064516129032258 1.0257634792624863 1.035050346396993
1.3161290322580645 1.0051300716610707 1.0148176606409958
1.3258064516129031 0.9849989858815577 0.9950823520382119
1.335483870967742 0.9653560633918877 0.9758294514439492
1.3451612903225807 0.9461870704620307 0.9570439148008091
1.3548387096774193 0.9274777750584823 0.9387107012026541
1.364516129032258 0.9092139464785951 0.9208147725866564
1.3741935483870968 0.8913813550151574 0.9033410934573535
1.3838709677419354 0.873965771648844 0.8862746306404086
1.3935483870967742 0.8569529677663159 0.8696003530639758
1.403225806451613 0.8403287149018511 0.853303231565666
1.4129032258064516 0.8240787795274469 0.8373682336281761
1.4225806451612903 0.8081889209944256 0.8217803213163247
1.432258064516129 0.7926449407365486 0.8065245018355709
1.4419354838709677 0.7774326043508858 0.791585747759152
1.4516129032258065 0.7625376772217172 0.776949033572441
1.461290322580645 0.7479459243430358 0.7625993355792947
1.4709677419354839 0.7336431101530919 0.7485216318238952
1.4806451612903226 0.719614996505115 0.734700900023591
1.4903225806451612 0.7058473490774152 0.7211221245169811
1.5 0.692325929838439 0.7077702883422502
1.509993076923077 0.6786089103975858 0.6942076031937583
1.5199861538461539 0.6651364258440311 0.680868921354305
1.5299792307692308 0.6519056423709827 0.6677522721648268
1.5399723076923078 0.6389137305323036 0.6548556881770083
1.5499653846153847 0.6261578538398214 0.6421771937963497
1.5599584615384616 0.6136351778328529 0.6297148142203883
1.5699515384615386 0.6013428726100679 0.6174665778851571
1.5799446153846155 0.5892781085214781 0.6054305121331753
1.5899376923076922 0.5774380562181723 0.5936046431987216
1.5999307692307692 0.5658198845265595 0.5819869937751051
1.609923846153846 0.5544207661733511 0.5705755892745268
1.619916923076923 0.5432378765529158 0.5593684564245238
1.62991 0.532268386985272 0.5483636156713355
1.639903076923077 0.5215094697216217 0.5375590866347192
1.6498961538461538 0.510958297969365 0.5269528880454218
1.6598892307692308 0.5006120377725761 0.5165430291172142
1.6698823076923077 0.49046785877257876 0.5063275207289772
1.6798753846153847 0.48052296802722877 0.49630441094383887
1.6898684615384614 0.47077453595990537 0.486471707027353
1.6998615384615383 0.4612197360164313 0.47682741698412817
1.7098546153846153 0.4518557444508515 0.4673695492177805
1.7198476923076922 0.44267973713003506 0.45809610904830794
1.7298407692307691 0.4336888704796251 0.4490050785189679
1.739833846153846 0.42488037845008125 0.4400945182738538
1.749826923076923 0.41625143805867726 0.43136242602251623
1.75982 0.4077992307737284 0.422806800875805
1.7698130769230769 0.39952094211627653 0.41442564276677335
1.7798061538461538 0.39141376131602995 0.40621695191683893
1.7897992307692308 0.38347487136878977 0.39817871781531605
1.7997923076923077 0.3757014837973591 0.39030895693468165
1.8097853846153846 0.3680907959237104 0.3826056659848862
1.8197784615384616 0.36064000714128164 0.37506683938659663
1.8297715384615383 0.3533463201816541 0.3676904704227405
1.8397646153846152 0.34620694093243465 0.360474550794608
1.8497576923076922 0.3392190812070967 0.3534170725607553
1.859750769230769 0.332379948699846 0.3465160197017
1.869743846153846 0.3256867576567727 0.33976937644707134
1.879736923076923 0.3191367264282936 0.3331751249634809
1.88973 0.31272707609805545 0.3267312439096854
1.89691 0.30820277309705824 0.3221877727464943
1.9005 0.30595992523385335 0.319935511462338
1.90409 0.3037292249397456 0.3176953484173342
1.9064833333333333 0.3022491672486339 0.31620905398147725
1.9088766666666668 0.30077479296606807 0.3147285061098383
1.91127 0.2993060342547156 0.31325361870520324
1.91845 0.2949330446760899 0.30886244169185106
1.9193475 0.29438992158330357 0.3083170707924669
1.920245 0.2938475752431766 0.3077724830631277
1.9211425 0.29330600542606744 0.3072286781754973
1.92204 0.29276521190249455 0.3066856558013962
1.9229375 0.292225194443133 0.30614341561279856
1.923835 0.2916859528188127 0.3056019572818294
1.9247325 0.29114748680051505 0.3050612804807622
1.92563 0.2906097961593706 0.3045213848820156
1.92922 0.2884667718507102 0.3023695976148296
1.93281 0.2863360696125301 0.3002302212895058
1.9364 0.2842176210646249 0.2981031848860314
1.93999 0.28211140556104614 0.295988465587306
1.94358 0.2800174060893405 0.293886043264047
1.94717 0.27793557221092685 0.2917958601266967
1.95076 0.27586584554534777 0.2897178501807533
1.95435 0.2738081694117917 0.2876519523203433
1.96154 0.269723152333483 0.28355063112731954
1.96872 0.26569158934197046 0.279502936507117
1.9759 0.26170735829587555 0.27550264674575503
1.98308 0.2577702763939175 0.2715494962729368
1.99026 0.2538799331313579 0.26764297778691615
1.99744 0.2500359422070695 0.26378259978313495
2.00462 0.24623808724645455 0.25996800614493687
2.0118 0.24248592201399147 0.25619863759252554
2.01898 0.23877924848127674 0.2524741312848178
2.02616 0.2351177135993825 0.24879398744755654
2.03335 0.23149586286262216 0.2451525432582977
2.04053 0.22792374817350125 0.241559718995577
2.04771 0.22439594927034284 0.23800986317544753
2.05489 0.2209122971645515 0.23450260200978137
2.06207 0.217472523183699 0.23103741155076682
2.06925 0.21407636254613313 0.22761376470173497
2.07643 0.21072372407560336 0.22423130997244659
2.08361 0.20741436350990197 0.2208894756194299
2.09079 0.20414821583135812 0.21758787832380797
2.09797 0.20092512666990583 0.21432600635569815
2.10515 0.19774504764467635 0.21110345409662587
2.11234 0.19460367740712503 0.207915424383503
2.11952 0.19150965694232025 0.20477027061241418
2.1267 0.1884586723727956 0.2016631797985845
2.13388 0.18545069070623543 0.19859361659262173
2.14106 0.18248585834040998 0.19556124025684538
2.14824 0.17956422232322677 0.19256559737556084
2.15542 0.17668581393808225 0.18960620579465887
2.1626 0.17385082891512108 0.1866827588721868
2.16978 0.17105925476700595 0.18379476828966723
2.17696 0.16831122679654847 0.1809419027435764
2.18415 0.16560293308354684 0.17811981460082632
2.19133 0.16294180031801841 0.17533588923347673
2.19851 0.16032389937832928 0.17258584778263059
2.19866164 0.16026907346245853 0.17252812902481848
2.19881328 0.16021426665042962 0.17247042512193891
2.19896492 0.1601594789400227 0.17241273607175955
2.19911656 0.16010471032901755 0.17235506187204855
2.1992682 0.1600499608151944 0.17229740252057496
2.19941984 0.15999523039633265 0.17223975801510802
2.19957148 0.15994051907021178 0.1721821283534176
2.19972312 0.15988582683461117 0.1721245135332742
2.19987476 0.15983115368730963 0.1720669135524488
2.2000264 0.15977649962608656 0.17200932840871336
2.2000725 0.15975988805529123 0.17199182491878318
2.2001185 0.159743314276239 0.17197436076392184
2.2001645 0.15972674225318279 0.17195689797405836
2.2002106 0.15971013596565375 0.17193939859099816
2.2002566 0.15969356745822103 0.17192193853391138
2.2003026 0.1596770007065982 0.1719044798416358
2.2003487 0.15966039970177529 0.17188698456488413
2.2003947 0.15964383646540323 0.1718695286050117
2.2004407 0.1596272749846547 0.1718520740097638
2.2004867 0.15961071525946818 0.17183462077907885
2.2005328 0.1595941212961073 0.171817130975541
2.2005788 0.15957756508567417 0.1717996804767609
2.2006248 0.1595610106306169 0.17178223134235696
2.2006709 0.15954442194865515 0.17176474564381813
2.2007169 0.15952787100797844 0.1717472992409457
2.2007629 0.15951132182249125 0.17172985420226314
2.200809 0.1594947384213684 0.17171237260816216
2.200855 0.1594781927498891 0.17169493030063782
2.200901 0.1594616488334128 0.1716774893571165
2.2009471 0.15944507071256855 0.17166001186689256
2.2009931 0.15942853030972742 0.1716425736541564
2.2010391 0.15941199166170306 0.17162513680523694
2.2010852 0.15939541882057703 0.17160766341832917
2.2011312 0.15937888368581493 0.17159022929982173
2.2011772 0.15936235030568327 0.17157279654494456
2.2012233 0.15934578274371508 0.17155532726079223
2.2012693 0.1593292528764728 0.17153789723595408
2.2013153 0.15931272476367464 0.17152046857455988
2.2013614 0.15929616248030376 0.17150300339260247
2.2014074 0.15927963788002203 0.17148557746087423
2.2014534 0.1592631150339982 0.17146815289240377
2.2014994 0.15924659394217056 0.17145072968712927
2.2015455 0.1592300386947838 0.17143326997290353
2.2015915 0.15921352111497492 0.17141584949679756
2.2016375 0.159197005289176 0.1713984303837015
2.2016836 0.15918045531907885 0.17138097477036332
2.2017296 0.1591639430049256 0.17136355838606293
2.2017756 0.1591474324445959 0.1713461433645863
2.2018217 0.15913088775122783 0.17132869185157554
2.2018677 0.1591143807021708 0.17131127955852193
2.2019137 0.15909787540675097 0.17129386862810578
2.2019598 0.15908133598955143 0.1712764212148626
2.2020058 0.15906483420503137 0.17125901301249713
2.2020518 0.15904833417396178 0.17124160617258277
2.2020979 0.1590318000323699 0.17122416285854714
2.2021439 0.1590153035118272 0.17120675874631108
2.2021899 0.15899880874454866 0.17118935599634008
2.202236 0.15898227987800373 0.17117191678095234
2.202282 0.15896578862087882 0.17115451675828708
2.202328 0.1589492991168317 0.171137118097701
2.2023741 0.15893277552477306 0.17111968298040156
2.2024201 0.15891628953050638 0.17110228704674887
2.2024661 0.15889980528913114 0.17108489247498937
2.2025121 0.15888332280058542 0.17106749926506132
2.2025582 0.15886680623902985 0.17105006961002037
2.2026042 0.15885032725976672 0.17103267912652917
2.2026502 0.1588338500331469 0.17101529000468366
2.2026963 0.158817338744769 0.17099786444642584
2.2027423 0.15880086502705848 0.170980478050645
2.2027883 0.15878439306180467 0.17096309301632395
2.2028344 0.1587678870460436 0.1709456715542901
2.2028804 0.15875141858932595 0.17092828924566172
2.2029264 0.1587349518848786 0.1709109082983073
