 R   <X|C|X>   <X|C|A>   <A|C|X>   <A|C|A>
6.1077572 -0.07857073819451386 -0.9968742042367168 0.9968742042367165 -0.07857073819451364
6.1078032 -0.07859068826678492 -0.9968726352010207 0.9968726352010203 -0.0785906882667847
6.1078492 -0.07861064871121774 -0.996871064969201 0.9968710649692006 -0.07861064871121752
6.1078953 -0.07863066296211547 -0.9968694901225051 0.9968694901225048 -0.07863066296211525
6.1079413 -0.078650644197933 -0.9968679174919381 0.9968679174919378 -0.07865064419793277
6.1079873 -0.07867063583041409 -0.996866343661347 0.9968663436613466 -0.07867063583041387
6.1080334 -0.07869068136176689 -0.9968647652041348 0.9968647652041345 -0.07869068136176667
6.1080794 -0.078710693834762 -0.9968631889669628 0.9968631889669625 -0.07871069383476177
6.1081254 -0.07873071672899414 -0.9968616115258423 0.996861611525842 -0.07873071672899393
6.1081715 -0.07875079361473594 -0.9968600294463069 0.9968600294463066 -0.07875079361473572
6.1082175 -0.07877083739875418 -0.9968584495907251 0.9968584495907248 -0.07877083739875396
6.1082635 -0.07879089162865463 -0.9968568685272469 0.9968568685272465 -0.07879089162865441
6.1083096 -0.07881099994293539 -0.9968552828135105 0.9968552828135102 -0.07881099994293518
6.1083556 -0.0788310751120379 -0.9968536993276433 0.996853699327643 -0.07883107511203767
6.1084016 -0.07885116075173983 -0.9968521146299084 0.9968521146299081 -0.0788511607517396
6.1084477 -0.0788713005689263 -0.9968505252700229 0.9968505252700226 -0.07887130056892608
6.1084937 -0.07889140719739088 -0.9968489381419242 0.9968489381419239 -0.07889140719739066
6.1085397 -0.07891152432124453 -0.9968473497979633 0.996847349797963 -0.0789115243212443
6.1085858 -0.07893169571592137 -0.9968457567799093 0.9968457567799089 -0.07893169571592115
6.1086318 -0.07895183387824363 -0.9968441659975629 0.9968441659975625 -0.07895183387824341
6.1086778 -0.07897198797101199 -0.9968425697840778 0.9968425697840775 -0.07897198797101178
6.1087239 -0.07899219659511572 -0.9968409687545643 0.996840968754564 -0.07899219659511551
6.1087699 -0.07901237182132391 -0.9968393700595047 0.9968393700595044 -0.0790123718213237
6.1088159 -0.07903255748420798 -0.9968377702249873 0.996837770224987 -0.07903255748420777
6.1088619 -0.07905275359317489 -0.9968361692488168 0.9968361692488165 -0.07905275359317468
