 R   <X|H|A> 
0.0 -0.0022771245387174233
0.01 -0.0024607921001117417
0.02 -0.0026258255147678655
0.03 -0.0027686083896388824
0.04 -0.0028904916402197056
0.05 -0.0029928369444414127
0.06 -0.0030770169965390615
0.07 -0.003144415766530795
0.08 -0.0031964287656923718
0.09 -0.003234463318409375
0.1 -0.003259937513542255
0.11 -0.0032742825577479207
0.12 -0.003278945915369258
0.13 -0.003275384875773224
0.14 -0.003265070003936388
0.15 -0.0032494854658143835
0.16 -0.003230129361121492
0.17 -0.0032085140640605303
0.18 -0.00318616657254861
0.19 -0.0031646288664871625
0.2 -0.00314545827561441
0.21000000000000002 -0.003129876002982368
0.22 -0.003117702533685651
0.22999999999999998 -0.0031084052087055336
0.24 -0.0031014506021656563
0.25 -0.0030962954771274753
0.26 -0.003092391140990469
0.27 -0.00308918330152419
0.27999999999999997 -0.0030861119196200493
0.29 -0.0030826110584685207
0.3 -0.0030781087288800912
0.3090909090909091 -0.0030727927398857546
0.3181818181818182 -0.003066529963628828
0.32727272727272727 -0.003059681903210709
0.33636363636363636 -0.0030526132529010708
0.34545454545454546 -0.003045687923075413
0.35454545454545455 -0.0030392853340766024
0.36363636363636365 -0.003033781616520015
0.37272727272727274 -0.0030295568576715892
0.38181818181818183 -0.003026995197116078
0.39090909090909093 -0.0030264849248319847
0.4 -0.003028418581855319
0.41000000000000003 -0.003033544152323653
0.42000000000000004 -0.0030408465755472625
0.43 -0.0030490522919182084
0.44 -0.0030568726806832203
0.45 -0.003063003638239248
0.46 -0.0030661232775702207
0.47000000000000003 -0.0030648958125416015
0.48 -0.0030579703899809574
0.49 -0.003043976318625241
0.5 -0.003021525104137779
0.5193548387096774 -0.002951358899558554
0.5290322580645161 -0.002904021946894819
0.5387096774193548 -0.0028493820148807747
0.5483870967741935 -0.0027880981483704437
0.5580645161290323 -0.002720837130362752
0.567741935483871 -0.00264827370232118
0.5774193548387097 -0.0025710911461245822
0.5870967741935484 -0.0024899811715489717
0.5967741935483871 -0.0024056426566358424
0.6064516129032258 -0.002318784621774761
0.6161290322580645 -0.002230125260215654
0.6258064516129033 -0.0021403922095512007
0.635483870967742 -0.0020503228338517587
0.6451612903225806 -0.0019606645169141235
0.6548387096774193 -0.0018721749670824184
0.6645161290322581 -0.0017856225341056908
0.6741935483870968 -0.0017017865384872377
0.6838709677419355 -0.001621457613789623
0.6935483870967742 -0.0015454380623526054
0.7032258064516129 -0.0014745437889827628
0.7129032258064516 -0.0014095992090660259
0.7225806451612904 -0.001351443960445231
0.7322580645161291 -0.0013009310972820487
0.7419354838709677 -0.0012589272971438303
0.7516129032258065 -0.0012263133130132053
0.7612903225806452 -0.0012039855100452468
0.7709677419354839 -0.0011928528524761395
0.7806451612903226 -0.00119384081323326
0.7903225806451614 -0.0012078916495668612
0.8 -0.0012359641518008002
0.81 -0.0012803635883786024
0.8200000000000001 -0.00133960444642095
0.8300000000000001 -0.001412499222985003
0.8400000000000001 -0.0014978421095454275
0.8500000000000001 -0.0015944086706732863
0.86 -0.0017009548927431617
0.87 -0.0018162164522856905
0.88 -0.0019389055940525202
0.89 -0.0020677157849546546
0.9 -0.002201321115970434
0.91 -0.0023383673410409533
0.92 -0.0024774758243380768
0.93 -0.0026172426421282313
0.9400000000000001 -0.0027562376499480623
0.95 -0.0028930035077113225
0.96 -0.003026054655961452
0.97 -0.003153872934940155
0.98 -0.0032749156357856635
0.99 -0.0033876099758043676
1.0 -0.0034903450760589427
1.01 -0.0035818554215926723
1.02 -0.0036623741998338954
1.03 -0.0037325213885590347
1.04 -0.00379292856700969
1.05 -0.0038442390452035624
1.06 -0.00388710852365437
1.07 -0.003922205589923705
1.08 -0.003950220451358982
1.0899999999999999 -0.0039718352161799975
1.1 -0.0039877622933313095
1.1099999999999999 -0.003998729225994813
1.1199999999999999 -0.004005478685471353
1.13 -0.004008769218915062
1.14 -0.004009376048689867
1.15 -0.004008102518590684
1.16 -0.004005745446857306
1.17 -0.004003133129220834
1.18 -0.004001118781920249
1.19 -0.004000576540951012
1.2 -0.004002402585007794
1.2193548387096773 -0.004014921749356387
1.229032258064516 -0.0040256997831275565
1.238709677419355 -0.0040394354934742555
1.2483870967741935 -0.004056089322626286
1.2580645161290323 -0.004075621191132944
1.2677419354838708 -0.0040979905162137065
1.2774193548387096 -0.004123156275593551
1.2870967741935484 -0.004151076941901324
1.296774193548387 -0.004181710531298621
1.3064516129032258 -0.004215014284945584
1.3161290322580645 -0.00425094587019649
1.3258064516129031 -0.004289461930482921
1.335483870967742 -0.00433051852438214
1.3451612903225807 -0.004374071725297191
1.3548387096774193 -0.004420076366855416
1.364516129032258 -0.004468486488390516
1.3741935483870968 -0.004519256685104722
1.3838709677419354 -0.004572340893865504
1.3935483870967742 -0.004627695896958758
1.403225806451613 -0.004685267405484694
1.4129032258064516 -0.0047450088783660554
1.4225806451612903 -0.004806872491920591
1.432258064516129 -0.0048708111721530445
1.4419354838709677 -0.004936771280748126
1.4516129032258065 -0.005004700454071906
1.461290322580645 -0.005074546654643158
1.4709677419354839 -0.005146255048370352
1.4806451612903226 -0.005219770145020106
