R
4.3156015000e+00
4.3156475000e+00
4.3156936000e+00
4.3157396000e+00
4.3157856000e+00
4.3158316000e+00
4.3158777000e+00
4.3159237000e+00
4.3159697000e+00
4.3160158000e+00
4.3160618000e+00
4.3161078000e+00
4.3161539000e+00
4.3161999000e+00
4.3162459000e+00
4.3162920000e+00
4.3163380000e+00
4.3163840000e+00
4.3164301000e+00
4.3164761000e+00
4.3165221000e+00
4.3165682000e+00
4.3166142000e+00
4.3166602000e+00
4.3167063000e+00
4.3167523000e+00
4.3167983000e+00
4.3168443000e+00
4.3168904000e+00
4.3169364000e+00
4.3169824000e+00
4.3170285000e+00
4.3170745000e+00
4.3171205000e+00
4.3171666000e+00
4.3172126000e+00
4.3172586000e+00
4.3173047000e+00
4.3173507000e+00
4.3173967000e+00
4.3174428000e+00
4.3174888000e+00
4.3175348000e+00
4.3175809000e+00
4.3176269000e+00
4.3176729000e+00
4.3177190000e+00
4.3177650000e+00
4.3178110000e+00
4.3178570000e+00
4.3179031000e+00
4.3179491000e+00
4.3179951000e+00
4.3180412000e+00
4.3180872000e+00
4.3181332000e+00
4.3181793000e+00
4.3182253000e+00
4.3182713000e+00
4.3183174000e+00
4.3183634000e+00
4.3184094000e+00
4.3184555000e+00
4.3185015000e+00
4.3185475000e+00
4.3185936000e+00
4.3186396000e+00
4.3186856000e+00
4.3187316000e+00
4.3187777000e+00
4.3188237000e+00
4.3188697000e+00
4.3189158000e+00
4.3189618000e+00
4.3190078000e+00
4.3190539000e+00
4.3190999000e+00
4.3191459000e+00
4.3191920000e+00
4.3192380000e+00
4.3192840000e+00
4.3193301000e+00
4.3193761000e+00
4.3194221000e+00
4.3194682000e+00
4.3195142000e+00
4.3195602000e+00
4.3196063000e+00
4.3196523000e+00
4.3196983000e+00
4.3197443000e+00
4.3197904000e+00
4.3198364000e+00
4.3198824000e+00
4.3199285000e+00
4.3199745000e+00
4.3200205000e+00
4.3200666000e+00
4.3201126000e+00
4.3201586000e+00
4.3202047000e+00
4.3202507000e+00
4.3202967000e+00
4.3203428000e+00
4.3203888000e+00
4.3204348000e+00
4.3204809000e+00
4.3205269000e+00
4.3205729000e+00
4.3206190000e+00
4.3206650000e+00
4.3207110000e+00
4.3207570000e+00
4.3208031000e+00
4.3208491000e+00
4.3208951000e+00
4.3209412000e+00
4.3209872000e+00
4.3210332000e+00
4.3210793000e+00
4.3211253000e+00
4.3211713000e+00
4.3212174000e+00
4.3212634000e+00
4.3213094000e+00
4.3213555000e+00
4.3214015000e+00
4.3214475000e+00
4.3214936000e+00
4.3215396000e+00
4.3215856000e+00
4.3216317000e+00
4.3216777000e+00
4.3217237000e+00
4.3217697000e+00
4.3218158000e+00
4.3218618000e+00
4.3219078000e+00
4.3219539000e+00
4.3219999000e+00
4.3220459000e+00
4.3220920000e+00
4.3221380000e+00
4.3221840000e+00
4.3222301000e+00
4.3222761000e+00
4.3223221000e+00
4.3223682000e+00
4.3224142000e+00
4.3224602000e+00
4.3225063000e+00
4.3225523000e+00
4.3225983000e+00
4.3226444000e+00
4.3226904000e+00
4.3227364000e+00
4.3227824000e+00
4.3228285000e+00
4.3228745000e+00
4.3229205000e+00
4.3229666000e+00
4.3230126000e+00
4.3230586000e+00
4.3231047000e+00
4.3231507000e+00
4.3231967000e+00
4.3232428000e+00
4.3232888000e+00
4.3233348000e+00
4.3233809000e+00
4.3234269000e+00
4.3234729000e+00
4.3235190000e+00
4.3235650000e+00
4.3236110000e+00
4.3236571000e+00
4.3237031000e+00
4.3237491000e+00
4.3237951000e+00
4.3238412000e+00
4.3238872000e+00
4.3239332000e+00
4.3239793000e+00
4.3240253000e+00
4.3240713000e+00
4.3241174000e+00
4.3241634000e+00
4.3242094000e+00
4.3242555000e+00
4.3243015000e+00
4.3243475000e+00
4.3243936000e+00
4.3244396000e+00
4.3244856000e+00
4.3245317000e+00
4.3245777000e+00
4.3246237000e+00
4.3246698000e+00
4.3247158000e+00
4.3247618000e+00
4.3248078000e+00
4.3248539000e+00
4.3248999000e+00
4.3249459000e+00
4.3249920000e+00
4.3250380000e+00
4.3250840000e+00
4.3251301000e+00
4.3251761000e+00
4.3252221000e+00
4.3252682000e+00
4.3253142000e+00
4.3253602000e+00
4.3254063000e+00
4.3254523000e+00
4.3254983000e+00
4.3255444000e+00
4.3255904000e+00
4.3256364000e+00
4.3256824000e+00
4.3257285000e+00
4.3257745000e+00
4.3258205000e+00
4.3258666000e+00
4.3259126000e+00
4.3259586000e+00
4.3260047000e+00
4.3260507000e+00
4.3260967000e+00
4.3261428000e+00
4.3261888000e+00
4.3262348000e+00
4.3262809000e+00
4.3263269000e+00
4.3263729000e+00
4.3264190000e+00
4.3264650000e+00
4.3265110000e+00
4.3265571000e+00
4.3266031000e+00
4.3266491000e+00
4.3266951000e+00
4.3267412000e+00
4.3267872000e+00
4.3268332000e+00
4.3268793000e+00
4.3269253000e+00
4.3269713000e+00
4.3270174000e+00
4.3270634000e+00
4.3271094000e+00
4.3271555000e+00
4.3272015000e+00
4.3272475000e+00
4.3272936000e+00
4.3273396000e+00
4.3273856000e+00
4.3274317000e+00
4.3274777000e+00
4.3275237000e+00
4.3275698000e+00
4.3276158000e+00
4.3276618000e+00
4.3277078000e+00
4.3277539000e+00
4.3277999000e+00
4.3278459000e+00
4.3278920000e+00
4.3279380000e+00
4.3279840000e+00
4.3280301000e+00
4.3280761000e+00
4.3281221000e+00
4.3281682000e+00
4.3282142000e+00
4.3282602000e+00
4.3283063000e+00
4.3283523000e+00
4.3283983000e+00
4.3284444000e+00
4.3284904000e+00
4.3285364000e+00
4.3285825000e+00
4.3286285000e+00
4.3286745000e+00
4.3287205000e+00
4.3287666000e+00
4.3288126000e+00
4.3288586000e+00
4.3289047000e+00
4.3289507000e+00
4.3289967000e+00
4.3290428000e+00
4.3290888000e+00
4.3291348000e+00
4.3291809000e+00
4.3292269000e+00
4.3292729000e+00
4.3293190000e+00
4.3293650000e+00
4.3294110000e+00
4.3294571000e+00
4.3295031000e+00
4.3295491000e+00
4.3295952000e+00
4.3296412000e+00
4.3296872000e+00
4.3297332000e+00
4.3297793000e+00
4.3298253000e+00
4.3298713000e+00
4.3299174000e+00
4.3299634000e+00
4.3300094000e+00
4.3300555000e+00
4.3301015000e+00
4.3301475000e+00
4.3301936000e+00
4.3302396000e+00
4.3302856000e+00
4.3303317000e+00
4.3303777000e+00
4.3304237000e+00
4.3304698000e+00
4.3305158000e+00
4.3305618000e+00
4.3306079000e+00
4.3306539000e+00
4.3306999000e+00
4.3307459000e+00
4.3307920000e+00
4.3308380000e+00
4.3308840000e+00
4.3309301000e+00
4.3309761000e+00
4.3310221000e+00
4.3310682000e+00
4.3311142000e+00
4.3311602000e+00
4.3312063000e+00
4.3312523000e+00
4.3312983000e+00
4.3313444000e+00
4.3313904000e+00
4.3314364000e+00
4.3314825000e+00
4.3315285000e+00
4.3315745000e+00
4.3316206000e+00
4.3316666000e+00
4.3317126000e+00
4.3317586000e+00
4.3318047000e+00
4.3318507000e+00
4.3318967000e+00
4.3319428000e+00
4.3319888000e+00
4.3320348000e+00
4.3320809000e+00
4.3321269000e+00
4.3321729000e+00
4.3322190000e+00
4.3322650000e+00
4.3323110000e+00
4.3323571000e+00
4.3324031000e+00
4.3324491000e+00
4.3324952000e+00
4.3325412000e+00
4.3325872000e+00
4.3326333000e+00
4.3326793000e+00
4.3327253000e+00
4.3327713000e+00
4.3328174000e+00
4.3328634000e+00
4.3329094000e+00
4.3329555000e+00
4.3330015000e+00
4.3330475000e+00
4.3330936000e+00
4.3331396000e+00
4.3331856000e+00
4.3332317000e+00
4.3332777000e+00
4.3333237000e+00
4.3333698000e+00
4.3334158000e+00
4.3334618000e+00
4.3335079000e+00
4.3335539000e+00
4.3335999000e+00
4.3336459000e+00
4.3336920000e+00
4.3337380000e+00
4.3337840000e+00
4.3338301000e+00
4.3338761000e+00
4.3339221000e+00
4.3339682000e+00
4.3340142000e+00
4.3340602000e+00
4.3341063000e+00
4.3341523000e+00
4.3341983000e+00
4.3342444000e+00
4.3342904000e+00
4.3343364000e+00
4.3343825000e+00
4.3344285000e+00
4.3344745000e+00
4.3345206000e+00
4.3345666000e+00
4.3346126000e+00
4.3346586000e+00
4.3347047000e+00
4.3347507000e+00
4.3347967000e+00
4.3348428000e+00
4.3348888000e+00
4.3349348000e+00
4.3349809000e+00
4.3350269000e+00
4.3350729000e+00
4.3351190000e+00
4.3351650000e+00
4.3352110000e+00
4.3352571000e+00
4.3353031000e+00
4.3353491000e+00
4.3353952000e+00
4.3354412000e+00
4.3354872000e+00
4.3355333000e+00
4.3355793000e+00
4.3356253000e+00
4.3356713000e+00
4.3357174000e+00
4.3357634000e+00
4.3358094000e+00
4.3358555000e+00
4.3359015000e+00
4.3359475000e+00
4.3359936000e+00
4.3360396000e+00
4.3360856000e+00
4.3361317000e+00
4.3361777000e+00
4.3362237000e+00
4.3362698000e+00
4.3363158000e+00
4.3363618000e+00
4.3364079000e+00
4.3364539000e+00
4.3364999000e+00
4.3365460000e+00
4.3365920000e+00
4.3366380000e+00
4.3366840000e+00
4.3367301000e+00
4.3367761000e+00
4.3368221000e+00
4.3368682000e+00
4.3369142000e+00
4.3369602000e+00
4.3370063000e+00
4.3370523000e+00
4.3370983000e+00
4.3371444000e+00
4.3371904000e+00
4.3372364000e+00
4.3372825000e+00
4.3373285000e+00
4.3373745000e+00
4.3374206000e+00
4.3374666000e+00
4.3375126000e+00
4.3375587000e+00
4.3376047000e+00
4.3376507000e+00
4.3376967000e+00
4.3377428000e+00
4.3377888000e+00
4.3378348000e+00
4.3378809000e+00
4.3379269000e+00
4.3379729000e+00
4.3380190000e+00
4.3380650000e+00
4.3381110000e+00
4.3381571000e+00
4.3382031000e+00
4.3382491000e+00
4.3382952000e+00
4.3383412000e+00
4.3383872000e+00
4.3384333000e+00
4.3384793000e+00
4.3385253000e+00
4.3385714000e+00
4.3386174000e+00
4.3386634000e+00
4.3387094000e+00
4.3387555000e+00
4.3388015000e+00
4.3388475000e+00
4.3388936000e+00
4.3389396000e+00
4.3389856000e+00
4.3390317000e+00
4.3390777000e+00
4.3391237000e+00
4.3391698000e+00
4.3392158000e+00
4.3392618000e+00
4.3393079000e+00
4.3393539000e+00
4.3393999000e+00
4.3394460000e+00
4.3394920000e+00
4.3395380000e+00
4.3395841000e+00
4.3396301000e+00
4.3396761000e+00
4.3397221000e+00
4.3397682000e+00
4.3398142000e+00
4.3398602000e+00
4.3399063000e+00
4.3399523000e+00
4.3399983000e+00
4.3400444000e+00
4.3400904000e+00
4.3401364000e+00
4.3401825000e+00
4.3402285000e+00
4.3402745000e+00
4.3403206000e+00
4.3403666000e+00
4.3404126000e+00
4.3404587000e+00
4.3405047000e+00
4.3405507000e+00
4.3405967000e+00
4.3406428000e+00
4.3406888000e+00
4.3407348000e+00
4.3407809000e+00
4.3408269000e+00
4.3408729000e+00
4.3409190000e+00
4.3409650000e+00
4.3410110000e+00
4.3410571000e+00
4.3411031000e+00
4.3411491000e+00
4.3411952000e+00
4.3412412000e+00
4.3412872000e+00
4.3413333000e+00
4.3413793000e+00
4.3414253000e+00
4.3414714000e+00
4.3415174000e+00
4.3415634000e+00
4.3416094000e+00
4.3416555000e+00
4.3417015000e+00
4.3417475000e+00
4.3417936000e+00
4.3418396000e+00
4.3418856000e+00
4.3419317000e+00
4.3419777000e+00
4.3420237000e+00
4.3420698000e+00
4.3421158000e+00
4.3421618000e+00
4.3422079000e+00
4.3422539000e+00
4.3422999000e+00
4.3423460000e+00
4.3423920000e+00
4.3424380000e+00
4.3424841000e+00
4.3425301000e+00
4.3425761000e+00
4.3426221000e+00
4.3426682000e+00
4.3427142000e+00
4.3427602000e+00
4.3428063000e+00
4.3428523000e+00
4.3428983000e+00
4.3429444000e+00
4.3429904000e+00
4.3430364000e+00
4.3430825000e+00
4.3431285000e+00
4.3431745000e+00
4.3432206000e+00
4.3432666000e+00
4.3433126000e+00
4.3433587000e+00
4.3434047000e+00
4.3434507000e+00
4.3434968000e+00
4.3435428000e+00
4.3435888000e+00
4.3436348000e+00
4.3436809000e+00
4.3437269000e+00
4.3437729000e+00
4.3438190000e+00
4.3438650000e+00
4.3439110000e+00
4.3439571000e+00
4.3440031000e+00
4.3440491000e+00
4.3440952000e+00
4.3441412000e+00
4.3441872000e+00
4.3442333000e+00
4.3442793000e+00
4.3443253000e+00
4.3443714000e+00
4.3444174000e+00
4.3444634000e+00
4.3445095000e+00
4.3445555000e+00
4.3446015000e+00
4.3446475000e+00
4.3446936000e+00
4.3447396000e+00
4.3447856000e+00
4.3448317000e+00
4.3448777000e+00
4.3449237000e+00
4.3449698000e+00
4.3450158000e+00
4.3450618000e+00
4.3451079000e+00
4.3451539000e+00
4.3451999000e+00
4.3452460000e+00
4.3452920000e+00
4.3453380000e+00
4.3453841000e+00
4.3454301000e+00
4.3454761000e+00
4.3455222000e+00
4.3455682000e+00
4.3456142000e+00
4.3456602000e+00
4.3457063000e+00
4.3457523000e+00
4.3457983000e+00
4.3458444000e+00
4.3458904000e+00
4.3459364000e+00
4.3459825000e+00
4.3460285000e+00
4.3460745000e+00
4.3461206000e+00
4.3461666000e+00
4.3462126000e+00
4.3462587000e+00
4.3463047000e+00
4.3463507000e+00
4.3463968000e+00
4.3464428000e+00
4.3464888000e+00
4.3465349000e+00
4.3465809000e+00
4.3466269000e+00
4.3466729000e+00
4.3467190000e+00
4.3467650000e+00
4.3468110000e+00
4.3468571000e+00
4.3469031000e+00
4.3469491000e+00
4.3469952000e+00
4.3470412000e+00
4.3470872000e+00
4.3471333000e+00
4.3471793000e+00
4.3472253000e+00
4.3472714000e+00
4.3473174000e+00
4.3473634000e+00
4.3474095000e+00
4.3474555000e+00
4.3475015000e+00
4.3475476000e+00
4.3475936000e+00
4.3476396000e+00
4.3476856000e+00
4.3477317000e+00
4.3477777000e+00
4.3478237000e+00
4.3478698000e+00
4.3479158000e+00
4.3479618000e+00
4.3480079000e+00
4.3480539000e+00
4.3480999000e+00
4.3481460000e+00
4.3481920000e+00
4.3482380000e+00
4.3482841000e+00
4.3483301000e+00
4.3483761000e+00
4.3484222000e+00
4.3484682000e+00
4.3485142000e+00
4.3485602000e+00
4.3486063000e+00
4.3486523000e+00
4.3486983000e+00
4.3487444000e+00
4.3487904000e+00
4.3488364000e+00
4.3488825000e+00
4.3489285000e+00
4.3489745000e+00
4.3490206000e+00
4.3490666000e+00
4.3491126000e+00
4.3491587000e+00
4.3492047000e+00
4.3492507000e+00
4.3492968000e+00
4.3493428000e+00
4.3493888000e+00
4.3494349000e+00
4.3494809000e+00
4.3495269000e+00
4.3495729000e+00
4.3496190000e+00
4.3496650000e+00
4.3497110000e+00
4.3497571000e+00
4.3498031000e+00
4.3498491000e+00
4.3498952000e+00
4.3499412000e+00
4.3499872000e+00
4.3500333000e+00
4.3500793000e+00
4.3501253000e+00
4.3501714000e+00
4.3502174000e+00
4.3502634000e+00
4.3503095000e+00
4.3503555000e+00
4.3504015000e+00
4.3504476000e+00
4.3504936000e+00
4.3505396000e+00
4.3505856000e+00
4.3506317000e+00
4.3506777000e+00
4.3507237000e+00
4.3507698000e+00
4.3508158000e+00
4.3508618000e+00
4.3509079000e+00
4.3509539000e+00
4.3509999000e+00
4.3510460000e+00
4.3510920000e+00
4.3511380000e+00
4.3511841000e+00
4.3512301000e+00
4.3512761000e+00
4.3513222000e+00
4.3513682000e+00
4.3514142000e+00
4.3514603000e+00
4.3515063000e+00
4.3515523000e+00
4.3515983000e+00
4.3516444000e+00
4.3516904000e+00
4.3517364000e+00
4.3517825000e+00
4.3518285000e+00
4.3518745000e+00
4.3519206000e+00
4.3519666000e+00
4.3520126000e+00
4.3520587000e+00
4.3521047000e+00
4.3521507000e+00
4.3521968000e+00
4.3522428000e+00
4.3522888000e+00
4.3523349000e+00
4.3523809000e+00
4.3524269000e+00
4.3524730000e+00
4.3525190000e+00
4.3525650000e+00
4.3526110000e+00
4.3526571000e+00
4.3527031000e+00
4.3527491000e+00
4.3527952000e+00
4.3528412000e+00
4.3528872000e+00
4.3529333000e+00
4.3529793000e+00
4.3530253000e+00
4.3530714000e+00
4.3531174000e+00
4.3531634000e+00
4.3532095000e+00
4.3532555000e+00
4.3533015000e+00
4.3533476000e+00
4.3533936000e+00
4.3534396000e+00
4.3534857000e+00
4.3535317000e+00
4.3535777000e+00
4.3536237000e+00
4.3536698000e+00
4.3537158000e+00
4.3537618000e+00
4.3538079000e+00
4.3538539000e+00
4.3538999000e+00
4.3539460000e+00
4.3539920000e+00
4.3540380000e+00
4.3540841000e+00
4.3541301000e+00
4.3541761000e+00
4.3542222000e+00
4.3542682000e+00
4.3543142000e+00
4.3543603000e+00
4.3544063000e+00
4.3544523000e+00
4.3544984000e+00
4.3545444000e+00
4.3545904000e+00
4.3546364000e+00
4.3546825000e+00
4.3547285000e+00
4.3547745000e+00
4.3548206000e+00
4.3548666000e+00
4.3549126000e+00
4.3549587000e+00
4.3550047000e+00
4.3550507000e+00
4.3550968000e+00
4.3551428000e+00
4.3551888000e+00
4.3552349000e+00
4.3552809000e+00
4.3553269000e+00
4.3553730000e+00
4.3554190000e+00
4.3554650000e+00
4.3555111000e+00
4.3555571000e+00
4.3556031000e+00
4.3556491000e+00
4.3556952000e+00
4.3557412000e+00
4.3557872000e+00
4.3558333000e+00
4.3558793000e+00
4.3559253000e+00
4.3559714000e+00
4.3560174000e+00
4.3560634000e+00
4.3561095000e+00
4.3561555000e+00
4.3562015000e+00
4.3562476000e+00
4.3562936000e+00
4.3563396000e+00
4.3563857000e+00
4.3564317000e+00
4.3564777000e+00
4.3565237000e+00
4.3565698000e+00
4.3566158000e+00
4.3566618000e+00
4.3567079000e+00
4.3567539000e+00
4.3567999000e+00
4.3568460000e+00
4.3568920000e+00
4.3569380000e+00
4.3569841000e+00
4.3570301000e+00
4.3570761000e+00
4.3571222000e+00
4.3571682000e+00
4.3572142000e+00
4.3572603000e+00
4.3573063000e+00
4.3573523000e+00
4.3573984000e+00
4.3574444000e+00
4.3574904000e+00
4.3575364000e+00
4.3575825000e+00
4.3576285000e+00
4.3576745000e+00
4.3577206000e+00
4.3577666000e+00
4.3578126000e+00
4.3578587000e+00
4.3579047000e+00
4.3579507000e+00
4.3579968000e+00
4.3580428000e+00
4.3580888000e+00
4.3581349000e+00
4.3581809000e+00
4.3582269000e+00
4.3582730000e+00
4.3583190000e+00
4.3583650000e+00
4.3584111000e+00
4.3584571000e+00
4.3585031000e+00
4.3585491000e+00
4.3585952000e+00
4.3586412000e+00
4.3586872000e+00
4.3587333000e+00
4.3587793000e+00
4.3588253000e+00
4.3588714000e+00
4.3589174000e+00
4.3589634000e+00
4.3590095000e+00
4.3590555000e+00
4.3591015000e+00
4.3591476000e+00
4.3591936000e+00
4.3592396000e+00
4.3592857000e+00
4.3593317000e+00
4.3593777000e+00
4.3594238000e+00
4.3594698000e+00
4.3595158000e+00
4.3595618000e+00
4.3596079000e+00
4.3596539000e+00
4.3596999000e+00
4.3597460000e+00
4.3597920000e+00
4.3598380000e+00
4.3598841000e+00
4.3599301000e+00
4.3599761000e+00
4.3600222000e+00
4.3600682000e+00
4.3601142000e+00
4.3601603000e+00
4.3602063000e+00
4.3602523000e+00
4.3602984000e+00
4.3603444000e+00
4.3603904000e+00
4.3604365000e+00
4.3604825000e+00
4.3605285000e+00
4.3605745000e+00
4.3606206000e+00
4.3606666000e+00
4.3607126000e+00
4.3607587000e+00
4.3608047000e+00
4.3608507000e+00
4.3608968000e+00
4.3609428000e+00
4.3609888000e+00
4.3610349000e+00
4.3610809000e+00
4.3611269000e+00
4.3611730000e+00
4.3612190000e+00
4.3612650000e+00
4.3613111000e+00
4.3613571000e+00
4.3614031000e+00
4.3614492000e+00
4.3614952000e+00
4.3615412000e+00
4.3615872000e+00
4.3616333000e+00
4.3616793000e+00
4.3617253000e+00
4.3617714000e+00
4.3618174000e+00
4.3618634000e+00
4.3619095000e+00
4.3619555000e+00
4.3620015000e+00
4.3620476000e+00
