 R   <X|d2/dR2|X>   <A|d2/dR2|A>   <B|d2/dR2|B>   <C|d2/dR2|C>   <D|d2/dR2|D>   <E|d2/dR2|E>   <F|d2/dR2|F>   <G|d2/dR2|G>   <H|d2/dR2|H>   <I|d2/dR2|I>   <J|d2/dR2|J> 
13.7024 -4.5032051929684455e-5 -0.0002718755680823682 -0.0006859173392148602 -0.0006255131174084973 -0.00690800700598251 -0.008126414481278411 -0.00029565172322132855 -0.0004109976305511402 -0.000304077379087986 -0.0008290377830037117 -0.0009725266844450226
13.70959 -4.50332088821845e-5 -0.0002693475260249686 -0.0006785907809940267 -0.0006186073697393993 -0.0068376198679181545 -0.008051800033643454 -0.00029554333459002853 -0.0004088703590399273 -0.0003041725759625826 -0.0008248157291333791 -0.0009735907648799191
13.71677 -4.503453027798458e-5 -0.00026684471940226917 -0.0006713485586400397 -0.0006117841359422299 -0.006767989903604799 -0.007977981783991303 -0.00029543669260212886 -0.0004067540307111964 -0.00030426592775410636 -0.0008206547606148473 -0.0009747011035357221
13.72395 -4.5035996376284605e-5 -0.00026436740057206976 -0.0006641919520252006 -0.0006050456681076238 -0.006699108923487493 -0.007904953436726552 -0.0002953325233152291 -0.00040465189294655785 -0.0003043571119214971 -0.0008165668340493976 -0.0009758689174357716
13.73113 -4.503761059068466e-5 -0.00026191499327407017 -0.0006571164427003681 -0.0005983887104871813 -0.006630969084149721 -0.007832705050384999 -0.0002952285656632292 -0.0004025644161030275 -0.0003044437166387797 -0.0008125246052792481 -0.0009770637028979868
13.73831 -4.50393821970847e-5 -0.0002594872670676706 -0.0006501247203182642 -0.000591814508863302 -0.006563561076863541 -0.007761226230021136 -0.00029512811377552944 -0.0004004891293668118 -0.0003045294602357362 -0.0008085546448160179 -0.00097831810231656
13.74549 -4.504130548498475e-5 -0.0002570841088731711 -0.0006432136851937231 -0.0005853202267447625 -0.0064968799542208175 -0.007690515195649779 -0.0002950289604334296 -0.00039842555319146637 -0.0003046123684418522 -0.0008046356713749394 -0.0009796076321760656
13.75267 -4.504324187558478e-5 -0.00025470542825307133 -0.0006363826386076704 -0.00057890495649925 -0.00643091568717554 -0.007620559044142215 -0.00029493180412752944 -0.0003963757394636952 -0.0003046920600844883 -0.0008007725457577481 -0.0009809366439660796
13.75985 -4.504547025178486e-5 -0.00025235026781827204 -0.0006296297607879569 -0.0005725675662743753 -0.006365664915163241 -0.007551356114495154 -0.00029483679051473005 -0.000394341945787654 -0.0003047692848833306 -0.0007969733558098562 -0.0009823112160785928
13.76703 -4.50476987866849e-5 -0.0002500190798349724 -0.0006229570815924226 -0.0005663087235688778 -0.006301114110599028 -0.007482894379860298 -0.0002947425050519303 -0.0003923182204786042 -0.00030484272326778534 -0.0007932387017646697 -0.0009837379505203473
13.77421 -4.505007970778488e-5 -0.0002477110668428726 -0.0006163602749965333 -0.0005601244290921703 -0.00623725701651328 -0.007415163811858423 -0.0002946519087730299 -0.00039030872304716513 -0.000304914837579612 -0.0007895468438070106 -0.0009851899548386095
13.78139 -4.505261382298486e-5 -0.00024542672352777283 -0.0006098397607000192 -0.0005540153377164051 -0.0061740894024420205 -0.007348164173841357 -0.00029456271515943016 -0.0003883102554291221 -0.00030498379761622696 -0.0007859144194725011 -0.0009866878442953365
13.78858 -4.5055295350884925e-5 -0.00024316490915447353 -0.0006033946234400775 -0.0005479817059677699 -0.006111600803950053 -0.0072818807921152 -0.00029447501715343063 -0.00038632694648016344 -0.00030504994759586457 -0.0007823415690823307 -0.0009882269210861705
13.79576 -4.5058116568884965e-5 -0.0002409262201279738 -0.0005970245699796594 -0.0005420207926881585 -0.006049785098144887 -0.007216310128024431 -0.0002943920061931306 -0.0003843555809995269 -0.0003051148656586458 -0.0007788253300642259 -0.00098980823721216
13.80294 -4.5060970345884954e-5 -0.0002387096982290741 -0.0005907274804712007 -0.0005361318608563674 -0.005988635106355743 -0.007151445549103668 -0.0002943089582133306 -0.0003823980802375894 -0.0003051757416479278 -0.000775366451485102 -0.0009914299726366757
13.81012 -4.506409477358504e-5 -0.00023651590362877467 -0.0005845032657453149 -0.0005303137572967404 -0.0059281430531998025 -0.0070872786358285025 -0.000294228609753531 -0.00038045077222652335 -0.00030523369717147135 -0.0007719530513897435 -0.0009930847593949957
13.8173 -4.5067235055285024e-5 -0.00023434335505837496 -0.0005783502059564882 -0.00052456624968046 -0.005868301526163916 -0.007023800888186845 -0.0002941517204836311 -0.0003785159974960434 -0.00030529104362871757 -0.0007685840933056877 -0.0009947676595623287
13.82448 -4.5070380852685124e-5 -0.00023219364081407523 -0.0005722691488531559 -0.0005188897499921075 -0.0058091052406512205 -0.00696100648069648 -0.00029407620923493146 -0.0003765955897685588 -0.00030534388749741683 -0.0007652707973166831 -0.0009964901810166568
13.83166 -4.5073813460785135e-5 -0.00023006459212857549 -0.0005662575018218835 -0.0005132811587004301 -0.005750546529868855 -0.006898890602772612 -0.00029400433144453127 -0.0003746869738994741 -0.0003053958573696403 -0.0007620138870743512 -0.000998253414596586
13.83884 -4.507726030258514e-5 -0.00022795732544197595 -0.0005603141287291404 -0.0005077391614169539 -0.0056926159371050505 -0.006837441104232846 -0.0002939344810533314 -0.00037279116681289745 -0.0003054441663386903 -0.0007588089834983777 -0.0010000535721571017
13.84602 -4.508084865588522e-5 -0.00022587126788607632 -0.0005544402328463546 -0.0005022642002155818 -0.005635310311008791 -0.006776657084503585 -0.00029386886652123164 -0.0003709063236535052 -0.0003054916986876531 -0.0007556488735375737 -0.0010018832259287426
13.8532 -4.5084454229385215e-5 -0.00022380584392497644 -0.0005486333716195757 -0.0004968553018018285 -0.0055786213872604 -0.006716528023070115 -0.00029380330961803166 -0.0003690332565723397 -0.00030553441645539555 -0.0007525436814557782 -0.0010037545516466964
13.86039 -4.508833962948532e-5 -0.0002217612313432771 -0.0005428930641116308 -0.0004915119221608065 -0.005522543055412795 -0.006657049050081859 -0.0002937427475051322 -0.00036717292199986266 -0.00030557672289239124 -0.0007494825203846545 -0.0010056540781747318
13.86757 -4.509222146368531e-5 -0.00021973727041497734 -0.0005372183814095042 -0.00048623174376188774 -0.005467065125039804 -0.006598210367945184 -0.00029368495051513194 -0.0003653256979751528 -0.0003056162434939362 -0.0007464767813065606 -0.001007592057374145
13.87475 -4.5096126611985365e-5 -0.00021773319086147765 -0.0005316102667615292 -0.00048101611828943046 -0.0054121841711999175 -0.006540007777790622 -0.0002936290711089324 -0.0003634895130831579 -0.000305653108389402 -0.0007435090889762975 -0.0010095547786522839
13.88193 -4.510017457618541e-5 -0.0002157494196847779 -0.0005260651373034546 -0.0004758626389701622 -0.0053578961424407285 -0.006482435109996354 -0.0002935773203386323 -0.0003616653657187243 -0.0003056880211371062 -0.000740601969012853 -0.0010115632596090338
13.88911 -4.510437163628544e-5 -0.00021378570203077824 -0.0005205832349825098 -0.0004707702869118742 -0.005304188618554373 -0.006425482849086988 -0.00029352935483113247 -0.00035985341397229057 -0.00030572147906044833 -0.0007377244364011771 -0.0010135849390306992
13.89629 -4.51087109881855e-5 -0.0002118411149164786 -0.0005151645343796945 -0.0004657402329980644 -0.005251061870269741 -0.006369148199926417 -0.0002934831671424325 -0.00035805305473141097 -0.00030575131751253064 -0.000734896791469516 -0.0010156420655892387
13.90347 -4.5113048819885485e-5 -0.0002099163005490788 -0.0005098085657373749 -0.0004607692220729066 -0.005198503251026926 -0.006313423551807645 -0.00029344056588343246 -0.0003562650231089753 -0.00030577933720734907 -0.0007321251171916921 -0.001017740283746777
13.91065 -4.511740298648559e-5 -0.00020801067568537937 -0.0005045116121558846 -0.00045585753003924155 -0.005146510974651928 -0.006258302162782182 -0.0002934012919493328 -0.0003544881187349694 -0.0003058045637179203 -0.0007293953185896092 -0.0010198658624903587
13.91783 -4.5121903764285656e-5 -0.00020612385849597982 -0.000499277160190964 -0.00045100541731836214 -0.005095076340133311 -0.006203777896942817 -0.0002933658996942331 -0.0003527230276001598 -0.0003058285575858426 -0.0007267059461083133 -0.0010220172145754154
13.92501 -4.512655338608562e-5 -0.0002042561057751798 -0.0004941016072221615 -0.00044621012981042315 -0.00504419299409303 -0.006149841991331434 -0.0002933341749850329 -0.00035096748014475424 -0.0003058508901126667 -0.0007240589200928362 -0.0010241977367165807
13.93219 -4.5131196648685595e-5 -0.00020240694365207995 -0.0004889848344862749 -0.00044147172114652604 -0.004993856894240041 -0.006096493968288258 -0.0002933055075874329 -0.0003492258222673654 -0.0003058695166963859 -0.000721454016071638 -0.001026403631159092
13.93938 -4.513599019948567e-5 -0.0002005764373501804 -0.0004839275765357052 -0.0004367908146966878 -0.004944062682849209 -0.006043724715838289 -0.00029328113664633346 -0.0003474950545379561 -0.00030588758624411447 -0.0007188994942216932 -0.0010286456911978935
13.94656 -4.5140804229185625e-5 -0.00019876385496988072 -0.0004789268945841425 -0.00043216570953663906 -0.004894804300771925 -0.0059915282348288156 -0.0002932599127837335 -0.00034577409839298384 -0.0003059024156388653 -0.0007163816381729888 -0.0010309127344578454
13.95374 -4.5145751761185673e-5 -0.00019696939585828082 -0.00047398334646015536 -0.00042759326806818493 -0.004846069044375618 -0.005939895828171136 -0.0002932419719614335 -0.00034406610516278936 -0.0003059146496328016 -0.0007138982826543008 -0.0010331966319339799
13.96092 -4.5150701240385684e-5 -0.00019519286226718122 -0.00046909599960558466 -0.0004230771614012784 -0.004797860560102969 -0.005888827252503668 -0.00029322938014603357 -0.0003423690987421761 -0.00030592621174482424 -0.0007114760192553743 -0.0010355279633469565
13.9681 -4.515579564738573e-5 -0.0001934339769039814 -0.0004642639845146484 -0.0004186136445720304 -0.0047501674637969405 -0.0058383111275799975 -0.00029321951457703387 -0.0003406834866696098 -0.00030593521063490206 -0.0007090762288284452 -0.001037866685804861
13.97528 -4.516103374968579e-5 -0.00019169264935838172 -0.00045948802343833474 -0.00041420416121541997 -0.004702987308198065 -0.005788346428640526 -0.0002932149634214339 -0.00033900824687875314 -0.0003059433360113052 -0.0007067250582154728 -0.0010402412271679426
13.98246 -4.5166147672685746e-5 -0.00018996880493538182 -0.0004547648069477956 -0.00040984494694862935 -0.00465631153330243 -0.005738924387777845 -0.0002932124866561339 -0.000337344901137832 -0.0003059469271379055 -0.0007044171145101021 -0.0010426433891305347
13.98964 -4.5171397005585794e-5 -0.00018826211067548228 -0.0004500955475238509 -0.00040553876589288714 -0.0046101357794489295 -0.0056900381325269735 -0.00029321575160683405 -0.0003356920776358108 -0.000305950031266802 -0.0007021407187074328 -0.0010450638197650453
13.99682 -4.517678919228586e-5 -0.00018657226012868232 -0.0004454801505047755 -0.000401283032496968 -0.004564454373498647 -0.005641685311951302 -0.00029322359926703433 -0.0003340502241112081 -0.0003059524199080103 -0.0006999064541643404 -0.0010475109253087387
14.004 -4.518219068928589e-5 -0.00018489896242048255 -0.00044091622670185837 -0.00039707797626011487 -0.004519264428408586 -0.0055938596571787295 -0.0002932352635629341 -0.00033241905569402174 -0.0003059515006445439 -0.0006977150752721689 -0.0010499883153546738
14.01119 -4.51850395903859e-5 -0.00018324580578048277 -0.0004364222824263634 -0.0003929199504308794 -0.00447469085495072 -0.005546666787254155 -0.00029324009914693427 -0.00033079116265150363 -0.00030595234450117044 -0.0006953252724792447 -0.001052212740419012
14.01837 -4.519314124688593e-5 -0.00018160254841558307 -0.0004319430226032176 -0.0003888140366871935 -0.004430327642125253 -0.005499767277580475 -0.0002932711306851345 -0.00032918954897326476 -0.0003059439447779864 -0.0006934465318620834 -0.0010550145138864863
14.02555 -4.519828649798598e-5 -0.00017997744258458327 -0.0004275054553092334 -0.00038470714477179457 -0.004386499361909351 -0.005453474872639103 -0.0002933695695874346 -0.00032766556918396167 -0.0003060202520817644 -0.0006912109066011168 -0.001057314274641996
14.03273 -4.5204395913286025e-5 -0.00017837131001988355 -0.00042317077662761427 -0.00038074303390995894 -0.004343281932136762 -0.0054077128294206306 -0.0002933261855791349 -0.00032600228888535014 -0.0003059296130613435 -0.0006893242632743653 -0.0010601320080046342
14.03991 -4.5210898318086044e-5 -0.0001767771671033838 -0.00041882731581727693 -0.0003767671790219966 -0.004300426638617444 -0.005362350962827659 -0.000293408256381335 -0.0003244893692248942 -0.00030601310774634516 -0.000687276613178341 -0.0010625769808431094
14.04709 -4.5216826890986125e-5 -0.00017520848988808406 -0.0004145772568396966 -0.0003727643670249909 -0.0042579476570235595 -0.005317560012499278 -0.0002932454079257352 -0.0003229384280968936 -0.00030569723344532547 -0.0006849561677333235 -0.001064898762948137
14.05427 -4.522415749668608e-5 -0.0001736401331785841 -0.00041040603796674757 -0.0003689940275235299 -0.004216085527002295 -0.0052733620524784 -0.00029343202031533496 -0.0003212641543839111 -0.00030589357054886695 -0.0006841011325849307 -0.0010687261257861355
14.06145 -4.5227502485686184e-5 -0.00017209883361048457 -0.0004062141413700543 -0.0003651627304593368 -0.004174706804789984 -0.005229562317721028 -0.0002934923818223356 -0.00031975196636690084 -0.0003058783604767899 -0.0006815217766396233 -0.0010706443867347733
14.06863 -4.523406607528618e-5 -0.00017056146565188476 -0.0004021332346170036 -0.00036139235509334734 -0.004133674796635006 -0.005186258999453354 -0.0002935264406043358 -0.00031815282534999764 -0.000305873169749879 -0.0006803845273344059 -0.001074109732599498
14.07581 -4.524135295778623e-5 -0.00016905660588088507 -0.0003980446081257949 -0.0003576729161394175 -0.004093124802392262 -0.0051434030886309805 -0.0002936079825615356 -0.00031657562795816614 -0.0003058564418837934 -0.0006785142303378222 -0.0010768341125062396
14.083 -4.524536159598624e-5 -0.00016755546789638505 -0.0003939910445836414 -0.0003539476048423367 -0.004052938598964612 -0.005100996978926995 -0.0002936700890320356 -0.0003151751536043748 -0.0003058210398787558 -0.0006760429287227385 -0.001078756834462476
14.09018 -4.5251373849786236e-5 -0.0001660710865676853 -0.0003900081029857289 -0.0003502954271820946 -0.00401321265244276 -0.005059078788937114 -0.0002937398335689358 -0.0003136705735340641 -0.00030579909439682574 -0.0006742924761446611 -0.001081509116336029
14.09736 -4.525738331838627e-5 -0.0001646011869152855 -0.0003860700662495784 -0.0003466869842414174 -0.0039739081460032815 -0.005017616632858538 -0.000293815211757536 -0.00031217422861997904 -0.0003057752757728421 -0.0006725766060067077 -0.0010842847796015682
14.10454 -4.526353312168628e-5 -0.00016314569639268572 -0.00038217582388533854 -0.00034311969759180357 -0.003935027775607438 -0.004976613765271059 -0.0002938939885657361 -0.0003106908480445132 -0.00030574761109818517 -0.0006708841153871111 -0.0010870672519130583
14.11172 -4.526968130638628e-5 -0.00016170471345058586 -0.0003783252021338818 -0.00033959451926819444 -0.003896553248540124 -0.004936052885461877 -0.00029398343911003614 -0.00030921398012517836 -0.0003057240853989128 -0.0006692289888576481 -0.0010898776343867354
14.1189 -4.527584836998631e-5 -0.00016027821542748607 -0.00037451731611750776 -0.00033610968650756625 -0.0038584945001875746 -0.0048959436749491 -0.00029407363693213627 -0.0003077472758648784 -0.00030569234882140995 -0.0006676027708613008 -0.0010927041004737494
14.12608 -4.528214302178629e-5 -0.0001588652916357862 -0.0003707528540342134 -0.00033266567714438055 -0.0038208392584617797 -0.004856272351908312 -0.00029417258698843614 -0.0003062914532354754 -0.0003056644967231117 -0.000666014873333547 -0.001095552892595297
14.13326 -4.5288308699886404e-5 -0.0001574667192738865 -0.0003670304351882623 -0.00032926119708044345 -0.0037835823555603687 -0.00481703694613414 -0.00029427584574053656 -0.0003048463536562168 -0.0003056320854374035 -0.0006644648093436792 -0.001098426994855436
14.14044 -4.529461882178638e-5 -0.00015608176877448678 -0.00036334952101853084 -0.0003258956136770652 -0.003746722538049959 -0.00477823341695286 -0.00029438532130113666 -0.00030340878748608623 -0.00030559874134120075 -0.0006629409536432158 -0.0011013159597316215
14.14762 -4.530092503028638e-5 -0.0001547106063722867 -0.0003597101858578365 -0.0003225702145507953 -0.003710255678311539 -0.004739857365673975 -0.0002945021140567364 -0.00030198231796793894 -0.00030556534161558217 -0.0006614529349064887 -0.0011042269693199939
14.1548 -4.530737761398638e-5 -0.00015335284280948685 -0.000356110284327577 -0.00031928110533879073 -0.003674172993035145 -0.004701900419022997 -0.0002946231690203365 -0.00030056548876539646 -0.00030552836200286486 -0.0006599891514077503 -0.0011071482423656584
14.16199 -4.531368839238652e-5 -0.00015200857030628727 -0.0003525515616209195 -0.0003160316956173966 -0.0036384758739914317 -0.004664364983613623 -0.00029475068009213694 -0.0002991583450011913 -0.0003054894930837798 -0.0006585576434457089 -0.0011100900116900367
14.16917 -4.5320148828586526e-5 -0.0001506774208132874 -0.0003490321660769743 -0.00031281876327623554 -0.003603156463225427 -0.00462724055203864 -0.0002948846261606369 -0.000297760094656927 -0.00030545061797661674 -0.0006571611145382208 -0.0011130530784804699
14.17635 -4.532660667178654e-5 -0.0001493592305940875 -0.00034555187113540804 -0.00030964346767404675 -0.003568213628421284 -0.004590527965191258 -0.00029502522354223683 -0.00029637145147301856 -0.000305409683253972 -0.0006557998167698939 -0.0011160401391714842
14.18353 -4.533306461488658e-5 -0.00014805426699588772 -0.00034211092650704634 -0.00030650442596029707 -0.0035336378718319288 -0.004554217732615077 -0.00029517207036303697 -0.00029499310843129905 -0.0003053670990682007 -0.0006544591484150184 -0.0011190331186673264
14.19071 -4.533952728918661e-5 -0.00014676211407758794 -0.00033870767698063653 -0.0003034012407035769 -0.0034994303735116656 -0.004518310525167697 -0.00029532676495813703 -0.0002936229099504848 -0.00030532509094607755 -0.0006531579391977002 -0.0011220551386341999
14.19789 -4.5345998970086645e-5 -0.0001454823951836881 -0.000335342573428017 -0.00030033296340721804 -0.0034655842241260236 -0.004482798451610917 -0.00029548527042983717 -0.00029226167122026176 -0.00030527823120133046 -0.0006518682382651 -0.0011250754823345708
14.20507 -4.5352473825986655e-5 -0.0001442155551232882 -0.00033201505859129334 -0.00029730220825273043 -0.003432097163599827 -0.0044476788361806335 -0.00029565261988323695 -0.00029091077206017937 -0.000305232227422954 -0.0006506251691855905 -0.0011281294530739107
14.21225 -4.535908024378668e-5 -0.00014296105855178833 -0.0003287240198241837 -0.00029430358060837685 -0.003398963292473329 -0.004412947547252352 -0.00029582570502303707 -0.00028956836540920444 -0.00030518402262308 -0.000649412255732262 -0.0011312015653090611
14.21943 -4.536568801878669e-5 -0.00014171876796538845 -0.00032546877016659324 -0.0002913392418366294 -0.003366180037072163 -0.00437860071159577 -0.00029600691636123686 -0.0002882360149790674 -0.0003051359112803168 -0.0006482289457002365 -0.0011342890478669284
14.22661 -4.5372168357786756e-5 -0.00014048889398408877 -0.0003222512555380522 -0.0002884101690512269 -0.0033337426635189887 -0.004344633646363188 -0.00029619545375263737 -0.00028691204498755286 -0.0003050856268818161 -0.0006470677732577774 -0.001137388634835962
14.2338 -4.5378778356086715e-5 -0.00013927089126848869 -0.0003190687124305584 -0.00028551417279001407 -0.0033016488610359174 -0.004311043376048702 -0.00029639003679173703 -0.00028559640908035016 -0.0003050339343650322 -0.0006459366298822389 -0.0011405053455412861
14.24098 -4.538539873268677e-5 -0.00013806488402168894 -0.0003159213738400463 -0.0002826502809800946 -0.0032698921805074726 -0.004277825300979422 -0.00029659226814213717 -0.0002842903655220945 -0.00030498097365372703 -0.0006448418421519484 -0.0011436465683724115
14.24816 -4.539201704838675e-5 -0.00013687079960348912 -0.00031280879850570283 -0.00027981983333007 -0.003238471756152917 -0.004244976006463337 -0.00029680077188603746 -0.00028299376345616335 -0.0003049257013597245 -0.0006437616703903448 -0.0011467888081303345
14.25534 -4.5398643773986744e-5 -0.00013568823786048922 -0.00030973134516549866 -0.0002770213873278436 -0.0032073820574401797 -0.004212491471483754 -0.00029701791563053743 -0.0002817054614244427 -0.00030487063384850304 -0.0006427108993426868 -0.001149949453877112
14.26252 -4.540526540178681e-5 -0.00013451750927528943 -0.00030668653611924315 -0.00027425411581376703 -0.003176620194089945 -0.00418036839362617 -0.0002972429091793375 -0.0002804257715573124 -0.00030481462649955946 -0.000641701412515803 -0.0011531396600374826
14.2697 -4.5412021111686826e-5 -0.0001333579479685895 -0.00030367641115714876 -0.00027151902925157183 -0.003146183903238323 -0.004148602969715583 -0.0002974744241352377 -0.00027915440695648873 -0.00030475606416791484 -0.0006407071029349012 -0.001156332918655465
14.27688 -4.541865656008677e-5 -0.0001322097227669895 -0.0003006994610181801 -0.00026881486545491366 -0.0031160653944093297 -0.004117189067475896 -0.0002977143386922374 -0.0002778917813936134 -0.00030469708523896057 -0.0006397475639945055 -0.0011595501861512117
14.28406 -4.542529209988687e-5 -0.0001310730396713899 -0.00029775513082443833 -0.00026614107314955977 -0.003086264805264612 -0.004086126487387516 -0.00029796150995473807 -0.00027663832813939267 -0.0003046362280784029 -0.0006388056219350305 -0.001162771383710912
14.29124 -4.54319230702869e-5 -0.00012994721204019003 -0.00029484274541597685 -0.0002634975916626191 -0.003056777268487806 -0.004055410782768231 -0.0002982175263956384 -0.00027539353774992236 -0.0003045754371719783 -0.0006379042493877061 -0.0011660219938536423
14.29842 -4.5438684903986865e-5 -0.00012883257133519004 -0.0002919633965409688 -0.0002608841511483669 -0.0030276002878726798 -0.0040250367708695445 -0.0002984825537149382 -0.000274156540475677 -0.000304513866722315 -0.0006370207400142209 -0.0011692795498367235
14.3056 -4.544532560478686e-5 -0.00012772868669029005 -0.00028911525100416954 -0.00025829951917400584 -0.002998727547333274 -0.0039950002151747585 -0.000298753995278838 -0.00027292926932239185 -0.0003044498653224685 -0.0006361594196220607 -0.00117254436413072
14.31279 -4.5451960819886946e-5 -0.00012663557897479042 -0.00028629831105857716 -0.00025574455541441885 -0.002970160946237744 -0.003965302684537378 -0.00029903456288653865 -0.00027171019258908567 -0.0003043861706699365 -0.000635346437849086 -0.0011758474754569052
14.31997 -4.5458724287986945e-5 -0.00012555311702029047 -0.00028351248255265477 -0.0002532184645142857 -0.0029418919130123266 -0.003935935570478691 -0.0002993222127667387 -0.000270498770216062 -0.00030431886772126505 -0.0006345353018759843 -0.0011791421094003256
14.32715 -4.546537174338695e-5 -0.00012448127207929048 -0.00028075720600121307 -0.0002507204516922784 -0.0029139198146036264 -0.003906897584462905 -0.0002996189988448387 -0.00026929565289647816 -0.0003042516355885127 -0.0006337578561876922 -0.0011824589119322664
14.33433 -4.547200732388702e-5 -0.0001234198770015907 -0.0002780323708905219 -0.0002482508923187227 -0.002886240642033197 -0.0038781852177271216 -0.00029992516793503907 -0.0002681000601600322 -0.00030418461826318906 -0.0006330174847436835 -0.0011858015171817722
14.34151 -4.5478659068387024e-5 -0.00012236873343869086 -0.000275336890182034 -0.00024580852809026117 -0.002858851076417916 -0.0038497947515680367 -0.00030023926332843924 -0.0002669141770562071 -0.0003041144968781416 -0.0006322885133094027 -0.0011891431774590606
14.34869 -4.5485438885687086e-5 -0.00012132790356019108 -0.0002726717205900979 -0.00024339404309901974 -0.0028317501840266724 -0.0038217248531954543 -0.00030056161517223967 -0.0002657369187075349 -0.0003040441099124523 -0.0006315851841929461 -0.0011924981849547403
14.35587 -4.549207979698707e-5 -0.00012029732599089102 -0.0002700349725268955 -0.0002410061931961493 -0.0028049298342153685 -0.0037939676297562637 -0.0003008933223457397 -0.0002645671974105451 -0.00030397280522677036 -0.0006309173260925426 -0.0011958774717895039
14.36305 -4.549872733008712e-5 -0.00011927666282859107 -0.00026742772984364606 -0.00023864550142364225 -0.00277839041374557 -0.003766522939916779 -0.00030123479957734 -0.0002634052880048692 -0.00030390106962103136 -0.0006302563660635637 -0.0011992532398913758
14.37023 -4.550537627948713e-5 -0.00011826587867939131 -0.0002648488269135236 -0.00023631069124143794 -0.002752128091923323 -0.003739387585247895 -0.0003015852397096402 -0.000262251080075409 -0.0003038284514306818 -0.0006296363157634357 -0.0012026584252780468
14.37741 -4.551202030948715e-5 -0.00011726503452709141 -0.00026229784296434154 -0.00023400268529967 -0.0027261404633959095 -0.003712559768552705 -0.0003019437749461405 -0.0002611046901065245 -0.0003037532405728564 -0.0006290404523608073 -0.0012060773337411624
14.3846 -4.551866399828722e-5 -0.00011627384602569162 -0.00025977486179928064 -0.00023172021473044936 -0.002700423946648006 -0.0036860334831932237 -0.000302313634944941 -0.0002599661264003057 -0.00030367945886523374 -0.0006284518122830873 -0.0012094926162914063
14.39178 -4.55251806833872e-5 -0.00011529235779169156 -0.00025727906184833886 -0.00022946232308852514 -0.0026749747785460823 -0.003659807220003435 -0.0003026920395250408 -0.00025883711953323264 -0.0003036033417406922 -0.0006279075276645076 -0.0012129393909949809
14.39896 -4.553183412468724e-5 -0.00011432040814529176 -0.0002548115269829312 -0.00022723070990577992 -0.0026497909907551 -0.0036338770443007508 -0.0003030802631413409 -0.000257713454972349 -0.00030352690922134435 -0.0006273807271909402 -0.0012163942850858304
14.40614 -4.553848386718723e-5 -0.00011335779912369174 -0.00025236986815182686 -0.00022502322624655562 -0.0026248702523541034 -0.003608241995550162 -0.000303477468108541 -0.0002565988495670173 -0.0003034487310720826 -0.0006268713045522504 -0.0012198555746176529
14.41332 -4.554480100568724e-5 -0.00011240560670039188 -0.0002499995850855382 -0.0002228719828119309 -0.0026002523625563065 -0.0035829662445261735 -0.0003038185484651414 -0.00025555637544679636 -0.00030329027783410246 -0.0006264017370688328 -0.0012232439940435657
14.4205 -4.555151147568727e-5 -0.00011146065853989198 -0.0002475669100919316 -0.0002206818350859478 -0.0025758035285764077 -0.003557841220768884 -0.0003043028837390415 -0.0002543926772957294 -0.0003032904320803334 -0.0006259382673083524 -0.001226831385248783
14.42768 -4.5558162400987243e-5 -0.000110525819261692 -0.00024520439116905863 -0.00021854667715324398 -0.0025516525113897298 -0.003533069626248693 -0.0003047309254414414 -0.00025330070265391864 -0.0003032108891469672 -0.0006255137314543829 -0.0012303447390335342
14.43486 -4.5564678778587326e-5 -0.0001096000347541923 -0.00024286717798675472 -0.0002164353364851188 -0.0025277510607936305 -0.0035085792061154107 -0.00030516828862454216 -0.0002522188888963039 -0.0003031285544219121 -0.0006251026299129352 -0.0012338585023482028
14.44204 -4.557119957668732e-5 -0.00010868318226579241 -0.00024055641265325822 -0.0002143481300554929 -0.0025040967680573507 -0.0034843676325717232 -0.00030561742645074245 -0.00025114013478355987 -0.0003030478454152121 -0.0006247132360327196 -0.0012373879991500205
14.44922 -4.5579433739387274e-5 -0.00010776966400719235 -0.00023827436679407367 -0.00021225688139626145 -0.0024806452409580127 -0.0034604224301624307 -0.00030619118347294233 -0.00025004774231465336 -0.000303082040999714 -0.0006244695883672081 -0.0012411016599179544
14.4564 -4.558410227358732e-5 -0.00010687608227769243 -0.00023600836883205616 -0.00021024128999669537 -0.0024575217936067114 -0.003436770484633442 -0.00030654511141564236 -0.00024901194854155454 -0.00030288112738913024 -0.0006240080174415454 -0.0012444810480190397
14.46359 -4.5590623121187396e-5 -0.00010598562191299273 -0.00023377135262100878 -0.0002082224632809862 -0.00243459913212859 -0.0034133827881693566 -0.000307024745731543 -0.0002479572608775749 -0.00030279640261293315 -0.000623699212622371 -0.0012480572123849194
14.47077 -4.55992094539874e-5 -0.00010510283881659272 -0.00023156736274074574 -0.00020617806338194577 -0.002411779545341882 -0.003390200124321668 -0.0003075562444862429 -0.00024699060071350194 -0.00030274685397859363 -0.0006229933076227592 -0.001251106588334324
14.47795 -4.560343609548741e-5 -0.00010422862690409272 -0.00022933614086145874 -0.00020419514945579575 -0.0023894001979037167 -0.0033674220633147785 -0.000308043324606843 -0.00024594059751050564 -0.00030267909293403377 -0.0006235171078124503 -0.0012555514215969509
14.48513 -4.560977978898745e-5 -0.00010336578453769292 -0.0002272049886314099 -0.00020229601557671023 -0.002367234540071498 -0.0033448102421231893 -0.0003085311539530432 -0.0002448386407676742 -0.000302538795596177 -0.0006228725563538307 -0.0012588223957223444
