 R   <X|d2/dR2|X>   <A|d2/dR2|A>   <B|d2/dR2|B>   <C|d2/dR2|C>   <D|d2/dR2|D>   <E|d2/dR2|E>   <F|d2/dR2|F>   <G|d2/dR2|G>   <H|d2/dR2|H>   <I|d2/dR2|I>   <J|d2/dR2|J> 
28.51672 -5.0671772253898494e-5 -1.113552819519992e-5 -1.3830354032739827e-5 -1.7135143756798648e-6 -5.4559708486595574e-5 -1.9086342590399923e-5 -2.3064452345499855e-5 -1.125741140669951e-5 -3.497387392549985e-5 -0.00023529402996462907 -0.00021738454519447788
28.5239 -5.06723302721985e-5 -1.1132107071899918e-5 -1.3833629946015657e-5 -1.7135819001015777e-6 -5.455986406182978e-5 -1.906851214429992e-5 -2.2946322259699862e-5 -1.126219984669951e-5 -3.531233422169984e-5 -0.00023561171262917588 -0.00021732767537055108
28.53109 -5.067127657959852e-5 -1.1131143430499925e-5 -1.3829144583047845e-5 -1.7125918820795524e-6 -5.455844913069841e-5 -1.9058799404299934e-5 -2.284178657929985e-5 -1.1259972430199512e-5 -3.574640298149983e-5 -0.00023413604190494154 -0.0002154060496586607
28.53827 -5.067316613419854e-5 -1.1134283660899927e-5 -1.383041994248297e-5 -1.7135528402278114e-6 -5.4558977257698594e-5 -1.9043453450199925e-5 -2.275148364819985e-5 -1.1257356989799523e-5 -3.61058370155998e-5 -0.00023504094851825894 -0.00021595026277550244
28.54545 -5.0667349438798516e-5 -1.1130619754499926e-5 -1.382936956804927e-5 -1.7160149063397191e-6 -5.4557372919299844e-5 -1.903253084539993e-5 -2.2652666899599874e-5 -1.1260345436499513e-5 -3.650721890919983e-5 -0.0002313541618744312 -0.00021184049236907962
28.55263 -5.066783837029853e-5 -1.1129288628699921e-5 -1.3828157857040176e-5 -1.7121670291052833e-6 -5.455409550191828e-5 -1.9017695015699914e-5 -2.255520538889984e-5 -1.125791936759951e-5 -3.689679923499978e-5 -0.0002317317055801971 -0.00021181616951520253
28.55981 -5.066654424489856e-5 -1.1129637184099923e-5 -1.3827551273327219e-5 -1.7124631091740613e-6 -5.455242307020665e-5 -1.9007887902999927e-5 -2.2448146372299863e-5 -1.125780245609952e-5 -3.732838517029983e-5 -0.00023103269168281011 -0.0002106731887843283
28.56699 -5.0666968721798517e-5 -1.1128925168499923e-5 -1.3830483862721982e-5 -1.7128369801371967e-6 -5.4552241370206756e-5 -1.8993637142899925e-5 -2.235253817269986e-5 -1.1260253689599508e-5 -3.77521644525998e-5 -0.00023078242547637824 -0.0002100128957778686
28.57417 -5.066480084779853e-5 -1.1128826025899922e-5 -1.3829161814998171e-5 -1.7148469483176885e-6 -5.455189140326608e-5 -1.8981949518999922e-5 -2.2253812236899848e-5 -1.1260806005399514e-5 -3.816531625929977e-5 -0.0002290165315446752 -0.0002078208415222783
28.58135 -5.0668601716698525e-5 -1.1128767481199921e-5 -1.3829965793986366e-5 -1.7141976376794975e-6 -5.45530984476624e-5 -1.8968887511399915e-5 -2.2164981030199855e-5 -1.1258853928799523e-5 -3.8656461680399806e-5 -0.0002283913280034637 -0.00020673220946037092
28.58853 -5.06621819542985e-5 -1.1129551553999922e-5 -1.3828904835676394e-5 -1.7121763728945404e-6 -5.454668845378482e-5 -1.8959096056399914e-5 -2.2049981459399844e-5 -1.1259497829999504e-5 -3.910020977649975e-5 -0.00022874852359898323 -0.00020664625668790625
28.59571 -5.066517094699851e-5 -1.1126924900899922e-5 -1.3827988960404937e-5 -1.7131300348437577e-6 -5.455227729322045e-5 -1.8944541277499927e-5 -2.196996939409985e-5 -1.1257930732999519e-5 -3.955189572009977e-5 -0.00022771088922142173 -0.0002051599949843418
28.60289 -5.0662545183298534e-5 -1.1132583106899924e-5 -1.3829227887952513e-5 -1.711960183486699e-6 -5.4549454230632886e-5 -1.893592262219992e-5 -2.1866331606899858e-5 -1.1258438507799516e-5 -4.003174517889976e-5 -0.0002275995408179176 -0.0002045961541569644
28.61008 -5.066198677029853e-5 -1.1133074133099924e-5 -1.3828328818419586e-5 -1.7146948006890654e-6 -5.454827145206691e-5 -1.8922970571299924e-5 -2.1775138256199855e-5 -1.1256950658799511e-5 -4.0571282869399746e-5 -0.0002263514196034392 -0.0002028428147670647
28.61726 -5.066736549849852e-5 -1.1129157434999925e-5 -1.3831116300598557e-5 -1.7132726295730395e-6 -5.4556059249894e-5 -1.8908332718299922e-5 -2.168186695479984e-5 -1.1259898854099514e-5 -4.1051940963199743e-5 -0.00022593394782514058 -0.00020196058224975755
28.62444 -5.0663105242198534e-5 -1.1129932864099922e-5 -1.3829593297901489e-5 -1.7123285444991683e-6 -5.454784242411998e-5 -1.8902056681499913e-5 -2.1592050346499846e-5 -1.1259082050999516e-5 -4.155159929329974e-5 -0.00022382735842388273 -0.000199387809622872
28.63162 -5.0662888933698526e-5 -1.113715537019993e-5 -1.3830447269466414e-5 -1.713281731117568e-6 -5.454933018068346e-5 -1.8890541600499932e-5 -2.1492348722299853e-5 -1.1254526914099513e-5 -4.208620785289975e-5 -0.00022459860522133071 -0.00019966100140501132
28.6388 -5.0661821205098526e-5 -1.1131605516799926e-5 -1.383068109677955e-5 -1.7128969580077693e-6 -5.454719314642955e-5 -1.8879839609499933e-5 -2.139828085729986e-5 -1.1259622988999532e-5 -4.2613264495199756e-5 -0.00022282015909392695 -0.00019737334004151915
28.64598 -5.066621146819855e-5 -1.1125744226899935e-5 -1.3825378502483644e-5 -1.7104384804130342e-6 -5.45510918121274e-5 -1.8869007028399938e-5 -2.1314049312799852e-5 -1.1259043228799526e-5 -4.3175925528099736e-5 -0.00022203016055366188 -0.00019608034227378373
28.65316 -5.066321996609852e-5 -1.1133878880799917e-5 -1.382887672087105e-5 -1.7114583058701287e-6 -5.454544740643368e-5 -1.8859359414199916e-5 -2.1218588968799843e-5 -1.125659020889951e-5 -4.3747894121499706e-5 -0.00022178176668067134 -0.00019530946940571713
28.66034 -5.066410411719853e-5 -1.113363550179993e-5 -1.3828308122003261e-5 -1.7102055338553864e-6 -5.4548937110527144e-5 -1.884829214299993e-5 -2.112706020169986e-5 -1.1255912610899521e-5 -4.432965106909971e-5 -0.00021999892457615867 -0.0001929960144972538
28.66752 -5.066339488879853e-5 -1.1131266973299925e-5 -1.3830466094399482e-5 -1.712898516443952e-6 -5.454943361323041e-5 -1.8832957830999928e-5 -2.1047220644499864e-5 -1.1259808841099528e-5 -4.493500152769973e-5 -0.00022048901039581456 -0.00019294450496150145
28.6747 -5.0666858475298565e-5 -1.1136113662899928e-5 -1.3831003898944312e-5 -1.7123623593692046e-6 -5.45512904549807e-5 -1.8827468554099926e-5 -2.094942469789986e-5 -1.1256783209499519e-5 -4.5488509686199695e-5 -0.00021786719062290584 -0.00018980344558327438
28.68189 -5.066476344709855e-5 -1.1128166905199924e-5 -1.3828058358974666e-5 -1.7085213351838644e-6 -5.454867722387433e-5 -1.881617297239993e-5 -2.086466467629986e-5 -1.1258831947999515e-5 -4.615785933849969e-5 -0.0002187769409610782 -0.0001901387403149679
28.68907 -5.066387293249854e-5 -1.1127784104799924e-5 -1.3828319805185977e-5 -1.7127738998265394e-6 -5.454913727222864e-5 -1.8803264647399928e-5 -2.0777948110599858e-5 -1.1261219083399518e-5 -4.676833045279968e-5 -0.00021710185282642746 -0.00018790319958416284
28.69625 -5.066504738409855e-5 -1.1130722640099924e-5 -1.3831705090489946e-5 -1.7123385540946955e-6 -5.454831407950915e-5 -1.8793575708999917e-5 -2.0692674271999845e-5 -1.1261221336899514e-5 -4.7415622120299665e-5 -0.00021678732931891504 -0.00018702277573316912
28.70343 -5.066800248319854e-5 -1.1132444807999932e-5 -1.3830805910328174e-5 -1.7120714877667286e-6 -5.455407945389396e-5 -1.878369822239993e-5 -2.0608948060399863e-5 -1.1260531278499525e-5 -4.8069888298899664e-5 -0.00021835105740116453 -0.00018802781189555985
28.71061 -5.066814915489853e-5 -1.113348540339993e-5 -1.3831562505776128e-5 -1.7131369932017997e-6 -5.455441100317427e-5 -1.877332126259993e-5 -2.0521643168399858e-5 -1.1259377695299525e-5 -4.869504540179966e-5 -0.00021590105948476708 -0.0001850096649299762
28.71779 -5.066892784839856e-5 -1.1134695358099934e-5 -1.383359028894367e-5 -1.7110206015213101e-6 -5.4552726544170084e-5 -1.8763818938499933e-5 -2.0436285658899857e-5 -1.1259943206299526e-5 -4.9438175682699674e-5 -0.00021596787357608602 -0.00018444383336435626
28.72497 -5.0672716340498535e-5 -1.1135188333599923e-5 -1.3833931895490889e-5 -1.7118900990813402e-6 -5.4556251286122096e-5 -1.8752547168099918e-5 -2.0353913592199836e-5 -1.1259429087599518e-5 -5.0078474417599624e-5 -0.00021584928560610875 -0.00018375206811131615
28.73215 -5.067218991849853e-5 -1.1133792467699924e-5 -1.3832449782889725e-5 -1.7116287571757994e-6 -5.455646150846721e-5 -1.8742885006999926e-5 -2.0275089154999855e-5 -1.1258383584699519e-5 -5.078722807059964e-5 -0.00021550065039314047 -0.0001828051255996105
28.73933 -5.067654563709854e-5 -1.112960070389993e-5 -1.3830077733568215e-5 -1.7111750873307466e-6 -5.456302578091456e-5 -1.873206678949993e-5 -2.0187096395899863e-5 -1.1261440977999533e-5 -5.152345760179966e-5 -0.0002152934276038588 -0.00018195965673805555
28.74651 -5.067379756229852e-5 -1.1135676086399929e-5 -1.3833205603948722e-5 -1.7137387448341565e-6 -5.456129608986488e-5 -1.872251677379993e-5 -2.010248699339986e-5 -1.1258459572599531e-5 -5.2269701137399655e-5 -0.00021398467359382218 -0.00018001872322222215
28.75369 -5.0675589128198535e-5 -1.1134008030499927e-5 -1.3831944005248918e-5 -1.7119809879676077e-6 -5.456262009109699e-5 -1.8716636251699935e-5 -2.0030296982099858e-5 -1.1260602013499529e-5 -5.29684267959996e-5 -0.0002134797977348765 -0.00017889493169226
28.76088 -5.067856679829856e-5 -1.1131962949499928e-5 -1.3832427809445842e-5 -1.713196762837599e-6 -5.4564392647753634e-5 -1.870411655189993e-5 -1.9941201949999862e-5 -1.1260979547099525e-5 -5.376411592689963e-5 -0.0002136113136069793 -0.00017834672682959837
28.76806 -5.067318969829857e-5 -1.113505263009993e-5 -1.3833620001336327e-5 -1.7112089889474108e-6 -5.455708905485286e-5 -1.8695417358099933e-5 -1.986061739109988e-5 -1.1261177904099524e-5 -5.454770044029965e-5 -0.00021218064565424515 -0.0001762621652708428
28.77524 -5.067869701159853e-5 -1.1136132912399924e-5 -1.3835364141925056e-5 -1.7105656618269454e-6 -5.4562846486656516e-5 -1.8687662556299923e-5 -1.9784609187999852e-5 -1.1261027391599528e-5 -5.530096366019958e-5 -0.00021195196493235653 -0.00017539644851852516
28.78242 -5.068161270689851e-5 -1.113745564219992e-5 -1.3834354650485979e-5 -1.7093092928399178e-6 -5.4565591326258396e-5 -1.8678810933299914e-5 -1.970436375129985e-5 -1.1261705152499515e-5 -5.609573390249956e-5 -0.0002127362729717319 -0.0001755189566195185
28.7896 -5.0682964855398615e-5 -1.1136278492499931e-5 -1.3836252748517634e-5 -1.7123562792542086e-6 -5.456638460251365e-5 -1.8665300630899937e-5 -1.9626423846199865e-5 -1.1261898034299533e-5 -5.6929600933799605e-5 -0.0002124459815261463 -0.00017452270297169952
28.79678 -5.068555155169856e-5 -1.113475422659993e-5 -1.3833904271355743e-5 -1.7119158901185839e-6 -5.4570925294797476e-5 -1.865777684339993e-5 -1.9547910946899846e-5 -1.1262004888099528e-5 -5.774718286579956e-5 -0.0002117240775736628 -0.00017314010186238784
28.80396 -5.0686366411198524e-5 -1.1139889327699927e-5 -1.3837499428096702e-5 -1.7117874958095843e-6 -5.4571881741777706e-5 -1.865193506299992e-5 -1.947061890639986e-5 -1.1263176559199519e-5 -5.8566456173799555e-5 -0.0002113720251357185 -0.0001720813274433822
28.81114 -5.068698932599858e-5 -1.1132494615699937e-5 -1.3833794795469249e-5 -1.7111533163424796e-6 -5.457166636869949e-5 -1.8640172821799946e-5 -1.9396557677699862e-5 -1.1263248264499535e-5 -5.9477719268399574e-5 -0.0002100650577580602 -0.00016999439157640777
28.81832 -5.069206467469854e-5 -1.113580938949993e-5 -1.3838127932000443e-5 -1.7117097131857594e-6 -5.4576662744417655e-5 -1.863140223039993e-5 -1.9323761957799852e-5 -1.1266096657999535e-5 -6.0307488429499534e-5 -0.00021125806785882934 -0.0001705338439735181
28.8255 -5.068985347299855e-5 -1.1141701788399924e-5 -1.3840872629286723e-5 -1.712558811375377e-6 -5.457518784595138e-5 -1.8623312405099925e-5 -1.9237332795299838e-5 -1.1265326782299525e-5 -6.120105133519953e-5 -0.00021024728221324916 -0.00016876040993185493
28.83269 -5.068995860079852e-5 -1.1138470962699924e-5 -1.3841703040508861e-5 -1.7120730487789935e-6 -5.4573880732884166e-5 -1.861323934369993e-5 -1.916733117789985e-5 -1.1266748364799514e-5 -6.217659796999951e-5 -0.00021079943842992673 -0.00016853403631518992
28.83987 -5.069521589449855e-5 -1.1135293512099936e-5 -1.3839847011938173e-5 -1.714175826530918e-6 -5.4579961332507814e-5 -1.860362324599994e-5 -1.909340661299985e-5 -1.126692524849952e-5 -6.302401353059952e-5 -0.00020946918926918222 -0.0001664912998061781
28.84705 -5.069738392019861e-5 -1.114589927099994e-5 -1.3843663096333052e-5 -1.713426663081023e-6 -5.458035221538798e-5 -1.8600925679999946e-5 -1.901602252449986e-5 -1.1264246478799523e-5 -6.394468423999952e-5 -0.0002079041308378124 -0.0001641660188902544
28.85423 -5.069528961899856e-5 -1.1139417694399921e-5 -1.3837900383925507e-5 -1.7120207506613326e-6 -5.4581908936420566e-5 -1.8592440184199926e-5 -1.893978375089985e-5 -1.1267089064799515e-5 -6.486085597649944e-5 -0.00020790729700175464 -0.00016340747070322224
28.86141 -5.069850955819855e-5 -1.1138194318999935e-5 -1.38404756771482e-5 -1.7135475003564672e-6 -5.45842652458393e-5 -1.858019060699994e-5 -1.8873191116599858e-5 -1.126883664649953e-5 -6.586443039309954e-5 -0.0002091838067875358 -0.00016389435951696412
28.86859 -5.07037961938986e-5 -1.1140528851099935e-5 -1.3844212156994844e-5 -1.7115533179520125e-6 -5.458674271600599e-5 -1.857125119449993e-5 -1.8804162648599858e-5 -1.126704694599953e-5 -6.688399788489948e-5 -0.00020932080648839102 -0.0001631859077779216
28.87577 -5.070388841099857e-5 -1.1139236649599927e-5 -1.3840710049528122e-5 -1.71304751641155e-6 -5.4592147677978985e-5 -1.8565126347999926e-5 -1.8728488638099846e-5 -1.1268983644499526e-5 -6.784003359749943e-5 -0.00020991040422006955 -0.00016302008406840197
28.88295 -5.0707956526098556e-5 -1.1141687589099927e-5 -1.3841852768643618e-5 -1.711550932842742e-6 -5.4594512550323235e-5 -1.8559407565699925e-5 -1.8656527637299855e-5 -1.1268140393999533e-5 -6.886772830739943e-5 -0.00020724731015843583 -0.00015951399811207014
28.89013 -5.0711132452898567e-5 -1.1142753809799926e-5 -1.3842189062940988e-5 -1.7122530202990538e-6 -5.45951549203931e-5 -1.8549599025699918e-5 -1.8589332860399848e-5 -1.1267456909599529e-5 -6.992984336559942e-5 -0.0002078855551513806 -0.0001593167752759958
28.89731 -5.0707813715798567e-5 -1.114650977489992e-5 -1.3843989209310137e-5 -1.7115688021508256e-6 -5.4592162169869074e-5 -1.8543388868999923e-5 -1.851324318229985e-5 -1.1268400338999525e-5 -7.092438345429943e-5 -0.0002074442950374458 -0.00015806286819941163
28.9045 -5.071608043349854e-5 -1.1144160297999928e-5 -1.3842952823563775e-5 -1.710929429728589e-6 -5.460299044938204e-5 -1.8534379938099932e-5 -1.8453228262899855e-5 -1.1267655334299534e-5 -7.204850459939941e-5 -0.0002078951000313904 -0.00015760363851598474
28.91168 -5.071776137669854e-5 -1.1145120253399929e-5 -1.3844555735308824e-5 -1.7113083635533812e-6 -5.460419798710355e-5 -1.8525959282899937e-5 -1.8381051117299865e-5 -1.1270351445699534e-5 -7.309018223499944e-5 -0.0002077846499735956 -0.00015667624360317394
28.91886 -5.071289117339856e-5 -1.1144154085699932e-5 -1.3846198043546268e-5 -1.7120683665581614e-6 -5.459952304297257e-5 -1.8517381240199938e-5 -1.8303171506299858e-5 -1.1271923397899532e-5 -7.42236737366994e-5 -0.00020787237927109232 -0.00015584452693941897
28.92604 -5.072267659969856e-5 -1.1146201228599923e-5 -1.3849647620216095e-5 -1.712011844124357e-6 -5.4608691650823714e-5 -1.8508146941899925e-5 -1.823970479689986e-5 -1.1274902942399524e-5 -7.533060062379935e-5 -0.0002085776040106713 -0.00015568062189957448
28.93322 -5.0717217874598573e-5 -1.1145725078299935e-5 -1.3847678718807325e-5 -1.71406850116547e-6 -5.460388184038361e-5 -1.850461163479994e-5 -1.8160994661699863e-5 -1.127368144309954e-5 -7.64438635416994e-5 -0.00020696878061108917 -0.00015317062873859404
28.9404 -5.072270705469858e-5 -1.1148165152799923e-5 -1.3850748259461356e-5 -1.7114482865962416e-6 -5.460844282647392e-5 -1.8495071698899928e-5 -1.8104375293299853e-5 -1.1274263233699538e-5 -7.761545740219936e-5 -0.0002079442465432504 -0.0001532027305907837
28.94758 -5.0726460608998556e-5 -1.1149890940599922e-5 -1.3852160274517374e-5 -1.7110389668848721e-6 -5.4609590810779204e-5 -1.848874362679991e-5 -1.8039629421099853e-5 -1.1272564524499524e-5 -7.87191082751993e-5 -0.00020666062648356056 -0.0001510566064121419
28.95476 -5.072922537929856e-5 -1.1149745936299926e-5 -1.3851704701543157e-5 -1.7131456922449229e-6 -5.4616255535206256e-5 -1.8478848051499923e-5 -1.7969778799799854e-5 -1.1274079726899537e-5 -7.998850741059934e-5 -0.00020844118048317855 -0.00015182512531456828
28.96194 -5.073349621239855e-5 -1.1148410616299924e-5 -1.3852488845724207e-5 -1.7118964010350515e-6 -5.462035197492986e-5 -1.847002093799992e-5 -1.7902065704099844e-5 -1.1274315353099527e-5 -8.118419632459929e-5 -0.0002078834021374278 -0.0001503335507608947
28.96912 -5.073434361729858e-5 -1.1144793680499927e-5 -1.384832298859898e-5 -1.7099724975455051e-6 -5.4619464827998405e-5 -1.846483690899992e-5 -1.783787488679985e-5 -1.1276247772199542e-5 -8.239891333099928e-5 -0.00020797034105456111 -0.00014946019532312402
28.9763 -5.073347652739856e-5 -1.1151834976099927e-5 -1.3853261675443081e-5 -1.7143586537355739e-6 -5.462126668723226e-5 -1.845833117449992e-5 -1.7771248293399855e-5 -1.1275895808499526e-5 -8.362317514459923e-5 -0.00020841904396281649 -0.00014894330989432937
28.98349 -5.0738934498498564e-5 -1.1152871750699923e-5 -1.3855963099972197e-5 -1.7123868711702668e-6 -5.462518967216159e-5 -1.8447170372999916e-5 -1.7703432490999854e-5 -1.1276108109299541e-5 -8.498403165199923e-5 -0.00020933884480933882 -0.00014882321426530195
28.99067 -5.073889528559858e-5 -1.1156888809199921e-5 -1.3855196421014921e-5 -1.7110040710660968e-6 -5.462237354900463e-5 -1.8447677123299926e-5 -1.764473218319986e-5 -1.1274880901699537e-5 -8.623379541779925e-5 -0.00020867625098565682 -0.00014716222630323407
28.99785 -5.074290842819851e-5 -1.1152229815199929e-5 -1.3854368576636891e-5 -1.7144506176196901e-6 -5.463184983868449e-5 -1.8435532417099925e-5 -1.757662616489985e-5 -1.127783482609953e-5 -8.749379076509925e-5 -0.00020857869619492106 -0.00014605754957443438
29.00503 -5.074822191369859e-5 -1.1158263826699926e-5 -1.3857465764967637e-5 -1.7117323132159867e-6 -5.463661281796326e-5 -1.843029661579993e-5 -1.7513253085799862e-5 -1.1278144958599534e-5 -8.881864677049926e-5 -0.00020920018903089935 -0.00014565702085794248
29.01221 -5.07511516505986e-5 -1.1152080909099933e-5 -1.3857183071927145e-5 -1.7117890403438798e-6 -5.463633912951257e-5 -1.8421991266899932e-5 -1.7461372893399865e-5 -1.1280554520499546e-5 -9.019599419319924e-5 -0.0002106003555511646 -0.00014599369870031069
29.01939 -5.0752517085098614e-5 -1.1151921547899935e-5 -1.3853293793834747e-5 -1.7124339790092268e-6 -5.464141249576057e-5 -1.8414107417499937e-5 -1.7395666375599868e-5 -1.1278020881565661e-5 -9.158680680496534e-5 -0.00020992724554111963 -0.00014421092255735695
29.02657 -5.075458225319855e-5 -1.1148555765299755e-5 -1.3854155136531867e-5 -1.7135810539782493e-6 -5.464238311853213e-5 -1.84065026544504e-5 -1.733226409572527e-5 -1.1280721115456489e-5 -9.295712435522418e-5 -0.00021056692441428612 -0.00014382044200196835
29.03375 -5.0755425705598706e-5 -1.1153567729799732e-5 -1.3855015994151943e-5 -1.7128710126035241e-6 -5.464367009063234e-5 -1.8399825496630502e-5 -1.7272902992115153e-5 -1.1279284141472348e-5 -9.432747772342739e-5 -0.00021026994455214962 -0.00014243287781118996
29.04093 -5.076091725579858e-5 -1.1156631559499613e-5 -1.3859787005045598e-5 -1.7131555150881245e-6 -5.464900123437138e-5 -1.839567643360252e-5 -1.720409735996126e-5 -1.1280631090996004e-5 -9.573624594055009e-5 -0.00020906352904552394 -0.00014009058627181915
29.04811 -5.076300726289857e-5 -1.1151754404799483e-5 -1.3858971570874424e-5 -1.7111407665443382e-6 -5.4650890555252196e-5 -1.8387696593363255e-5 -1.714962585154582e-5 -1.1280339144483234e-5 -9.714276814041107e-5 -0.00021114881761312527 -0.0001411027478983119
29.0553 -5.076289447469855e-5 -1.1157933761699295e-5 -1.3859348433358801e-5 -1.712782283689952e-6 -5.465084392668622e-5 -1.837973053000849e-5 -1.7078616139845282e-5 -1.1278801398052246e-5 -9.867623425866714e-5 -0.0002120388025629792 -0.00014082003281445772
29.06248 -5.0768876758098495e-5 -1.1157983567299042e-5 -1.3861546814861413e-5 -1.7117300532126372e-6 -5.465625053149087e-5 -1.8375406222832244e-5 -1.7025675027227495e-5 -1.1280107795428286e-5 -0.00010018761441145765 -0.00021136255737425917 -0.000138969711194018
29.06966 -5.0768073126898436e-5 -1.1156029775998671e-5 -1.3863521756383306e-5 -1.7130788844846881e-6 -5.465480125879826e-5 -1.8366926541626392e-5 -1.6968273196048758e-5 -1.1283371437629508e-5 -0.00010160899098980955 -0.0002112127481390103 -0.000137688027782832
29.07684 -5.076953400309841e-5 -1.1156079796298205e-5 -1.386259190788826e-5 -1.713110820827242e-6 -5.4659613993423554e-5 -1.836077465698e-5 -1.6905450681250418e-5 -1.128642023263505e-5 -0.00010320615526666765 -0.00021240624182539242 -0.00013767451840796072
29.08402 -5.077732168999834e-5 -1.1157595234297529e-5 -1.3865060096356346e-5 -1.7129402686874252e-6 -5.466402050404488e-5 -1.8353969929879667e-5 -1.684405915715858e-5 -1.1289272290981857e-5 -0.00010479069982451106 -0.00021222121773875185 -0.00013624021434827506
29.0912 -5.077786269169821e-5 -1.1156800852796622e-5 -1.3863871758318083e-5 -1.7116600199787406e-6 -5.4665637847450685e-5 -1.834837844420662e-5 -1.679847470847487e-5 -1.130205337178354e-5 -0.00010634822197843247 -0.00021247667714740723 -0.00013532491815825
29.09838 -5.078497281839797e-5 -1.115647174649539e-5 -1.3863359065823484e-5 -1.7118055897766495e-6 -5.467063871540097e-5 -1.8340100315841172e-5 -1.6734256332392442e-5 -1.132088345994426e-5 -0.00010800197562611283 -0.00021444630011728037 -0.00013603800721091175
29.10556 -5.0784058977197746e-5 -1.1161573131093801e-5 -1.386650919666001e-5 -1.7103928929241075e-6 -5.467086364729996e-5 -1.8338073465160356e-5 -1.6680020236586152e-5 -1.1362416086705986e-5 -0.00010962956308670266 -0.00021373887158828732 -0.00013409655874194437
29.11274 -5.078823577949743e-5 -1.1165060500191781e-5 -1.3868006020424487e-5 -1.7107023054618798e-6 -5.467382889945082e-5 -1.8333082219241383e-5 -1.6627340175941207e-5 -1.1430707056317828e-5 -0.00011133393633250308 -0.00021383537269704212 -0.00013293945023544387
29.11992 -5.079140567479709e-5 -1.1163878182189224e-5 -1.3869870963467735e-5 -1.7133640275903045e-6 -5.467778257079476e-5 -1.8321083621274604e-5 -1.6562042160702584e-5 -1.1539320671000237e-5 -0.00011313651455378304 -0.00021465850007800684 -0.0001324631419827525
29.1271 -5.0795900608096573e-5 -1.116071824288624e-5 -1.3866308769580317e-5 -1.7104065115544176e-6 -5.468040609952112e-5 -1.831835868375532e-5 -1.6510612604469678e-5 -1.168676963306926e-5 -0.00011493616887647313 -0.00021541209407368756 -0.0001319345232050199
29.13429 -5.0793321160596015e-5 -1.1164672461182858e-5 -1.3874406816725389e-5 -1.7121377054495652e-6 -5.4678193563802926e-5 -1.8310704740423722e-5 -1.6451185849225257e-5 -1.189678079372558e-5 -0.00011694788459277715 -0.00021722719021724743 -0.00013239998890628892
29.14147 -5.0797268262095414e-5 -1.1163564524279165e-5 -1.3870315023071229e-5 -1.7126428858508263e-6 -5.468452230944198e-5 -1.8305525673991703e-5 -1.6398950787567314e-5 -1.2072903216729145e-5 -0.00011883854116400951 -0.00021656398429993373 -0.0001304020765277597
29.14865 -5.0801026638694834e-5 -1.1163523267475577e-5 -1.3870138261311768e-5 -1.7147281411548988e-6 -5.469113059892265e-5 -1.8301237757578267e-5 -1.634446949363833e-5 -1.2197403966489873e-5 -0.0001207067897127587 -0.0002170434440589916 -0.00012953312498684762
29.15583 -5.0802756652294266e-5 -1.1164091993572362e-5 -1.3867451215676105e-5 -1.7131319584866957e-6 -5.469124089186912e-5 -1.82964204638785e-5 -1.6287591835225127e-5 -1.2218161865620302e-5 -0.00012255284737178098 -0.00021809675239615992 -0.0001291688783860531
29.16301 -5.080849349449382e-5 -1.116509915776977e-5 -1.3872542410893502e-5 -1.7115765008357066e-6 -5.469509563516351e-5 -1.8285981657465424e-5 -1.6237559773527882e-5 -1.213172507073289e-5 -0.00012431628076406775 -0.0002200828379234181 -0.0001297890438456385
29.17019 -5.0806713658993406e-5 -1.1163853734967872e-5 -1.3873299196191332e-5 -1.714187070986532e-6 -5.469743347496838e-5 -1.8282062608864062e-5 -1.6176615383822553e-5 -1.1969008084767837e-5 -0.00012597692475442294 -0.00022098432285205924 -0.00012927184811838656
29.17737 -5.080818343819315e-5 -1.1166191330566732e-5 -1.3878156517061178e-5 -1.715662009039534e-6 -5.4701167781651125e-5 -1.8274558006376093e-5 -1.612604022712925e-5 -1.1790035249967957e-5 -0.0001276450591201426 -0.00022044955447817808 -0.00012733136631547034
29.18455 -5.0815001846292996e-5 -1.1169599102966102e-5 -1.3875464353370854e-5 -1.7143265022595462e-6 -5.4705870567945415e-5 -1.8270443631664888e-5 -1.6072625150095235e-5 -1.1626358342335673e-5 -0.00012942246543427028 -0.00022216401064822648 -0.0001275595153058995
29.19173 -5.0818436404292925e-5 -1.1169635338465907e-5 -1.3875120271772542e-5 -1.7147635318837008e-6 -5.470906443663394e-5 -1.8264891373860496e-5 -1.602207358237318e-5 -1.1504284952343053e-5 -0.00013123426562970203 -0.00022346170991370795 -0.00012740215206387154
29.19891 -5.081644792719286e-5 -1.1170096108465887e-5 -1.387585560527811e-5 -1.7149654168184435e-6 -5.470755487414301e-5 -1.826051609765244e-5 -1.5968937824499848e-5 -1.1419664114953094e-5 -0.00013313644604437825 -0.00022333793291959473 -0.00012574275168394472
29.2061 -5.0823569918992815e-5 -1.1171051174966127e-5 -1.3878879552580377e-5 -1.7137756381149938e-6 -5.4713232991046984e-5 -1.8253328957481822e-5 -1.591677956384632e-5 -1.1366041548967442e-5 -0.0001350615824227259 -0.00022468485230371782 -0.000125600257586855
29.21328 -5.082505092029281e-5 -1.1171286287766334e-5 -1.3877613785126878e-5 -1.715954534862399e-6 -5.47160687226791e-5 -1.825134034042454e-5 -1.5868650377812686e-5 -1.1335030746381985e-5 -0.00013695258977289182 -0.00022507662313183123 -0.00012449138510333457
