 R   <X|H|A> 
0.0 -0.008407085235151435
0.01 -0.007987795392931929
0.02 -0.007609186718386063
0.03 -0.007277051626897624
0.04 -0.0069861631747381026
0.05 -0.006731318623380833
0.06 -0.006507339847672267
0.07 -0.006309074068169718
0.08 -0.006131394604006246
0.09 -0.005969201647214817
0.1 -0.005817423059358173
0.11 -0.005671015191312634
0.12 -0.005524963931268445
0.13 -0.005374285743015239
0.14 -0.005214026420842455
0.15 -0.005039265046877794
0.16 -0.004845113662500733
0.17 -0.00462671824731542
0.18 -0.004379259726864149
0.19 -0.004097955010089027
0.2 -0.003778058057664957
0.21000000000000002 -0.0034176413899458247
0.22 -0.0030258999593617553
0.22999999999999998 -0.002614742510356205
0.24 -0.002195998356515627
0.25 -0.0017814156363655798
0.26 -0.00138265920527747
0.27 -0.001011307609338541
0.27999999999999997 -0.0006788504191979072
0.29 -0.0003966854834569489
0.3 -0.0001761160986006871
0.3090909090909091 -3.589373607226776e-5
0.3181818181818182 5.129682373761213e-5
0.32727272727272727 9.25576493937541e-5
0.33636363636363636 9.49466071440419e-5
0.34545454545454546 6.547602055251289e-5
0.35454545454545455 1.1111364803806367e-5
0.36363636363636365 -6.12300804250232e-5
0.37272727272727274 -0.0001446806600102768
0.38181818181818183 -0.00023242380000310092
0.39090909090909093 -0.0003176955045982588
0.4 -0.0003937858949094597
0.41000000000000003 -0.00046076666595018523
0.42000000000000004 -0.0005107324293827098
0.43 -0.000545820335050351
0.44 -0.0005681511827808627
0.45 -0.0005798288608478419
0.46 -0.0005829395972969387
0.47000000000000003 -0.0005795516605133777
0.48 -0.0005717146375974202
0.49 -0.0005614588099405182
0.5 -0.0005507945092562139
0.5193548387096774 -0.0005339092241249954
0.5290322580645161 -0.0005275004295497432
0.5387096774193548 -0.0005223469580564188
0.5483870967741935 -0.0005183739590357561
0.5580645161290323 -0.0005155070075415491
0.567741935483871 -0.0005136721252425591
0.5774193548387097 -0.0005127958727475512
0.5870967741935484 -0.0005128053238145913
0.5967741935483871 -0.000513628083898876
0.6064516129032258 -0.00051519230929431
0.6161290322580645 -0.0005174267268923671
0.6258064516129033 -0.0005202606545888777
0.635483870967742 -0.0005236240223489563
0.6451612903225806 -0.0005274473939589353
0.6548387096774193 -0.0005316619951345469
0.6645161290322581 -0.0005361997230279858
0.6741935483870968 -0.0005409931724846828
0.6838709677419355 -0.0005459756755403777
0.6935483870967742 -0.0005510813178586371
0.7032258064516129 -0.0005562449650760026
0.7129032258064516 -0.0005614022899760318
0.7225806451612904 -0.0005664897963550963
0.7322580645161291 -0.0005714448558076235
0.7419354838709677 -0.0005762057439993029
0.7516129032258065 -0.0005807116506166832
0.7612903225806452 -0.0005849027218081115
0.7709677419354839 -0.0005887200928811342
0.7806451612903226 -0.0005921059220095337
0.7903225806451614 -0.000595003415369999
0.8 -0.0005973568704400467
0.81 -0.0005991527878234093
0.8200000000000001 -0.0006002116948133907
0.8300000000000001 -0.0006004377406961803
0.8400000000000001 -0.0005997372419354052
0.8500000000000001 -0.0005980187571054119
0.86 -0.0005951931372671915
0.87 -0.0005911736536786671
0.88 -0.0005858761314528893
0.89 -0.0005792188820392674
0.9 -0.0005711228685234548
0.91 -0.0005615117945649839
0.92 -0.0005503121957461943
0.93 -0.0005374534769758688
0.9400000000000001 -0.0005228681535373036
0.95 -0.0005064919096694487
0.96 -0.0004882635537962754
0.97 -0.00046812522232630993
0.98 -0.00044602248619896034
0.99 -0.0004219044599260702
1.0 -0.00039572383199382166
1.01 -0.00036753387303067875
1.02 -0.0003377731523672711
1.03 -0.00030696639364868883
1.04 -0.00027562622271737336
1.05 -0.00024425271789796366
1.06 -0.00021333294719305673
1.07 -0.00018334042705370202
1.08 -0.00015473485849409885
1.0899999999999999 -0.00012796138563231363
1.1 -0.00010345012281215427
1.1099999999999999 -8.161567414904924e-5
1.1199999999999999 -6.285659196292315e-5
1.13 -4.755482243623543e-5
1.14 -3.6075118292289154e-5
1.15 -2.876453474248697e-5
1.16 -2.595174307423731e-5
1.17 -2.7946469069617397e-5
1.18 -3.503888490802298e-5
1.19 -4.7498981080751346e-5
1.2 -6.557592789757649e-5
1.2193548387096773 -0.00011647806891668111
1.229032258064516 -0.00014898356674575286
1.238709677419355 -0.00018558647120886507
1.2483870967741935 -0.00022584197509900594
1.2580645161290323 -0.0002693131505503432
1.2677419354838708 -0.00031557129234416337
1.2774193548387096 -0.0003641959341580403
1.2870967741935484 -0.00041477625477256974
1.296774193548387 -0.00046691049218147707
1.3064516129032258 -0.0005202064738270284
1.3161290322580645 -0.0005742820969214246
1.3258064516129031 -0.0006287657289159032
1.335483870967742 -0.0006832966169964538
1.3451612903225807 -0.0007375245943544162
1.3548387096774193 -0.0007911126687936698
1.364516129032258 -0.0008437356108215999
1.3741935483870968 -0.0008950804015583624
1.3838709677419354 -0.0009448470419045063
