=======================================================
R = 0.0
-----------
-4.788199493e-01  -8.778962998e-01
8.778962998e-01  -4.788199493e-01

=======================================================
R = 0.01
-----------
-4.788199493e-01  -8.778962998e-01
8.778962998e-01  -4.788199493e-01

=======================================================
R = 0.02
-----------
-4.779157307e-01  -8.783888617e-01
8.783888617e-01  -4.779157307e-01

=======================================================
R = 0.03
-----------
-4.770035935e-01  -8.788845085e-01
8.788845085e-01  -4.770035935e-01

=======================================================
R = 0.04
-----------
-4.760834316e-01  -8.793832575e-01
8.793832575e-01  -4.760834316e-01

=======================================================
R = 0.05
-----------
-4.751551524e-01  -8.798851315e-01
8.798851315e-01  -4.751551524e-01

=======================================================
R = 0.06
-----------
-4.742186614e-01  -8.803901531e-01
8.803901531e-01  -4.742186614e-01

=======================================================
R = 0.07
-----------
-4.732738624e-01  -8.808983448e-01
8.808983448e-01  -4.732738624e-01

=======================================================
R = 0.08
-----------
-4.723206574e-01  -8.814097290e-01
8.814097290e-01  -4.723206574e-01

=======================================================
R = 0.09
-----------
-4.713589466e-01  -8.819243279e-01
8.819243279e-01  -4.713589466e-01

=======================================================
R = 0.1
-----------
-4.703886284e-01  -8.824421636e-01
8.824421636e-01  -4.703886284e-01

=======================================================
R = 0.11
-----------
-4.694095994e-01  -8.829632580e-01
8.829632580e-01  -4.694095994e-01

=======================================================
R = 0.12
-----------
-4.684217680e-01  -8.834876401e-01
8.834876401e-01  -4.684217680e-01

=======================================================
R = 0.13
-----------
-4.674250679e-01  -8.840153526e-01
8.840153526e-01  -4.674250679e-01

=======================================================
R = 0.14
-----------
-4.664193115e-01  -8.845463761e-01
8.845463761e-01  -4.664193115e-01

=======================================================
R = 0.15
-----------
-4.654043925e-01  -8.850807344e-01
8.850807344e-01  -4.654043925e-01

=======================================================
R = 0.16
-----------
-4.643802024e-01  -8.856184506e-01
8.856184506e-01  -4.643802024e-01

=======================================================
R = 0.17
-----------
-4.633466305e-01  -8.861595477e-01
8.861595477e-01  -4.633466305e-01

=======================================================
R = 0.18
-----------
-4.623035643e-01  -8.867040485e-01
8.867040485e-01  -4.623035643e-01

=======================================================
R = 0.19
-----------
-4.612508889e-01  -8.872519754e-01
8.872519754e-01  -4.612508889e-01

=======================================================
R = 0.2
-----------
-4.601884876e-01  -8.878033506e-01
8.878033506e-01  -4.601884876e-01

=======================================================
R = 0.21000000000000002
-----------
-4.591162416e-01  -8.883581959e-01
8.883581959e-01  -4.591162416e-01

=======================================================
R = 0.22
-----------
-4.580340298e-01  -8.889165329e-01
8.889165329e-01  -4.580340298e-01

=======================================================
R = 0.22999999999999998
-----------
-4.569417679e-01  -8.894784239e-01
8.894784239e-01  -4.569417679e-01

=======================================================
R = 0.24
-----------
-4.558393090e-01  -8.900438668e-01
8.900438668e-01  -4.558393090e-01

=======================================================
R = 0.25
-----------
-4.547264872e-01  -8.906128413e-01
8.906128413e-01  -4.547264872e-01

=======================================================
R = 0.26
-----------
-4.536031770e-01  -8.911853718e-01
8.911853718e-01  -4.536031770e-01

=======================================================
R = 0.27
-----------
-4.524692507e-01  -8.917614824e-01
8.917614824e-01  -4.524692507e-01

=======================================================
R = 0.27999999999999997
-----------
-4.513245780e-01  -8.923411962e-01
8.923411962e-01  -4.513245780e-01

=======================================================
R = 0.29
-----------
-4.501690266e-01  -8.929245362e-01
8.929245362e-01  -4.501690266e-01

=======================================================
R = 0.3
-----------
-4.490024615e-01  -8.935115245e-01
8.935115245e-01  -4.490024615e-01

=======================================================
R = 0.3090909090909091
-----------
-4.479322751e-01  -8.940483344e-01
8.940483344e-01  -4.479322751e-01

=======================================================
R = 0.3181818181818182
-----------
-4.468527685e-01  -8.945881931e-01
8.945881931e-01  -4.468527685e-01

=======================================================
R = 0.32727272727272727
-----------
-4.457638352e-01  -8.951311162e-01
8.951311162e-01  -4.457638352e-01

=======================================================
R = 0.33636363636363636
-----------
-4.446653906e-01  -8.956771919e-01
8.956771919e-01  -4.446653906e-01

=======================================================
R = 0.34545454545454546
-----------
-4.435573102e-01  -8.962263877e-01
8.962263877e-01  -4.435573102e-01

=======================================================
R = 0.35454545454545455
-----------
-4.424394633e-01  -8.967786564e-01
8.967786564e-01  -4.424394633e-01

=======================================================
R = 0.36363636363636365
-----------
-4.413117389e-01  -8.973340176e-01
8.973340176e-01  -4.413117389e-01

=======================================================
R = 0.37272727272727274
-----------
-4.401740244e-01  -8.978924900e-01
8.978924900e-01  -4.401740244e-01

=======================================================
R = 0.38181818181818183
-----------
-4.390262053e-01  -8.984540913e-01
8.984540913e-01  -4.390262053e-01

=======================================================
R = 0.39090909090909093
-----------
-4.378681655e-01  -8.990188390e-01
8.990188390e-01  -4.378681655e-01

=======================================================
R = 0.4
-----------
-4.366997871e-01  -8.995867493e-01
8.995867493e-01  -4.366997871e-01

=======================================================
R = 0.41000000000000003
-----------
-4.354024870e-01  -9.002151224e-01
9.002151224e-01  -4.354024870e-01

=======================================================
R = 0.42000000000000004
-----------
-4.340923711e-01  -9.008473612e-01
9.008473612e-01  -4.340923711e-01

=======================================================
R = 0.43
-----------
-4.327692751e-01  -9.014834847e-01
9.014834847e-01  -4.327692751e-01

=======================================================
R = 0.44
-----------
-4.314330326e-01  -9.021235582e-01
9.021235582e-01  -4.314330326e-01

=======================================================
R = 0.45
-----------
-4.300834743e-01  -9.027676700e-01
9.027676700e-01  -4.300834743e-01

=======================================================
R = 0.46
-----------
-4.287204289e-01  -9.034156545e-01
9.034156545e-01  -4.287204289e-01

=======================================================
R = 0.47000000000000003
-----------
-4.273437223e-01  -9.040675366e-01
9.040675366e-01  -4.273437223e-01

=======================================================
R = 0.48
-----------
-4.259531780e-01  -9.047233391e-01
9.047233391e-01  -4.259531780e-01

=======================================================
R = 0.49
-----------
-4.245486167e-01  -9.053830832e-01
9.053830832e-01  -4.245486167e-01

=======================================================
R = 0.5
-----------
-4.231298569e-01  -9.060467882e-01
9.060467882e-01  -4.231298569e-01

=======================================================
R = 0.5193548387096774
-----------
-4.203428467e-01  -9.073426943e-01
9.073426943e-01  -4.203428467e-01

=======================================================
R = 0.5290322580645161
-----------
-4.189287121e-01  -9.079962702e-01
9.079962702e-01  -4.189287121e-01

=======================================================
R = 0.5387096774193548
-----------
-4.175005939e-01  -9.086536099e-01
9.086536099e-01  -4.175005939e-01

=======================================================
R = 0.5483870967741935
-----------
-4.160583037e-01  -9.093148001e-01
9.093148001e-01  -4.160583037e-01

=======================================================
R = 0.5580645161290323
-----------
-4.146016668e-01  -9.099798292e-01
9.099798292e-01  -4.146016668e-01

=======================================================
R = 0.567741935483871
-----------
-4.131305210e-01  -9.106485943e-01
9.106485943e-01  -4.131305210e-01

=======================================================
R = 0.5774193548387097
-----------
-4.116446825e-01  -9.113211088e-01
9.113211088e-01  -4.116446825e-01

=======================================================
R = 0.5870967741935484
-----------
-4.101439654e-01  -9.119973840e-01
9.119973840e-01  -4.101439654e-01

=======================================================
R = 0.5967741935483871
-----------
-4.086281820e-01  -9.126774288e-01
9.126774288e-01  -4.086281820e-01

=======================================================
R = 0.6064516129032258
-----------
-4.070971420e-01  -9.133612503e-01
9.133612503e-01  -4.070971420e-01

=======================================================
R = 0.6161290322580645
-----------
-4.055506533e-01  -9.140488532e-01
9.140488532e-01  -4.055506533e-01

=======================================================
R = 0.6258064516129033
-----------
-4.039885216e-01  -9.147402403e-01
9.147402403e-01  -4.039885216e-01

=======================================================
R = 0.635483870967742
-----------
-4.024105506e-01  -9.154354121e-01
9.154354121e-01  -4.024105506e-01

=======================================================
R = 0.6451612903225806
-----------
-4.008165418e-01  -9.161343670e-01
9.161343670e-01  -4.008165418e-01

=======================================================
R = 0.6548387096774193
-----------
-3.992062842e-01  -9.168371346e-01
9.168371346e-01  -3.992062842e-01

=======================================================
R = 0.6645161290322581
-----------
-3.975795794e-01  -9.175436953e-01
9.175436953e-01  -3.975795794e-01

=======================================================
R = 0.6741935483870968
-----------
-3.959362373e-01  -9.182539932e-01
9.182539932e-01  -3.959362373e-01

=======================================================
R = 0.6838709677419355
-----------
-3.942760493e-01  -9.189680235e-01
9.189680235e-01  -3.942760493e-01

=======================================================
R = 0.6935483870967742
-----------
-3.925988048e-01  -9.196857790e-01
9.196857790e-01  -3.925988048e-01

=======================================================
R = 0.7032258064516129
-----------
-3.909042910e-01  -9.204072506e-01
9.204072506e-01  -3.909042910e-01

=======================================================
R = 0.7129032258064516
-----------
-3.891922931e-01  -9.211324267e-01
9.211324267e-01  -3.891922931e-01

=======================================================
R = 0.7225806451612904
-----------
-3.874625849e-01  -9.218613092e-01
9.218613092e-01  -3.874625849e-01

=======================================================
R = 0.7322580645161291
-----------
-3.857149470e-01  -9.225938827e-01
9.225938827e-01  -3.857149470e-01

=======================================================
R = 0.7419354838709677
-----------
-3.839491793e-01  -9.233300943e-01
9.233300943e-01  -3.839491793e-01

=======================================================
R = 0.7516129032258065
-----------
-3.821650558e-01  -9.240699287e-01
9.240699287e-01  -3.821650558e-01

=======================================================
R = 0.7612903225806452
-----------
-3.803623484e-01  -9.248133677e-01
9.248133677e-01  -3.803623484e-01

=======================================================
R = 0.7709677419354839
-----------
-3.785408274e-01  -9.255603908e-01
9.255603908e-01  -3.785408274e-01

=======================================================
R = 0.7806451612903226
-----------
-3.767002613e-01  -9.263109741e-01
9.263109741e-01  -3.767002613e-01

=======================================================
R = 0.7903225806451614
-----------
-3.748404059e-01  -9.270651038e-01
9.270651038e-01  -3.748404059e-01

=======================================================
R = 0.8
-----------
-3.729610136e-01  -9.278227651e-01
9.278227651e-01  -3.729610136e-01

=======================================================
R = 0.81
-----------
-3.709982446e-01  -9.286093064e-01
9.286093064e-01  -3.709982446e-01

=======================================================
R = 0.8200000000000001
-----------
-3.690141397e-01  -9.293995001e-01
9.293995001e-01  -3.690141397e-01

=======================================================
R = 0.8300000000000001
-----------
-3.670084285e-01  -9.301933105e-01
9.301933105e-01  -3.670084285e-01

=======================================================
R = 0.8400000000000001
-----------
-3.649808396e-01  -9.309906980e-01
