 R   <X|d2/dR2|A> 
0.0 0.015056072965786057
0.01 0.007448240719839301
0.02 0.00031319464173507083
0.03 -0.005957459842636288
0.04 -0.011431040575350314
0.05 -0.016096130799135404
0.06 -0.01995482682277879
0.07 -0.023006910990078407
0.08 -0.02525256734266392
0.09 -0.026691915866214937
0.1 -0.0273250925951398
0.11 -0.02715223603841061
0.12 -0.02617348987810552
0.13 -0.02438900177158191
0.14 -0.021798929323290063
0.15 -0.018403407002570198
0.16 -0.014202740286718356
0.17 -0.009196275581059215
0.18 -0.0033889883301105508
0.19 0.003246913712329644
0.2 0.01054819627081459
0.21000000000000002 0.016220434792916214
0.22 0.01796919826929066
0.22999999999999998 0.015631228892051135
0.24 0.009234299000964495
0.25 -0.0012267034974997545
0.26 -0.01575067742655751
0.27 -0.03434098267695388
0.27999999999999997 -0.05698049471287761
0.29 -0.08377060616763679
0.3 -0.11412216588011077
0.3090909090909091 -0.13719752447900638
0.3181818181818182 -0.14800125020394408
0.32727272727272727 -0.14599773263515953
0.33636363636363636 -0.13127913047166664
0.34545454545454546 -0.10382996888368036
0.35454545454545455 -0.06365287060481822
0.36363636363636365 -0.010749574721521014
0.37272727272727274 0.054890904333279776
0.38181818181818183 0.13320224657514493
0.39090909090909093 0.22456916359398266
0.4 0.32674740275711656
0.41000000000000003 0.4173414150234306
0.42000000000000004 0.4524388243049833
0.43 0.4295708037226636
0.44 0.34916056625055897
0.45 0.21113395416564235
0.46 0.015508840660073214
0.47000000000000003 -0.23775187673333492
0.48 -0.5484476461733709
0.49 -0.9177490430517572
0.5 -1.3388377194927612
0.5193548387096774 -2.1145591343541805
0.5290322580645161 -2.431440136083433
0.5387096774193548 -2.6935488281766813
0.5483870967741935 -2.905646420487969
0.5580645161290323 -3.0669168238957143
0.567741935483871 -3.177500897535669
0.5774193548387097 -3.2373753510044425
0.5870967741935484 -3.2465450962258515
0.5967741935483871 -3.2050102470941195
0.6064516129032258 -3.1127717835653668
0.6161290322580645 -2.9698305821060855
0.6258064516129033 -2.7761875844311295
0.635483870967742 -2.531843771087609
0.6451612903225806 -2.236800168677406
0.6548387096774193 -1.891057851474612
0.6645161290322581 -1.4946179441830947
0.6741935483870968 -1.047481624686737
0.6838709677419355 -0.5496501270175638
0.6935483870967742 -0.001124744433418673
0.7032258064516129 0.5980931668703952
0.7129032258064516 1.2480021863441741
0.7225806451612904 1.9486008127956223
0.7322580645161291 2.699887533170609
0.7419354838709677 3.5018603937879846
0.7516129032258065 4.354519469629994
0.7612903225806452 5.257852440531515
0.7709677419354839 6.211918625429547
0.7806451612903226 7.216359158673157
0.7903225806451614 8.273251853023847
0.8 9.3704717973397
0.81 10.371840505146093
0.8200000000000001 11.066687026599904
0.8300000000000001 11.44248170402036
0.8400000000000001 11.501370755396735
0.8500000000000001 11.242982215734015
0.86 10.667375957715514
0.87 9.774537533716174
0.88 8.564465003254465
0.89 7.037154018698082
0.9 5.192600367557683
0.91 3.0307995078010213
0.92 0.5517466784269671
0.93 -2.244563445480095
0.9400000000000001 -5.358134951776198
0.95 -8.788981323328326
0.96 -12.537063632007367
0.97 -16.602650943718015
0.98 -20.984219912384166
0.99 -25.690697047925042
1.0 -30.670105771919445
1.01 -35.19097769653186
1.02 -38.521845002593366
1.03 -40.61073282144538
1.04 -41.46657052519854
1.05 -41.087838801415565
1.06 -39.47481194800214
1.07 -36.62745750222932
1.08 -32.545796689654765
1.0899999999999999 -27.229842669255618
1.1 -20.67961123653985
1.1099999999999999 -12.895119043789077
1.1199999999999999 -3.876384327605084
1.13 6.3765748487805745
1.14 17.863729864684593
1.15 30.585103162851766
1.16 44.54040814345937
1.17 59.73114695005473
1.18 76.14838249899117
1.19 93.84400700816622
1.2 112.51535712045067
1.2193548387096773 145.0963613561052
1.229032258064516 157.80983517583945
1.238709677419355 167.7940565590791
1.2483870967741935 175.27847235590428
1.2580645161290323 180.2236580228651
1.2677419354838708 182.63631488173596
1.2774193548387096 182.5152245882835
1.2870967741935484 179.86052126722825
1.296774193548387 174.67209997764212
1.3064516129032258 166.94988900326945
1.3161290322580645 156.69380226276115
1.3258064516129031 143.9037464901864
1.335483870967742 128.57961888955882
1.3451612903225807 110.72130627577154
1.3548387096774193 90.3286837901822
1.364516129032258 67.40161349286105
1.3741935483870968 41.93994274910874
1.3838709677419354 13.94350238896865
1.3935483870967742 -16.58789540081349
1.403225806451613 -49.65445948271454
1.4129032258064516 -85.25642259744984
1.4225806451612903 -123.39404424572217
1.432258064516129 -164.0676162066935
1.4419354838709677 -207.27745613831544
1.4516129032258065 -253.02397469389118
1.461290322580645 -301.3073189261004
1.4709677419354839 -352.1294909015128
1.4806451612903226 -405.48204639778976
1.4903225806451612 -461.417846948889
1.5 -519.6329224890433
1.509993076923077 -577.7075386407162
1.5199861538461539 -629.3500501430476
1.5299792307692308 -674.2469861612374
1.5399723076923078 -712.4535962071102
1.5499653846153847 -743.9620945608564
1.5599584615384616 -768.7757788113257
1.5699515384615386 -786.8963624985936
1.5799446153846155 -798.3262081283356
1.5899376923076922 -803.0680162906865
1.5999307692307692 -801.1249667450898
1.609923846153846 -792.5008010517224
1.619916923076923 -777.1999387573319
1.62991 -755.227616801559
1.639903076923077 -726.5900605707899
1.6498961538461538 -691.2946931766733
1.6598892307692308 -649.3503913197665
1.6698823076923077 -600.7677971789371
1.6798753846153847 -545.5596965115972
1.6898684615384614 -483.7414727501863
1.6998615384615383 -415.33164406487487
1.7098546153846153 -340.3524827511871
1.7198476923076922 -258.8306996166874
1.7298407692307691 -170.79814271134768
1.739833846153846 -76.29239660453065
1.749826923076923 24.64294690717874
1.75982 131.95878014148283
1.7698130769230769 245.60251699380512
1.7798061538461538 365.52304089476115
1.7897992307692308 491.68082103503707
1.7997923076923077 624.0667673225228
1.8097853846153846 762.734571594644
1.8197784615384616 907.8535110492923
1.8297715384615383 1059.777242613845
1.8397646153846152 1219.1647620342849
1.8497576923076922 1386.8604373554126
1.859750769230769 1564.9533122290463
1.869743846153846 1750.142494172703
1.879736923076923 1970.3486986522144
1.88973 2067.3971206676592
1.89691 748.7715173042674
1.9005 -173.80734554622535
1.90409 -274.7316479247106
1.90768 -18.681351087726696
1.91127 24.995033887577662
1.91486 -29.598968966061612
1.91845 -28.268173767083443
1.92204 -1.958989512978762
1.92563 8.031157383971372
1.92922 9.991415462722557
1.93281 15.027612863774833
1.9364 20.98364450194779
1.93999 24.970495630170195
1.94358 27.662402516675932
1.94717 29.9401044260601
1.95076 31.738825924762413
1.95435 32.93753337298341
1.957945 33.64321112125887
1.96154 33.970302027390034
1.96513 33.98875657869421
1.96872 33.75894236632557
1.97231 33.326734275086416
1.9759 32.73141001246722
1.97949 32.01024404246924
1.98308 31.195410431710656
1.98667 30.31158784781531
1.99026 29.379126448536546
1.9938500000000001 28.414447229884658
1.99744 27.43013459549593
2.00462 25.443357997890047
2.0118 23.470545746419717
2.01898 21.53810096367215
2.02616 19.656485229821776
2.03335 17.822615918283965
2.04053 16.036342760087333
2.04771 14.288021717952823
2.05489 12.570025604210059
2.06207 10.876817674606961
2.06925 9.205129607286938
2.07643 7.554850179579374
2.08361 5.92708069716684
2.0872 5.1235890608587
2.09079 4.328676198751664
2.09438 3.541915680196281
2.09797 2.7636571618465195
2.10156 1.9986716167925787
2.10515 1.251597339453496
2.108745 0.513909344837035
2.11234 -0.21033123241930743
2.11593 -0.9630882685793303
2.11952 -1.4414669230013057
2.12311 -3.371156343324918
2.1267 3.2926160993041385
2.13029 -40.00753777975639
2.13388 208.03678759199383
2.13747 205.31958702350948
2.14106 -45.56487564868852
2.14465 -2.9597770929681015
2.14824 -10.692690576269772
2.15183 -9.771463080778956
2.15542 -10.316979394434624
2.15901 -10.59178178396139
2.1626 -10.893102633476637
2.16619 -11.171903208407572
2.16978 -11.438516414643708
2.17337 -11.68384247073697
2.17696 -11.901674907033174
2.180555 -12.10795265398395
2.18415 -12.317491741738717
2.18774 -12.51599536036347
2.19133 -12.689146539496814
2.1949199999999998 -12.84405978647672
2.19851 -12.989773158549262
2.19866164 -12.995725760471375
2.19881328 -13.001634223747857
2.19896492 -13.0075248692429
2.19911656 -13.013393623801988
2.1992682 -13.019241246746216
2.19941984 -13.025067258500787
2.19957148 -13.030871142199938
2.19972312 -13.036653843975616
2.19987476 -13.042415482609663
2.2000264 -13.04815704066349
2.2000725 -13.049897858171509
2.2001185 -13.051632151373433
2.2001645 -13.05336498473828
2.2002106 -13.055099256741233
2.2002566 -13.056828403029797
2.2003026 -13.058557444898156
2.2003487 -13.060284839818767
2.2003947 -13.062007895060463
2.2004407 -13.063730323042584
2.2004867 -13.06544739618489
2.2005328 -13.067169594947352
2.2005788 -13.068885011005634
2.2006248 -13.070597218139259
2.2006709 -13.07231253361325
2.2007169 -13.074022972317994
2.2007629 -13.07573021154333
2.200809 -13.07743740827215
