 R   <X|d2/dR2|X>   <A|d2/dR2|A> 
0.0 -0.00012542584894749317 -0.00012542584894749317
0.01 -0.00012291816909159431 -0.00012291816909159431
0.02 -0.00012208529484892486 -0.00012208529484892486
0.03 -0.00012273142954590977 -0.00012273142954590977
0.04 -0.00012468799700069756 -0.00012468799700069756
0.05 -0.00012780350848713706 -0.00012780350848713706
0.06 -0.00013193473395598518 -0.00013193473395598518
0.07 -0.00013693917695515223 -0.00013693917695515223
0.08 -0.00014266885266130545 -0.00014266885266130545
0.09 -0.00014896536840396625 -0.00014896536840396625
0.1 -0.00015565630603022956 -0.00015565630603022956
0.11 -0.00016255290542329705 -0.00016255290542329705
0.12 -0.00016944904845102654 -0.00016944904845102654
0.13 -0.00017612154258151718 -0.00017612154258151718
0.14 -0.00018233170336124705 -0.00018233170336124705
0.15 -0.00018782823490729145 -0.00018782823490729145
0.16 -0.00019235140751851554 -0.00019235140751851554
0.17 -0.00019563853146120608 -0.00019563853146120608
0.18 -0.0001974307259321438 -0.0001974307259321438
0.19 -0.00019748098214648747 -0.00019748098214648747
0.2 -0.00019556351943877766 -0.00019556351943877766
0.21000000000000002 -0.00019170898463914522 -0.00019170898463914522
0.22 -0.00018686350618188393 -0.00018686350618188393
0.22999999999999998 -0.00018216183495152818 -0.00018216183495152818
0.24 -0.00017868539196747282 -0.00017868539196747282
0.25 -0.0001774812375675954 -0.0001774812375675954
0.26 -0.00017961406057576652 -0.00017961406057576652
0.27 -0.0001862511940681799 -0.0001862511940681799
0.27999999999999997 -0.00019878066474513602 -0.00019878066474513602
0.29 -0.00021896228333213795 -0.00021896228333213795
0.3 -0.0002491117838786749 -0.0002491117838786749
0.3090909090909091 -0.0002869245656445774 -0.0002869245656445774
0.3181818181818182 -0.00033305833239614317 -0.00033305833239614317
0.32727272727272727 -0.0003841863536690763 -0.0003841863536690763
0.33636363636363636 -0.00043578617162426576 -0.00043578617162426576
0.34545454545454546 -0.0004821815398492837 -0.0004821815398492837
0.35454545454545455 -0.0005168521529368661 -0.0005168521529368661
0.36363636363636365 -0.0005330111486766349 -0.0005330111486766349
0.37272727272727274 -0.0005244503636609438 -0.0005244503636609438
0.38181818181818183 -0.0004866533220054996 -0.0004866533220054996
0.39090909090909093 -0.0004181759357159117 -0.0004181759357159117
0.4 -0.0003222948939876743 -0.0003222948939876743
0.41000000000000003 -0.00020068925028020787 -0.00020068925028020787
0.42000000000000004 -9.495502048515927e-5 -9.495502048515927e-5
0.43 -2.7695173796535813e-5 -2.7695173796535813e-5
0.44 -1.682017409942082e-6 -1.682017409942082e-6
0.45 -2.4855097696985662e-6 -2.4855097696985662e-6
0.46 -7.738170286765035e-6 -7.738170286765035e-6
0.47000000000000003 -3.036786367332187e-6 -3.036786367332187e-6
0.48 -4.4811321361788085e-6 -4.4811321361788085e-6
0.49 -8.784992778784852e-5 -8.784992778784852e-5
0.5 -0.00042441428413394095 -0.00042441428413394095
0.5193548387096774 -0.0029610306422175113 -0.0029610306422175113
0.5290322580645161 -0.005850006054039952 -0.005850006054039952
0.5387096774193548 -0.010270397774092688 -0.010270397774092688
0.5483870967741935 -0.016511617994251597 -0.016511617994251597
0.5580645161290323 -0.024793122482179998 -0.024793122482179998
0.567741935483871 -0.03524427742969538 -0.03524427742969538
0.5774193548387097 -0.04788904286284868 -0.04788904286284868
0.5870967741935484 -0.06263547239942163 -0.06263547239942163
0.5967741935483871 -0.07927002912425643 -0.07927002912425643
0.6064516129032258 -0.09745671733633983 -0.09745671733633983
0.6161290322580645 -0.11674102990376252 -0.11674102990376252
0.6258064516129033 -0.1365587109434739 -0.1365587109434739
0.635483870967742 -0.15624933352199813 -0.15624933352199813
0.6451612903225806 -0.17507469205086487 -0.17507469205086487
0.6548387096774193 -0.1922420090262634 -0.1922420090262634
0.6645161290322581 -0.2069319557362141 -0.2069319557362141
0.6741935483870968 -0.21833148653017248 -0.21833148653017248
0.6838709677419355 -0.22567148621524696 -0.22567148621524696
0.6935483870967742 -0.22826923010991806 -0.22826923010991806
0.7032258064516129 -0.225575656250041 -0.225575656250041
0.7129032258064516 -0.21722744920276138 -0.21722744920276138
0.7225806451612904 -0.203103934901459 -0.203103934901459
0.7322580645161291 -0.18338878586868468 -0.18338878586868468
0.7419354838709677 -0.15863653614388148 -0.15863653614388148
0.7516129032258065 -0.1298439051781369 -0.1298439051781369
0.7612903225806452 -0.09852592989886669 -0.09852592989886669
0.7709677419354839 -0.06679690408270593 -0.06679690408270593
0.7806451612903226 -0.03745612410449359 -0.03745612410449359
0.7903225806451614 -0.01407844005348928 -0.01407844005348928
0.8 -0.0011096111242459746 -0.0011096111242459746
0.81 -0.0043250332666831485 -0.0043250332666831485
0.8200000000000001 -0.030053578200850365 -0.030053578200850365
0.8300000000000001 -0.08196831758979246 -0.08196831758979246
0.8400000000000001 -0.1611356470036597 -0.1611356470036597
0.8500000000000001 -0.2657766632428744 -0.2657766632428744
0.86 -0.3912297948405012 -0.3912297948405012
0.87 -0.5301146926506873 -0.5301146926506873
0.88 -0.6726973880770253 -0.6726973880770253
0.89 -0.8074567272084792 -0.8074567272084792
0.9 -0.9218520899184615 -0.9218520899184615
0.91 -1.0032924038534201 -1.0032924038534201
0.92 -1.040306464200214 -1.040306464200214
0.93 -1.0239145711875397 -1.0239145711875397
0.9400000000000001 -0.9492014984576228 -0.9492014984576228
0.95 -0.8170908067540397 -0.8170908067540397
0.96 -0.6363205188251787 -0.6363205188251787
0.97 -0.4256201730580321 -0.4256201730580321
0.98 -0.2160892751531494 -0.2160892751531494
0.99 -0.05377716915124558 -0.05377716915124558
1.0 -0.0024643513502618213 -0.0024643513502618213
1.01 -0.14467123745904387 -0.14467123745904387
1.02 -0.5632304008284519 -0.5632304008284519
1.03 -1.317189295390076 -1.317189295390076
1.04 -2.4324108233340085 -2.4324108233340085
1.05 -3.896414102867514 -3.896414102867514
1.06 -5.656262588085078 -5.656262588085078
1.07 -7.619499452162961 -7.619499452162961
1.08 -9.65813013479279 -9.65813013479279
1.0899999999999999 -11.615651943154717 -11.615651943154717
1.1 -13.317130582617068 -13.317130582617068
1.1099999999999999 -14.582323478522325 -14.582323478522325
1.1199999999999999 -15.241849733638936 -15.241849733638936
1.13 -15.156406546830262 -15.156406546830262
1.14 -14.239031896902414 -14.239031896902414
1.15 -12.480413271046546 -12.480413271046546
1.16 -9.977242189356012 -9.977242189356012
1.17 -6.963614245053278 -6.963614245053278
1.18 -3.8454743437096353 -3.8454743437096353
1.19 -1.2381067831760888 -1.2381067831760888
1.2 -0.0066697683515536035 -0.0066697683515536035
1.2193548387096773 -5.911793490303884 -5.911793490303884
1.229032258064516 -15.21569250712267 -15.21569250712267
1.238709677419355 -30.02162032774013 -30.02162032774013
1.2483870967741935 -51.012573919435454 -51.012573919435454
1.2580645161290323 -78.59783742690227 -78.59783742690227
1.2677419354838708 -112.87748165429542 -112.87748165429542
1.2774193548387096 -153.61888376611603 -153.61888376611603
1.2870967741935484 -200.24526790210757 -200.24526790210757
1.296774193548387 -251.83626750712614 -251.83626750712614
1.3064516129032258 -307.14051030033494 -307.14051030033494
1.3161290322580645 -364.6002269523604 -364.6002269523604
1.3258064516129031 -422.3878847081532 -422.3878847081532
1.335483870967742 -478.454847391701 -478.454847391701
1.3451612903225807 -530.5920634622416 -530.5920634622416
1.3548387096774193 -576.5027840668776 -576.5027840668776
1.364516129032258 -613.8873133596661 -613.8873133596661
1.3741935483870968 -640.5397937423714 -640.5397937423714
1.3838709677419354 -654.457029139141 -654.457029139141
1.3935483870967742 -653.9593499611686 -653.9593499611686
1.403225806451613 -637.8235240659487 -637.8235240659487
1.4129032258064516 -605.4277187911945 -605.4277187911945
1.4225806451612903 -556.9085200729352 -556.9085200729352
1.432258064516129 -493.33001577450545 -493.33001577450545
1.4419354838709677 -416.8649516992457 -416.8649516992457
1.4516129032258065 -330.98797038662775 -330.98797038662775
1.461290322580645 -240.6809447627505 -240.6809447627505
1.4709677419354839 -152.65042111204428 -152.65042111204428
1.4806451612903226 -75.55718875723805 -75.55718875723805
1.4903225806451612 -20.257997404782074 -20.257997404782074
1.5 -0.05944749103030873 -0.05944749103030873
1.509993076923077 -32.88200445152315 -32.88200445152315
1.5199861538461539 -138.62474894750721 -138.62474894750721
1.5299792307692308 -334.73329409202927 -334.73329409202927
1.5399723076923078 -636.6937385272274 -636.6937385272274
1.5499653846153847 -1057.432772741364 -1057.432772741364
1.5599584615384616 -1606.8077354943232 -1606.8077354943232
1.5699515384615386 -2291.1866231149456 -2291.1866231149456
1.5799446153846155 -3113.1180535541084 -3113.1180535541084
1.5899376923076922 -4071.091185518748 -4071.091185518748
1.5999307692307692 -5159.385590427336 -5159.385590427336
1.609923846153846 -6368.01107080264 -6368.01107080264
1.619916923076923 -7682.737412295961 -7682.737412295961
1.62991 -9085.214046692221 -9085.214046692221
1.639903076923077 -10553.179588313524 -10553.179588313524
1.6498961538461538 -12060.761183743904 -12060.761183743904
1.6598892307692308 -13578.863581057929 -13578.863581057929
1.6698823076923077 -15075.647774266106 -15075.647774266106
1.6798753846153847 -16517.099003312902 -16517.099003312902
1.6898684615384614 -17867.683777498685 -17867.683777498685
1.6998615384615383 -19091.09542254256 -19091.09542254256
1.7098546153846153 -20151.087401909994 -20151.087401909994
1.7198476923076922 -21012.393292365738 -21012.393292365738
1.7298407692307691 -21641.731745747806 -21641.731745747806
1.739833846153846 -22008.893965352934 -22008.893965352934
1.749826923076923 -22087.910062811767 -22087.910062811767
1.75982 -21858.28901806923 -21858.28901806923
1.7698130769230769 -21306.32473298179 -21306.32473298179
1.7798061538461538 -20426.457850144165 -20426.457850144165
1.7897992307692308 -19222.679954504743 -19222.679954504743
1.7997923076923077 -17709.964718443996 -17709.964718443996
1.8097853846153846 -15915.71265997509 -15915.71265997509
1.8197784615384616 -13881.209364036256 -13881.209364036256
1.8297715384615383 -11663.134147521721 -11663.134147521721
1.8397646153846152 -9335.236313315869 -9335.236313315869
1.8497576923076922 -6990.43492246239 -6990.43492246239
1.859750769230769 -4743.7719057403165 -4743.7719057403165
1.869743846153846 -2736.722652681011 -2736.722652681011
1.879736923076923 -1143.0448637113022 -1143.0448637113022
1.88973 -175.34218911774107 -175.34218911774107
1.89691 -0.7092516519827325 -0.7092516519827325
1.9005 -0.021373185698884686 -0.021373185698884686
1.90409 -1.8297230826908026 -1.8297230826908026
1.90768 -3.2341858731161413 -3.2341858731161413
1.91127 -2.8137051706165632 -2.8137051706165632
1.91486 -2.914250395510966 -2.914250395510966
1.91845 -3.3846371891819635 -3.3846371891819635
1.92204 -3.5632789740273556 -3.5632789740273556
1.92563 -3.4911062573272442 -3.4911062573272442
1.92922 -3.375333485112795 -3.375333485112795
1.93281 -3.218260944538276 -3.218260944538276
1.9364 -2.9876578246473864 -2.9876578246473864
1.93999 -2.706209184481879 -2.706209184481879
1.94358 -2.4036108901285744 -2.4036108901285744
1.94717 -2.0932640404801393 -2.0932640404801393
1.95076 -1.784410384687279 -1.784410384687279
1.95435 -1.487095919210457 -1.487095919210457
1.957945 -1.2091232445345783 -1.2091232445345783
1.96154 -0.9563099053463239 -0.9563099053463239
1.96513 -0.7323980532988207 -0.7323980532988207
1.96872 -0.5388947928991294 -0.5388947928991294
1.97231 -0.37649884952121176 -0.37649884952121176
1.9759 -0.24498043633685454 -0.24498043633685454
1.97949 -0.14341099353154776 -0.14341099353154776
1.98308 -0.07033395650602789 -0.07033395650602789
1.98667 -0.023955396747385525 -0.023955396747385525
1.99026 -0.002266897899365675 -0.002266897899365675
1.9938500000000001 -0.0031514640280444167 -0.0031514640280444167
1.99744 -0.024456630694200458 -0.024456630694200458
2.00462 -0.11985835098680937 -0.11985835098680937
2.0118 -0.2722521203122447 -0.2722521203122447
2.01898 -0.46691958728921346 -0.46691958728921346
2.02616 -0.6908206516186169 -0.6908206516186169
2.03335 -0.9328675275529459 -0.9328675275529459
2.04053 -1.1823654006627509 -1.1823654006627509
2.04771 -1.4308960708543228 -1.4308960708543228
2.05489 -1.6708062109106752 -1.6708062109106752
2.06207 -1.8954426115123029 -1.8954426115123029
2.06925 -2.099098004042524 -2.099098004042524
2.07643 -2.2770050490925353 -2.2770050490925353
2.08361 -2.4253529668796925 -2.4253529668796925
2.0872 -2.4875163837036616 -2.4875163837036616
2.09079 -2.5413127745590423 -2.5413127745590423
2.09438 -2.586543442912995 -2.586543442912995
2.09797 -2.623065714033715 -2.623065714033715
2.10156 -2.6508021073501853 -2.6508021073501853
2.10515 -2.669807858903358 -2.669807858903358
2.108745 -2.680184121553052 -2.680184121553052
2.11234 -2.681936048727987 -2.681936048727987
2.11593 -2.675163316507389 -2.675163316507389
2.11952 -2.66013830776014 -2.66013830776014
2.12311 -2.6371823123605 -2.6371823123605
2.1267 -2.6066127457597155 -2.6066127457597155
2.13029 -2.5687714229560976 -2.5687714229560976
2.13388 -2.5240576804547703 -2.5240576804547703
2.13747 -8.244848321507899 -8.244848321507899
2.14106 -8.06669536202408 -8.06669536202408
2.14465 -7.88281690519098 -7.88281690519098
2.14824 -7.69376269767963 -7.69376269767963
2.15183 -7.500089009666085 -7.500089009666085
2.15542 -7.3023591705897735 -7.3023591705897735
2.15901 -7.101138212150577 -7.101138212150577
2.1626 -6.897005081950621 -6.897005081950621
2.16619 -6.690519358253907 -6.690519358253907
2.16978 -6.482175299830827 -6.482175299830827
2.17337 -6.27249212168141 -6.27249212168141
2.17696 -6.062164561376645 -6.062164561376645
2.180555 -5.851514803682744 -5.851514803682744
2.18415 -5.641039309877953 -5.641039309877953
2.18774 -5.431230096680286 -5.431230096680286
2.19133 -5.222345298053455 -5.222345298053455
2.1949199999999998 -5.014949370615752 -5.014949370615752
2.19851 -4.80939389820871 -4.80939389820871
2.19866164 -4.800756256304371 -4.800756256304371
