 R   <X|H|A> 
0.0 0.007610274989911403
0.01 0.007390500321625915
0.02 0.00719308626337245
0.03 0.007016075307539005
0.04 0.006856051659174245
0.05 0.0067096020121506506
0.06 0.006573316055359157
0.07 0.006443785303104299
0.08 0.00631760403063053
0.09 0.006191369659455326
0.1 0.0060616824600088215
0.11 0.005925145634305018
0.12 0.0057783654008232155
0.13 0.005617951081722694
0.14 0.0054405151926366635
0.15 0.005242673535186704
0.16 0.0050210452924681626
0.17 0.0047722531165503845
0.18 0.004492923262788828
0.19 0.004179685672041078
0.2 0.0038291740724010204
0.21000000000000002 0.003440710210891318
0.22 0.003024351035758599
0.22999999999999998 0.0025928270753139415
0.24 0.0021588566810564203
0.25 0.0017351456578582614
0.26 0.001334386880376126
0.27 0.0009692598947874664
0.27999999999999997 0.000652430265034809
0.29 0.0003965500175797665
0.3 0.0002142561868141435
0.3090909090909091 0.0001198927737617872
0.3181818181818182 8.754082368378491e-5
0.32727272727272727 0.00010797184933553083
0.33636363636363636 0.00017196577274392055
0.34545454545454546 0.00027031115616615864
0.35454545454545455 0.0003938054479140085
0.36363636363636365 0.0005332552425660886
0.37272727272727274 0.000679476555166314
0.38181818181818183 0.0008232951091113883
0.39090909090909093 0.0009555459098460339
0.4 0.0010670756015289662
0.41000000000000003 0.0011576320109654148
0.42000000000000004 0.0012162022636994507
0.43 0.0012469326618951282
0.44 0.0012539649182172763
0.45 0.0012414360168733207
0.46 0.0012134780594403871
0.47000000000000003 0.0011742180967160287
0.48 0.0011277779476295269
0.49 0.0010782740061106022
0.5 0.0010298164076358862
0.5193548387096774 0.0009490739106379209
0.5290322580645161 0.0009154407193325831
0.5387096774193548 0.0008860328452839905
0.5483870967741935 0.0008606504738100096
0.5580645161290323 0.0008390939730167357
0.567741935483871 0.0008211638968067536
0.5774193548387097 0.0008066609888979226
0.5870967741935484 0.0007953861877660895
0.5967741935483871 0.0007871406324144736
0.6064516129032258 0.0007817256036575237
0.6161290322580645 0.0007789425792201765
0.6258064516129033 0.0007785936057995713
0.635483870967742 0.0007804806674702736
0.6451612903225806 0.0007844059915897983
0.6548387096774193 0.000790172057536731
0.6645161290322581 0.0007975816061569496
0.6741935483870968 0.00080643764988797
0.6838709677419355 0.000816543454778218
0.6935483870967742 0.000827702653549256
0.7032258064516129 0.0008397191370217438
